"Status","Year","Organisation","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","Female","30","30","31620","31460"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","Male","40","35","33280","31750"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire CC and Rutland","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire CC and Rutland","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Manchester","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Manchester","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","Female","50","45","29720","25190"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North and West Norfolk","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","Female","65","60","29700","28100"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","Male","60","55","33410","29530"
"In post","2021","Animal and Plant Health Agency","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Norwich and East Norfolk","Female","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Nottingham","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","Female","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Powys","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Powys","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","Male","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Somerset","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Somerset","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West Wales","Female","90","85","27520","25100"
"In post","2021","Animal and Plant Health Agency","South West Wales","Male","55","50","29110","25260"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","Female","40","35","25130","21050"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Suffolk","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Suffolk","Male","25","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Thurrock","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Thurrock","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Surrey","Female","330","310","31740","28430"
"In post","2021","Animal and Plant Health Agency","West Surrey","Male","230","225","35350","32560"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Westminster","Female","15","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Westminster","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wiltshire","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Worcestershire","Female","100","90","27580","25260"
"In post","2021","Animal and Plant Health Agency","Worcestershire","Male","65","60","33280","31440"
"In post","2021","Animal and Plant Health Agency","York","Female","35","35","23020","21050"
"In post","2021","Animal and Plant Health Agency","York","Male","25","25","[c]","[c]"
"In post","2021","Attorney General's Office","Westminster","Female","30","25","[c]","[c]"
"In post","2021","Attorney General's Office","Westminster","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Ards and North Down","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","25","25","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Birmingham","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Birmingham","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Blackpool","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Blackpool","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bristol, City of","Female","35","30","39300","37300"
"In post","2021","Cabinet Office (excl. agencies)","Bristol, City of","Male","30","30","47420","49700"
"In post","2021","Cabinet Office (excl. agencies)","Buckinghamshire CC","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Buckinghamshire CC","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cambridgeshire CC","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cambridgeshire CC","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Camden and City of London","Female","40","35","50970","54700"
"In post","2021","Cabinet Office (excl. agencies)","Camden and City of London","Male","60","55","56290","56340"
"In post","2021","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Central Hampshire","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Central Hampshire","Male","25","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","City of Edinburgh","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","City of Edinburgh","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Coventry","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Croydon","Female","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Croydon","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Darlington","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Darlington","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Dorset CC","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Dorset CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Glasgow City","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Glasgow City","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester South East","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester South West","Female","100","95","44200","38410"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester South West","Male","70","70","46580","49700"
"In post","2021","Cabinet Office (excl. agencies)","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lambeth","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lambeth","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Leeds","Female","105","100","47700","40250"
"In post","2021","Cabinet Office (excl. agencies)","Leeds","Male","85","80","46360","40250"
"In post","2021","Cabinet Office (excl. agencies)","Lewisham and Southwark","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lewisham and Southwark","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Liverpool","Female","60","55","46930","49700"
"In post","2021","Cabinet Office (excl. agencies)","Liverpool","Male","65","65","51310","49700"
"In post","2021","Cabinet Office (excl. agencies)","Manchester","Female","55","55","42720","33300"
"In post","2021","Cabinet Office (excl. agencies)","Manchester","Male","40","40","51340","49700"
"In post","2021","Cabinet Office (excl. agencies)","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Milton Keynes","Female","50","45","28550","26670"
"In post","2021","Cabinet Office (excl. agencies)","Milton Keynes","Male","40","40","31660","33300"
"In post","2021","Cabinet Office (excl. agencies)","Monmouthshire and Newport","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Monmouthshire and Newport","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North Hampshire","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North Hampshire","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Norwich and East Norfolk","Female","50","45","45630","39370"
"In post","2021","Cabinet Office (excl. agencies)","Norwich and East Norfolk","Male","45","45","46660","49700"
"In post","2021","Cabinet Office (excl. agencies)","Nottingham","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Nottingham","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Peterborough","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Portsmouth","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Portsmouth","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Sheffield","Female","55","55","46160","40160"
"In post","2021","Cabinet Office (excl. agencies)","Sheffield","Male","45","45","48050","49700"
"In post","2021","Cabinet Office (excl. agencies)","South Hampshire","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South Hampshire","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South Lanarkshire","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South Lanarkshire","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Suffolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Suffolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Telford and Wrekin","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Telford and Wrekin","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Tower Hamlets","Female","435","425","48900","54700"
"In post","2021","Cabinet Office (excl. agencies)","Tower Hamlets","Male","435","430","54470","54700"
"In post","2021","Cabinet Office (excl. agencies)","Tyneside","Female","250","225","27650","23850"
"In post","2021","Cabinet Office (excl. agencies)","Tyneside","Male","155","150","29760","23850"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Female","325","320","36050","32000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Male","275","275","36480","32000"
"In post","2021","Cabinet Office (excl. agencies)","Warrington","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Warrington","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Westminster","Female","2930","2875","46750","38580"
"In post","2021","Cabinet Office (excl. agencies)","Westminster","Male","2520","2510","52440","43890"
"In post","2021","Cabinet Office (excl. agencies)","Wiltshire","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Wiltshire","Male","45","45","59490","53320"
"In post","2021","Cabinet Office (excl. agencies)","York","Female","235","215","28550","26670"
"In post","2021","Cabinet Office (excl. agencies)","York","Male","210","200","29910","26670"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Dorset CC","Female","65","60","31190","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Dorset CC","Male","70","70","34900","29750"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Suffolk","Female","215","200","31780","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Suffolk","Male","245","240","37130","32770"
"In post","2021","Charity Commission","Monmouthshire and Newport","Female","5","5","[c]","[c]"
"In post","2021","Charity Commission","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Female","175","160","32560","29160"
"In post","2021","Charity Commission","Sefton","Male","130","130","33070","29160"
"In post","2021","Charity Commission","Somerset","Female","25","20","[c]","[c]"
"In post","2021","Charity Commission","Somerset","Male","25","25","[c]","[c]"
