"Status","Year","Age","Region_ITL1","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","South East (England)","AA/AO","Heterosexual / straight","40","40","21530","21430"
"In post","2021","16-19","South East (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","16-19","South East (England)","AA/AO","Unknown","45","45","22320","21430"
"In post","2021","16-19","South East (England)","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","South East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","AA/AO","Heterosexual / straight","40","40","19560","19750"
"In post","2021","16-19","South West (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","South West (England)","EO","Heterosexual / straight","75","75","19290","19040"
"In post","2021","16-19","South West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","EO","Unknown","30","30","[c]","[c]"
"In post","2021","16-19","South West (England)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Unknown","35","35","18640","15940"
"In post","2021","16-19","Wales","AA/AO","Heterosexual / straight","60","55","19520","20140"
"In post","2021","16-19","Wales","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","16-19","Wales","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","AA/AO","Unknown","50","40","19600","20140"
"In post","2021","16-19","Wales","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","AA/AO","Heterosexual / straight","40","40","20810","21010"
"In post","2021","16-19","Yorkshire and The Humber","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","AA/AO","Unknown","45","45","20310","20140"
"In post","2021","16-19","Yorkshire and The Humber","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","AA/AO","Heterosexual / straight","935","915","22450","21950"
"In post","2021","20-29","East Midlands (England)","AA/AO","LGBO","95","95","21930","21010"
"In post","2021","20-29","East Midlands (England)","AA/AO","Undeclared","55","50","21220","20970"
"In post","2021","20-29","East Midlands (England)","AA/AO","Unknown","435","420","21600","20600"
"In post","2021","20-29","East Midlands (England)","EO","Heterosexual / straight","535","530","26330","26750"
"In post","2021","20-29","East Midlands (England)","EO","LGBO","50","50","25740","25560"
"In post","2021","20-29","East Midlands (England)","EO","Undeclared","35","35","26390","27570"
"In post","2021","20-29","East Midlands (England)","EO","Unknown","220","220","25960","25560"
"In post","2021","20-29","East Midlands (England)","G6/G7","Heterosexual / straight","30","30","52280","52580"
"In post","2021","20-29","East Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","SEO/HEO","Heterosexual / straight","265","260","32240","31810"
"In post","2021","20-29","East Midlands (England)","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","SEO/HEO","Unknown","120","120","32510","31810"
"In post","2021","20-29","East Midlands (England)","Unknown","Heterosexual / straight","140","135","25720","22920"
"In post","2021","20-29","East Midlands (England)","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","East of England","AA/AO","Heterosexual / straight","920","890","24350","22850"
"In post","2021","20-29","East of England","AA/AO","LGBO","105","105","24810","24180"
"In post","2021","20-29","East of England","AA/AO","Undeclared","60","60","23370","21520"
"In post","2021","20-29","East of England","AA/AO","Unknown","335","325","24100","22500"
"In post","2021","20-29","East of England","EO","Heterosexual / straight","615","605","27490","27570"
"In post","2021","20-29","East of England","EO","LGBO","60","60","27600","27570"
"In post","2021","20-29","East of England","EO","Undeclared","45","45","27450","27400"
"In post","2021","20-29","East of England","EO","Unknown","130","125","26920","26670"
"In post","2021","20-29","East of England","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","East of England","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","SEO/HEO","Heterosexual / straight","240","240","34210","33130"
"In post","2021","20-29","East of England","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","East of England","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","East of England","SEO/HEO","Unknown","85","85","32740","31810"
"In post","2021","20-29","East of England","Unknown","Heterosexual / straight","170","170","24700","22920"
"In post","2021","20-29","East of England","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","East of England","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","East of England","Unknown","Unknown","40","35","22000","22920"
"In post","2021","20-29","London","AA/AO","Heterosexual / straight","1570","1545","25610","24900"
"In post","2021","20-29","London","AA/AO","LGBO","140","140","26530","25110"
"In post","2021","20-29","London","AA/AO","Undeclared","130","130","25450","24490"
"In post","2021","20-29","London","AA/AO","Unknown","815","805","25570","24120"
"In post","2021","20-29","London","EO","Heterosexual / straight","3620","3585","29340","29080"
"In post","2021","20-29","London","EO","LGBO","375","370","28910","28520"
"In post","2021","20-29","London","EO","Undeclared","315","310","28920","28650"
"In post","2021","20-29","London","EO","Unknown","1155","1145","28860","28650"
"In post","2021","20-29","London","G6/G7","Heterosexual / straight","2005","2000","55260","54110"
"In post","2021","20-29","London","G6/G7","LGBO","355","350","55390","53760"
"In post","2021","20-29","London","G6/G7","Undeclared","235","235","55510","53870"
"In post","2021","20-29","London","G6/G7","Unknown","810","810","55280","54380"
"In post","2021","20-29","London","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","London","SCS level","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","London","SEO/HEO","Heterosexual / straight","6255","6235","36330","35070"
"In post","2021","20-29","London","SEO/HEO","LGBO","875","875","36220","35050"
"In post","2021","20-29","London","SEO/HEO","Undeclared","700","695","36000","35050"
"In post","2021","20-29","London","SEO/HEO","Unknown","3255","3245","34190","33250"
"In post","2021","20-29","London","Unknown","Heterosexual / straight","270","265","29330","26810"
"In post","2021","20-29","London","Unknown","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","London","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","London","Unknown","Unknown","50","50","25880","26810"
"In post","2021","20-29","North East (England)","AA/AO","Heterosexual / straight","1155","1110","21370","21010"
"In post","2021","20-29","North East (England)","AA/AO","LGBO","145","140","21070","21010"
"In post","2021","20-29","North East (England)","AA/AO","Undeclared","60","60","21430","21010"
"In post","2021","20-29","North East (England)","AA/AO","Unknown","645","620","21000","20140"
"In post","2021","20-29","North East (England)","EO","Heterosexual / straight","680","670","26280","25560"
"In post","2021","20-29","North East (England)","EO","LGBO","65","65","26520","25560"
"In post","2021","20-29","North East (England)","EO","Undeclared","35","35","26610","26330"
"In post","2021","20-29","North East (England)","EO","Unknown","380","375","25930","25560"
"In post","2021","20-29","North East (England)","G6/G7","Heterosexual / straight","35","35","51150","52580"
"In post","2021","20-29","North East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North East (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North East (England)","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","North East (England)","SEO/HEO","Heterosexual / straight","365","365","32710","31810"
"In post","2021","20-29","North East (England)","SEO/HEO","LGBO","50","50","32020","31810"
"In post","2021","20-29","North East (England)","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","North East (England)","SEO/HEO","Unknown","170","170","32140","31810"
"In post","2021","20-29","North East (England)","Unknown","Heterosexual / straight","90","85","25050","22920"
"In post","2021","20-29","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North East (England)","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","North West (England)","AA/AO","Heterosexual / straight","2240","2165","21430","21010"
"In post","2021","20-29","North West (England)","AA/AO","LGBO","255","250","21370","21010"
"In post","2021","20-29","North West (England)","AA/AO","Undeclared","155","150","21430","21010"
"In post","2021","20-29","North West (England)","AA/AO","Unknown","1080","1050","21190","20600"
"In post","2021","20-29","North West (England)","EO","Heterosexual / straight","1875","1850","26410","25560"
"In post","2021","20-29","North West (England)","EO","LGBO","210","210","26550","26670"
"In post","2021","20-29","North West (England)","EO","Undeclared","110","110","26760","27380"
"In post","2021","20-29","North West (England)","EO","Unknown","620","610","25930","25560"
"In post","2021","20-29","North West (England)","G6/G7","Heterosexual / straight","105","105","51360","52580"
"In post","2021","20-29","North West (England)","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","North West (England)","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","North West (England)","G6/G7","Unknown","30","30","[c]","[c]"
"In post","2021","20-29","North West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","SEO/HEO","Heterosexual / straight","840","835","32770","31810"
"In post","2021","20-29","North West (England)","SEO/HEO","LGBO","95","95","32900","31810"
"In post","2021","20-29","North West (England)","SEO/HEO","Undeclared","60","60","33200","31810"
"In post","2021","20-29","North West (England)","SEO/HEO","Unknown","365","365","31940","31810"
"In post","2021","20-29","North West (England)","Unknown","Heterosexual / straight","210","205","26020","23840"
"In post","2021","20-29","North West (England)","Unknown","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","North West (England)","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","North West (England)","Unknown","Unknown","45","40","23880","22920"
"In post","2021","20-29","Northern Ireland","AA/AO","Heterosexual / straight","110","100","20570","20140"
"In post","2021","20-29","Northern Ireland","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Northern Ireland","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Northern Ireland","AA/AO","Unknown","140","130","20180","20140"
"In post","2021","20-29","Northern Ireland","EO","Heterosexual / straight","55","55","25560","25560"
"In post","2021","20-29","Northern Ireland","EO","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Northern Ireland","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Northern Ireland","EO","Unknown","40","40","25490","25560"
"In post","2021","20-29","Northern Ireland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","SEO/HEO","Heterosexual / straight","35","35","33110","31810"
"In post","2021","20-29","Northern Ireland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","EO","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Overseas","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","Overseas","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Overseas","SEO/HEO","Heterosexual / straight","130","130","34970","33860"
"In post","2021","20-29","Overseas","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Overseas","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Overseas","SEO/HEO","Unknown","60","60","38140","38600"
"In post","2021","20-29","Overseas","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","AA/AO","Heterosexual / straight","1450","1395","21720","21010"
"In post","2021","20-29","Scotland","AA/AO","LGBO","185","180","21260","21010"
"In post","2021","20-29","Scotland","AA/AO","Undeclared","220","215","22010","21010"
"In post","2021","20-29","Scotland","AA/AO","Unknown","1360","1315","21610","20810"
"In post","2021","20-29","Scotland","EO","Heterosexual / straight","1075","1065","26840","26670"
"In post","2021","20-29","Scotland","EO","LGBO","125","125","27050","27150"
"In post","2021","20-29","Scotland","EO","Undeclared","115","115","27470","27570"
"In post","2021","20-29","Scotland","EO","Unknown","560","550","27240","26620"
"In post","2021","20-29","Scotland","G6/G7","Heterosexual / straight","80","80","51780","52580"
"In post","2021","20-29","Scotland","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","G6/G7","Unknown","30","30","[c]","[c]"
"In post","2021","20-29","Scotland","SEO/HEO","Heterosexual / straight","765","760","34400","33550"
"In post","2021","20-29","Scotland","SEO/HEO","LGBO","115","110","33820","32140"
"In post","2021","20-29","Scotland","SEO/HEO","Undeclared","65","65","34710","33550"
"In post","2021","20-29","Scotland","SEO/HEO","Unknown","365","365","33470","32070"
"In post","2021","20-29","Scotland","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","South East (England)","AA/AO","Heterosexual / straight","1665","1635","24990","24180"
"In post","2021","20-29","South East (England)","AA/AO","LGBO","210","210","24710","24180"
"In post","2021","20-29","South East (England)","AA/AO","Undeclared","155","150","24960","23520"
"In post","2021","20-29","South East (England)","AA/AO","Unknown","635","620","24960","24540"
"In post","2021","20-29","South East (England)","EO","Heterosexual / straight","1175","1165","27060","27020"
"In post","2021","20-29","South East (England)","EO","LGBO","145","145","27510","27570"
"In post","2021","20-29","South East (England)","EO","Undeclared","90","90","27850","27570"
"In post","2021","20-29","South East (England)","EO","Unknown","225","225","26580","26350"
"In post","2021","20-29","South East (England)","G6/G7","Heterosexual / straight","45","45","51030","50520"
"In post","2021","20-29","South East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","South East (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","South East (England)","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","South East (England)","SEO/HEO","Heterosexual / straight","725","720","32890","32350"
"In post","2021","20-29","South East (England)","SEO/HEO","LGBO","70","70","31750","30130"
"In post","2021","20-29","South East (England)","SEO/HEO","Undeclared","50","50","33220","32650"
"In post","2021","20-29","South East (England)","SEO/HEO","Unknown","210","210","31940","30290"
"In post","2021","20-29","South East (England)","Unknown","Heterosexual / straight","210","210","25210","24020"
"In post","2021","20-29","South East (England)","Unknown","LGBO","35","35","23690","23840"
"In post","2021","20-29","South East (England)","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","South East (England)","Unknown","Unknown","45","45","24150","22920"
"In post","2021","20-29","South West (England)","AA/AO","Heterosexual / straight","1095","1065","21790","21010"
"In post","2021","20-29","South West (England)","AA/AO","LGBO","135","130","22020","21010"
"In post","2021","20-29","South West (England)","AA/AO","Undeclared","95","85","22500","21050"
"In post","2021","20-29","South West (England)","AA/AO","Unknown","480","475","21720","21080"
"In post","2021","20-29","South West (England)","EO","Heterosexual / straight","1555","1535","24720","25560"
"In post","2021","20-29","South West (England)","EO","LGBO","155","155","25400","26670"
"In post","2021","20-29","South West (England)","EO","Undeclared","125","125","25140","25560"
"In post","2021","20-29","South West (England)","EO","Unknown","400","390","25330","25780"
"In post","2021","20-29","South West (England)","G6/G7","Heterosexual / straight","75","75","50430","50810"
"In post","2021","20-29","South West (England)","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","South West (England)","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","South West (England)","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","South West (England)","SEO/HEO","Heterosexual / straight","1640","1625","32030","31600"
"In post","2021","20-29","South West (England)","SEO/HEO","LGBO","150","145","31260","30390"
"In post","2021","20-29","South West (England)","SEO/HEO","Undeclared","155","155","32700","31950"
"In post","2021","20-29","South West (England)","SEO/HEO","Unknown","445","440","33010","31950"
"In post","2021","20-29","South West (England)","Unknown","Heterosexual / straight","390","390","28000","27540"
"In post","2021","20-29","South West (England)","Unknown","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","South West (England)","Unknown","Undeclared","30","30","28150","28110"
"In post","2021","20-29","South West (England)","Unknown","Unknown","60","60","26220","24650"
"In post","2021","20-29","Unknown","AA/AO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","20-29","Unknown","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","EO","Heterosexual / straight","60","60","27560","27570"
"In post","2021","20-29","Unknown","EO","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","EO","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Unknown","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","SEO/HEO","Heterosexual / straight","50","50","34380","33250"
"In post","2021","20-29","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","SEO/HEO","Unknown","295","295","30560","29250"
"In post","2021","20-29","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","Unknown","365","365","29010","28980"
"In post","2021","20-29","Wales","AA/AO","Heterosexual / straight","1540","1480","21420","21140"
