"Status","Year","Disability","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Female","100","100","45360","41640"
"In post","2021","Declared disabled","Department for International Trade","Male","100","100","44850","38540"
"In post","2021","Declared disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Female","100","100","42680","37610"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Male","95","90","49250","46710"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Female","10240","8690","26980","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Male","4985","4670","27180","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Female","80","75","43170","39610"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Male","55","55","50710","42480"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Female","460","355","23020","21590"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Male","200","185","26470","21590"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Female","165","150","28740","26780"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Male","290","270","29560","26780"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Female","95","85","39050","36780"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Male","70","70","40350","37100"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Male","10","5","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Female","30","30","35990","32090"
"In post","2021","Declared disabled","FCDO Services","Male","50","50","37260","32810"
"In post","2021","Declared disabled","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Female","30","25","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Male","45","40","32810","29090"
"In post","2021","Declared disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Female","390","375","43380","38600"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Male","330","325","45530","39110"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Female","35","35","41650","39980"
"In post","2021","Declared disabled","Government Internal Audit Agency","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Female","105","95","54980","59310"
"In post","2021","Declared disabled","Government Legal Department","Male","85","80","50470","51250"
"In post","2021","Declared disabled","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Female","195","175","36680","31710"
"In post","2021","Declared disabled","Health and Safety Executive","Male","125","120","43530","43830"
"In post","2021","Declared disabled","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Female","1485","1310","23730","20650"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Male","590","560","23730","20650"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Female","290","245","29870","27130"
"In post","2021","Declared disabled","HM Land Registry","Male","195","175","31490","27130"
"In post","2021","Declared disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","Female","3440","3195","29740","28200"
"In post","2021","Declared disabled","HM Prison and Probation Service","Male","2520","2395","31820","31650"
"In post","2021","Declared disabled","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Female","3130","2705","30230","25630"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Male","2360","2205","31880","28130"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Female","100","95","43850","38890"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Male","85","85","48820","52500"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Female","1670","1495","30990","27370"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Male","1395","1320","31720","27370"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Female","125","115","31440","28980"
"In post","2021","Declared disabled","Insolvency Service","Male","60","60","35770","34870"
"In post","2021","Declared disabled","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","Female","85","75","25210","21810"
"In post","2021","Declared disabled","Legal Aid Agency","Male","50","50","26470","20440"
"In post","2021","Declared disabled","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","Male","40","40","34310","30040"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Female","30","30","43380","36990"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","Female","50","45","34840","32810"
"In post","2021","Declared disabled","Met Office","Male","50","50","37580","36730"
"In post","2021","Declared disabled","Met Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Female","1670","1580","30840","26670"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Male","1785","1740","32550","29670"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","150","145","42180","39600"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","130","125","43930","38160"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Female","345","335","39770","35290"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Male","210","205","41440","37050"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Female","100","95","37000","36310"
"In post","2021","Declared disabled","National Crime Agency","Male","100","100","39050","36630"
"In post","2021","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Female","95","90","44830","51360"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Male","40","40","46530","39850"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Public Guardian","Female","120","110","22330","21170"
"In post","2021","Declared disabled","Office of the Public Guardian","Male","80","75","23500","19930"
"In post","2021","Declared disabled","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Scottish Charity Regulator","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectorate","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectorate","Male","30","30","33570","22560"
"In post","2021","Declared disabled","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Public Health England","Female","235","210","36950","32330"
"In post","2021","Declared disabled","Public Health England","Male","105","105","42410","34900"
"In post","2021","Declared disabled","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Registers of Scotland","Female","80","75","32380","30080"
"In post","2021","Declared disabled","Registers of Scotland","Male","60","60","32380","30080"
"In post","2021","Declared disabled","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Rural Payments Agency","Female","110","95","26450","24920"
"In post","2021","Declared disabled","Rural Payments Agency","Male","65","65","25870","21050"
"In post","2021","Declared disabled","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Courts and Tribunals Service","Female","15","10","[c]","[c]"
"In post","2021","Declared disabled","Scottish Courts and Tribunals Service","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Forestry","Female","10","5","[c]","[c]"
"In post","2021","Declared disabled","Scottish Forestry","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government (excl. agencies)","Female","400","380","40260","35110"
"In post","2021","Declared disabled","Scottish Government (excl. agencies)","Male","290","285","40410","35110"
"In post","2021","Declared disabled","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Prison Service","Female","120","115","32840","33650"
"In post","2021","Declared disabled","Scottish Prison Service","Male","260","240","34240","33650"
"In post","2021","Declared disabled","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Public Pensions Agency","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Scottish Public Pensions Agency","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Serious Fraud Office","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Serious Fraud Office","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Social Security Scotland","Female","75","70","27370","23340"
"In post","2021","Declared disabled","Social Security Scotland","Male","45","45","29440","26160"
"In post","2021","Declared disabled","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Standards and Testing Agency","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Student Awards Agency for Scotland","Female","10","5","[c]","[c]"
"In post","2021","Declared disabled","Student Awards Agency for Scotland","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Submarine Delivery Agency","Female","80","80","37000","35630"
"In post","2021","Declared disabled","Submarine Delivery Agency","Male","90","85","41770","39990"
"In post","2021","Declared disabled","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","The National Archives","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","The National Archives","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Transport Scotland","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Transport Scotland","Male","30","30","[c]","[c]"
"In post","2021","Declared disabled","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Export Finance","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Hydrographic Office","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","UK Hydrographic Office","Male","45","45","34950","33290"
"In post","2021","Declared disabled","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Intellectual Property Office","Female","35","30","34890","29970"
"In post","2021","Declared disabled","UK Intellectual Property Office","Male","45","40","39820","40680"
"In post","2021","Declared disabled","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Space Agency","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","UK Space Agency","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Female","330","290","31190","29540"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Male","195","170","32070","30130"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Valuation Office Agency","Female","135","125","30160","26000"
"In post","2021","Declared disabled","Valuation Office Agency","Male","110","100","36320","32110"
"In post","2021","Declared disabled","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","Female","185","170","38370","37410"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","Male","140","130","39050","37410"
