"Status","Year","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","Office for Standards in Education","5","5","[c]","[c]"
"In post","2021","Chinese","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2021","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scottish Government","20","20","[c]","[c]"
"In post","2021","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","UK Export Finance","5","5","[c]","[c]"
"In post","2021","Chinese","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","United Kingdom Statistics Authority","20","20","[c]","[c]"
"In post","2021","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government","10","10","[c]","[c]"
"In post","2021","Mixed","Attorney General's Departments","280","260","46760","50520"
"In post","2021","Mixed","Cabinet Office","190","190","47050","40420"
"In post","2021","Mixed","Chancellor's other departments","15","15","[c]","[c]"
"In post","2021","Mixed","Charity Commission","5","5","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","35","35","48430","53050"
"In post","2021","Mixed","Department for Business, Energy and Industrial Strategy","285","280","43830","40050"
"In post","2021","Mixed","Department for Digital, Culture, Media and Sport","85","85","45610","42020"
"In post","2021","Mixed","Department for Education","195","190","42190","40300"
"In post","2021","Mixed","Department for Environment, Food and Rural Affairs","190","185","37980","33730"
"In post","2021","Mixed","Department for International Trade","100","100","46460","43600"
"In post","2021","Mixed","Department for Transport","210","200","34720","31210"
"In post","2021","Mixed","Department for Work and Pensions","1640","1535","28370","27570"
"In post","2021","Mixed","Department of Health and Social Care","330","310","41210","37800"
"In post","2021","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Food Standards Agency","25","25","[c]","[c]"
"In post","2021","Mixed","Foreign, Commonwealth and Development Office","270","270","45460","38860"
"In post","2021","Mixed","HM Land Registry","70","70","28620","27130"
"In post","2021","Mixed","HM Revenue and Customs","750","710","33830","31810"
"In post","2021","Mixed","HM Treasury","105","105","46630","45390"
"In post","2021","Mixed","Home Office","725","670","33310","28940"
"In post","2021","Mixed","Ministry of Defence","605","590","34860","33000"
"In post","2021","Mixed","Ministry of Housing, Communities and Local Government","90","85","41950","39600"
"In post","2021","Mixed","Ministry of Justice","1580","1505","31040","28200"
"In post","2021","Mixed","National Crime Agency","100","100","39450","37850"
"In post","2021","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Gas and Electricity Markets","35","35","41320","38170"
"In post","2021","Mixed","Office of Qualifications and Examinations Regulation","10","10","[c]","[c]"
"In post","2021","Mixed","Office of Rail and Road","10","10","[c]","[c]"
"In post","2021","Mixed","Other Cabinet Office Agencies","5","5","[c]","[c]"
"In post","2021","Mixed","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Government","120","115","40770","35110"
"In post","2021","Mixed","The National Archives","20","20","[c]","[c]"
"In post","2021","Mixed","UK Export Finance","15","15","[c]","[c]"
"In post","2021","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","United Kingdom Statistics Authority","85","80","31420","29540"
"In post","2021","Mixed","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Welsh Government","60","60","39540","37410"
"In post","2021","Other ethnicity","Attorney General's Departments","130","125","50810","52290"
"In post","2021","Other ethnicity","Cabinet Office","70","70","46530","38700"
"In post","2021","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Charity Commission","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Competition and Markets Authority","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","100","95","43130","40050"
"In post","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Department for Education","60","55","45220","40510"
"In post","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","55","55","38840","33120"
"In post","2021","Other ethnicity","Department for International Trade","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Department for Transport","60","60","38150","34880"
"In post","2021","Other ethnicity","Department for Work and Pensions","480","445","30090","27570"
"In post","2021","Other ethnicity","Department of Health and Social Care","130","125","51510","43690"
"In post","2021","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Food Standards Agency","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office","95","95","43790","37560"
"In post","2021","Other ethnicity","HM Land Registry","20","20","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs","220","205","34880","31810"
"In post","2021","Other ethnicity","HM Treasury","25","25","[c]","[c]"
"In post","2021","Other ethnicity","Home Office","210","195","32080","28670"
"In post","2021","Other ethnicity","Ministry of Defence","215","210","34390","30420"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","35","35","40720","38300"
"In post","2021","Other ethnicity","Ministry of Justice","410","385","30690","28180"
"In post","2021","Other ethnicity","National Crime Agency","35","35","39900","37890"
"In post","2021","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education","25","25","[c]","[c]"
"In post","2021","Other ethnicity","Office of Gas and Electricity Markets","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other Cabinet Office Agencies","40","35","41400","37010"
"In post","2021","Other ethnicity","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Government","40","40","36190","32140"
"In post","2021","Other ethnicity","The National Archives","10","10","[c]","[c]"
"In post","2021","Other ethnicity","UK Export Finance","10","10","[c]","[c]"
"In post","2021","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Welsh Government","20","15","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","160","155","44300","45220"
"In post","2021","Undeclared","Cabinet Office","230","225","47670","42740"
"In post","2021","Undeclared","Chancellor's other departments","35","35","53470","49940"
"In post","2021","Undeclared","Competition and Markets Authority","25","25","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","615","595","44720","41900"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","50","50","47870","51730"
"In post","2021","Undeclared","Department for Education","290","285","44110","40300"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","450","435","35640","31900"
"In post","2021","Undeclared","Department for International Trade","70","70","44750","39670"
"In post","2021","Undeclared","Department for Transport","1055","1010","33260","29730"
"In post","2021","Undeclared","Department for Work and Pensions","4530","4010","28290","27570"
"In post","2021","Undeclared","Department of Health and Social Care","570","515","45980","40850"
"In post","2021","Undeclared","Food Standards Agency","30","30","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","340","330","47750","42890"
"In post","2021","Undeclared","HM Land Registry","250","220","33480","33840"
"In post","2021","Undeclared","HM Revenue and Customs","2655","2435","34090","31810"
"In post","2021","Undeclared","HM Treasury","120","120","45400","40890"
"In post","2021","Undeclared","Home Office","2125","1965","33070","28990"
"In post","2021","Undeclared","Ministry of Defence","3355","3265","36380","34990"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","110","105","45910","46120"
"In post","2021","Undeclared","Ministry of Justice","2105","1990","30160","27380"
"In post","2021","Undeclared","National Crime Agency","185","185","36290","36200"
"In post","2021","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","20","20","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","80","75","46870","38240"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","10","10","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","35","35","48580","49260"
"In post","2021","Undeclared","Other Cabinet Office Agencies","50","50","41660","38600"
"In post","2021","Undeclared","Scottish Government","660","620","37100","33650"
"In post","2021","Undeclared","UK Export Finance","10","10","[c]","[c]"
"In post","2021","Undeclared","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","75","65","33860","30310"
"In post","2021","Undeclared","Water Services Regulation Authority","5","5","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","235","225","42700","37410"
"In post","2021","Unknown","Attorney General's Departments","1165","1085","46540","49960"
"In post","2021","Unknown","Cabinet Office","4035","3985","45110","33000"
"In post","2021","Unknown","Chancellor's other departments","10","10","[c]","[c]"
"In post","2021","Unknown","Charity Commission","85","85","36320","29380"
"In post","2021","Unknown","Competition and Markets Authority","55","55","78040","78240"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","2305","2225","35500","33570"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","190","190","47600","45080"
"In post","2021","Unknown","Department for Education","910","880","42710","38090"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","1885","1790","34190","29720"
"In post","2021","Unknown","Department for International Trade","785","780","44520","38540"
"In post","2021","Unknown","Department for Transport","2305","2195","32050","26700"
"In post","2021","Unknown","Department for Work and Pensions","6290","5785","28640","27570"
"In post","2021","Unknown","Department of Health and Social Care","1990","1945","45720","40650"
"In post","2021","Unknown","Food Standards Agency","65","65","39540","35630"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","1200","1180","47220","48440"
"In post","2021","Unknown","HM Land Registry","1040","995","28010","22350"
"In post","2021","Unknown","HM Revenue and Customs","15885","14775","27880","25560"
"In post","2021","Unknown","HM Treasury","115","110","47190","48680"
"In post","2021","Unknown","Home Office","1715","1680","31880","25770"
"In post","2021","Unknown","Ministry of Defence","6065","5935","34700","32700"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","305","295","44080","40720"
"In post","2021","Unknown","Ministry of Justice","9660","9230","27490","24920"
"In post","2021","Unknown","National Crime Agency","675","655","41350","39820"
"In post","2021","Unknown","Northern Ireland Office","65","65","40930","36800"
"In post","2021","Unknown","Office for Standards in Education","45","45","44570","33350"
"In post","2021","Unknown","Office of Gas and Electricity Markets","30","25","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","5","5","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","125","120","33140","28090"
"In post","2021","Unknown","Scotland Office","50","50","46000","41250"
"In post","2021","Unknown","Scottish Government","6575","6175","31920","29350"
"In post","2021","Unknown","The National Archives","130","125","34410","30360"
"In post","2021","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","1090","990","30240","29540"
"In post","2021","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","40","35","46300","44000"
"In post","2021","Unknown","Welsh Government","185","175","40350","30600"
"In post","2021","White","Attorney General's Departments","6595","6135","45430","48830"
"In post","2021","White","Cabinet Office","4170","4060","48490","41820"
"In post","2021","White","Chancellor's other departments","265","255","63480","53310"
"In post","2021","White","Charity Commission","325","310","34330","29160"
"In post","2021","White","Competition and Markets Authority","570","550","63720","59520"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","8680","8285","42580","39860"
"In post","2021","White","Department for Digital, Culture, Media and Sport","1220","1195","50460","51730"
"In post","2021","White","Department for Education","5440","5230","44770","40510"
"In post","2021","White","Department for Environment, Food and Rural Affairs","7875","7445","36420","32560"
"In post","2021","White","Department for International Trade","1350","1335","47780","48220"
"In post","2021","White","Department for Transport","11540","10570","32550","26780"
"In post","2021","White","Department for Work and Pensions","69140","61570","27940","27570"
"In post","2021","White","Department of Health and Social Care","6815","6325","46090","40650"
"In post","2021","White","ESTYN","110","100","57700","74730"
"In post","2021","White","Food Standards Agency","1070","1040","37080","32350"
"In post","2021","White","Foreign, Commonwealth and Development Office","5955","5810","48400","44230"
"In post","2021","White","HM Land Registry","4695","4210","31660","27130"
"In post","2021","White","HM Revenue and Customs","40930","37285","32400","28130"
"In post","2021","White","HM Treasury","1905","1855","49460","52030"
"In post","2021","White","Home Office","24065","22285","31930","26620"
"In post","2021","White","Ministry of Defence","45265","43675","33830","31700"
"In post","2021","White","Ministry of Housing, Communities and Local Government","2465","2355","46260","43740"
"In post","2021","White","Ministry of Justice","57450","53585","30040","27380"
"In post","2021","White","National Crime Agency","4135","4035","40360","37560"
"In post","2021","White","Northern Ireland Office","90","90","45710","38920"
"In post","2021","White","Office for Standards in Education","1520","1470","50410","51360"
"In post","2021","White","Office of Gas and Electricity Markets","850","835","44930","38000"
"In post","2021","White","Office of Qualifications and Examinations Regulation","205","195","47180","42000"
"In post","2021","White","Office of Rail and Road","230","220","56920","56000"
"In post","2021","White","Other Cabinet Office Agencies","725","705","41160","35590"
"In post","2021","White","Scotland Office","60","60","50850","52480"
"In post","2021","White","Scottish Government","14565","13835","38630","33650"
"In post","2021","White","The National Archives","335","320","36670","34260"
"In post","2021","White","UK Export Finance","265","260","56280","50430"
"In post","2021","White","UK Supreme Court","35","35","41260","37230"
"In post","2021","White","United Kingdom Statistics Authority","4075","3625","33240","29540"
"In post","2021","White","Wales Office","35","35","47850","42530"
"In post","2021","White","Water Services Regulation Authority","165","160","60570","53120"
"In post","2021","White","Welsh Government","5200","4910","41080","37410"
"Leaver CS","2021","Asian","Attorney General's Departments","35","[c]","39290","30130"
"Leaver CS","2021","Asian","Cabinet Office","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Chancellor's other departments","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Competition and Markets Authority","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Education","35","[c]","35900","33740"
"Leaver CS","2021","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Transport","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Work and Pensions","250","[c]","25760","25110"
"Leaver CS","2021","Asian","Department of Health and Social Care","140","[c]","35380","29470"
"Leaver CS","2021","Asian","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Land Registry","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Revenue and Customs","255","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Treasury","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Home Office","115","[c]","28090","27760"
"Leaver CS","2021","Asian","Ministry of Defence","35","[c]","32910","29200"
"Leaver CS","2021","Asian","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Justice","165","[c]","25740","22680"
"Leaver CS","2021","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office for Standards in Education","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Attorney General's Departments","20","[c]","[c]","[c]"
"Leaver CS","2021","Black","Cabinet Office","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Department for Education","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Department for Work and Pensions","120","[c]","26850","25110"
"Leaver CS","2021","Black","Department of Health and Social Care","25","[c]","[c]","[c]"
"Leaver CS","2021","Black","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","HM Revenue and Customs","65","[c]","[c]","[c]"
"Leaver CS","2021","Black","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Home Office","55","[c]","28260","25810"
"Leaver CS","2021","Black","Ministry of Defence","35","[c]","36290","28120"
"Leaver CS","2021","Black","Ministry of Housing, Communities and Local Government","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Ministry of Justice","175","[c]","27630","23500"
"Leaver CS","2021","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office for Standards in Education","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office","[c]","[c]","[c]","[c]"
