"Status","Year","Ethnicity","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Chinese","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","London","215","[c]","42200","35750"
"Leaver Dept.","2021","Mixed","Outside London","90","[c]","30860","27570"
"Leaver Dept.","2021","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","50","[c]","36260","33640"
"Leaver Dept.","2021","Other ethnicity","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","195","[c]","42620","37840"
"Leaver Dept.","2021","Undeclared","Outside London","230","[c]","32990","27570"
"Leaver Dept.","2021","Undeclared","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","1465","[c]","43220","38750"
"Leaver Dept.","2021","Unknown","Outside London","1265","[c]","31550","27570"
"Leaver Dept.","2021","Unknown","Overseas","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","415","[c]","33970","32000"
"Leaver Dept.","2021","White","London","2545","[c]","46980","41970"
"Leaver Dept.","2021","White","Outside London","3655","[c]","31460","27570"
"Leaver Dept.","2021","White","Overseas","65","[c]","52030","53240"
"Leaver Dept.","2021","White","Unknown","225","[c]","37940","32000"
"New entrant CS","2021","Asian","London","1800","[c]","33430","31060"
"New entrant CS","2021","Asian","Outside London","2265","[c]","27330","27570"
"New entrant CS","2021","Asian","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","40","[c]","29320","27570"
"New entrant CS","2021","Black","London","1570","[c]","31370","31060"
"New entrant CS","2021","Black","Outside London","1065","[c]","27840","27570"
"New entrant CS","2021","Black","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","London","65","[c]","36530","33180"
"New entrant CS","2021","Chinese","Outside London","65","[c]","27320","26970"
"New entrant CS","2021","Chinese","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","London","635","[c]","33660","31060"
"New entrant CS","2021","Mixed","Outside London","895","[c]","26990","27570"
"New entrant CS","2021","Mixed","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","180","[c]","34140","31060"
"New entrant CS","2021","Other ethnicity","Outside London","195","[c]","28620","27570"
"New entrant CS","2021","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","London","370","[c]","34270","31060"
"New entrant CS","2021","Undeclared","Outside London","600","[c]","28720","27570"
"New entrant CS","2021","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","4600","[c]","36590","31060"
"New entrant CS","2021","Unknown","Outside London","11665","[c]","26450","22850"
"New entrant CS","2021","Unknown","Overseas","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","540","[c]","36990","28000"
"New entrant CS","2021","White","London","5895","[c]","36990","32540"
"New entrant CS","2021","White","Outside London","24400","[c]","27360","26050"
"New entrant CS","2021","White","Overseas","20","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","270","[c]","30330","27570"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","",""
"","For consistency with Civil Service Statistics, 'Chinese' is shown separately in the 2021 figures, but counted within 'Asian' from 2022 onwards.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
