"Status","Year","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","Male","LGBO","65","65","28140","25190"
"In post","2021","Animal and Plant Health Agency","Male","Undeclared","155","150","34840","31730"
"In post","2021","Animal and Plant Health Agency","Male","Unknown","145","135","31100","26520"
"In post","2021","Animal and Plant Health Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Female","Unknown","20","15","[c]","[c]"
"In post","2021","Attorney General's Office","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Female","Heterosexual / straight","2475","2375","45960","40580"
"In post","2021","Cabinet Office (excl. agencies)","Female","LGBO","165","165","41470","34640"
"In post","2021","Cabinet Office (excl. agencies)","Female","Undeclared","230","225","45300","40580"
"In post","2021","Cabinet Office (excl. agencies)","Female","Unknown","2170","2135","42670","32000"
"In post","2021","Cabinet Office (excl. agencies)","Male","Heterosexual / straight","1940","1925","50540","49700"
"In post","2021","Cabinet Office (excl. agencies)","Male","LGBO","270","270","46990","43890"
"In post","2021","Cabinet Office (excl. agencies)","Male","Undeclared","275","270","49780","47050"
"In post","2021","Cabinet Office (excl. agencies)","Male","Unknown","1930","1920","48310","34640"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","Heterosexual / straight","110","105","32680","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","Undeclared","15","10","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","Unknown","160","145","30630","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","Heterosexual / straight","115","110","34940","30220"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","Unknown","180","175","37890","35900"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Female","Heterosexual / straight","130","120","34350","29160"
"In post","2021","Charity Commission","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Charity Commission","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Charity Commission","Female","Unknown","100","95","34130","29320"
"In post","2021","Charity Commission","Male","Heterosexual / straight","100","95","34560","29160"
"In post","2021","Charity Commission","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Charity Commission","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Male","Unknown","75","75","37100","30980"
"In post","2021","Charity Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Female","Heterosexual / straight","430","380","30060","24900"
"In post","2021","Companies House","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Companies House","Female","Undeclared","40","35","28030","22490"
"In post","2021","Companies House","Female","Unknown","125","100","26020","22490"
"In post","2021","Companies House","Male","Heterosexual / straight","285","285","34620","32810"
"In post","2021","Companies House","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Companies House","Male","Undeclared","50","50","32620","31780"
"In post","2021","Companies House","Male","Unknown","135","135","29330","24860"
"In post","2021","Companies House","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Female","Heterosexual / straight","365","345","58160","55860"
"In post","2021","Competition and Markets Authority","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Female","Undeclared","35","30","58990","56360"
"In post","2021","Competition and Markets Authority","Female","Unknown","25","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","Male","Heterosexual / straight","320","315","61680","58320"
"In post","2021","Competition and Markets Authority","Male","LGBO","45","45","59920","56360"
"In post","2021","Competition and Markets Authority","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Female","Heterosexual / straight","115","105","27150","22710"
"In post","2021","Criminal Injuries Compensation Authority","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Female","Unknown","25","20","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Male","Heterosexual / straight","75","70","25840","22640"
"In post","2021","Criminal Injuries Compensation Authority","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Male","Unknown","45","45","25230","24930"
"In post","2021","Criminal Injuries Compensation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Female","Heterosexual / straight","300","285","37040","34800"
"In post","2021","Crown Commercial Service","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Female","Unknown","85","80","34970","31000"
"In post","2021","Crown Commercial Service","Male","Heterosexual / straight","260","260","40600","35420"
"In post","2021","Crown Commercial Service","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Crown Commercial Service","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Crown Commercial Service","Male","Unknown","85","85","34600","30970"
"In post","2021","Crown Commercial Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","Heterosexual / straight","1270","1160","34420","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","LGBO","40","40","29680","26570"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","Undeclared","70","65","37190","33550"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","Unknown","75","70","43220","52490"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","Heterosexual / straight","465","450","37130","31720"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","LGBO","35","35","37960","37560"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","Undeclared","35","30","44100","35720"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","Unknown","30","30","42340","34930"
"In post","2021","Crown Office and Procurator Fiscal Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Heterosexual / straight","3235","2965","39340","33310"
"In post","2021","Crown Prosecution Service","Female","LGBO","120","110","37240","28430"
"In post","2021","Crown Prosecution Service","Female","Undeclared","120","110","39780","34170"
"In post","2021","Crown Prosecution Service","Female","Unknown","1010","875","41150","34480"
"In post","2021","Crown Prosecution Service","Male","Heterosexual / straight","1545","1510","44330","48080"
"In post","2021","Crown Prosecution Service","Male","LGBO","135","135","43600","40270"
"In post","2021","Crown Prosecution Service","Male","Undeclared","80","75","43040","46800"
"In post","2021","Crown Prosecution Service","Male","Unknown","505","490","46160","51470"
"In post","2021","Crown Prosecution Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Female","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Female","Unknown","10","5","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Female","Unknown","40","35","50070","41720"
"In post","2021","Debt Management Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Male","Unknown","75","75","63150","58810"
"In post","2021","Debt Management Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Female","Undeclared","45","40","26340","22830"
"In post","2021","Defence Electronics and Components Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Male","Heterosexual / straight","110","105","28590","27460"
"In post","2021","Defence Electronics and Components Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Male","Undeclared","250","235","28770","28750"
"In post","2021","Defence Electronics and Components Agency","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Female","Heterosexual / straight","2920","2730","34070","31600"
"In post","2021","Defence Equipment and Support","Female","LGBO","115","115","30080","27540"
"In post","2021","Defence Equipment and Support","Female","Undeclared","400","375","36190","33920"
"In post","2021","Defence Equipment and Support","Female","Unknown","215","195","32750","31950"
"In post","2021","Defence Equipment and Support","Male","Heterosexual / straight","5545","5455","37760","35630"
"In post","2021","Defence Equipment and Support","Male","LGBO","160","160","33580","31390"
"In post","2021","Defence Equipment and Support","Male","Undeclared","845","820","39780","38910"
"In post","2021","Defence Equipment and Support","Male","Unknown","495","490","32930","30210"
"In post","2021","Defence Equipment and Support","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Female","Heterosexual / straight","1185","1105","37900","37320"
"In post","2021","Defence Science and Technology Laboratory","Female","LGBO","70","65","34120","33240"
"In post","2021","Defence Science and Technology Laboratory","Female","Undeclared","85","80","37640","37320"
"In post","2021","Defence Science and Technology Laboratory","Female","Unknown","200","190","38010","37320"
"In post","2021","Defence Science and Technology Laboratory","Male","Heterosexual / straight","1890","1845","41750","40850"
"In post","2021","Defence Science and Technology Laboratory","Male","LGBO","85","85","35960","35160"
"In post","2021","Defence Science and Technology Laboratory","Male","Undeclared","230","230","44500","46080"
"In post","2021","Defence Science and Technology Laboratory","Male","Unknown","635","625","42140","42260"
"In post","2021","Defence Science and Technology Laboratory","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Heterosexual / straight","1895","1820","48160","47780"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","LGBO","205","200","45960","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Undeclared","235","230","48820","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Unknown","270","265","43450","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Heterosexual / straight","1885","1870","50810","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","LGBO","255","250","49260","52730"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Undeclared","270","265","51860","53550"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Unknown","315","310","45620","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Heterosexual / straight","695","675","48940","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","LGBO","80","80","41960","34130"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Undeclared","60","60","47810","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Unknown","120","115","48210","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Heterosexual / straight","555","550","50570","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","LGBO","100","100","51280","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Undeclared","50","50","49250","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Unknown","110","110","48200","46050"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Female","Heterosexual / straight","2425","2290","43600","40230"
"In post","2021","Department for Education (excl. agencies)","Female","LGBO","160","155","42200","39780"
"In post","2021","Department for Education (excl. agencies)","Female","Undeclared","225","215","43600","40230"
"In post","2021","Department for Education (excl. agencies)","Female","Unknown","555","520","44830","40780"
"In post","2021","Department for Education (excl. agencies)","Male","Heterosexual / straight","1570","1555","45560","41990"
"In post","2021","Department for Education (excl. agencies)","Male","LGBO","170","170","44570","38280"
"In post","2021","Department for Education (excl. agencies)","Male","Undeclared","185","185","45620","42320"
"In post","2021","Department for Education (excl. agencies)","Male","Unknown","405","400","44470","40330"
"In post","2021","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Heterosexual / straight","2120","2005","41430","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","LGBO","135","125","43180","38750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Undeclared","200","190","40370","36520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Unknown","505","470","42520","38750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Heterosexual / straight","1655","1640","43950","39370"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","LGBO","165","160","42710","37860"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Undeclared","180","175","41300","39330"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Unknown","445","440","42900","38750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","Heterosexual / straight","735","720","45780","40290"
"In post","2021","Department for International Trade","Female","LGBO","60","60","43870","38540"
"In post","2021","Department for International Trade","Female","Undeclared","75","75","44980","39340"
"In post","2021","Department for International Trade","Female","Unknown","395","395","42510","38540"
"In post","2021","Department for International Trade","Male","Heterosexual / straight","805","800","47070","42160"
"In post","2021","Department for International Trade","Male","LGBO","125","125","48750","51710"
"In post","2021","Department for International Trade","Male","Undeclared","70","70","46650","40780"
"In post","2021","Department for International Trade","Male","Unknown","420","420","46100","39440"
"In post","2021","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Female","Heterosexual / straight","1065","1020","47240","43360"
"In post","2021","Department for Transport (excl. agencies)","Female","LGBO","80","80","43640","40480"
"In post","2021","Department for Transport (excl. agencies)","Female","Undeclared","80","75","45120","42470"
"In post","2021","Department for Transport (excl. agencies)","Female","Unknown","310","305","41610","35430"
"In post","2021","Department for Transport (excl. agencies)","Male","Heterosexual / straight","1210","1195","51060","46710"
"In post","2021","Department for Transport (excl. agencies)","Male","LGBO","155","155","47640","43360"
"In post","2021","Department for Transport (excl. agencies)","Male","Undeclared","200","195","52020","47060"
"In post","2021","Department for Transport (excl. agencies)","Male","Unknown","415","400","43360","37660"
"In post","2021","Department for Transport (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Female","Heterosexual / straight","39010","34055","27530","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Female","LGBO","1690","1590","27670","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Female","Undeclared","4615","3935","26670","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Female","Unknown","14220","11705","26540","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Male","Heterosexual / straight","19720","18990","28630","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Male","LGBO","1955","1895","27970","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Male","Undeclared","2580","2450","27810","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Male","Unknown","7160","6795","28300","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","Heterosexual / straight","835","795","46900","42000"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","LGBO","85","80","42650","36820"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","Undeclared","60","55","45710","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","Unknown","1125","1100","44580","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Male","Heterosexual / straight","535","530","49990","49530"
"In post","2021","Department of Health and Social Care (excl. agencies)","Male","LGBO","70","70","48660","52720"
"In post","2021","Department of Health and Social Care (excl. agencies)","Male","Undeclared","30","30","48310","49530"
"In post","2021","Department of Health and Social Care (excl. agencies)","Male","Unknown","780","775","47560","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Female","Heterosexual / straight","85","80","29290","26030"
"In post","2021","Disclosure Scotland","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Disclosure Scotland","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Disclosure Scotland","Female","Unknown","55","50","26060","22230"
"In post","2021","Disclosure Scotland","Male","Heterosexual / straight","95","95","29840","24110"
"In post","2021","Disclosure Scotland","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Disclosure Scotland","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Disclosure Scotland","Male","Unknown","40","40","25520","22230"
"In post","2021","Disclosure Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","Female","Heterosexual / straight","2270","1935","24890","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Female","LGBO","90","85","23080","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Female","Undeclared","1000","755","23430","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Female","Unknown","405","340","22760","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Male","Heterosexual / straight","1555","1510","29690","25910"
"In post","2021","Driver and Vehicle Licensing Agency","Male","LGBO","75","75","26730","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Male","Undeclared","550","525","27920","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Male","Unknown","280","265","27460","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Female","Heterosexual / straight","795","730","29710","26780"
"In post","2021","Driver and Vehicle Standards Agency","Female","LGBO","50","45","27440","26610"
"In post","2021","Driver and Vehicle Standards Agency","Female","Undeclared","265","230","29090","26780"
"In post","2021","Driver and Vehicle Standards Agency","Female","Unknown","320","300","27500","26470"
"In post","2021","Driver and Vehicle Standards Agency","Male","Heterosexual / straight","1985","1905","30480","27680"
"In post","2021","Driver and Vehicle Standards Agency","Male","LGBO","85","85","31210","29730"
"In post","2021","Driver and Vehicle Standards Agency","Male","Undeclared","645","590","29600","26780"
"In post","2021","Driver and Vehicle Standards Agency","Male","Unknown","645","630","28380","26700"
"In post","2021","Driver and Vehicle Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Female","Heterosexual / straight","695","655","41010","36960"
"In post","2021","Education and Skills Funding Agency","Female","LGBO","35","35","40560","36960"
"In post","2021","Education and Skills Funding Agency","Female","Undeclared","55","50","40320","36780"
"In post","2021","Education and Skills Funding Agency","Female","Unknown","230","220","41630","37100"
"In post","2021","Education and Skills Funding Agency","Male","Heterosexual / straight","510","510","41870","36960"
"In post","2021","Education and Skills Funding Agency","Male","LGBO","35","35","39480","36960"
"In post","2021","Education and Skills Funding Agency","Male","Undeclared","50","50","44110","40940"
"In post","2021","Education and Skills Funding Agency","Male","Unknown","205","200","45660","42580"
"In post","2021","Education and Skills Funding Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Female","Heterosexual / straight","135","130","57450","65650"
"In post","2021","Education Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Education Scotland","Female","Unknown","85","80","51000","52480"
"In post","2021","Education Scotland","Male","Heterosexual / straight","45","40","62170","66290"
"In post","2021","Education Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Male","Unknown","35","30","57690","64060"
"In post","2021","Education Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
