"Status","Year","Organisation","Region_ITL1","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Advisory, Conciliation and Arbitration Service","North East (England)","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","EO","Female","35","30","24750","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","EO","Male","30","30","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","SEO/HEO","Female","40","35","34100","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","SEO/HEO","Male","30","30","34400","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","EO","Female","25","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","EO","Male","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","EO","Female","10","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","EO","Male","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","EO","Female","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","EO","Male","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","SEO/HEO","Female","35","30","33740","31640"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","EO","Female","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","EO","Male","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","SEO/HEO","Female","30","30","34400","31340"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","EO","Female","15","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","EO","Male","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","SEO/HEO","Male","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","AA/AO","Female","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","EO","Female","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","EO","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","EO","Female","35","30","25330","25100"
"In post","2021","Animal and Plant Health Agency","East of England","EO","Male","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","SEO/HEO","Female","30","25","35340","34180"
"In post","2021","Animal and Plant Health Agency","East of England","SEO/HEO","Male","40","40","34920","32490"
"In post","2021","Animal and Plant Health Agency","London","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","EO","Female","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","EO","Male","30","30","31200","31460"
"In post","2021","Animal and Plant Health Agency","London","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","SEO/HEO","Female","15","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","AA/AO","Female","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","EO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","AA/AO","Female","80","70","21130","21050"
"In post","2021","Animal and Plant Health Agency","North West (England)","AA/AO","Male","40","40","21050","21050"
"In post","2021","Animal and Plant Health Agency","North West (England)","EO","Female","50","45","25350","25100"
"In post","2021","Animal and Plant Health Agency","North West (England)","EO","Male","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","SEO/HEO","Female","45","40","37490","36590"
"In post","2021","Animal and Plant Health Agency","North West (England)","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","AA/AO","Female","30","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","EO","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","EO","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","AA/AO","Female","115","105","24290","24370"
"In post","2021","Animal and Plant Health Agency","South East (England)","AA/AO","Male","65","65","24130","24370"
"In post","2021","Animal and Plant Health Agency","South East (England)","EO","Female","130","120","27780","28270"
"In post","2021","Animal and Plant Health Agency","South East (England)","EO","Male","70","70","27640","28170"
"In post","2021","Animal and Plant Health Agency","South East (England)","G6/G7","Female","25","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","G6/G7","Male","35","30","58580","56240"
"In post","2021","Animal and Plant Health Agency","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","SEO/HEO","Female","135","130","36230","34250"
"In post","2021","Animal and Plant Health Agency","South East (England)","SEO/HEO","Male","105","100","37420","38250"
"In post","2021","Animal and Plant Health Agency","South West (England)","AA/AO","Female","105","100","21130","21050"
"In post","2021","Animal and Plant Health Agency","South West (England)","AA/AO","Male","55","55","21070","21050"
"In post","2021","Animal and Plant Health Agency","South West (England)","EO","Female","60","55","25220","25100"
"In post","2021","Animal and Plant Health Agency","South West (England)","EO","Male","45","45","25650","25320"
"In post","2021","Animal and Plant Health Agency","South West (England)","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","SEO/HEO","Female","80","75","36910","36590"
"In post","2021","Animal and Plant Health Agency","South West (England)","SEO/HEO","Male","45","40","37670","37480"
"In post","2021","Animal and Plant Health Agency","Wales","AA/AO","Female","105","95","21110","21050"
"In post","2021","Animal and Plant Health Agency","Wales","AA/AO","Male","35","35","21080","21050"
"In post","2021","Animal and Plant Health Agency","Wales","EO","Female","40","35","25630","25190"
"In post","2021","Animal and Plant Health Agency","Wales","EO","Male","30","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","SEO/HEO","Female","55","50","35180","36590"
"In post","2021","Animal and Plant Health Agency","Wales","SEO/HEO","Male","40","40","35290","36780"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","AA/AO","Female","60","50","21070","21050"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","AA/AO","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","EO","Female","45","45","25210","25100"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","EO","Male","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","SEO/HEO","Female","45","40","33710","31900"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","SEO/HEO","Male","55","50","36630","35900"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","AA/AO","Female","40","40","21440","21050"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","AA/AO","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","EO","Female","30","30","26050","25320"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","EO","Male","35","30","25680","25210"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","SEO/HEO","Female","35","30","34360","33790"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","SEO/HEO","Male","30","30","34040","35060"
"In post","2021","Attorney General's Office","London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","London","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","London","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","EO","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","EO","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","London","AA/AO","Female","75","70","24440","24490"
"In post","2021","Cabinet Office (excl. agencies)","London","AA/AO","Male","65","65","24500","24490"
"In post","2021","Cabinet Office (excl. agencies)","London","EO","Female","355","345","27970","27500"
"In post","2021","Cabinet Office (excl. agencies)","London","EO","Male","245","245","27950","27500"
"In post","2021","Cabinet Office (excl. agencies)","London","G6/G7","Female","1175","1145","59550","56340"
"In post","2021","Cabinet Office (excl. agencies)","London","G6/G7","Male","1190","1180","60060","56860"
"In post","2021","Cabinet Office (excl. agencies)","London","SCS level","Female","330","315","88620","77430"
"In post","2021","Cabinet Office (excl. agencies)","London","SCS level","Male","430","430","99240","90640"
"In post","2021","Cabinet Office (excl. agencies)","London","SEO/HEO","Female","1510","1500","33970","34550"
"In post","2021","Cabinet Office (excl. agencies)","London","SEO/HEO","Male","1115","1115","34310","34550"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","AA/AO","Female","90","75","20800","20800"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","AA/AO","Male","65","60","20800","20800"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","EO","Female","70","60","24910","23850"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","EO","Male","25","25","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","SEO/HEO","Female","75","75","32960","32000"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","SEO/HEO","Male","45","45","33230","32000"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","EO","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","G6/G7","Female","95","95","56820","52630"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","G6/G7","Male","90","90","58490","52580"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","SCS level","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","SCS level","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","SEO/HEO","Female","110","110","33760","33300"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","SEO/HEO","Male","85","85","33120","32960"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","AA/AO","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","EO","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","EO","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","G6/G7","Male","30","30","68250","64360"
