"Status","Year","Age","Disability","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Female","Heterosexual / straight","675","665","29560","27730"
"In post","2021","20-29","Undeclared","Female","LGBO","160","155","29590","27570"
"In post","2021","20-29","Undeclared","Female","Undeclared","360","350","30530","27570"
"In post","2021","20-29","Undeclared","Female","Unknown","190","185","33050","30730"
"In post","2021","20-29","Undeclared","Male","Heterosexual / straight","565","565","29340","27570"
"In post","2021","20-29","Undeclared","Male","LGBO","110","110","29410","27570"
"In post","2021","20-29","Undeclared","Male","Undeclared","520","510","31220","29060"
"In post","2021","20-29","Undeclared","Male","Unknown","190","190","34750","34710"
"In post","2021","20-29","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Female","Heterosexual / straight","2195","2165","30200","28840"
"In post","2021","20-29","Unknown","Female","LGBO","230","225","30580","28970"
"In post","2021","20-29","Unknown","Female","Undeclared","320","315","27740","26550"
"In post","2021","20-29","Unknown","Female","Unknown","9285","9105","27990","26410"
"In post","2021","20-29","Unknown","Male","Heterosexual / straight","1555","1545","30470","28840"
"In post","2021","20-29","Unknown","Male","LGBO","225","220","32240","29540"
"In post","2021","20-29","Unknown","Male","Undeclared","225","225","29930","28840"
"In post","2021","20-29","Unknown","Male","Unknown","9160","9080","28330","26480"
"In post","2021","20-29","Unknown","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Declared disabled","Female","Heterosexual / straight","3535","3230","32240","28650"
"In post","2021","30-39","Declared disabled","Female","LGBO","565","545","32340","28390"
"In post","2021","30-39","Declared disabled","Female","Undeclared","375","345","32260","27570"
"In post","2021","30-39","Declared disabled","Female","Unknown","235","210","31670","27570"
"In post","2021","30-39","Declared disabled","Male","Heterosexual / straight","2495","2460","32900","28990"
"In post","2021","30-39","Declared disabled","Male","LGBO","445","440","34620","30830"
"In post","2021","30-39","Declared disabled","Male","Undeclared","300","290","33150","27620"
"In post","2021","30-39","Declared disabled","Male","Unknown","185","180","33430","29890"
"In post","2021","30-39","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Female","Heterosexual / straight","30900","28105","34040","30210"
"In post","2021","30-39","Declared non-disabled","Female","LGBO","1735","1690","33990","30630"
"In post","2021","30-39","Declared non-disabled","Female","Undeclared","1940","1755","33750","30210"
"In post","2021","30-39","Declared non-disabled","Female","Unknown","3345","2820","30930","27570"
"In post","2021","30-39","Declared non-disabled","Male","Heterosexual / straight","25105","24905","35110","31150"
"In post","2021","30-39","Declared non-disabled","Male","LGBO","1945","1930","37790","32090"
"In post","2021","30-39","Declared non-disabled","Male","Undeclared","1725","1705","35740","31810"
"In post","2021","30-39","Declared non-disabled","Male","Unknown","2545","2505","33570","31060"
"In post","2021","30-39","Declared non-disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Female","Heterosexual / straight","1335","1220","32650","29130"
"In post","2021","30-39","Undeclared","Female","LGBO","160","155","32620","30690"
"In post","2021","30-39","Undeclared","Female","Undeclared","780","730","35000","31180"
"In post","2021","30-39","Undeclared","Female","Unknown","430","375","33260","30270"
"In post","2021","30-39","Undeclared","Male","Heterosexual / straight","1005","995","33240","30400"
"In post","2021","30-39","Undeclared","Male","LGBO","120","115","35460","31050"
"In post","2021","30-39","Undeclared","Male","Undeclared","1185","1175","36260","32040"
"In post","2021","30-39","Undeclared","Male","Unknown","430","425","37840","34710"
"In post","2021","30-39","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Female","Heterosexual / straight","2435","2265","36430","33620"
"In post","2021","30-39","Unknown","Female","LGBO","180","180","35100","33100"
"In post","2021","30-39","Unknown","Female","Undeclared","485","440","31790","29350"
"In post","2021","30-39","Unknown","Female","Unknown","7070","6555","33990","29540"
"In post","2021","30-39","Unknown","Male","Heterosexual / straight","2190","2170","37220","34140"
"In post","2021","30-39","Unknown","Male","LGBO","165","165","39630","34080"
"In post","2021","30-39","Unknown","Male","Undeclared","370","365","37300","33650"
"In post","2021","30-39","Unknown","Male","Unknown","7670","7595","34310","30850"
"In post","2021","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Female","Heterosexual / straight","5550","4965","32260","27570"
"In post","2021","40-49","Declared disabled","Female","LGBO","410","385","34160","30850"
"In post","2021","40-49","Declared disabled","Female","Undeclared","705","630","31820","27570"
"In post","2021","40-49","Declared disabled","Female","Unknown","550","455","29780","27570"
"In post","2021","40-49","Declared disabled","Male","Heterosexual / straight","3215","3150","34010","29730"
"In post","2021","40-49","Declared disabled","Male","LGBO","490","480","35830","30820"
"In post","2021","40-49","Declared disabled","Male","Undeclared","525","515","32950","28630"
"In post","2021","40-49","Declared disabled","Male","Unknown","355","340","31270","27570"
"In post","2021","40-49","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Female","Heterosexual / straight","33640","30310","35920","30980"
"In post","2021","40-49","Declared non-disabled","Female","LGBO","1110","1065","37430","31810"
"In post","2021","40-49","Declared non-disabled","Female","Undeclared","3140","2790","33650","27960"
"In post","2021","40-49","Declared non-disabled","Female","Unknown","5790","4820","31280","27570"
"In post","2021","40-49","Declared non-disabled","Male","Heterosexual / straight","25570","25300","38610","32910"
"In post","2021","40-49","Declared non-disabled","Male","LGBO","1425","1405","41270","33760"
"In post","2021","40-49","Declared non-disabled","Male","Undeclared","2335","2305","36950","31880"
"In post","2021","40-49","Declared non-disabled","Male","Unknown","3845","3770","35560","31650"
"In post","2021","40-49","Declared non-disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Female","Heterosexual / straight","1495","1345","33550","29110"
"In post","2021","40-49","Undeclared","Female","LGBO","100","100","35010","31650"
"In post","2021","40-49","Undeclared","Female","Undeclared","1060","970","34880","31780"
"In post","2021","40-49","Undeclared","Female","Unknown","550","485","32480","30270"
"In post","2021","40-49","Undeclared","Male","Heterosexual / straight","1330","1310","34400","31650"
"In post","2021","40-49","Undeclared","Male","LGBO","115","115","36190","31900"
"In post","2021","40-49","Undeclared","Male","Undeclared","1540","1520","37020","32100"
"In post","2021","40-49","Undeclared","Male","Unknown","635","615","35840","32240"
"In post","2021","40-49","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Female","Heterosexual / straight","2230","2040","38760","34770"
"In post","2021","40-49","Unknown","Female","LGBO","80","80","35620","32660"
"In post","2021","40-49","Unknown","Female","Undeclared","545","495","35210","29350"
"In post","2021","40-49","Unknown","Female","Unknown","5745","5215","36850","30850"
"In post","2021","40-49","Unknown","Male","Heterosexual / straight","2025","2005","40560","38280"
"In post","2021","40-49","Unknown","Male","LGBO","105","105","40170","38060"
"In post","2021","40-49","Unknown","Male","Undeclared","435","430","38970","37490"
"In post","2021","40-49","Unknown","Male","Unknown","5640","5560","38710","32700"
"In post","2021","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Female","Heterosexual / straight","8610","7760","30860","27570"
"In post","2021","50-59","Declared disabled","Female","LGBO","335","310","33120","28200"
"In post","2021","50-59","Declared disabled","Female","Undeclared","1240","1095","29780","27570"
"In post","2021","50-59","Declared disabled","Female","Unknown","1000","855","29340","27570"
"In post","2021","50-59","Declared disabled","Male","Heterosexual / straight","5175","4995","33850","29290"
"In post","2021","50-59","Declared disabled","Male","LGBO","525","505","35170","30710"
"In post","2021","50-59","Declared disabled","Male","Undeclared","890","855","34200","30780"
"In post","2021","50-59","Declared disabled","Male","Unknown","680","645","31520","28550"
"In post","2021","50-59","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Female","Heterosexual / straight","39030","35755","33320","27570"
"In post","2021","50-59","Declared non-disabled","Female","LGBO","910","860","35440","30730"
"In post","2021","50-59","Declared non-disabled","Female","Undeclared","4820","4350","31820","27570"
"In post","2021","50-59","Declared non-disabled","Female","Unknown","8075","6970","29860","27570"
"In post","2021","50-59","Declared non-disabled","Male","Heterosexual / straight","31505","30765","38340","33290"
"In post","2021","50-59","Declared non-disabled","Male","LGBO","1235","1205","38320","31880"
"In post","2021","50-59","Declared non-disabled","Male","Undeclared","3650","3555","37000","31870"
"In post","2021","50-59","Declared non-disabled","Male","Unknown","5550","5360","35360","31650"
"In post","2021","50-59","Declared non-disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Female","Heterosexual / straight","1985","1835","30770","27570"
"In post","2021","50-59","Undeclared","Female","LGBO","85","80","32570","31060"
"In post","2021","50-59","Undeclared","Female","Undeclared","1655","1520","32890","29080"
"In post","2021","50-59","Undeclared","Female","Unknown","660","600","31450","28660"
"In post","2021","50-59","Undeclared","Male","Heterosexual / straight","2110","2050","34800","31650"
"In post","2021","50-59","Undeclared","Male","LGBO","120","120","35970","31580"
"In post","2021","50-59","Undeclared","Male","Undeclared","2475","2410","36970","33300"
"In post","2021","50-59","Undeclared","Male","Unknown","1125","1070","33900","31650"
"In post","2021","50-59","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Female","Heterosexual / straight","2080","1920","36270","31610"
"In post","2021","50-59","Unknown","Female","LGBO","45","40","40450","31140"
"In post","2021","50-59","Unknown","Female","Undeclared","680","610","32390","29350"
"In post","2021","50-59","Unknown","Female","Unknown","5295","4805","34560","27570"
"In post","2021","50-59","Unknown","Male","Heterosexual / straight","2655","2590","39810","36410"
"In post","2021","50-59","Unknown","Male","LGBO","85","85","40610","33650"
"In post","2021","50-59","Unknown","Male","Undeclared","600","580","36740","33650"
"In post","2021","50-59","Unknown","Male","Unknown","6155","5990","38480","33650"
"In post","2021","50-59","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Female","Heterosexual / straight","2375","1855","28050","26780"
"In post","2021","60-64","Declared disabled","Female","LGBO","65","50","30580","27570"
"In post","2021","60-64","Declared disabled","Female","Undeclared","420","325","26730","26120"
"In post","2021","60-64","Declared disabled","Female","Unknown","305","230","26260","25560"
"In post","2021","60-64","Declared disabled","Male","Heterosexual / straight","1725","1475","32090","27570"
"In post","2021","60-64","Declared disabled","Male","LGBO","105","95","32280","27570"
"In post","2021","60-64","Declared disabled","Male","Undeclared","290","250","31370","27570"
"In post","2021","60-64","Declared disabled","Male","Unknown","230","190","29640","27570"
"In post","2021","60-64","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Female","Heterosexual / straight","9650","7750","29710","27130"
"In post","2021","60-64","Declared non-disabled","Female","LGBO","160","125","31460","26780"
"In post","2021","60-64","Declared non-disabled","Female","Undeclared","1435","1095","28130","26330"
"In post","2021","60-64","Declared non-disabled","Female","Unknown","2335","1745","27490","26120"
"In post","2021","60-64","Declared non-disabled","Male","Heterosexual / straight","8600","7525","35440","30750"
"In post","2021","60-64","Declared non-disabled","Male","LGBO","260","220","34050","27570"
"In post","2021","60-64","Declared non-disabled","Male","Undeclared","1135","960","35760","30780"
"In post","2021","60-64","Declared non-disabled","Male","Unknown","1510","1230","33230","27740"
"In post","2021","60-64","Declared non-disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Female","Heterosexual / straight","500","420","27990","25110"
"In post","2021","60-64","Undeclared","Female","LGBO","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Female","Undeclared","435","350","30800","27130"
"In post","2021","60-64","Undeclared","Female","Unknown","150","120","28210","26370"
"In post","2021","60-64","Undeclared","Male","Heterosexual / straight","550","470","32150","29290"
"In post","2021","60-64","Undeclared","Male","LGBO","25","25","[c]","[c]"
"In post","2021","60-64","Undeclared","Male","Undeclared","615","525","34690","31650"
"In post","2021","60-64","Undeclared","Male","Unknown","320","240","30980","31650"
"In post","2021","60-64","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Female","Heterosexual / straight","510","405","30090","25870"
"In post","2021","60-64","Unknown","Female","LGBO","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Female","Undeclared","205","165","28690","24330"
"In post","2021","60-64","Unknown","Female","Unknown","1295","1025","29560","22490"
"In post","2021","60-64","Unknown","Male","Heterosexual / straight","695","590","36050","33650"
"In post","2021","60-64","Unknown","Male","LGBO","20","15","[c]","[c]"
"In post","2021","60-64","Unknown","Male","Undeclared","200","175","34310","29350"
"In post","2021","60-64","Unknown","Male","Unknown","1560","1360","35760","31810"
"In post","2021","60-64","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Female","Heterosexual / straight","635","470","26900","25630"
"In post","2021","65+","Declared disabled","Female","LGBO","20","15","[c]","[c]"
"In post","2021","65+","Declared disabled","Female","Undeclared","120","85","25740","23210"
"In post","2021","65+","Declared disabled","Female","Unknown","85","60","26680","25560"
"In post","2021","65+","Declared disabled","Male","Heterosexual / straight","580","450","30430","27570"
"In post","2021","65+","Declared disabled","Male","LGBO","25","20","[c]","[c]"
"In post","2021","65+","Declared disabled","Male","Undeclared","110","85","29360","27570"
"In post","2021","65+","Declared disabled","Male","Unknown","85","60","29500","26590"
"In post","2021","65+","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Female","Heterosexual / straight","2510","1870","27560","25110"
"In post","2021","65+","Declared non-disabled","Female","LGBO","55","40","26710","24370"
"In post","2021","65+","Declared non-disabled","Female","Undeclared","415","300","28650","25630"
"In post","2021","65+","Declared non-disabled","Female","Unknown","725","510","26490","25110"
"In post","2021","65+","Declared non-disabled","Male","Heterosexual / straight","2915","2350","33730","28130"
"In post","2021","65+","Declared non-disabled","Male","LGBO","75","60","30420","25660"
"In post","2021","65+","Declared non-disabled","Male","Undeclared","415","315","33120","27570"
"In post","2021","65+","Declared non-disabled","Male","Unknown","625","460","32670","27570"
"In post","2021","65+","Declared non-disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Female","Heterosexual / straight","145","110","26650","24660"
"In post","2021","65+","Undeclared","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Female","Undeclared","105","75","27440","25630"
"In post","2021","65+","Undeclared","Female","Unknown","50","35","25830","23270"
"In post","2021","65+","Undeclared","Male","Heterosexual / straight","200","165","30540","26990"
"In post","2021","65+","Undeclared","Male","LGBO","5","5","[c]","[c]"
"In post","2021","65+","Undeclared","Male","Undeclared","170","140","36710","31810"
"In post","2021","65+","Undeclared","Male","Unknown","160","115","28760","26560"
"In post","2021","65+","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Female","Heterosexual / straight","120","95","30530","26320"
"In post","2021","65+","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Female","Undeclared","60","40","30390","22820"
"In post","2021","65+","Unknown","Female","Unknown","375","285","31920","25080"
"In post","2021","65+","Unknown","Male","Heterosexual / straight","235","195","32710","26670"
"In post","2021","65+","Unknown","Male","LGBO","5","5","[c]","[c]"
"In post","2021","65+","Unknown","Male","Undeclared","85","70","34700","29200"
"In post","2021","65+","Unknown","Male","Unknown","525","410","35620","30110"
"In post","2021","65+","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
