"Status","Year","Age","Ethnicity","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Chinese","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Mixed","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","AA","Unknown","70","65","19050","19060"
"In post","2021","16-19","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","AO","Undeclared","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","AO","Unknown","280","270","21010","20140"
"In post","2021","16-19","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","EO","Unknown","85","85","21380","20900"
"In post","2021","16-19","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Unknown","50","50","18300","16780"
"In post","2021","16-19","White","AA","Heterosexual / straight","110","105","19410","20060"
"In post","2021","16-19","White","AA","LGBO","10","10","[c]","[c]"
"In post","2021","16-19","White","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","AA","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","White","AO","Heterosexual / straight","320","310","21410","21010"
"In post","2021","16-19","White","AO","LGBO","30","30","20840","21010"
"In post","2021","16-19","White","AO","Undeclared","20","20","[c]","[c]"
"In post","2021","16-19","White","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","EO","Heterosexual / straight","165","165","22850","23810"
"In post","2021","16-19","White","EO","LGBO","5","5","[c]","[c]"
"In post","2021","16-19","White","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","16-19","White","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","White","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","AA","Heterosexual / straight","75","70","20680","20600"
"In post","2021","20-29","Asian","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","AO","Heterosexual / straight","1390","1325","21870","21010"
"In post","2021","20-29","Asian","AO","LGBO","30","25","[c]","[c]"
"In post","2021","20-29","Asian","AO","Undeclared","65","60","21420","21010"
"In post","2021","20-29","Asian","AO","Unknown","55","55","21280","21010"
"In post","2021","20-29","Asian","EO","Heterosexual / straight","2010","1985","27940","27570"
"In post","2021","20-29","Asian","EO","LGBO","50","50","27680","27570"
"In post","2021","20-29","Asian","EO","Undeclared","60","60","27220","27570"
"In post","2021","20-29","Asian","EO","Unknown","90","90","27680","27570"
"In post","2021","20-29","Asian","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Asian","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","G7","Heterosexual / straight","220","220","54200","53380"
"In post","2021","20-29","Asian","G7","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","G7","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Asian","G7","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Asian","HEO","Heterosexual / straight","1015","1005","33210","32960"
"In post","2021","20-29","Asian","HEO","LGBO","40","40","33800","33300"
"In post","2021","20-29","Asian","HEO","Undeclared","35","35","32830","33570"
"In post","2021","20-29","Asian","HEO","Unknown","55","55","33970","33180"
"In post","2021","20-29","Asian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","SEO","Heterosexual / straight","320","315","39970","40070"
"In post","2021","20-29","Asian","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","SEO","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Asian","SEO","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","Heterosexual / straight","125","120","25400","23840"
"In post","2021","20-29","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","AA","Heterosexual / straight","45","40","22010","21500"
"In post","2021","20-29","Black","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","AO","Heterosexual / straight","460","450","24250","23520"
"In post","2021","20-29","Black","AO","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Black","AO","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Black","AO","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Black","EO","Heterosexual / straight","755","750","28740","28970"
"In post","2021","20-29","Black","EO","LGBO","40","40","29150","29500"
"In post","2021","20-29","Black","EO","Undeclared","30","25","[c]","[c]"
"In post","2021","20-29","Black","EO","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Black","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","G7","Heterosexual / straight","55","55","53780","53380"
"In post","2021","20-29","Black","G7","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Black","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","HEO","Heterosexual / straight","395","390","33610","33570"
"In post","2021","20-29","Black","HEO","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Black","HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Black","HEO","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Black","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","SEO","Heterosexual / straight","125","125","40510","40250"
"In post","2021","20-29","Black","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Black","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","Heterosexual / straight","110","110","26840","26810"
"In post","2021","20-29","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","AO","Heterosexual / straight","35","35","22110","21050"
"In post","2021","20-29","Chinese","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","EO","Heterosexual / straight","55","55","27430","27140"
"In post","2021","20-29","Chinese","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Chinese","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","HEO","Heterosexual / straight","40","40","33640","33570"
"In post","2021","20-29","Chinese","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Chinese","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Chinese","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","Chinese","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","AA","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","20-29","Mixed","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","AO","Heterosexual / straight","430","415","23470","22350"
"In post","2021","20-29","Mixed","AO","LGBO","65","60","22810","21300"
"In post","2021","20-29","Mixed","AO","Undeclared","35","35","23760","22680"
"In post","2021","20-29","Mixed","AO","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Mixed","EO","Heterosexual / straight","520","515","27920","27570"
"In post","2021","20-29","Mixed","EO","LGBO","70","70","27260","27570"
"In post","2021","20-29","Mixed","EO","Undeclared","45","45","28140","27570"
"In post","2021","20-29","Mixed","EO","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Mixed","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Mixed","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","G7","Heterosexual / straight","115","115","54070","53380"
"In post","2021","20-29","Mixed","G7","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Mixed","G7","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Mixed","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","HEO","Heterosexual / straight","410","405","32980","32870"
"In post","2021","20-29","Mixed","HEO","LGBO","60","60","32740","32480"
"In post","2021","20-29","Mixed","HEO","Undeclared","40","40","33650","33110"
"In post","2021","20-29","Mixed","HEO","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Mixed","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","SEO","Heterosexual / straight","125","125","40060","40060"
"In post","2021","20-29","Mixed","SEO","LGBO","30","25","[c]","[c]"
"In post","2021","20-29","Mixed","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Mixed","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Mixed","Unknown","Heterosexual / straight","70","65","25960","26670"
"In post","2021","20-29","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","AO","Heterosexual / straight","70","70","23690","22760"
"In post","2021","20-29","Other ethnicity","AO","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","EO","Heterosexual / straight","135","130","28400","28070"
"In post","2021","20-29","Other ethnicity","EO","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Other ethnicity","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Other ethnicity","EO","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Other ethnicity","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","Other ethnicity","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","G7","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HEO","Heterosexual / straight","80","80","33800","33570"
"In post","2021","20-29","Other ethnicity","HEO","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","SEO","Heterosexual / straight","35","35","40400","40410"
"In post","2021","20-29","Other ethnicity","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","AA","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","AO","Heterosexual / straight","90","85","22820","21430"
"In post","2021","20-29","Undeclared","AO","LGBO","15","15","[c]","[c]"
