"Status","Year","Disability","Ethnicity","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Asian","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Anglia","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Anglia","Male","20","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Wales","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Wales","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Eastern Scotland","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Eastern Scotland","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Essex","Female","15","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Essex","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Male","30","30","32630","28110"
"In post","2021","Declared disabled","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Greater Manchester","Female","65","55","27250","25560"
"In post","2021","Declared disabled","Asian","Greater Manchester","Male","65","65","28620","26060"
"In post","2021","Declared disabled","Asian","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Hampshire and Isle of Wight","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Hampshire and Isle of Wight","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Herefordshire, Worcestershire and Warwickshire","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Herefordshire, Worcestershire and Warwickshire","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Inner London - East","Female","125","115","34820","31060"
"In post","2021","Declared disabled","Asian","Inner London - East","Male","105","100","33750","31060"
"In post","2021","Declared disabled","Asian","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Inner London - West","Female","320","300","40380","35590"
"In post","2021","Declared disabled","Asian","Inner London - West","Male","215","210","40440","36200"
"In post","2021","Declared disabled","Asian","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Kent","Female","10","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Kent","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Lancashire","Female","45","35","26080","23840"
"In post","2021","Declared disabled","Asian","Lancashire","Male","60","55","24160","21440"
"In post","2021","Declared disabled","Asian","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","Female","65","55","24060","21950"
"In post","2021","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","Male","55","55","23600","21230"
"In post","2021","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Merseyside","Female","10","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Merseyside","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northumberland and Tyne and Wear","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northumberland and Tyne and Wear","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Outer London - East and North East","Female","60","50","29490","31060"
"In post","2021","Declared disabled","Asian","Outer London - East and North East","Male","30","25","[c]","[c]"
"In post","2021","Declared disabled","Asian","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Outer London - South","Female","110","90","32540","29370"
"In post","2021","Declared disabled","Asian","Outer London - South","Male","55","55","35750","31290"
"In post","2021","Declared disabled","Asian","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Outer London - West and North West","Female","170","150","30630","31060"
"In post","2021","Declared disabled","Asian","Outer London - West and North West","Male","90","85","31930","30220"
"In post","2021","Declared disabled","Asian","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Shropshire and Staffordshire","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Shropshire and Staffordshire","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South Yorkshire","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","South Yorkshire","Male","20","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Surrey, East and West Sussex","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Tees Valley and Durham","Female","10","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Tees Valley and Durham","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Central Scotland","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Central Scotland","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Midlands","Female","205","180","26500","27130"
"In post","2021","Declared disabled","Asian","West Midlands","Male","160","155","27300","27530"
"In post","2021","Declared disabled","Asian","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Wales and The Valleys","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Yorkshire","Female","75","65","26990","27570"
"In post","2021","Declared disabled","Asian","West Yorkshire","Male","75","75","28830","27570"
"In post","2021","Declared disabled","Asian","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Bedfordshire and Hertfordshire","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Black","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Derbyshire and Nottinghamshire","Female","30","25","27390","27570"
"In post","2021","Declared disabled","Black","Derbyshire and Nottinghamshire","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Anglia","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","East Anglia","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Wales","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","East Wales","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Essex","Female","25","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Essex","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Female","30","25","[c]","[c]"
"In post","2021","Declared disabled","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Greater Manchester","Female","30","30","27230","25840"
"In post","2021","Declared disabled","Black","Greater Manchester","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Hampshire and Isle of Wight","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Hampshire and Isle of Wight","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Herefordshire, Worcestershire and Warwickshire","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Inner London - East","Female","235","220","31570","31060"
"In post","2021","Declared disabled","Black","Inner London - East","Male","80","80","33550","31060"
"In post","2021","Declared disabled","Black","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Inner London - West","Female","385","365","35220","31880"
"In post","2021","Declared disabled","Black","Inner London - West","Male","135","130","35490","34020"
"In post","2021","Declared disabled","Black","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Kent","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Kent","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Leicestershire, Rutland and Northamptonshire","Female","15","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Leicestershire, Rutland and Northamptonshire","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Merseyside","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Northumberland and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Northumberland and Tyne and Wear","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Outer London - East and North East","Female","75","65","31400","31060"
"In post","2021","Declared disabled","Black","Outer London - East and North East","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Outer London - South","Female","140","130","32710","30990"
"In post","2021","Declared disabled","Black","Outer London - South","Male","45","40","34980","31060"
"In post","2021","Declared disabled","Black","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Outer London - West and North West","Female","80","75","30880","31060"
"In post","2021","Declared disabled","Black","Outer London - West and North West","Male","30","30","[c]","[c]"
"In post","2021","Declared disabled","Black","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Overseas","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Shropshire and Staffordshire","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Shropshire and Staffordshire","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","South Yorkshire","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","South Yorkshire","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Surrey, East and West Sussex","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Surrey, East and West Sussex","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","West Midlands","Female","110","100","27650","27570"
"In post","2021","Declared disabled","Black","West Midlands","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Black","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","West Yorkshire","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Black","West Yorkshire","Male","10","5","[c]","[c]"
"In post","2021","Declared disabled","Black","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Essex","Female","[c]","[c]","[c]","[c]"
