"Status","Year","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Crown Prosecution Service","Commercial","20","20","44140","39880"
"In post","2021","Crown Prosecution Service","Communications","50","50","41310","39750"
"In post","2021","Crown Prosecution Service","Digital, Data and Technology","120","120","39820","38180"
"In post","2021","Crown Prosecution Service","Finance","95","90","32650","30130"
"In post","2021","Crown Prosecution Service","Human Resources","145","140","40720","35610"
"In post","2021","Crown Prosecution Service","Legal","3185","2960","54980","55610"
"In post","2021","Crown Prosecution Service","Operational Delivery","3055","2820","27280","25480"
"In post","2021","Crown Prosecution Service","Policy","40","40","60170","56580"
"In post","2021","Crown Prosecution Service","Security","30","30","38450","33120"
"In post","2021","Crown Prosecution Service Inspectorate","Legal","15","15","65880","62700"
"In post","2021","Crown Prosecution Service Inspectorate","Other","10","10","41700","28970"
"In post","2021","Debt Management Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Digital, Data and Technology","35","35","53150","53360"
"In post","2021","Debt Management Office","Finance","10","10","[c]","[c]"
"In post","2021","Debt Management Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Operational Delivery","40","40","57830","46010"
"In post","2021","Debt Management Office","Policy","15","15","75650","61540"
"In post","2021","Debt Management Office","Project Delivery","5","5","[c]","[c]"
"In post","2021","Debt Management Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Commercial","25","25","32190","30040"
"In post","2021","Defence Electronics and Components Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Digital, Data and Technology","10","10","30920","31450"
"In post","2021","Defence Electronics and Components Agency","Finance","10","10","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Human Resources","10","10","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Medicine","15","15","28810","28750"
"In post","2021","Defence Electronics and Components Agency","Operational Delivery","60","55","30360","28110"
"In post","2021","Defence Electronics and Components Agency","Other","35","30","25920","25950"
"In post","2021","Defence Electronics and Components Agency","Project Delivery","10","10","27930","28110"
"In post","2021","Defence Electronics and Components Agency","Property","15","15","28970","25200"
"In post","2021","Defence Electronics and Components Agency","Science and Engineering","240","230","26900","28750"
"In post","2021","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","920","880","39490","35570"
"In post","2021","Defence Equipment and Support","Communications","40","35","36510","36030"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","370","355","41030","40640"
"In post","2021","Defence Equipment and Support","Finance","455","440","38920","32860"
"In post","2021","Defence Equipment and Support","Human Resources","190","175","38330","33190"
"In post","2021","Defence Equipment and Support","Knowledge and Information Management","180","175","35340","33110"
"In post","2021","Defence Equipment and Support","Other","3465","3310","31410","27950"
"In post","2021","Defence Equipment and Support","Policy","80","75","42760","40890"
"In post","2021","Defence Equipment and Support","Project Delivery","2270","2205","40450","39230"
"In post","2021","Defence Equipment and Support","Property","110","110","35850","33670"
"In post","2021","Defence Equipment and Support","Science and Engineering","2570","2515","37010","36400"
"In post","2021","Defence Equipment and Support","Security","55","55","36820","36090"
"In post","2021","Defence Science and Technology Laboratory","Commercial","75","70","33740","35520"
"In post","2021","Defence Science and Technology Laboratory","Communications","25","25","35780","32500"
"In post","2021","Defence Science and Technology Laboratory","Corporate Finance","55","55","39680","37760"
"In post","2021","Defence Science and Technology Laboratory","Digital, Data and Technology","120","120","45900","46080"
"In post","2021","Defence Science and Technology Laboratory","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Finance","10","10","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Human Resources","80","70","33990","28650"
"In post","2021","Defence Science and Technology Laboratory","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Knowledge and Information Management","40","40","42440","38680"
"In post","2021","Defence Science and Technology Laboratory","Legal","10","10","62670","72050"
"In post","2021","Defence Science and Technology Laboratory","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Operational Delivery","385","365","38980","37320"
"In post","2021","Defence Science and Technology Laboratory","Operational Research","490","470","42750","46080"
"In post","2021","Defence Science and Technology Laboratory","Other","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Project Delivery","450","430","40740","37360"
"In post","2021","Defence Science and Technology Laboratory","Property","40","40","45370","46080"
"In post","2021","Defence Science and Technology Laboratory","Psychology","20","20","50080","46720"
"In post","2021","Defence Science and Technology Laboratory","Science and Engineering","2500","2425","39950","37360"
"In post","2021","Defence Science and Technology Laboratory","Security","60","60","36300","37320"
"In post","2021","Defence Science and Technology Laboratory","Statistics","10","10","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","15","15","49260","48480"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","130","125","48060","45270"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","120","120","45390","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","300","295","46610","39570"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","170","165","52940","54880"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","140","140","48590","49080"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","20","20","43640","41280"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","525","515","45020","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","20","20","51220","57620"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","3740","3655","49610","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","65","65","50870","49200"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","10","10","44820","42940"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","25","25","44280","41550"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","35","35","48690","49160"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","20","20","49290","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","45","40","55210","52120"
"In post","2021","Department for Digital, Culture, Media and Sport","Corporate Finance","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","20","20","54730","56860"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","75","75","53810","59730"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","65","65","56710","58490"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","65","60","48880","37990"
"In post","2021","Department for Digital, Culture, Media and Sport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","International Trade","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","10","10","55670","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Research","20","20","41850","42020"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","90","85","40850","34330"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","1080","1065","48480","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","210","210","48690","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Social Research","25","25","56490","59730"
"In post","2021","Department for Digital, Culture, Media and Sport","Statistics","20","20","49200","43280"
"In post","2021","Department for Education (excl. agencies)","Commercial","190","185","39800","38000"
"In post","2021","Department for Education (excl. agencies)","Communications","240","230","37810","33510"
"In post","2021","Department for Education (excl. agencies)","Digital, Data and Technology","580","565","40690","37100"
"In post","2021","Department for Education (excl. agencies)","Finance","465","450","43130","40940"
"In post","2021","Department for Education (excl. agencies)","Human Resources","135","130","34780","29730"
"In post","2021","Department for Education (excl. agencies)","Legal","60","55","54720","57570"
"In post","2021","Department for Education (excl. agencies)","Operational Delivery","585","560","41110","36780"
"In post","2021","Department for Education (excl. agencies)","Policy","2800","2680","45800","41190"
"In post","2021","Department for Education (excl. agencies)","Project Delivery","55","50","47790","49860"
"In post","2021","Department for Education (excl. agencies)","Property","560","550","51020","51910"
"In post","2021","Department for Education (excl. agencies)","Security","35","35","38390","36780"
"In post","2021","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","140","135","39210","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","265","250","41570","37790"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","670","645","43890","47550"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","160","160","44720","47550"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","400","390","43210","38060"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","260","245","42830","38710"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","105","100","38900","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Research","15","15","41000","39420"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","2475","2395","43010","38750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","235","225","42220","37110"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","390","370","36760","32560"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Science and Engineering","160","155","43590","39610"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Social Research","35","35","46460","47550"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Statistics","75","70","38190","32840"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Veterinarian","15","15","62200","55750"
"In post","2021","Department for International Trade","Commercial","25","25","37490","38160"
"In post","2021","Department for International Trade","Communications","140","140","43060","38540"
"In post","2021","Department for International Trade","Digital, Data and Technology","120","120","47030","44020"
"In post","2021","Department for International Trade","Economics","150","150","43500","33220"
"In post","2021","Department for International Trade","Finance","90","90","49850","51970"
"In post","2021","Department for International Trade","Human Resources","125","125","43380","38540"
"In post","2021","Department for International Trade","International Trade","1295","1280","48330","50430"
"In post","2021","Department for International Trade","Knowledge and Information Management","20","20","37320","33380"
"In post","2021","Department for International Trade","Legal","10","10","60350","53920"
"In post","2021","Department for International Trade","Operational Delivery","110","110","36650","32120"
"In post","2021","Department for International Trade","Operational Research","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Other","180","180","39470","32120"
"In post","2021","Department for International Trade","Planning","10","10","38910","32120"
"In post","2021","Department for International Trade","Policy","215","215","45630","39000"
"In post","2021","Department for International Trade","Project Delivery","70","70","45830","41500"
"In post","2021","Department for International Trade","Property","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Security","30","30","44980","41080"
"In post","2021","Department for International Trade","Social Research","20","20","44560","46050"
"In post","2021","Department for International Trade","Statistics","55","55","43250","39690"
"In post","2021","Department for Transport (excl. agencies)","Commercial","90","90","50180","46920"
"In post","2021","Department for Transport (excl. agencies)","Communications","115","115","47530","43360"
"In post","2021","Department for Transport (excl. agencies)","Corporate Finance","30","25","57340","54650"
"In post","2021","Department for Transport (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Digital, Data and Technology","125","120","42370","40280"
"In post","2021","Department for Transport (excl. agencies)","Economics","170","165","47750","54110"
"In post","2021","Department for Transport (excl. agencies)","Finance","200","195","48680","49010"
"In post","2021","Department for Transport (excl. agencies)","Human Resources","95","95","48930","48770"
"In post","2021","Department for Transport (excl. agencies)","Intelligence Analysis","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","International Trade","30","30","46630","42470"
"In post","2021","Department for Transport (excl. agencies)","Knowledge and Information Management","20","15","36610","35430"
"In post","2021","Department for Transport (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Operational Delivery","85","85","37560","34710"
"In post","2021","Department for Transport (excl. agencies)","Operational Research","20","20","45160","42680"
"In post","2021","Department for Transport (excl. agencies)","Other","460","430","42940","32740"
"In post","2021","Department for Transport (excl. agencies)","Policy","965","950","48120","44480"
"In post","2021","Department for Transport (excl. agencies)","Project Delivery","475","470","53110","54110"
"In post","2021","Department for Transport (excl. agencies)","Property","15","15","49030","44480"
"In post","2021","Department for Transport (excl. agencies)","Science and Engineering","60","60","49510","45920"
"In post","2021","Department for Transport (excl. agencies)","Security","170","170","45050","43360"
"In post","2021","Department for Transport (excl. agencies)","Social Research","45","40","48070","43580"
"In post","2021","Department for Transport (excl. agencies)","Statistics","120","115","45060","42890"
"In post","2021","Department for Transport (excl. agencies)","Unknown","210","205","52840","44030"
"In post","2021","Department for Work and Pensions (excl. agencies)","Unknown","90950","81415","27650","27570"
"In post","2021","Department of Health and Social Care (excl. agencies)","Commercial","200","195","48750","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Communications","185","180","43490","38360"
"In post","2021","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","170","165","43630","36820"
"In post","2021","Department of Health and Social Care (excl. agencies)","Economics","90","85","43100","36820"
"In post","2021","Department of Health and Social Care (excl. agencies)","Finance","335","330","39300","36070"
"In post","2021","Department of Health and Social Care (excl. agencies)","Human Resources","135","130","39780","32790"
"In post","2021","Department of Health and Social Care (excl. agencies)","Intelligence Analysis","235","225","53190","53360"
"In post","2021","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Medicine","25","25","68990","55180"
"In post","2021","Department of Health and Social Care (excl. agencies)","Operational Delivery","135","130","48860","33700"
"In post","2021","Department of Health and Social Care (excl. agencies)","Operational Research","20","15","57460","55460"
"In post","2021","Department of Health and Social Care (excl. agencies)","Policy","1820","1775","47250","41890"
"In post","2021","Department of Health and Social Care (excl. agencies)","Project Delivery","20","20","51790","54150"
"In post","2021","Department of Health and Social Care (excl. agencies)","Property","20","20","40270","36820"
"In post","2021","Department of Health and Social Care (excl. agencies)","Science and Engineering","15","15","75980","69440"
"In post","2021","Department of Health and Social Care (excl. agencies)","Social Research","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Statistics","50","45","49070","52080"
"In post","2021","Department of Health and Social Care (excl. agencies)","Unknown","60","60","52120","53360"
"In post","2021","Disclosure Scotland","Unknown","310","290","28110","23170"
"In post","2021","Driver and Vehicle Licensing Agency","Commercial","155","140","32760","31040"
"In post","2021","Driver and Vehicle Licensing Agency","Communications","65","60","29810","26740"
"In post","2021","Driver and Vehicle Licensing Agency","Counter Fraud","10","10","32860","29240"
"In post","2021","Driver and Vehicle Licensing Agency","Digital, Data and Technology","735","715","39810","38230"
"In post","2021","Driver and Vehicle Licensing Agency","Finance","140","135","32910","30730"
"In post","2021","Driver and Vehicle Licensing Agency","Human Resources","170","160","32650","31380"
"In post","2021","Driver and Vehicle Licensing Agency","Medicine","50","45","79860","86520"
"In post","2021","Driver and Vehicle Licensing Agency","Operational Delivery","4445","3800","21780","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Other","55","50","34410","31860"
"In post","2021","Driver and Vehicle Licensing Agency","Policy","140","130","30230","26780"
"In post","2021","Driver and Vehicle Licensing Agency","Project Delivery","85","85","39900","39040"
"In post","2021","Driver and Vehicle Licensing Agency","Property","55","50","30360","30540"
"In post","2021","Driver and Vehicle Licensing Agency","Security","120","115","30490","26350"
"In post","2021","Driver and Vehicle Standards Agency","Commercial","40","40","36260","38650"
"In post","2021","Driver and Vehicle Standards Agency","Communications","85","80","31290","30730"
"In post","2021","Driver and Vehicle Standards Agency","Counter Fraud","50","45","29060","26780"
"In post","2021","Driver and Vehicle Standards Agency","Digital, Data and Technology","190","185","36190","32180"
"In post","2021","Driver and Vehicle Standards Agency","Finance","85","85","38780","34040"
"In post","2021","Driver and Vehicle Standards Agency","Human Resources","100","95","35290","33350"
"In post","2021","Driver and Vehicle Standards Agency","Knowledge and Information Management","55","50","35650","33350"
"In post","2021","Driver and Vehicle Standards Agency","Operational Delivery","3910","3670","28400","26780"
"In post","2021","Driver and Vehicle Standards Agency","Operational Research","50","45","31340","31860"
"In post","2021","Driver and Vehicle Standards Agency","Other","15","15","41800","32180"
"In post","2021","Driver and Vehicle Standards Agency","Policy","60","55","37840","33650"
"In post","2021","Driver and Vehicle Standards Agency","Project Delivery","85","85","38290","39470"
"In post","2021","Driver and Vehicle Standards Agency","Property","65","60","32390","31380"
"In post","2021","Education and Skills Funding Agency","Commercial","185","180","41270","36960"
"In post","2021","Education and Skills Funding Agency","Communications","90","85","43280","40300"
"In post","2021","Education and Skills Funding Agency","Digital, Data and Technology","305","295","37910","36500"
"In post","2021","Education and Skills Funding Agency","Finance","320","310","41700","37100"
"In post","2021","Education and Skills Funding Agency","Human Resources","15","10","47780","44000"
"In post","2021","Education and Skills Funding Agency","Operational Delivery","700","680","41350","36960"
"In post","2021","Education and Skills Funding Agency","Policy","200","190","49660","49860"
"In post","2021","Education and Skills Funding Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Unknown","315","300","55840","61010"
"In post","2021","ESTYN","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Communications","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Finance","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Human Resources","[c]","[c]","[c]","[c]"
