"Status","Year","Age","Disability","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Declared non-disabled","AA","Male","670","660","20110","20310"
"In post","2021","20-29","Declared non-disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","AO","Female","7310","7010","22580","21430"
"In post","2021","20-29","Declared non-disabled","AO","Male","6595","6510","23340","21570"
"In post","2021","20-29","Declared non-disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","EO","Female","7685","7560","27020","27500"
"In post","2021","20-29","Declared non-disabled","EO","Male","6005","5975","26850","27370"
"In post","2021","20-29","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","G6","Female","95","95","64410","64500"
"In post","2021","20-29","Declared non-disabled","G6","Male","70","70","64580","64500"
"In post","2021","20-29","Declared non-disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","G7","Female","1330","1325","53570","53380"
"In post","2021","20-29","Declared non-disabled","G7","Male","1215","1210","54190","53380"
"In post","2021","20-29","Declared non-disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","HEO","Female","5065","5030","32620","32330"
"In post","2021","20-29","Declared non-disabled","HEO","Male","4290","4280","32760","32550"
"In post","2021","20-29","Declared non-disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","SCS level","Female","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","SCS level","Male","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","SEO","Female","1865","1855","39680","39960"
"In post","2021","20-29","Declared non-disabled","SEO","Male","1550","1550","39980","40020"
"In post","2021","20-29","Declared non-disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Unknown","Female","1435","1410","25940","23840"
"In post","2021","20-29","Declared non-disabled","Unknown","Male","455","450","27030","26810"
"In post","2021","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","AA","Female","45","45","19950","20600"
"In post","2021","20-29","Undeclared","AA","Male","45","40","20360","20600"
"In post","2021","20-29","Undeclared","AO","Female","310","295","22630","21010"
"In post","2021","20-29","Undeclared","AO","Male","360","355","23410","21530"
"In post","2021","20-29","Undeclared","EO","Female","420","410","27470","27570"
"In post","2021","20-29","Undeclared","EO","Male","365","360","27370","27570"
"In post","2021","20-29","Undeclared","G6","Female","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","G6","Male","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","G7","Female","85","85","53760","53380"
"In post","2021","20-29","Undeclared","G7","Male","110","110","53590","53930"
"In post","2021","20-29","Undeclared","HEO","Female","355","350","32930","32410"
"In post","2021","20-29","Undeclared","HEO","Male","370","365","32770","32830"
"In post","2021","20-29","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","SEO","Female","115","115","40090","40070"
"In post","2021","20-29","Undeclared","SEO","Male","100","100","40410","40230"
"In post","2021","20-29","Undeclared","Unknown","Female","45","45","25840","23840"
"In post","2021","20-29","Undeclared","Unknown","Male","30","30","27470","28000"
"In post","2021","20-29","Unknown","AA","Female","520","495","20210","20600"
"In post","2021","20-29","Unknown","AA","Male","485","475","20090","20600"
"In post","2021","20-29","Unknown","AO","Female","3930","3810","22120","21050"
"In post","2021","20-29","Unknown","AO","Male","3820","3765","22810","21430"
"In post","2021","20-29","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","EO","Female","2980","2940","27290","27130"
"In post","2021","20-29","Unknown","EO","Male","2585","2570","26950","26350"
"In post","2021","20-29","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","G6","Female","45","45","64280","64500"
"In post","2021","20-29","Unknown","G6","Male","50","50","64900","64700"
"In post","2021","20-29","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","G7","Female","560","555","53340","53360"
"In post","2021","20-29","Unknown","G7","Male","525","525","53810","53360"
"In post","2021","20-29","Unknown","HEO","Female","2880","2865","31620","31810"
"In post","2021","20-29","Unknown","HEO","Male","2570","2565","32180","32000"
"In post","2021","20-29","Unknown","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","SCS level","Female","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","SCS level","Male","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","SEO","Female","770","765","39630","40050"
"In post","2021","20-29","Unknown","SEO","Male","705","705","39420","39110"
"In post","2021","20-29","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","Female","335","325","24990","22920"
"In post","2021","20-29","Unknown","Unknown","Male","415","410","27950","28680"
"In post","2021","30-39","Declared disabled","AA","Female","125","110","19700","19950"
"In post","2021","30-39","Declared disabled","AA","Male","115","110","19880","20060"
"In post","2021","30-39","Declared disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","AO","Female","1020","875","21920","21010"
"In post","2021","30-39","Declared disabled","AO","Male","855","830","23360","21430"
"In post","2021","30-39","Declared disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","EO","Female","1365","1245","27430","27570"
"In post","2021","30-39","Declared disabled","EO","Male","915","905","27630","27570"
"In post","2021","30-39","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","G6","Female","130","120","65820","65550"
"In post","2021","30-39","Declared disabled","G6","Male","100","100","65650","64700"
"In post","2021","30-39","Declared disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","G7","Female","445","430","54000","53400"
"In post","2021","30-39","Declared disabled","G7","Male","375","375","53730","53380"
"In post","2021","30-39","Declared disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","HEO","Female","740","705","32740","31990"
"In post","2021","30-39","Declared disabled","HEO","Male","555","550","32840","32080"
"In post","2021","30-39","Declared disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","SCS level","Female","25","25","[c]","[c]"
"In post","2021","30-39","Declared disabled","SCS level","Male","35","35","79110","75570"
"In post","2021","30-39","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","SEO","Female","480","460","40690","40030"
"In post","2021","30-39","Declared disabled","SEO","Male","375","370","40790","40000"
"In post","2021","30-39","Declared disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Unknown","Female","385","360","29410","30210"
"In post","2021","30-39","Declared disabled","Unknown","Male","100","95","30430","30210"
"In post","2021","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","AA","Female","760","640","19840","19560"
"In post","2021","30-39","Declared non-disabled","AA","Male","740","730","20410","20310"
"In post","2021","30-39","Declared non-disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","AO","Female","8385","7000","22190","21010"
"In post","2021","30-39","Declared non-disabled","AO","Male","6875","6775","24190","21950"
"In post","2021","30-39","Declared non-disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","EO","Female","9770","8805","27190","27570"
"In post","2021","30-39","Declared non-disabled","EO","Male","7635","7590","27470","27570"
"In post","2021","30-39","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","G6","Female","1325","1270","66470","65440"
"In post","2021","30-39","Declared non-disabled","G6","Male","1240","1230","66990","65920"
"In post","2021","30-39","Declared non-disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","G7","Female","4480","4250","54160","53600"
"In post","2021","30-39","Declared non-disabled","G7","Male","4120","4090","54390","53600"
"In post","2021","30-39","Declared non-disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","HEO","Female","6280","5920","32770","31990"
"In post","2021","30-39","Declared non-disabled","HEO","Male","5530","5500","33090","32000"
"In post","2021","30-39","Declared non-disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","SCS level","Female","380","360","78560","75160"
"In post","2021","30-39","Declared non-disabled","SCS level","Male","370","360","80240","75210"
"In post","2021","30-39","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","SEO","Female","4665","4430","40660","40000"
"In post","2021","30-39","Declared non-disabled","SEO","Male","4105","4085","40810","40140"
"In post","2021","30-39","Declared non-disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Unknown","Female","1870","1695","30190","30420"
"In post","2021","30-39","Declared non-disabled","Unknown","Male","705","695","33470","31950"
"In post","2021","30-39","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","AA","Female","75","60","20230","20600"
"In post","2021","30-39","Undeclared","AA","Male","95","95","20830","20600"
"In post","2021","30-39","Undeclared","AO","Female","625","530","22880","21010"
"In post","2021","30-39","Undeclared","AO","Male","660","645","25000","22120"
"In post","2021","30-39","Undeclared","EO","Female","735","680","27770","27570"
"In post","2021","30-39","Undeclared","EO","Male","625","620","28590","27570"
"In post","2021","30-39","Undeclared","G6","Female","90","85","65590","65410"
"In post","2021","30-39","Undeclared","G6","Male","95","95","67470","66060"
"In post","2021","30-39","Undeclared","G7","Female","290","280","54250","53600"
"In post","2021","30-39","Undeclared","G7","Male","360","360","53920","53600"
"In post","2021","30-39","Undeclared","HEO","Female","450","425","32680","31990"
"In post","2021","30-39","Undeclared","HEO","Male","450","445","33410","32500"
"In post","2021","30-39","Undeclared","SCS level","Female","25","20","[c]","[c]"
"In post","2021","30-39","Undeclared","SCS level","Male","30","30","80150","76420"
"In post","2021","30-39","Undeclared","SEO","Female","315","300","40770","40050"
"In post","2021","30-39","Undeclared","SEO","Male","370","365","41440","40580"
"In post","2021","30-39","Undeclared","Unknown","Female","100","95","30250","30210"
"In post","2021","30-39","Undeclared","Unknown","Male","55","55","35350","34100"
"In post","2021","30-39","Unknown","AA","Female","340","290","20030","20070"
"In post","2021","30-39","Unknown","AA","Male","285","280","20320","20300"
"In post","2021","30-39","Unknown","AO","Female","2390","2105","21940","21010"
"In post","2021","30-39","Unknown","AO","Male","2480","2435","23960","22160"
"In post","2021","30-39","Unknown","EO","Female","2295","2150","27770","27140"
"In post","2021","30-39","Unknown","EO","Male","2320","2305","28030","27130"
"In post","2021","30-39","Unknown","G6","Female","400","380","66900","66230"
"In post","2021","30-39","Unknown","G6","Male","390","390","67990","66230"
"In post","2021","30-39","Unknown","G7","Female","1365","1305","53930","53380"
"In post","2021","30-39","Unknown","G7","Male","1320","1310","54490","53420"
"In post","2021","30-39","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","HEO","Female","1825","1730","33330","32140"
"In post","2021","30-39","Unknown","HEO","Male","1830","1820","33410","31990"
"In post","2021","30-39","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","SCS level","Female","160","155","78850","73500"
"In post","2021","30-39","Unknown","SCS level","Male","140","140","76990","72610"
"In post","2021","30-39","Unknown","SEO","Female","1195","1140","40470","40000"
"In post","2021","30-39","Unknown","SEO","Male","1170","1160","40560","40000"
"In post","2021","30-39","Unknown","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","Female","205","185","29100","25560"
"In post","2021","30-39","Unknown","Unknown","Male","460","455","36490","33570"
"In post","2021","40-49","Declared disabled","AA","Female","175","145","19650","19560"
"In post","2021","40-49","Declared disabled","AA","Male","160","155","19760","19560"
"In post","2021","40-49","Declared disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","AO","Female","1775","1470","21770","21010"
"In post","2021","40-49","Declared disabled","AO","Male","1125","1070","23180","21050"
"In post","2021","40-49","Declared disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","EO","Female","2275","2005","27540","27570"
"In post","2021","40-49","Declared disabled","EO","Male","1315","1285","28060","27570"
"In post","2021","40-49","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","G6","Female","220","210","66960","66250"
"In post","2021","40-49","Declared disabled","G6","Male","160","160","67140","65790"
"In post","2021","40-49","Declared disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","G7","Female","535","505","54880","54070"
"In post","2021","40-49","Declared disabled","G7","Male","435","430","55080","54540"
"In post","2021","40-49","Declared disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","HEO","Female","970","915","33040","32180"
"In post","2021","40-49","Declared disabled","HEO","Male","725","720","33570","32710"
"In post","2021","40-49","Declared disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","SCS level","Female","85","80","84980","78150"
"In post","2021","40-49","Declared disabled","SCS level","Male","75","70","87320","80090"
"In post","2021","40-49","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","SEO","Female","690","650","41010","40190"
"In post","2021","40-49","Declared disabled","SEO","Male","470","465","41640","40590"
"In post","2021","40-49","Declared disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Unknown","Female","495","455","31790","32660"
"In post","2021","40-49","Declared disabled","Unknown","Male","125","125","34230","34340"
"In post","2021","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","AA","Female","885","765","19710","19560"
"In post","2021","40-49","Declared non-disabled","AA","Male","910","895","20210","20060"
"In post","2021","40-49","Declared non-disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","AO","Female","9670","7990","21860","21010"
"In post","2021","40-49","Declared non-disabled","AO","Male","6125","5985","24180","21440"
"In post","2021","40-49","Declared non-disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","EO","Female","11865","10490","27500","27570"
"In post","2021","40-49","Declared non-disabled","EO","Male","8005","7920","27920","27570"
"In post","2021","40-49","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","G6","Female","1995","1855","67970","66440"
"In post","2021","40-49","Declared non-disabled","G6","Male","2000","1980","68290","66500"
"In post","2021","40-49","Declared non-disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","G7","Female","4900","4550","55160","54200"
"In post","2021","40-49","Declared non-disabled","G7","Male","4595","4555","55510","54540"
"In post","2021","40-49","Declared non-disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","HEO","Female","6280","5855","33250","32360"
"In post","2021","40-49","Declared non-disabled","HEO","Male","5080","5035","33780","32980"
"In post","2021","40-49","Declared non-disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","SCS level","Female","1025","965","86080","79590"
"In post","2021","40-49","Declared non-disabled","SCS level","Male","1015","1010","89440","82610"
"In post","2021","40-49","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","SEO","Female","5215","4855","41660","40580"
"In post","2021","40-49","Declared non-disabled","SEO","Male","4670","4640","42060","40600"
"In post","2021","40-49","Declared non-disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Unknown","Female","1840","1655","33320","33360"
"In post","2021","40-49","Declared non-disabled","Unknown","Male","770","760","36840","37170"
"In post","2021","40-49","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","AA","Female","115","105","20450","20600"
"In post","2021","40-49","Undeclared","AA","Male","150","150","20700","20600"
"In post","2021","40-49","Undeclared","AO","Female","845","715","23500","21440"
"In post","2021","40-49","Undeclared","AO","Male","910","885","26760","25790"
"In post","2021","40-49","Undeclared","EO","Female","815","740","27880","27570"
"In post","2021","40-49","Undeclared","EO","Male","890","875","28990","27570"
"In post","2021","40-49","Undeclared","G6","Female","100","90","68040","66370"
"In post","2021","40-49","Undeclared","G6","Male","150","150","68310","67800"
"In post","2021","40-49","Undeclared","G7","Female","275","260","54870","54070"
"In post","2021","40-49","Undeclared","G7","Male","365","365","55080","54450"
"In post","2021","40-49","Undeclared","HEO","Female","470","440","33380","33000"
"In post","2021","40-49","Undeclared","HEO","Male","585","580","34190","33300"
"In post","2021","40-49","Undeclared","SCS level","Female","50","45","84720","80000"
"In post","2021","40-49","Undeclared","SCS level","Male","50","50","88290","81920"
"In post","2021","40-49","Undeclared","SEO","Female","425","400","42720","40960"
"In post","2021","40-49","Undeclared","SEO","Male","445","440","42210","40960"
"In post","2021","40-49","Undeclared","Unknown","Female","115","105","32800","34340"
"In post","2021","40-49","Undeclared","Unknown","Male","75","75","36470","34020"
"In post","2021","40-49","Unknown","AA","Female","330","280","20110","20070"
"In post","2021","40-49","Unknown","AA","Male","305","295","20290","20070"
"In post","2021","40-49","Unknown","AO","Female","2065","1780","21860","21430"
"In post","2021","40-49","Unknown","AO","Male","1685","1640","24080","21440"
"In post","2021","40-49","Unknown","EO","Female","1700","1560","28040","27570"
"In post","2021","40-49","Unknown","EO","Male","1525","1510","28360","27150"
"In post","2021","40-49","Unknown","G6","Female","530","505","69000","66910"
"In post","2021","40-49","Unknown","G6","Male","495","485","69250","67580"
"In post","2021","40-49","Unknown","G7","Female","1210","1115","54990","53750"
"In post","2021","40-49","Unknown","G7","Male","1180","1175","55110","53500"
"In post","2021","40-49","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","HEO","Female","1310","1220","34290","33300"
"In post","2021","40-49","Unknown","HEO","Male","1235","1230","34870","33300"
"In post","2021","40-49","Unknown","SCS level","Female","295","280","88110","79200"
"In post","2021","40-49","Unknown","SCS level","Male","300","300","92800","83230"
"In post","2021","40-49","Unknown","SEO","Female","1025","960","41430","40580"
"In post","2021","40-49","Unknown","SEO","Male","1060","1050","41940","40600"
"In post","2021","40-49","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","Female","140","125","31760","30210"
"In post","2021","40-49","Unknown","Unknown","Male","425","420","40470","35380"
"In post","2021","50-59","Declared disabled","AA","Female","380","335","19720","19560"
"In post","2021","50-59","Declared disabled","AA","Male","340","320","20120","20060"
"In post","2021","50-59","Declared disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","AO","Female","3115","2625","21710","21010"
"In post","2021","50-59","Declared disabled","AO","Male","1840","1735","23380","21250"
"In post","2021","50-59","Declared disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","EO","Female","3855","3445","27770","27570"
"In post","2021","50-59","Declared disabled","EO","Male","2135","2045","28450","27570"
"In post","2021","50-59","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","G6","Female","215","210","68730","67500"
"In post","2021","50-59","Declared disabled","G6","Male","195","195","71080","69490"
"In post","2021","50-59","Declared disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","G7","Female","635","610","55510","54540"
"In post","2021","50-59","Declared disabled","G7","Male","555","545","56750","55870"
"In post","2021","50-59","Declared disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","HEO","Female","1400","1315","33590","33300"
"In post","2021","50-59","Declared disabled","HEO","Male","1095","1070","34530","33840"
"In post","2021","50-59","Declared disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","SCS level","Female","75","75","89910","82500"
"In post","2021","50-59","Declared disabled","SCS level","Male","95","95","96890","88880"
"In post","2021","50-59","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","SEO","Female","940","895","41290","40470"
"In post","2021","50-59","Declared disabled","SEO","Male","815","800","43210","42040"
"In post","2021","50-59","Declared disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Unknown","Female","555","520","31920","30210"
"In post","2021","50-59","Declared disabled","Unknown","Male","195","190","36740","37170"
"In post","2021","50-59","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","AA","Female","1715","1495","19660","19560"
"In post","2021","50-59","Declared non-disabled","AA","Male","1945","1895","20020","19600"
"In post","2021","50-59","Declared non-disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","AO","Female","14130","12095","21760","21010"
"In post","2021","50-59","Declared non-disabled","AO","Male","7920","7595","24440","21440"
