"Status","Year","Age","Disability","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Declared non-disabled","Security","Outside London","1725","1700","31550","26670"
"In post","2021","50-59","Declared non-disabled","Security","Overseas","35","35","40470","34350"
"In post","2021","50-59","Declared non-disabled","Security","Unknown","15","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Unknown","London","5770","5470","38210","31880"
"In post","2021","50-59","Declared non-disabled","Unknown","Outside London","33625","30845","29700","27570"
"In post","2021","50-59","Declared non-disabled","Unknown","Overseas","130","130","39840","31520"
"In post","2021","50-59","Declared non-disabled","Unknown","Unknown","265","245","31450","27570"
"In post","2021","50-59","Undeclared","Analysis","London","20","20","[c]","[c]"
"In post","2021","50-59","Undeclared","Analysis","Outside London","35","35","39900","37670"
"In post","2021","50-59","Undeclared","Commercial","London","30","30","54720","53880"
"In post","2021","50-59","Undeclared","Commercial","Outside London","120","115","42940","40580"
"In post","2021","50-59","Undeclared","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Communications","London","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Communications","Outside London","70","70","30760","28130"
"In post","2021","50-59","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Counter Fraud","London","60","60","42110","36160"
"In post","2021","50-59","Undeclared","Counter Fraud","Outside London","190","180","34480","31810"
"In post","2021","50-59","Undeclared","Debt","London","20","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Debt","Outside London","50","45","23740","21440"
"In post","2021","50-59","Undeclared","Digital, Data & Technology","London","25","25","[c]","[c]"
"In post","2021","50-59","Undeclared","Digital, Data & Technology","Outside London","170","170","39020","37100"
"In post","2021","50-59","Undeclared","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Finance","London","30","30","[c]","[c]"
"In post","2021","50-59","Undeclared","Finance","Outside London","150","140","33050","29200"
"In post","2021","50-59","Undeclared","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Grants Management","Outside London","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Human Resources","London","55","55","51870","52570"
"In post","2021","50-59","Undeclared","Human Resources","Outside London","130","125","34310","31700"
"In post","2021","50-59","Undeclared","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Internal Audit","London","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Internal Audit","Outside London","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Legal","London","55","55","62640","68930"
"In post","2021","50-59","Undeclared","Legal","Outside London","75","70","43040","43160"
"In post","2021","50-59","Undeclared","No function","London","795","770","40160","35900"
"In post","2021","50-59","Undeclared","No function","Outside London","4145","3855","31420","31650"
"In post","2021","50-59","Undeclared","No function","Overseas","25","25","[c]","[c]"
"In post","2021","50-59","Undeclared","Project Delivery","London","65","65","52680","51970"
"In post","2021","50-59","Undeclared","Project Delivery","Outside London","615","600","39440","37480"
"In post","2021","50-59","Undeclared","Project Delivery","Overseas","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Property","London","65","60","43290","37380"
"In post","2021","50-59","Undeclared","Property","Outside London","225","220","35540","33250"
"In post","2021","50-59","Undeclared","Property","Overseas","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Security","London","25","25","[c]","[c]"
"In post","2021","50-59","Undeclared","Security","Outside London","285","285","33700","38750"
"In post","2021","50-59","Undeclared","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Unknown","London","445","425","38000","31520"
"In post","2021","50-59","Undeclared","Unknown","Outside London","2130","2010","28770","27570"
"In post","2021","50-59","Undeclared","Unknown","Overseas","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Analysis","London","50","50","65910","57620"
"In post","2021","50-59","Unknown","Analysis","Outside London","90","85","40680","38620"
"In post","2021","50-59","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Commercial","London","190","185","72520","66800"
"In post","2021","50-59","Unknown","Commercial","Outside London","360","355","53100","49700"
"In post","2021","50-59","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Communications","London","65","65","48860","44680"
"In post","2021","50-59","Unknown","Communications","Outside London","235","220","30280","25560"
"In post","2021","50-59","Unknown","Counter Fraud","London","180","175","38760","36160"
"In post","2021","50-59","Unknown","Counter Fraud","Outside London","410","385","31830","31810"
"In post","2021","50-59","Unknown","Debt","London","70","65","31010","25630"
"In post","2021","50-59","Unknown","Debt","Outside London","270","240","22150","20140"
"In post","2021","50-59","Unknown","Digital, Data & Technology","London","150","145","53040","48810"
"In post","2021","50-59","Unknown","Digital, Data & Technology","Outside London","420","410","42290","38630"
"In post","2021","50-59","Unknown","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Finance","London","85","85","52760","46000"
"In post","2021","50-59","Unknown","Finance","Outside London","295","275","34690","28970"
"In post","2021","50-59","Unknown","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Human Resources","London","70","70","48080","40850"
"In post","2021","50-59","Unknown","Human Resources","Outside London","250","235","33650","31810"
"In post","2021","50-59","Unknown","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Internal Audit","Outside London","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Legal","London","195","185","56640","59220"
"In post","2021","50-59","Unknown","Legal","Outside London","735","665","33200","29350"
"In post","2021","50-59","Unknown","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","No function","London","1350","1315","47250","39840"
"In post","2021","50-59","Unknown","No function","Outside London","6625","6065","31000","26700"
"In post","2021","50-59","Unknown","No function","Overseas","70","70","68600","64880"
"In post","2021","50-59","Unknown","No function","Unknown","30","30","45840","43670"
"In post","2021","50-59","Unknown","Project Delivery","London","220","215","56950","58030"
"In post","2021","50-59","Unknown","Project Delivery","Outside London","705","680","41890","39350"
"In post","2021","50-59","Unknown","Project Delivery","Overseas","35","35","64230","64840"
"In post","2021","50-59","Unknown","Property","London","50","45","44320","42170"
"In post","2021","50-59","Unknown","Property","Outside London","370","360","31220","27080"
"In post","2021","50-59","Unknown","Property","Overseas","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Security","London","65","65","35310","33570"
"In post","2021","50-59","Unknown","Security","Outside London","510","500","31600","33300"
"In post","2021","50-59","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Security","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Unknown","London","320","310","46770","39640"
"In post","2021","50-59","Unknown","Unknown","Outside London","2480","2385","36120","29190"
"In post","2021","50-59","Unknown","Unknown","Overseas","65","65","47790","46620"
"In post","2021","50-59","Unknown","Unknown","Unknown","525","525","42580","37300"
"In post","2021","60-64","Declared disabled","Analysis","London","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Analysis","Outside London","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Commercial","London","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Commercial","Outside London","40","35","36310","33320"
"In post","2021","60-64","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Communications","London","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Communications","Outside London","30","25","25880","26120"
"In post","2021","60-64","Declared disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Counter Fraud","London","20","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Counter Fraud","Outside London","75","55","32080","31810"
"In post","2021","60-64","Declared disabled","Debt","London","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Debt","Outside London","55","40","23340","21440"
"In post","2021","60-64","Declared disabled","Digital, Data & Technology","London","15","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Digital, Data & Technology","Outside London","45","35","36620","33300"
"In post","2021","60-64","Declared disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Finance","London","20","20","[c]","[c]"
"In post","2021","60-64","Declared disabled","Finance","Outside London","60","50","33930","29200"
"In post","2021","60-64","Declared disabled","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Grants Management","Outside London","20","20","[c]","[c]"
"In post","2021","60-64","Declared disabled","Human Resources","London","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Human Resources","Outside London","85","70","32780","30180"
"In post","2021","60-64","Declared disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Internal Audit","Outside London","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal","London","40","35","53120","58460"
"In post","2021","60-64","Declared disabled","Legal","Outside London","65","55","43300","42520"
"In post","2021","60-64","Declared disabled","No function","London","265","245","34950","30780"
"In post","2021","60-64","Declared disabled","No function","Outside London","1640","1295","27720","24260"
"In post","2021","60-64","Declared disabled","No function","Overseas","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Project Delivery","London","35","30","51500","45960"
"In post","2021","60-64","Declared disabled","Project Delivery","Outside London","190","170","37110","36150"
"In post","2021","60-64","Declared disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Property","London","15","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Property","Outside London","80","70","31450","29200"
"In post","2021","60-64","Declared disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Security","London","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Security","Outside London","70","65","27660","21350"
"In post","2021","60-64","Declared disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Unknown","London","320","275","33810","31060"
"In post","2021","60-64","Declared disabled","Unknown","Outside London","2225","1745","26360","27370"
"In post","2021","60-64","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Unknown","Unknown","20","15","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Analysis","London","45","40","52780","47290"
"In post","2021","60-64","Declared non-disabled","Analysis","Outside London","80","65","38150","36580"
"In post","2021","60-64","Declared non-disabled","Commercial","London","60","55","58340","55160"
"In post","2021","60-64","Declared non-disabled","Commercial","Outside London","180","155","39700","37100"
"In post","2021","60-64","Declared non-disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Communications","London","55","55","39160","35510"
"In post","2021","60-64","Declared non-disabled","Communications","Outside London","150","125","30700","28130"
"In post","2021","60-64","Declared non-disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Counter Fraud","London","100","80","42890","38750"
"In post","2021","60-64","Declared non-disabled","Counter Fraud","Outside London","360","270","33070","31810"
"In post","2021","60-64","Declared non-disabled","Debt","London","50","40","28540","25630"
"In post","2021","60-64","Declared non-disabled","Debt","Outside London","200","150","24140","21440"
"In post","2021","60-64","Declared non-disabled","Digital, Data & Technology","London","75","70","44710","41160"
"In post","2021","60-64","Declared non-disabled","Digital, Data & Technology","Outside London","385","335","39660","37240"
"In post","2021","60-64","Declared non-disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Finance","London","95","90","47460","42440"
"In post","2021","60-64","Declared non-disabled","Finance","Outside London","330","275","34460","28130"
"In post","2021","60-64","Declared non-disabled","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Grants Management","Outside London","135","115","24980","21050"
"In post","2021","60-64","Declared non-disabled","Human Resources","London","85","70","51090","46000"
"In post","2021","60-64","Declared non-disabled","Human Resources","Outside London","275","225","33050","28790"
"In post","2021","60-64","Declared non-disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Internal Audit","London","15","15","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Internal Audit","Outside London","30","25","40150","42620"
"In post","2021","60-64","Declared non-disabled","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Legal","London","175","160","54740","58970"
"In post","2021","60-64","Declared non-disabled","Legal","Outside London","360","295","45100","46490"
"In post","2021","60-64","Declared non-disabled","No function","London","1360","1230","41260","35560"
"In post","2021","60-64","Declared non-disabled","No function","Outside London","6775","5390","29420","26580"
"In post","2021","60-64","Declared non-disabled","No function","Overseas","45","45","71380","69000"
"In post","2021","60-64","Declared non-disabled","No function","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Project Delivery","London","155","140","58080","51300"
"In post","2021","60-64","Declared non-disabled","Project Delivery","Outside London","1155","1035","39480","37320"
"In post","2021","60-64","Declared non-disabled","Project Delivery","Overseas","30","30","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Property","London","100","90","47030","37450"
"In post","2021","60-64","Declared non-disabled","Property","Outside London","600","535","33240","33250"
"In post","2021","60-64","Declared non-disabled","Property","Overseas","20","20","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Security","London","45","45","44330","41580"
"In post","2021","60-64","Declared non-disabled","Security","Outside London","445","400","25820","20310"
"In post","2021","60-64","Declared non-disabled","Security","Overseas","10","10","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Unknown","London","1480","1270","35330","31060"
"In post","2021","60-64","Declared non-disabled","Unknown","Outside London","9495","7590","27900","27390"
"In post","2021","60-64","Declared non-disabled","Unknown","Overseas","30","30","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Unknown","Unknown","70","55","30420","27470"
"In post","2021","60-64","Undeclared","Analysis","London","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Analysis","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","Outside London","25","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Communications","London","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Communications","Outside London","15","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Counter Fraud","London","20","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Counter Fraud","Outside London","50","35","34110","30350"
"In post","2021","60-64","Undeclared","Debt","London","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Debt","Outside London","25","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data & Technology","Outside London","30","25","41450","38100"
"In post","2021","60-64","Undeclared","Finance","London","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","Outside London","35","30","33700","28130"
"In post","2021","60-64","Undeclared","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","London","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","Outside London","30","25","28950","27610"
"In post","2021","60-64","Undeclared","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal","London","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal","Outside London","20","20","[c]","[c]"
"In post","2021","60-64","Undeclared","No function","London","190","165","37680","32520"
"In post","2021","60-64","Undeclared","No function","Outside London","1100","835","28660","27380"
"In post","2021","60-64","Undeclared","No function","Overseas","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Project Delivery","London","20","15","[c]","[c]"
"In post","2021","60-64","Undeclared","Project Delivery","Outside London","170","150","36670","35320"
"In post","2021","60-64","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Property","London","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Property","Outside London","60","55","33980","28920"
"In post","2021","60-64","Undeclared","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Security","London","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Security","Outside London","70","65","29230","26670"
"In post","2021","60-64","Undeclared","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Unknown","London","100","85","36850","31060"
"In post","2021","60-64","Undeclared","Unknown","Outside London","560","490","27320","26670"
"In post","2021","60-64","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Analysis","London","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Analysis","Outside London","25","20","[c]","[c]"
"In post","2021","60-64","Unknown","Commercial","London","25","25","[c]","[c]"
"In post","2021","60-64","Unknown","Commercial","Outside London","50","45","44320","42550"
"In post","2021","60-64","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Communications","London","20","20","[c]","[c]"
"In post","2021","60-64","Unknown","Communications","Outside London","25","20","[c]","[c]"
"In post","2021","60-64","Unknown","Counter Fraud","London","45","40","39520","39800"
"In post","2021","60-64","Unknown","Counter Fraud","Outside London","120","90","30740","28130"
"In post","2021","60-64","Unknown","Debt","London","25","20","[c]","[c]"
"In post","2021","60-64","Unknown","Debt","Outside London","80","60","22330","21440"
"In post","2021","60-64","Unknown","Digital, Data & Technology","London","25","25","[c]","[c]"
"In post","2021","60-64","Unknown","Digital, Data & Technology","Outside London","85","80","39490","34090"
"In post","2021","60-64","Unknown","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Finance","London","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Finance","Outside London","90","75","32050","23740"
"In post","2021","60-64","Unknown","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Human Resources","London","15","15","[c]","[c]"
"In post","2021","60-64","Unknown","Human Resources","Outside London","50","40","28060","23910"
"In post","2021","60-64","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Legal","London","35","30","54830","60760"
"In post","2021","60-64","Unknown","Legal","Outside London","230","185","30130","22820"
"In post","2021","60-64","Unknown","No function","London","285","260","45650","39800"
"In post","2021","60-64","Unknown","No function","Outside London","1855","1420","28480","22490"
"In post","2021","60-64","Unknown","No function","Overseas","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","No function","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Project Delivery","London","40","35","46360","44070"
"In post","2021","60-64","Unknown","Project Delivery","Outside London","180","155","37950","37340"
"In post","2021","60-64","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Property","London","15","10","[c]","[c]"
"In post","2021","60-64","Unknown","Property","Outside London","145","135","28720","25870"
"In post","2021","60-64","Unknown","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Security","London","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Security","Outside London","115","105","27860","21130"
"In post","2021","60-64","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","London","75","65","44320","38410"
"In post","2021","60-64","Unknown","Unknown","Outside London","640","585","31930","27510"
"In post","2021","60-64","Unknown","Unknown","Overseas","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","Unknown","130","130","40370","35380"
"In post","2021","65+","Declared disabled","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Analysis","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Declared disabled","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Commercial","Outside London","15","10","[c]","[c]"
"In post","2021","65+","Declared disabled","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Communications","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Declared disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Counter Fraud","London","5","5","[c]","[c]"
"In post","2021","65+","Declared disabled","Counter Fraud","Outside London","20","15","[c]","[c]"
"In post","2021","65+","Declared disabled","Debt","London","5","5","[c]","[c]"
"In post","2021","65+","Declared disabled","Debt","Outside London","20","15","[c]","[c]"
"In post","2021","65+","Declared disabled","Digital, Data & Technology","London","5","5","[c]","[c]"
"In post","2021","65+","Declared disabled","Digital, Data & Technology","Outside London","10","10","[c]","[c]"
"In post","2021","65+","Declared disabled","Finance","London","5","5","[c]","[c]"
"In post","2021","65+","Declared disabled","Finance","Outside London","25","20","[c]","[c]"
"In post","2021","65+","Declared disabled","Grants Management","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Declared disabled","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Human Resources","Outside London","20","15","[c]","[c]"
"In post","2021","65+","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Legal","London","10","10","[c]","[c]"
"In post","2021","65+","Declared disabled","Legal","Outside London","15","15","[c]","[c]"
"In post","2021","65+","Declared disabled","No function","London","90","80","35030","30690"
"In post","2021","65+","Declared disabled","No function","Outside London","460","335","26450","22260"
"In post","2021","65+","Declared disabled","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Project Delivery","London","10","10","[c]","[c]"
"In post","2021","65+","Declared disabled","Project Delivery","Outside London","55","45","36340","35970"
"In post","2021","65+","Declared disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Property","Outside London","25","20","[c]","[c]"
"In post","2021","65+","Declared disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Security","London","5","5","[c]","[c]"
"In post","2021","65+","Declared disabled","Security","Outside London","20","15","[c]","[c]"
"In post","2021","65+","Declared disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Unknown","London","115","85","30590","29370"
"In post","2021","65+","Declared disabled","Unknown","Outside London","680","495","26070","25310"
"In post","2021","65+","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Analysis","London","15","10","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Analysis","Outside London","25","20","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Commercial","London","20","15","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Commercial","Outside London","35","30","36360","30700"
"In post","2021","65+","Declared non-disabled","Communications","London","30","25","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Communications","Outside London","30","25","30310","28130"
"In post","2021","65+","Declared non-disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Counter Fraud","London","25","20","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Counter Fraud","Outside London","75","50","33300","31810"
"In post","2021","65+","Declared non-disabled","Debt","London","30","25","27570","25630"
"In post","2021","65+","Declared non-disabled","Debt","Outside London","50","35","25380","21440"
"In post","2021","65+","Declared non-disabled","Digital, Data & Technology","London","25","25","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Digital, Data & Technology","Outside London","100","80","38930","34810"
"In post","2021","65+","Declared non-disabled","Finance","London","45","40","36890","34030"
"In post","2021","65+","Declared non-disabled","Finance","Outside London","80","65","27530","22490"
"In post","2021","65+","Declared non-disabled","Grants Management","Outside London","35","30","23610","21050"
"In post","2021","65+","Declared non-disabled","Human Resources","London","15","15","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Human Resources","Outside London","70","55","31500","28130"
"In post","2021","65+","Declared non-disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Legal","London","75","60","48000","51120"
"In post","2021","65+","Declared non-disabled","Legal","Outside London","90","65","48110","53630"
"In post","2021","65+","Declared non-disabled","No function","London","520","430","36630","28590"
