"Status","Year","Ethnicity","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Female","Heterosexual / straight","175","170","36290","32560"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Female","Unknown","15","10","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Male","Heterosexual / straight","125","125","38260","35330"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Female","Heterosexual / straight","90","90","40520","38160"
"In post","2021","Asian","Department for International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Male","Heterosexual / straight","100","100","42950","38540"
"In post","2021","Asian","Department for International Trade","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Female","Heterosexual / straight","190","185","39860","35700"
"In post","2021","Asian","Department for Transport","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Female","Undeclared","20","15","[c]","[c]"
"In post","2021","Asian","Department for Transport","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Department for Transport","Male","Heterosexual / straight","260","255","41650","35430"
"In post","2021","Asian","Department for Transport","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Department for Transport","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Asian","Department for Transport","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Female","Heterosexual / straight","3120","2750","28070","27570"
"In post","2021","Asian","Department for Work and Pensions","Female","LGBO","70","60","28090","27570"
"In post","2021","Asian","Department for Work and Pensions","Female","Undeclared","290","240","26890","27570"
"In post","2021","Asian","Department for Work and Pensions","Female","Unknown","935","730","26860","27570"
"In post","2021","Asian","Department for Work and Pensions","Male","Heterosexual / straight","2360","2300","28520","27570"
"In post","2021","Asian","Department for Work and Pensions","Male","LGBO","50","50","28030","27570"
"In post","2021","Asian","Department for Work and Pensions","Male","Undeclared","125","120","26700","27570"
"In post","2021","Asian","Department for Work and Pensions","Male","Unknown","445","420","26780","27570"
"In post","2021","Asian","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Female","Heterosexual / straight","585","545","39580","32790"
"In post","2021","Asian","Department of Health and Social Care","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Female","Undeclared","45","40","40060","32330"
"In post","2021","Asian","Department of Health and Social Care","Female","Unknown","125","115","49660","40470"
"In post","2021","Asian","Department of Health and Social Care","Male","Heterosexual / straight","290","285","43040","35880"
"In post","2021","Asian","Department of Health and Social Care","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Male","Undeclared","35","30","43730","40050"
"In post","2021","Asian","Department of Health and Social Care","Male","Unknown","50","50","52840","44950"
"In post","2021","Asian","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","Female","Heterosexual / straight","235","225","40640","36360"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","Male","Heterosexual / straight","180","180","44360","38600"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","Female","Heterosexual / straight","75","70","30700","27130"
"In post","2021","Asian","HM Land Registry","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","HM Land Registry","Female","Unknown","30","25","28280","27130"
"In post","2021","Asian","HM Land Registry","Male","Heterosexual / straight","75","70","32060","27130"
"In post","2021","Asian","HM Land Registry","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","HM Land Registry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs","Female","Heterosexual / straight","1450","1320","31640","29570"
"In post","2021","Asian","HM Revenue and Customs","Female","LGBO","45","40","26860","25630"
"In post","2021","Asian","HM Revenue and Customs","Female","Undeclared","120","105","28060","25600"
"In post","2021","Asian","HM Revenue and Customs","Female","Unknown","460","405","28290","25560"
"In post","2021","Asian","HM Revenue and Customs","Male","Heterosexual / straight","1790","1740","31400","29570"
"In post","2021","Asian","HM Revenue and Customs","Male","LGBO","65","60","29210","25560"
"In post","2021","Asian","HM Revenue and Customs","Male","Undeclared","100","95","29820","25630"
"In post","2021","Asian","HM Revenue and Customs","Male","Unknown","355","335","31430","29570"
"In post","2021","Asian","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Female","Heterosexual / straight","125","120","44890","42250"
"In post","2021","Asian","HM Treasury","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","HM Treasury","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","HM Treasury","Male","Heterosexual / straight","100","100","44240","38620"
"In post","2021","Asian","HM Treasury","Male","LGBO","10","5","[c]","[c]"
"In post","2021","Asian","HM Treasury","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","HM Treasury","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","HM Treasury","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Female","Heterosexual / straight","2325","2090","31350","28850"
"In post","2021","Asian","Home Office","Female","LGBO","20","15","[c]","[c]"
"In post","2021","Asian","Home Office","Female","Undeclared","260","225","29160","28330"
"In post","2021","Asian","Home Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Male","Heterosexual / straight","1745","1685","31630","28810"
"In post","2021","Asian","Home Office","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Asian","Home Office","Male","Undeclared","125","115","29520","28650"
"In post","2021","Asian","Home Office","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Female","Heterosexual / straight","500","475","33840","30750"
"In post","2021","Asian","Ministry of Defence","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Female","Undeclared","40","40","33930","29000"
"In post","2021","Asian","Ministry of Defence","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Male","Heterosexual / straight","685","675","34990","33200"
"In post","2021","Asian","Ministry of Defence","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Male","Undeclared","40","40","36660","32750"
"In post","2021","Asian","Ministry of Defence","Male","Unknown","30","30","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Female","Heterosexual / straight","110","105","40310","35780"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Male","Heterosexual / straight","90","85","40810","36340"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Female","Heterosexual / straight","1975","1800","27790","23690"
"In post","2021","Asian","Ministry of Justice","Female","LGBO","40","35","25500","23640"
"In post","2021","Asian","Ministry of Justice","Female","Undeclared","140","125","26870","22920"
"In post","2021","Asian","Ministry of Justice","Female","Unknown","85","70","31090","25180"
"In post","2021","Asian","Ministry of Justice","Male","Heterosexual / straight","1490","1425","29350","26300"
"In post","2021","Asian","Ministry of Justice","Male","LGBO","40","40","31030","25540"
"In post","2021","Asian","Ministry of Justice","Male","Undeclared","80","80","28360","24440"
"In post","2021","Asian","Ministry of Justice","Male","Unknown","90","85","32770","31650"
"In post","2021","Asian","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Female","Heterosexual / straight","130","125","35210","33910"
"In post","2021","Asian","National Crime Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Male","Heterosexual / straight","95","90","38090","37530"
"In post","2021","Asian","National Crime Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
