"Status","Year","Ethnicity","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","London","G6","Heterosexual / straight","120","120","69660","68720"
"In post","2021","Black","London","G6","LGBO","10","10","[c]","[c]"
"In post","2021","Black","London","G6","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","London","G6","Unknown","20","20","[c]","[c]"
"In post","2021","Black","London","G7","Heterosexual / straight","695","690","56660","55560"
"In post","2021","Black","London","G7","LGBO","25","25","[c]","[c]"
"In post","2021","Black","London","G7","Undeclared","30","30","[c]","[c]"
"In post","2021","Black","London","G7","Unknown","60","60","57870","58200"
"In post","2021","Black","London","HEO","Heterosexual / straight","1425","1405","35290","35070"
"In post","2021","Black","London","HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Black","London","HEO","Undeclared","80","80","35340","35160"
"In post","2021","Black","London","HEO","Unknown","140","135","36290","36160"
"In post","2021","Black","London","SCS level","Heterosexual / straight","50","50","88660","79670"
"In post","2021","Black","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Black","London","SEO","Heterosexual / straight","865","855","42760","41970"
"In post","2021","Black","London","SEO","LGBO","25","20","[c]","[c]"
"In post","2021","Black","London","SEO","Undeclared","45","45","43580","42470"
"In post","2021","Black","London","SEO","Unknown","55","50","42010","41760"
"In post","2021","Black","London","Unknown","Heterosexual / straight","415","410","32380","30200"
"In post","2021","Black","London","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","Black","London","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2021","Black","London","Unknown","Unknown","10","5","[c]","[c]"
"In post","2021","Black","Outside London","AA","Heterosexual / straight","160","155","20210","20460"
"In post","2021","Black","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outside London","AA","Undeclared","15","10","[c]","[c]"
"In post","2021","Black","Outside London","AA","Unknown","35","30","21230","21000"
"In post","2021","Black","Outside London","AO","Heterosexual / straight","1290","1190","22400","21010"
"In post","2021","Black","Outside London","AO","LGBO","40","35","22140","21010"
"In post","2021","Black","Outside London","AO","Undeclared","80","70","22680","21010"
"In post","2021","Black","Outside London","AO","Unknown","165","145","22690","21010"
"In post","2021","Black","Outside London","EO","Heterosexual / straight","1530","1465","27230","27570"
"In post","2021","Black","Outside London","EO","LGBO","55","55","27880","27570"
"In post","2021","Black","Outside London","EO","Undeclared","85","80","27340","27570"
"In post","2021","Black","Outside London","EO","Unknown","175","160","27680","27570"
"In post","2021","Black","Outside London","G6","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Black","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outside London","G7","Heterosexual / straight","215","210","53450","52070"
"In post","2021","Black","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outside London","G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Outside London","G7","Unknown","25","25","[c]","[c]"
"In post","2021","Black","Outside London","HEO","Heterosexual / straight","645","625","32180","31810"
"In post","2021","Black","Outside London","HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Black","Outside London","HEO","Undeclared","30","30","33410","33210"
"In post","2021","Black","Outside London","HEO","Unknown","55","50","32940","31990"
"In post","2021","Black","Outside London","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Black","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outside London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Outside London","SEO","Heterosexual / straight","415","405","40950","39100"
"In post","2021","Black","Outside London","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Black","Outside London","SEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Black","Outside London","SEO","Unknown","30","30","41180","39900"
"In post","2021","Black","Outside London","Unknown","Heterosexual / straight","340","320","29100","28200"
"In post","2021","Black","Outside London","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Outside London","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Black","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Black","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Black","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Black","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Black","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","AO","Heterosexual / straight","35","30","25660","25110"
"In post","2021","Chinese","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Chinese","London","AO","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","London","EO","Heterosexual / straight","100","95","29530","29450"
"In post","2021","Chinese","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Chinese","London","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","London","G6","Heterosexual / straight","40","35","68440","67440"
"In post","2021","Chinese","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","G7","Heterosexual / straight","110","105","56240","54700"
"In post","2021","Chinese","London","G7","LGBO","10","10","[c]","[c]"
"In post","2021","Chinese","London","G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Chinese","London","G7","Unknown","15","15","[c]","[c]"
"In post","2021","Chinese","London","HEO","Heterosexual / straight","90","85","35870","35070"
"In post","2021","Chinese","London","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Chinese","London","HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Chinese","London","HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Chinese","London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","London","SEO","Heterosexual / straight","65","60","42970","42170"
"In post","2021","Chinese","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","SEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Chinese","London","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","AA","Undeclared","5","5","[c]","[c]"
"In post","2021","Chinese","Outside London","AA","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","Outside London","AO","Heterosexual / straight","150","135","21600","21010"
"In post","2021","Chinese","Outside London","AO","LGBO","10","10","[c]","[c]"
"In post","2021","Chinese","Outside London","AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Chinese","Outside London","AO","Unknown","20","15","[c]","[c]"
"In post","2021","Chinese","Outside London","EO","Heterosexual / straight","135","125","26520","25560"
"In post","2021","Chinese","Outside London","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Chinese","Outside London","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Chinese","Outside London","EO","Unknown","20","15","[c]","[c]"
"In post","2021","Chinese","Outside London","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","G7","Heterosexual / straight","35","35","53310","52580"
"In post","2021","Chinese","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","Outside London","HEO","Heterosexual / straight","70","70","32430","31870"
"In post","2021","Chinese","Outside London","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Chinese","Outside London","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Chinese","Outside London","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
