"Status","Year","Ethnicity","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","G6","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Black","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","G6","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","G6","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","G7","Female","Heterosexual / straight","585","575","55520","54400"
"In post","2021","Black","G7","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Black","G7","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","Black","G7","Female","Unknown","60","55","56510","55610"
"In post","2021","Black","G7","Male","Heterosexual / straight","340","340","56510","54750"
"In post","2021","Black","G7","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Black","G7","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Black","G7","Male","Unknown","30","30","[c]","[c]"
"In post","2021","Black","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","HEO","Female","Heterosexual / straight","1340","1310","34260","34290"
"In post","2021","Black","HEO","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Black","HEO","Female","Undeclared","80","75","34620","35070"
"In post","2021","Black","HEO","Female","Unknown","110","105","35180","35350"
"In post","2021","Black","HEO","Male","Heterosexual / straight","755","745","34450","34300"
"In post","2021","Black","HEO","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Black","HEO","Male","Undeclared","35","35","35010","35050"
"In post","2021","Black","HEO","Male","Unknown","85","80","35610","36160"
"In post","2021","Black","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","SCS level","Female","Heterosexual / straight","40","40","89260","85690"
"In post","2021","Black","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","SCS level","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","SCS level","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Black","SCS level","Male","Heterosexual / straight","35","35","97430","93760"
"In post","2021","Black","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","SEO","Female","Heterosexual / straight","795","780","41800","41760"
"In post","2021","Black","SEO","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Black","SEO","Female","Undeclared","35","35","43220","42410"
"In post","2021","Black","SEO","Female","Unknown","50","45","41050","40660"
"In post","2021","Black","SEO","Male","Heterosexual / straight","485","485","42790","41750"
"In post","2021","Black","SEO","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Black","SEO","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Black","SEO","Male","Unknown","35","35","42570","41790"
"In post","2021","Black","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","SEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Female","Heterosexual / straight","560","535","31060","28200"
"In post","2021","Black","Unknown","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Unknown","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","Black","Unknown","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Unknown","Male","Heterosexual / straight","205","200","30580","28200"
"In post","2021","Black","Unknown","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","AA","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","AA","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","AA","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","AA","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","AA","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","AO","Female","Heterosexual / straight","110","100","21820","21050"
"In post","2021","Chinese","AO","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Chinese","AO","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Chinese","AO","Female","Unknown","15","10","[c]","[c]"
"In post","2021","Chinese","AO","Male","Heterosexual / straight","70","70","23110","21520"
"In post","2021","Chinese","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","AO","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Chinese","AO","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","EO","Female","Heterosexual / straight","145","135","27680","27570"
"In post","2021","Chinese","EO","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Chinese","EO","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Chinese","EO","Female","Unknown","20","15","[c]","[c]"
"In post","2021","Chinese","EO","Male","Heterosexual / straight","90","90","28010","27670"
"In post","2021","Chinese","EO","Male","LGBO","15","10","[c]","[c]"
"In post","2021","Chinese","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","EO","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","G6","Female","Heterosexual / straight","30","30","68490","67900"
"In post","2021","Chinese","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","G6","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","G6","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","G6","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","G6","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","G7","Female","Heterosexual / straight","80","80","55280","53990"
"In post","2021","Chinese","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","G7","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Chinese","G7","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Chinese","G7","Male","Heterosexual / straight","65","65","55790","54700"
"In post","2021","Chinese","G7","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Chinese","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","G7","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HEO","Female","Heterosexual / straight","100","95","34370","33930"
"In post","2021","Chinese","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HEO","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Chinese","HEO","Female","Unknown","15","10","[c]","[c]"
"In post","2021","Chinese","HEO","Male","Heterosexual / straight","65","65","34190","33570"
"In post","2021","Chinese","HEO","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Chinese","HEO","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Chinese","HEO","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","SCS level","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","SCS level","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","SEO","Female","Heterosexual / straight","75","70","42270","41960"
"In post","2021","Chinese","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","SEO","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Chinese","SEO","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","SEO","Male","Heterosexual / straight","45","45","41550","41030"
"In post","2021","Chinese","SEO","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Chinese","SEO","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Chinese","SEO","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","SEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","AA","Female","Heterosexual / straight","60","55","20260","20600"
"In post","2021","Mixed","AA","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Mixed","AA","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Mixed","AA","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Mixed","AA","Male","Heterosexual / straight","60","60","20460","20600"
"In post","2021","Mixed","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","AA","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Mixed","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","AA","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","AA","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","AO","Female","Heterosexual / straight","790","710","22510","21270"
"In post","2021","Mixed","AO","Female","LGBO","65","65","23880","22680"
"In post","2021","Mixed","AO","Female","Undeclared","70","60","22530","21430"
"In post","2021","Mixed","AO","Female","Unknown","90","75","22110","21010"
"In post","2021","Mixed","AO","Male","Heterosexual / straight","545","535","24580","23260"
"In post","2021","Mixed","AO","Male","LGBO","65","65","22790","21010"
"In post","2021","Mixed","AO","Male","Undeclared","55","50","24580","22060"
"In post","2021","Mixed","AO","Male","Unknown","70","65","24510","21440"
"In post","2021","Mixed","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","EO","Female","Heterosexual / straight","1080","1010","27930","27570"
"In post","2021","Mixed","EO","Female","LGBO","100","95","28060","27570"
"In post","2021","Mixed","EO","Female","Undeclared","105","95","27970","27570"
"In post","2021","Mixed","EO","Female","Unknown","95","80","28310","27570"
"In post","2021","Mixed","EO","Male","Heterosexual / straight","620","605","28420","27570"
"In post","2021","Mixed","EO","Male","LGBO","85","85","27920","27570"
"In post","2021","Mixed","EO","Male","Undeclared","80","75","28130","27570"
