"Status","Year","Disability","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Planning Inspectorate","Ministry of Housing, Communities and Local Government","155","140","41620","40720"
"In post","2021","Unknown","Public Health England","Department of Health and Social Care","1585","1475","50190","43220"
"In post","2021","Unknown","Registers of Scotland","Scottish Government","430","400","31860","30080"
"In post","2021","Unknown","Revenue Scotland","Scottish Government","30","30","44720","42190"
"In post","2021","Unknown","Royal Fleet Auxiliary","Ministry of Defence","1835","1835","37620","34460"
"In post","2021","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","20","20","[c]","[c]"
"In post","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","60","60","46210","43960"
"In post","2021","Unknown","Scottish Courts and Tribunals Service","Scottish Government","1665","1505","27730","22820"
"In post","2021","Unknown","Scottish Fiscal Commission","Scottish Government","10","10","[c]","[c]"
"In post","2021","Unknown","Scottish Forestry","Scottish Government","10","5","[c]","[c]"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Scottish Government","2625","2520","41600","37620"
"In post","2021","Unknown","Scottish Housing Regulator","Scottish Government","15","15","[c]","[c]"
"In post","2021","Unknown","Scottish Prison Service","Scottish Government","4015","3770","31420","33650"
"In post","2021","Unknown","Scottish Public Pensions Agency","Scottish Government","125","110","27820","24110"
"In post","2021","Unknown","Serious Fraud Office","Attorney General's Departments","130","125","47590","41240"
"In post","2021","Unknown","Social Security Scotland","Scottish Government","325","315","32890","27150"
"In post","2021","Unknown","Standards and Testing Agency","Department for Education","15","15","[c]","[c]"
"In post","2021","Unknown","Student Awards Agency for Scotland","Scottish Government","150","140","27110","22230"
"In post","2021","Unknown","Submarine Delivery Agency","Ministry of Defence","210","205","42540","40860"
"In post","2021","Unknown","Teaching Regulation Agency","Department for Education","10","10","[c]","[c]"
"In post","2021","Unknown","The National Archives","The National Archives","170","160","36230","32200"
"In post","2021","Unknown","Transport Scotland","Scottish Government","185","180","45010","44160"
"In post","2021","Unknown","UK Hydrographic Office","Ministry of Defence","210","200","34220","33290"
"In post","2021","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","400","390","32570","26860"
"In post","2021","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","100","95","45250","40220"
"In post","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","2295","2090","30870","29540"
"In post","2021","Unknown","Valuation Office Agency","HM Revenue and Customs","695","660","28530","25860"
"In post","2021","Unknown","Vehicle Certification Agency","Department for Transport","20","20","[c]","[c]"
"In post","2021","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","10","10","[c]","[c]"
"In post","2021","Unknown","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Water Services Regulation Authority","70","70","54170","47860"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Welsh Government","280","265","37600","30280"
"In post","2021","Unknown","Welsh Revenue Authority","Welsh Government","70","70","45660","43760"
"In post","2021","Unknown","Wilton Park","Foreign, Commonwealth and Development Office","15","15","[c]","[c]"
"Leaver CS","2021","Declared disabled","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","Attorney General's Departments","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Ministry of Defence","60","[c]","30230","31490"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","30","[c]","43800","41760"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Development","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","655","[c]","26430","26890"
"Leaver CS","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","50","[c]","20570","21170"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Food Standards Agency","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Government Internal Audit Agency","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Government Legal Department","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Health and Safety Executive","Department for Work and Pensions","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","170","[c]","22080","20100"
"Leaver CS","2021","Declared disabled","HM Land Registry","HM Land Registry","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Prison and Probation Service","Ministry of Justice","430","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","620","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Home Office (incl. agencies)","Home Office","145","[c]","29820","26410"
"Leaver CS","2021","Declared disabled","Insolvency Service","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Maritime and Coastguard Agency","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","270","[c]","30980","26670"
"Leaver CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Crime Agency","National Crime Agency","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of the Public Guardian","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Public Health England","Department of Health and Social Care","35","[c]","37010","32650"
"Leaver CS","2021","Declared disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Prison Service","Scottish Government","30","[c]","32590","33650"
"Leaver CS","2021","Declared disabled","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Security Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Hydrographic Office","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Valuation Office Agency","HM Revenue and Customs","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Government (excl. agencies)","Welsh Government","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","150","[c]","52750","41860"
"Leaver CS","2021","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Charity Commission","Charity Commission","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Companies House","Department for Business, Energy and Industrial Strategy","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Competition and Markets Authority","Competition and Markets Authority","75","[c]","51800","46140"
"Leaver CS","2021","Declared non-disabled","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Commercial Service","Other Cabinet Office Agencies","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","80","[c]","32770","22220"
"Leaver CS","2021","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","170","[c]","45210","51120"
"Leaver CS","2021","Declared non-disabled","Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","305","[c]","36140","31950"
"Leaver CS","2021","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","125","[c]","32040","28650"
"Leaver CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","125","[c]","49990","47800"
"Leaver CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","45","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","190","[c]","45150","40510"
"Leaver CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for International Development","Foreign, Commonwealth and Development Office","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for International Trade","Department for International Trade","40","[c]","51040","39650"
"Leaver CS","2021","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","60","[c]","47330","42940"
"Leaver CS","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","2910","[c]","26260","25110"
"Leaver CS","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","160","[c]","24470","21590"
"Leaver CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","140","[c]","28260","26780"
"Leaver CS","2021","Declared non-disabled","Education and Skills Funding Agency","Department for Education","45","[c]","44150","36960"
"Leaver CS","2021","Declared non-disabled","Education Scotland","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","ESTYN","ESTYN","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","FCDO Services","Foreign, Commonwealth and Development Office","55","[c]","40690","34770"
"Leaver CS","2021","Declared non-disabled","Food Standards Agency","Food Standards Agency","30","[c]","36840","30540"
"Leaver CS","2021","Declared non-disabled","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","60","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Forestry and Land Scotland","Scottish Government","60","[c]","30280","28120"
"Leaver CS","2021","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Government Internal Audit Agency","HM Treasury","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Government Legal Department","Attorney General's Departments","80","[c]","53990","51250"
"Leaver CS","2021","Declared non-disabled","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","100","[c]","44370","44690"
"Leaver CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","815","[c]","24410","20280"
"Leaver CS","2021","Declared non-disabled","HM Land Registry","HM Land Registry","150","[c]","33290","27130"
"Leaver CS","2021","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","2275","[c]","38180","31650"
"Leaver CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","2700","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","55","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Home Office (incl. agencies)","Home Office","975","[c]","30530","25630"
"Leaver CS","2021","Declared non-disabled","Insolvency Service","Department for Business, Energy and Industrial Strategy","35","[c]","32420","27250"
"Leaver CS","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal Aid Agency","Ministry of Justice","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","55","[c]","39470","36180"
"Leaver CS","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","85","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","1345","[c]","31640","29200"
"Leaver CS","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","60","[c]","45930","42490"
"Leaver CS","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","125","[c]","39960","32500"
"Leaver CS","2021","Declared non-disabled","National Crime Agency","National Crime Agency","55","[c]","46190","43710"
"Leaver CS","2021","Declared non-disabled","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","National Records of Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","National Savings and Investments","Chancellor's other departments","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","110","[c]","52620","51360"
"Leaver CS","2021","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","75","[c]","44890","38000"
"Leaver CS","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","35","[c]","22670","21170"
"Leaver CS","2021","Declared non-disabled","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","35","[c]","38620","37940"
"Leaver CS","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","505","[c]","39860","33100"
"Leaver CS","2021","Declared non-disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scottish Forestry","Scottish Government","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","120","[c]","44950","35110"
"Leaver CS","2021","Declared non-disabled","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scottish Prison Service","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Social Security Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","35","[c]","40340","39860"
"Leaver CS","2021","Declared non-disabled","The National Archives","The National Archives","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Transport Scotland","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","UK Export Finance","UK Export Finance","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","UK Supreme Court","UK Supreme Court","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","100","[c]","33270","29540"
"Leaver CS","2021","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","135","[c]","31010","26350"
"Leaver CS","2021","Declared non-disabled","Vehicle Certification Agency","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","115","[c]","43650","37410"
"Leaver CS","2021","Declared non-disabled","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
