"Status","Year","Disability","Ethnicity","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Asian","Finance","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Finance","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Declared disabled","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Human Resources","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Human Resources","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Human Resources","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Intelligence Analysis","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Internal Audit","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Legal","G6/G7","40","35","59050","58040"
"In post","2021","Declared disabled","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Legal","SEO/HEO","25","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Medicine","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Operational Delivery","AA/AO","410","355","22580","21440"
"In post","2021","Declared disabled","Asian","Operational Delivery","EO","220","200","27830","28650"
"In post","2021","Declared disabled","Asian","Operational Delivery","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Operational Delivery","SEO/HEO","145","140","36350","35200"
"In post","2021","Declared disabled","Asian","Operational Delivery","Unknown","90","85","30430","30210"
"In post","2021","Declared disabled","Asian","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Other","AA/AO","20","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Other","EO","25","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Other","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Policy","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Policy","EO","30","30","[c]","[c]"
"In post","2021","Declared disabled","Asian","Policy","G6/G7","45","45","57270","54430"
"In post","2021","Declared disabled","Asian","Policy","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Policy","SEO/HEO","80","75","35860","35050"
"In post","2021","Declared disabled","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Project Delivery","EO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Project Delivery","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Project Delivery","SEO/HEO","40","40","37750","38090"
"In post","2021","Declared disabled","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Property","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Property","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Science and Engineering","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Science and Engineering","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Science and Engineering","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Security","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Statistics","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Statistics","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Tax","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Tax","EO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Asian","Tax","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Tax","SEO/HEO","55","50","35640","36160"
"In post","2021","Declared disabled","Asian","Unknown","AA/AO","310","265","21670","21010"
"In post","2021","Declared disabled","Asian","Unknown","EO","630","570","28990","27570"
"In post","2021","Declared disabled","Asian","Unknown","G6/G7","30","30","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","SEO/HEO","115","110","36680","36650"
"In post","2021","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Commercial","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data and Technology","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data and Technology","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Intelligence Analysis","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","G6/G7","25","25","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Operational Delivery","AA/AO","260","240","24190","23500"
"In post","2021","Declared disabled","Black","Operational Delivery","EO","135","125","28680","28850"
"In post","2021","Declared disabled","Black","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Operational Delivery","SEO/HEO","75","70","37490","35200"
"In post","2021","Declared disabled","Black","Operational Delivery","Unknown","170","165","32400","30210"
"In post","2021","Declared disabled","Black","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Other","AA/AO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Other","EO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Other","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Policy","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Policy","EO","35","35","28790","28180"
"In post","2021","Declared disabled","Black","Policy","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Policy","SEO/HEO","70","70","37340","36160"
"In post","2021","Declared disabled","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Science and Engineering","SEO/HEO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
