"Status","Year","Ethnicity","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","North West (England)","10","10","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","South East (England)","75","70","32100","28410"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","South West (England)","20","20","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2021","Asian","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","London","185","185","42550","38540"
"In post","2021","Asian","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Overseas","10","10","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","South East (England)","10","10","[c]","[c]"
"In post","2021","Asian","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","Asian","Department for Transport","East of England","15","15","[c]","[c]"
"In post","2021","Asian","Department for Transport","London","305","300","43780","37660"
"In post","2021","Asian","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","North West (England)","10","10","[c]","[c]"
"In post","2021","Asian","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Scotland","10","10","[c]","[c]"
"In post","2021","Asian","Department for Transport","South East (England)","45","40","40090","36920"
"In post","2021","Asian","Department for Transport","South West (England)","10","10","[c]","[c]"
"In post","2021","Asian","Department for Transport","Wales","55","50","31790","21590"
"In post","2021","Asian","Department for Transport","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Asian","Department for Transport","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","East Midlands (England)","600","525","24580","27570"
"In post","2021","Asian","Department for Work and Pensions","East of England","350","310","28010","27570"
"In post","2021","Asian","Department for Work and Pensions","London","2455","2230","31100","31060"
"In post","2021","Asian","Department for Work and Pensions","North East (England)","145","135","28240","21010"
"In post","2021","Asian","Department for Work and Pensions","North West (England)","980","890","25960","27570"
"In post","2021","Asian","Department for Work and Pensions","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","Scotland","110","100","29380","27570"
"In post","2021","Asian","Department for Work and Pensions","South East (England)","405","365","27920","29050"
"In post","2021","Asian","Department for Work and Pensions","South West (England)","80","70","26890","27570"
"In post","2021","Asian","Department for Work and Pensions","Unknown","135","120","27810","27570"
"In post","2021","Asian","Department for Work and Pensions","Wales","60","60","25520","27570"
"In post","2021","Asian","Department for Work and Pensions","West Midlands (England)","1310","1180","25540","27570"
"In post","2021","Asian","Department for Work and Pensions","Yorkshire and The Humber","770","695","26860","27570"
"In post","2021","Asian","Department of Health and Social Care","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","East of England","75","70","46180","38200"
"In post","2021","Asian","Department of Health and Social Care","London","775","740","42790","34980"
"In post","2021","Asian","Department of Health and Social Care","North East (England)","5","5","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","North West (England)","45","40","32180","23140"
"In post","2021","Asian","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","South East (England)","30","25","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","South West (England)","60","55","37720","28870"
"In post","2021","Asian","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","West Midlands (England)","70","65","39720","24240"
"In post","2021","Asian","Department of Health and Social Care","Yorkshire and The Humber","80","75","39240","31380"
"In post","2021","Asian","ESTYN","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","London","45","45","39850","32830"
"In post","2021","Asian","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","London","320","305","42620","37100"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","Overseas","85","85","47570","46670"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","Scotland","20","20","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","South East (England)","55","55","34030","27600"
"In post","2021","Asian","HM Land Registry","East Midlands (England)","85","80","29120","27130"
"In post","2021","Asian","HM Land Registry","East of England","5","5","[c]","[c]"
"In post","2021","Asian","HM Land Registry","London","40","35","37280","30600"
"In post","2021","Asian","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","North West (England)","10","10","[c]","[c]"
"In post","2021","Asian","HM Land Registry","South West (England)","20","20","[c]","[c]"
"In post","2021","Asian","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","West Midlands (England)","35","30","30840","27130"
"In post","2021","Asian","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs","East Midlands (England)","405","380","28950","25560"
"In post","2021","Asian","HM Revenue and Customs","East of England","50","45","34180","31810"
"In post","2021","Asian","HM Revenue and Customs","London","1330","1245","37700","36160"
"In post","2021","Asian","HM Revenue and Customs","North East (England)","135","125","26290","24500"
"In post","2021","Asian","HM Revenue and Customs","North West (England)","835","775","27010","25560"
"In post","2021","Asian","HM Revenue and Customs","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs","Scotland","95","85","25140","20140"
"In post","2021","Asian","HM Revenue and Customs","South East (England)","75","70","30330","29570"
"In post","2021","Asian","HM Revenue and Customs","South West (England)","40","40","34190","31810"
"In post","2021","Asian","HM Revenue and Customs","Wales","105","95","26270","20390"
"In post","2021","Asian","HM Revenue and Customs","West Midlands (England)","675","645","29920","27230"
"In post","2021","Asian","HM Revenue and Customs","Yorkshire and The Humber","645","595","26640","25560"
"In post","2021","Asian","HM Treasury","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","London","260","255","45090","40360"
"In post","2021","Asian","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Asian","Home Office","East Midlands (England)","35","30","27780","25310"
"In post","2021","Asian","Home Office","East of England","265","225","23970","21430"
"In post","2021","Asian","Home Office","London","3105","2900","33820","29080"
"In post","2021","Asian","Home Office","North East (England)","30","25","22490","21430"
"In post","2021","Asian","Home Office","North West (England)","205","195","26730","24890"
"In post","2021","Asian","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Overseas","35","35","[c]","[c]"
"In post","2021","Asian","Home Office","Scotland","40","35","24910","24890"
"In post","2021","Asian","Home Office","South East (England)","115","100","26840","26200"
"In post","2021","Asian","Home Office","South West (England)","10","10","[c]","[c]"
"In post","2021","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Wales","15","15","[c]","[c]"
"In post","2021","Asian","Home Office","West Midlands (England)","280","255","26140","25040"
"In post","2021","Asian","Home Office","Yorkshire and The Humber","355","330","24980","24890"
"In post","2021","Asian","Ministry of Defence","East Midlands (England)","20","20","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","East of England","115","110","40080","37000"
"In post","2021","Asian","Ministry of Defence","London","350","345","34630","30750"
"In post","2021","Asian","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","North West (England)","40","35","27850","22000"
"In post","2021","Asian","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Overseas","15","15","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Scotland","20","20","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","South East (England)","230","225","30050","26670"
"In post","2021","Asian","Ministry of Defence","South West (England)","430","420","36120","33270"
"In post","2021","Asian","Ministry of Defence","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Wales","5","5","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","West Midlands (England)","80","75","31740","26930"
"In post","2021","Asian","Ministry of Defence","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","London","170","165","42790","38950"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","South West (England)","15","15","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","West Midlands (England)","25","25","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","East Midlands (England)","400","355","24660","20100"
"In post","2021","Asian","Ministry of Justice","East of England","175","160","27150","24170"
"In post","2021","Asian","Ministry of Justice","London","1555","1480","32520","28720"
"In post","2021","Asian","Ministry of Justice","North East (England)","35","30","30720","28210"
"In post","2021","Asian","Ministry of Justice","North West (England)","220","200","28390","24000"
"In post","2021","Asian","Ministry of Justice","Scotland","5","5","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","South East (England)","230","210","29010","27160"
"In post","2021","Asian","Ministry of Justice","South West (England)","50","45","26830","24440"
"In post","2021","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Wales","30","30","25500","24220"
"In post","2021","Asian","Ministry of Justice","West Midlands (England)","1005","935","24240","20650"
"In post","2021","Asian","Ministry of Justice","Yorkshire and The Humber","230","205","28750","24440"
"In post","2021","Asian","National Crime Agency","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Asian","National Crime Agency","East of England","5","5","[c]","[c]"
"In post","2021","Asian","National Crime Agency","London","130","125","38540","37750"
"In post","2021","Asian","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","North West (England)","20","20","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","South East (England)","15","15","[c]","[c]"
"In post","2021","Asian","National Crime Agency","South West (England)","5","5","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","West Midlands (England)","50","45","32580","32770"
"In post","2021","Asian","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","London","45","45","47490","42850"
"In post","2021","Asian","Office for Standards in Education","North West (England)","30","25","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","South West (England)","5","5","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","London","85","85","46400","41000"
"In post","2021","Asian","Office of Gas and Electricity Markets","Scotland","15","15","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","West Midlands (England)","25","25","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","London","20","15","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","London","10","10","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","North West (England)","5","5","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Scotland","180","170","36360","33100"
"In post","2021","Asian","The National Archives","London","45","40","33000","30960"
"In post","2021","Asian","UK Export Finance","London","65","60","49250","42240"
"In post","2021","Asian","UK Supreme Court","London","5","5","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","London","25","25","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","South East (England)","60","50","25250","23130"
"In post","2021","Asian","United Kingdom Statistics Authority","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","Wales","45","45","34360","31340"
"In post","2021","Asian","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","West Midlands (England)","25","25","[c]","[c]"
"In post","2021","Asian","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Wales","50","50","37770","34490"
"In post","2021","Black","Attorney General's Departments","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","East of England","15","15","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","London","440","420","40550","32160"
"In post","2021","Black","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","North West (England)","5","5","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","South East (England)","20","20","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","South West (England)","5","5","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","West Midlands (England)","25","25","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2021","Black","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","London","235","235","42400","35600"
"In post","2021","Black","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","North West (England)","5","5","[c]","[c]"
"In post","2021","Black","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","London","20","20","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","London","35","35","42580","42290"
"In post","2021","Black","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","London","310","310","40730","38190"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","North West (England)","5","5","[c]","[c]"
