"Status","Year","Function_of_post","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Female","20","20","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Male","30","30","46280","43340"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Economics","Female","20","15","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Economics","Male","55","55","52650","47630"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Social Research","Female","20","20","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Social Research","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Statistics","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Statistics","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Education","Digital, Data and Technology","Female","70","65","42950","42320"
"In post","2021","Analysis","Department for Education","Digital, Data and Technology","Male","80","80","45060","42420"
"In post","2021","Analysis","Department for Education","Policy","Female","150","135","44290","45100"
"In post","2021","Analysis","Department for Education","Policy","Male","115","110","44880","45250"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Female","10","5","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Male","25","25","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Female","210","195","30970","29270"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Male","270","260","35860","30660"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Statistics","Female","35","35","37730","35900"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Statistics","Male","35","35","38650","32560"
"In post","2021","Analysis","Department for International Trade","Economics","Female","50","50","42920","36130"
"In post","2021","Analysis","Department for International Trade","Economics","Male","95","95","43560","32100"
"In post","2021","Analysis","Department for International Trade","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Other","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Other","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Policy","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Social Research","Female","15","15","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Social Research","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Statistics","Female","25","25","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Statistics","Male","25","25","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Digital, Data and Technology","Male","30","30","32090","26780"
"In post","2021","Analysis","Department for Transport","Economics","Female","60","55","48160","54110"
"In post","2021","Analysis","Department for Transport","Economics","Male","110","110","47520","54110"
"In post","2021","Analysis","Department for Transport","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Knowledge and Information Management","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Operational Research","Female","30","30","36190","33010"
"In post","2021","Analysis","Department for Transport","Operational Research","Male","25","25","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Science and Engineering","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Social Research","Female","30","25","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Social Research","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Statistics","Female","55","55","45950","42890"
"In post","2021","Analysis","Department for Transport","Statistics","Male","65","60","44270","42470"
"In post","2021","Analysis","Department for Transport","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Operational Delivery","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Statistics","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Statistics","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Intelligence Analysis","Female","115","110","54280","53360"
"In post","2021","Analysis","Department of Health and Social Care","Intelligence Analysis","Male","120","120","52130","53360"
"In post","2021","Analysis","Department of Health and Social Care","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Statistics","Female","25","25","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Statistics","Male","25","25","[c]","[c]"
"In post","2021","Analysis","ESTYN","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Economics","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Intelligence Analysis","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Social Research","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","Operational Research","Female","25","20","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","Operational Research","Male","45","45","57260","55020"
"In post","2021","Analysis","HM Land Registry","Finance","Female","10","10","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Finance","Male","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Economics","Female","30","25","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Economics","Male","75","75","44350","36160"
"In post","2021","Analysis","HM Revenue and Customs","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Operational Delivery","Female","20","20","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Operational Research","Female","40","35","44520","38810"
"In post","2021","Analysis","HM Revenue and Customs","Operational Research","Male","65","60","43450","38630"
"In post","2021","Analysis","HM Revenue and Customs","Social Research","Female","60","55","45290","41760"
"In post","2021","Analysis","HM Revenue and Customs","Social Research","Male","25","20","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Statistics","Female","125","115","43910","38630"
"In post","2021","Analysis","HM Revenue and Customs","Statistics","Male","180","180","43780","38630"
"In post","2021","Analysis","HM Revenue and Customs","Tax","Female","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Tax","Male","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Unknown","Female","20","15","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Analysis","HM Treasury","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","Economics","Female","30","30","50590","52530"
"In post","2021","Analysis","HM Treasury","Economics","Male","55","55","46590","46220"
"In post","2021","Analysis","HM Treasury","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2021","Analysis","HM Treasury","Policy","Female","15","15","[c]","[c]"
"In post","2021","Analysis","HM Treasury","Policy","Male","25","25","[c]","[c]"
"In post","2021","Analysis","HM Treasury","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","Statistics","Male","10","10","[c]","[c]"
"In post","2021","Analysis","HM Treasury","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Economics","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Economics","Male","25","25","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Operational Delivery","Female","15","15","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Operational Research","Female","65","60","38810","37320"
"In post","2021","Analysis","Ministry of Defence","Operational Research","Male","190","185","43000","46080"
"In post","2021","Analysis","Ministry of Defence","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Science and Engineering","Female","50","45","35150","37320"
"In post","2021","Analysis","Ministry of Defence","Science and Engineering","Male","105","105","38330","37320"
"In post","2021","Analysis","Ministry of Defence","Statistics","Female","85","80","40410","40570"
"In post","2021","Analysis","Ministry of Defence","Statistics","Male","90","85","39340","36400"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Economics","Female","25","20","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Economics","Male","50","50","44480","35060"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Social Research","Female","15","15","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Social Research","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Statistics","Female","40","35","48190","42980"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Statistics","Male","65","65","47040","44860"
"In post","2021","Analysis","Ministry of Justice","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Economics","Female","15","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Economics","Male","35","30","44320","33930"
"In post","2021","Analysis","Ministry of Justice","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Finance","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Operational Delivery","Female","15","15","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Operational Research","Female","40","40","46920","40480"
"In post","2021","Analysis","Ministry of Justice","Operational Research","Male","60","60","47780","45520"
"In post","2021","Analysis","Ministry of Justice","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Social Research","Female","55","50","47790","42920"
"In post","2021","Analysis","Ministry of Justice","Social Research","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Statistics","Female","55","55","46020","41830"
"In post","2021","Analysis","Ministry of Justice","Statistics","Male","55","50","45030","40480"
"In post","2021","Analysis","Ministry of Justice","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Social Research","Female","35","35","42190","35010"
"In post","2021","Analysis","Office for Standards in Education","Social Research","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Statistics","Female","50","45","38980","32010"
"In post","2021","Analysis","Office for Standards in Education","Statistics","Male","65","65","39530","39850"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Economics","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Economics","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Finance","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Finance","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Other","Female","10","5","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Other","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Science and Engineering","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Economics","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Economics","Male","20","15","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Statistics","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Statistics","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Scottish Government","Statistics","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Scottish Government","Statistics","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Scottish Government","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Economics","Male","5","5","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Economics","Female","55","55","34210","32290"
"In post","2021","Analysis","United Kingdom Statistics Authority","Economics","Male","90","90","38780","32540"
"In post","2021","Analysis","United Kingdom Statistics Authority","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Operational Delivery","Female","245","220","30090","29540"
"In post","2021","Analysis","United Kingdom Statistics Authority","Operational Delivery","Male","200","195","31400","30000"
"In post","2021","Analysis","United Kingdom Statistics Authority","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Operational Research","Female","10","10","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Operational Research","Male","15","15","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Social Research","Female","340","315","37320","37020"
"In post","2021","Analysis","United Kingdom Statistics Authority","Social Research","Male","200","195","38400","37020"
"In post","2021","Analysis","United Kingdom Statistics Authority","Social Research","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Statistics","Female","265","255","41050","37020"
"In post","2021","Analysis","United Kingdom Statistics Authority","Statistics","Male","245","240","43840","37020"
"In post","2021","Analysis","United Kingdom Statistics Authority","Statistics","Unknown","20","20","[c]","[c]"
"In post","2021","Analysis","Wales Office","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales Office","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Economics","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Economics","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Science and Engineering","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Government","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Government","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Commercial","Female","15","15","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Commercial","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Policy","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Unknown","Female","650","635","66720","62590"
"In post","2021","Commercial","Cabinet Office","Unknown","Male","750","745","74290","65510"
"In post","2021","Commercial","Chancellor's other departments","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chancellor's other departments","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chancellor's other departments","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chancellor's other departments","Other","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Charity Commission","Commercial","Female","[c]","[c]","[c]","[c]"
