"Status","Year","Age","Ethnicity","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Asian","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","East of England","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","North West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Wales","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","East of England","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","North West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Wales","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","East of England","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","North West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Wales","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","East of England","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","North West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Wales","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","East of England","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","North West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Wales","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","North West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","South East (England)","AA","[c]","[c]","[c]","[c]"
