"Status","Year","Disability","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Outside London","SEO","Female","1805","1695","40450","39320"
"In post","2021","Declared disabled","Outside London","SEO","Male","1565","1510","41850","40580"
"In post","2021","Declared disabled","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Outside London","Unknown","Female","1640","1505","30060","28770"
"In post","2021","Declared disabled","Outside London","Unknown","Male","520","500","33770","32990"
"In post","2021","Declared disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","EO","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Overseas","EO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G6","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G6","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G7","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G7","Male","35","35","56460","55660"
"In post","2021","Declared disabled","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","HEO","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Overseas","HEO","Male","45","45","34440","34350"
"In post","2021","Declared disabled","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SEO","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SEO","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AO","Female","15","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AO","Male","15","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","EO","Female","70","60","28220","27570"
"In post","2021","Declared disabled","Unknown","EO","Male","30","30","27470","27570"
"In post","2021","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","HEO","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Unknown","HEO","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SEO","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","London","AA","Female","535","470","22130","22210"
"In post","2021","Declared non-disabled","London","AA","Male","560","540","22170","22210"
"In post","2021","Declared non-disabled","London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","London","AO","Female","4125","3670","25170","25110"
"In post","2021","Declared non-disabled","London","AO","Male","2895","2820","27040","25630"
"In post","2021","Declared non-disabled","London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","London","EO","Female","8590","7975","29870","30170"
"In post","2021","Declared non-disabled","London","EO","Male","5860","5675","30060","30110"
"In post","2021","Declared non-disabled","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","London","G6","Female","2750","2575","68950","67950"
"In post","2021","Declared non-disabled","London","G6","Male","2840","2795","70110","68860"
"In post","2021","Declared non-disabled","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","London","G7","Female","6760","6415","56500","55420"
"In post","2021","Declared non-disabled","London","G7","Male","6475","6385","57330","57110"
"In post","2021","Declared non-disabled","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","London","HEO","Female","6630","6420","35270","35070"
"In post","2021","Declared non-disabled","London","HEO","Male","5675","5605","35770","35380"
"In post","2021","Declared non-disabled","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","London","SCS level","Female","1565","1470","87350","79890"
"In post","2021","Declared non-disabled","London","SCS level","Male","1665","1635","92860","84000"
"In post","2021","Declared non-disabled","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","London","SEO","Female","4810","4620","42590","41970"
"In post","2021","Declared non-disabled","London","SEO","Male","4400","4340","43340","42410"
"In post","2021","Declared non-disabled","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","London","Unknown","Female","840","800","33980","34100"
"In post","2021","Declared non-disabled","London","Unknown","Male","315","310","35090","34100"
"In post","2021","Declared non-disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Outside London","AA","Female","4950","4230","19420","19560"
"In post","2021","Declared non-disabled","Outside London","AA","Male","5165","4935","19790","19560"
"In post","2021","Declared non-disabled","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Outside London","AO","Female","41835","35415","21660","21010"
"In post","2021","Declared non-disabled","Outside London","AO","Male","28250","27120","23650","21430"
"In post","2021","Declared non-disabled","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Outside London","EO","Female","42055","37275","26980","27570"
"In post","2021","Declared non-disabled","Outside London","EO","Male","30300","29170","27400","27570"
"In post","2021","Declared non-disabled","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Outside London","G6","Female","2460","2355","67100","64670"
"In post","2021","Declared non-disabled","Outside London","G6","Male","3170","3080","68060","66080"
"In post","2021","Declared non-disabled","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Outside London","G7","Female","8510","8000","53880","52580"
"In post","2021","Declared non-disabled","Outside London","G7","Male","9225","9015","54550","52580"
"In post","2021","Declared non-disabled","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Outside London","HEO","Female","19780","18420","32450","31990"
"In post","2021","Declared non-disabled","Outside London","HEO","Male","17480","17000","33120","32180"
"In post","2021","Declared non-disabled","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Outside London","SCS level","Female","705","675","88030","82920"
"In post","2021","Declared non-disabled","Outside London","SCS level","Male","885","865","91790","83790"
"In post","2021","Declared non-disabled","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Outside London","SEO","Female","12960","12165","40670","39370"
"In post","2021","Declared non-disabled","Outside London","SEO","Male","13200","12870","41770","40580"
"In post","2021","Declared non-disabled","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Outside London","Unknown","Female","6320","5745","30050","30210"
"In post","2021","Declared non-disabled","Outside London","Unknown","Male","2770","2700","35390","33360"
"In post","2021","Declared non-disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","AO","Female","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","AO","Male","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","EO","Female","95","90","27780","27090"
"In post","2021","Declared non-disabled","Overseas","EO","Male","120","120","27750","27170"
"In post","2021","Declared non-disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","G6","Female","130","130","65810","65120"
"In post","2021","Declared non-disabled","Overseas","G6","Male","180","180","66720","65400"
"In post","2021","Declared non-disabled","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","G7","Female","235","230","55810","55060"
"In post","2021","Declared non-disabled","Overseas","G7","Male","335","335","56520","55470"
"In post","2021","Declared non-disabled","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","HEO","Female","250","250","34350","33860"
"In post","2021","Declared non-disabled","Overseas","HEO","Male","425","425","35310","34220"
"In post","2021","Declared non-disabled","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","SCS level","Female","75","75","86460","76970"
"In post","2021","Declared non-disabled","Overseas","SCS level","Male","135","135","86910","79720"
"In post","2021","Declared non-disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","SEO","Female","90","90","43220","41460"
"In post","2021","Declared non-disabled","Overseas","SEO","Male","245","245","47530","42830"
"In post","2021","Declared non-disabled","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","Unknown","Female","85","80","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","Unknown","Male","130","130","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","AA","Male","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","AO","Female","120","105","22620","21490"
"In post","2021","Declared non-disabled","Unknown","AO","Male","45","45","22090","21010"
"In post","2021","Declared non-disabled","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","EO","Female","250","230","28080","27570"
"In post","2021","Declared non-disabled","Unknown","EO","Male","160","155","28100","27570"
"In post","2021","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","G6","Female","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","G6","Male","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","G7","Female","60","55","52040","50050"
"In post","2021","Declared non-disabled","Unknown","G7","Male","35","35","54200","54000"
"In post","2021","Declared non-disabled","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","HEO","Female","85","75","34020","33000"
"In post","2021","Declared non-disabled","Unknown","HEO","Male","80","80","35430","33300"
"In post","2021","Declared non-disabled","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SEO","Female","45","45","39130","37450"
"In post","2021","Declared non-disabled","Unknown","SEO","Male","35","35","41530","40590"
"In post","2021","Declared non-disabled","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Male","55","55","28420","27370"
"In post","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","London","AA","Female","95","85","23550","24660"
"In post","2021","Undeclared","London","AA","Male","115","110","23970","24890"
"In post","2021","Undeclared","London","AO","Female","405","355","26320","25370"
"In post","2021","Undeclared","London","AO","Male","425","405","30300","32740"
"In post","2021","Undeclared","London","EO","Female","655","620","29990","30270"
"In post","2021","Undeclared","London","EO","Male","545","530","30700","30500"
"In post","2021","Undeclared","London","G6","Female","200","190","68210","66440"
"In post","2021","Undeclared","London","G6","Male","255","250","69480","68720"
"In post","2021","Undeclared","London","G7","Female","465","440","56320","55060"
"In post","2021","Undeclared","London","G7","Male","575","570","57480","56640"
"In post","2021","Undeclared","London","HEO","Female","585","570","35020","35050"
"In post","2021","Undeclared","London","HEO","Male","640","630","35760","35200"
"In post","2021","Undeclared","London","SCS level","Female","90","80","84140","79700"
"In post","2021","Undeclared","London","SCS level","Male","125","125","91820","82440"
"In post","2021","Undeclared","London","SEO","Female","395","380","42950","42430"
"In post","2021","Undeclared","London","SEO","Male","440","435","44350","42890"
"In post","2021","Undeclared","London","Unknown","Female","55","55","34730","34100"
"In post","2021","Undeclared","London","Unknown","Male","30","25","[c]","[c]"
"In post","2021","Undeclared","Outside London","AA","Female","630","525","20010","20600"
"In post","2021","Undeclared","Outside London","AA","Male","835","775","20380","20600"
"In post","2021","Undeclared","Outside London","AO","Female","3280","2810","22760","21180"
"In post","2021","Undeclared","Outside London","AO","Male","3795","3535","26550","25400"
"In post","2021","Undeclared","Outside London","EO","Female","2770","2515","27310","27570"
"In post","2021","Undeclared","Outside London","EO","Male","3190","3055","28680","27570"
"In post","2021","Undeclared","Outside London","G6","Female","125","110","67420","65240"
"In post","2021","Undeclared","Outside London","G6","Male","205","200","68570","66440"
"In post","2021","Undeclared","Outside London","G7","Female","485","465","53370","52580"
"In post","2021","Undeclared","Outside London","G7","Male","790","775","54010","52580"
"In post","2021","Undeclared","Outside London","HEO","Female","1440","1345","32640","31990"
"In post","2021","Undeclared","Outside London","HEO","Male","1900","1840","33780","33290"
"In post","2021","Undeclared","Outside London","SCS level","Female","35","35","88080","82160"
"In post","2021","Undeclared","Outside London","SCS level","Male","35","30","96270","93000"
"In post","2021","Undeclared","Outside London","SEO","Female","980","925","41380","40000"
"In post","2021","Undeclared","Outside London","SEO","Male","1335","1305","42650","40670"
"In post","2021","Undeclared","Outside London","Unknown","Female","350","320","30540","30210"
"In post","2021","Undeclared","Outside London","Unknown","Male","250","245","36370","34840"
"In post","2021","Undeclared","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","EO","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Overseas","G6","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Overseas","G6","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Overseas","G7","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Overseas","G7","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Overseas","HEO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Overseas","HEO","Male","35","35","34790","33840"
"In post","2021","Undeclared","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Overseas","SEO","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Overseas","SEO","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Overseas","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Overseas","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","AO","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","EO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","EO","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","HEO","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","HEO","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Unknown","London","AA","Female","150","140","21550","22210"
"In post","2021","Unknown","London","AA","Male","155","150","21400","21700"
"In post","2021","Unknown","London","AO","Female","1045","995","25060","24120"
"In post","2021","Unknown","London","AO","Male","835","820","27090","25630"
"In post","2021","Unknown","London","EO","Female","1905","1830","29700","29570"
"In post","2021","Unknown","London","EO","Male","1315","1295","30200","29570"
"In post","2021","Unknown","London","G6","Female","770","725","69240","67080"
"In post","2021","Unknown","London","G6","Male","785","765","70660","68700"
"In post","2021","Unknown","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","G7","Female","1950","1875","55390","54500"
"In post","2021","Unknown","London","G7","Male","1800","1785","56550","55130"
"In post","2021","Unknown","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","HEO","Female","2635","2575","33730","32940"
"In post","2021","Unknown","London","HEO","Male","2300","2285","34740","34020"
"In post","2021","Unknown","London","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","London","SCS level","Female","470","445","92980","81990"
"In post","2021","Unknown","London","SCS level","Male","500","495","95530","85000"
"In post","2021","Unknown","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","SEO","Female","1340","1305","42030","41200"
"In post","2021","Unknown","London","SEO","Male","1275","1265","42560","41760"
"In post","2021","Unknown","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Unknown","Female","75","70","28050","26810"
"In post","2021","Unknown","London","Unknown","Male","40","40","29360","26810"
"In post","2021","Unknown","Outside London","AA","Female","1855","1585","19940","20070"
"In post","2021","Unknown","Outside London","AA","Male","2000","1895","19980","20070"
"In post","2021","Unknown","Outside London","AO","Female","11040","9785","21600","21110"
"In post","2021","Unknown","Outside London","AO","Male","9890","9555","23160","21430"
"In post","2021","Unknown","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","EO","Female","7285","6800","27220","26670"
"In post","2021","Unknown","Outside London","EO","Male","7985","7765","28070","27130"
"In post","2021","Unknown","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","G6","Female","615","595","68440","66290"
"In post","2021","Unknown","Outside London","G6","Male","745","725","69840","68000"
"In post","2021","Unknown","Outside London","G7","Female","2020","1885","53490","52580"
"In post","2021","Unknown","Outside London","G7","Male","2385","2335","53730","52580"
"In post","2021","Unknown","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","HEO","Female","4360","4130","32400","31810"
"In post","2021","Unknown","Outside London","HEO","Male","4885","4765","33500","31870"
"In post","2021","Unknown","Outside London","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Outside London","SCS level","Female","220","215","90170","83230"
"In post","2021","Unknown","Outside London","SCS level","Male","270","265","91830","83230"
"In post","2021","Unknown","Outside London","SEO","Female","2585","2430","40340","39020"
"In post","2021","Unknown","Outside London","SEO","Male","2995","2910","40980","39660"
"In post","2021","Unknown","Outside London","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Outside London","Unknown","Female","555","500","26250","22920"
"In post","2021","Unknown","Outside London","Unknown","Male","350","330","34790","30210"
"In post","2021","Unknown","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","EO","Female","20","20","[c]","[c]"
"In post","2021","Unknown","Overseas","EO","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Overseas","G6","Female","35","35","66810","65610"
"In post","2021","Unknown","Overseas","G6","Male","55","55","66910","65590"
"In post","2021","Unknown","Overseas","G7","Female","100","100","57380","55620"
"In post","2021","Unknown","Overseas","G7","Male","120","120","57200","55060"
"In post","2021","Unknown","Overseas","HEO","Female","170","170","41600","41600"
"In post","2021","Unknown","Overseas","HEO","Male","115","115","40920","38600"
"In post","2021","Unknown","Overseas","SCS level","Female","30","30","[c]","[c]"
"In post","2021","Unknown","Overseas","SCS level","Male","25","25","[c]","[c]"
"In post","2021","Unknown","Overseas","SEO","Female","25","25","[c]","[c]"
"In post","2021","Unknown","Overseas","SEO","Male","70","70","55260","50580"
"In post","2021","Unknown","Overseas","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Overseas","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","AA","Male","[c]","[c]","[c]","[c]"
