"Status","Year","Age","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Outside London","SEO","Heterosexual / straight","6170","5970","40100","38650"
"In post","2021","30-39","Outside London","SEO","LGBO","430","425","39780","38630"
"In post","2021","30-39","Outside London","SEO","Undeclared","610","595","40700","40000"
"In post","2021","30-39","Outside London","SEO","Unknown","1605","1555","39630","38630"
"In post","2021","30-39","Outside London","Unknown","Heterosexual / straight","2395","2205","30800","30880"
"In post","2021","30-39","Outside London","Unknown","LGBO","165","165","28270","25280"
"In post","2021","30-39","Outside London","Unknown","Undeclared","190","180","31600","31420"
"In post","2021","30-39","Outside London","Unknown","Unknown","235","210","28090","24800"
"In post","2021","30-39","Overseas","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","EO","Heterosexual / straight","40","40","27570","26670"
"In post","2021","30-39","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","EO","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Overseas","G6","Heterosexual / straight","55","55","65020","65030"
"In post","2021","30-39","Overseas","G6","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Overseas","G6","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Overseas","G6","Unknown","20","20","[c]","[c]"
"In post","2021","30-39","Overseas","G7","Heterosexual / straight","225","225","54890","54540"
"In post","2021","30-39","Overseas","G7","LGBO","35","35","54410","53840"
"In post","2021","30-39","Overseas","G7","Undeclared","20","20","[c]","[c]"
"In post","2021","30-39","Overseas","G7","Unknown","100","100","54250","53480"
"In post","2021","30-39","Overseas","HEO","Heterosexual / straight","205","205","35140","34220"
"In post","2021","30-39","Overseas","HEO","LGBO","20","20","[c]","[c]"
"In post","2021","30-39","Overseas","HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","30-39","Overseas","HEO","Unknown","70","70","40260","38690"
"In post","2021","30-39","Overseas","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","30-39","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Overseas","SEO","Heterosexual / straight","75","75","44010","40580"
"In post","2021","30-39","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Overseas","SEO","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Overseas","Unknown","Heterosexual / straight","65","65","[c]","[c]"
"In post","2021","30-39","Overseas","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Overseas","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","AO","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","EO","Heterosexual / straight","80","80","27600","27570"
"In post","2021","30-39","Unknown","EO","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","EO","Unknown","25","25","[c]","[c]"
"In post","2021","30-39","Unknown","G6","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","30-39","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","G6","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","G7","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","HEO","Heterosexual / straight","30","30","33890","33250"
"In post","2021","30-39","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","HEO","Unknown","60","60","31430","32000"
"In post","2021","30-39","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","Unknown","410","410","37400","34460"
"In post","2021","40-49","London","AA","Heterosexual / straight","155","140","22280","22210"
"In post","2021","40-49","London","AA","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","London","AA","Undeclared","20","20","[c]","[c]"
"In post","2021","40-49","London","AA","Unknown","65","65","23340","23790"
"In post","2021","40-49","London","AO","Heterosexual / straight","1290","1180","26330","25130"
"In post","2021","40-49","London","AO","LGBO","50","45","25730","25110"
"In post","2021","40-49","London","AO","Undeclared","195","175","26130","25630"
"In post","2021","40-49","London","AO","Unknown","480","420","26140","25110"
"In post","2021","40-49","London","EO","Heterosexual / straight","2710","2545","30090","30110"
"In post","2021","40-49","London","EO","LGBO","140","135","30230","30580"
"In post","2021","40-49","London","EO","Undeclared","380","355","30120","30110"
"In post","2021","40-49","London","EO","Unknown","760","700","30370","31030"
"In post","2021","40-49","London","G6","Heterosexual / straight","1730","1640","69370","68500"
"In post","2021","40-49","London","G6","LGBO","150","150","68550","67390"
"In post","2021","40-49","London","G6","Undeclared","235","225","69490","68720"
"In post","2021","40-49","London","G6","Unknown","595","565","69710","67740"
"In post","2021","40-49","London","G7","Heterosexual / straight","3255","3105","57360","57420"
"In post","2021","40-49","London","G7","LGBO","240","235","56900","56010"
"In post","2021","40-49","London","G7","Undeclared","405","390","57500","57460"
"In post","2021","40-49","London","G7","Unknown","875","825","57260","56300"
"In post","2021","40-49","London","HEO","Heterosexual / straight","2140","2070","36080","35730"
"In post","2021","40-49","London","HEO","LGBO","120","120","36030","36160"
"In post","2021","40-49","London","HEO","Undeclared","320","310","36030","36000"
"In post","2021","40-49","London","HEO","Unknown","550","530","36170","36160"
"In post","2021","40-49","London","SCS level","Heterosexual / straight","1370","1310","88290","80730"
"In post","2021","40-49","London","SCS level","LGBO","115","115","86690","79680"
"In post","2021","40-49","London","SCS level","Undeclared","120","115","85420","80140"
"In post","2021","40-49","London","SCS level","Unknown","400","385","94000","83830"
"In post","2021","40-49","London","SEO","Heterosexual / straight","2140","2065","43360","42410"
"In post","2021","40-49","London","SEO","LGBO","130","125","43990","42590"
"In post","2021","40-49","London","SEO","Undeclared","310","300","43390","42470"
"In post","2021","40-49","London","SEO","Unknown","520","500","42920","41920"
"In post","2021","40-49","London","Unknown","Heterosexual / straight","260","250","36560","36580"
"In post","2021","40-49","London","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","London","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","London","Unknown","Unknown","35","30","33730","32090"
"In post","2021","40-49","Outside London","AA","Heterosexual / straight","1685","1575","19740","19560"
"In post","2021","40-49","Outside London","AA","LGBO","105","100","20010","20070"
"In post","2021","40-49","Outside London","AA","Undeclared","325","285","19190","18800"
"In post","2021","40-49","Outside London","AA","Unknown","665","600","20320","20230"
"In post","2021","40-49","Outside London","AO","Heterosexual / straight","13565","12105","22600","21050"
"In post","2021","40-49","Outside London","AO","LGBO","610","580","23140","21010"
"In post","2021","40-49","Outside London","AO","Undeclared","2100","1875","22910","21430"
"In post","2021","40-49","Outside London","AO","Unknown","5855","5105","22400","21010"
"In post","2021","40-49","Outside London","EO","Heterosexual / straight","16135","15005","27320","27570"
"In post","2021","40-49","Outside London","EO","LGBO","850","820","27360","27570"
"In post","2021","40-49","Outside London","EO","Undeclared","2235","2100","27430","27570"
"In post","2021","40-49","Outside London","EO","Unknown","4975","4535","27610","27570"
"In post","2021","40-49","Outside London","G6","Heterosexual / straight","1905","1850","67140","64800"
"In post","2021","40-49","Outside London","G6","LGBO","100","100","68260","66290"
"In post","2021","40-49","Outside London","G6","Undeclared","210","200","67880","65470"
"In post","2021","40-49","Outside London","G6","Unknown","520","510","67010","64670"
"In post","2021","40-49","Outside London","G7","Heterosexual / straight","5880","5660","54140","52580"
"In post","2021","40-49","Outside London","G7","LGBO","245","245","54490","52580"
"In post","2021","40-49","Outside London","G7","Undeclared","670","650","54370","52630"
"In post","2021","40-49","Outside London","G7","Unknown","1635","1560","53320","52480"
"In post","2021","40-49","Outside London","HEO","Heterosexual / straight","9210","8815","32970","31990"
"In post","2021","40-49","Outside London","HEO","LGBO","450","440","32840","31990"
"In post","2021","40-49","Outside London","HEO","Undeclared","1250","1200","33010","32140"
"In post","2021","40-49","Outside London","HEO","Unknown","2265","2155","33100","31990"
"In post","2021","40-49","Outside London","SCS level","Heterosexual / straight","530","515","87000","81910"
"In post","2021","40-49","Outside London","SCS level","LGBO","30","30","89470","83470"
"In post","2021","40-49","Outside London","SCS level","Undeclared","30","30","[c]","[c]"
"In post","2021","40-49","Outside London","SCS level","Unknown","180","180","84600","78460"
"In post","2021","40-49","Outside London","SEO","Heterosexual / straight","7585","7290","41400","39980"
"In post","2021","40-49","Outside London","SEO","LGBO","305","300","41180","39460"
"In post","2021","40-49","Outside London","SEO","Undeclared","1040","1005","41610","40580"
"In post","2021","40-49","Outside London","SEO","Unknown","1800","1715","40660","39390"
