"Status","Year","Organisation","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Accountant in Bankruptcy","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","SEO/HEO","Female","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","SEO/HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","SEO/HEO","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","AA/AO","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","AA/AO","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","AA/AO","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","EO","Female","Heterosexual / straight","100","90","25620","24630"
"In post","2021","Advisory, Conciliation and Arbitration Service","EO","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","EO","Female","Undeclared","20","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","EO","Female","Unknown","85","80","24300","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","EO","Male","Heterosexual / straight","65","60","25260","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","EO","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","EO","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","EO","Male","Unknown","60","60","24670","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","G6/G7","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","G6/G7","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","Female","Heterosexual / straight","230","210","35680","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","Female","Undeclared","45","40","35300","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","Female","Unknown","50","45","33940","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","Male","Heterosexual / straight","160","150","36930","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","Male","Undeclared","45","40","38300","38670"
"In post","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","Male","Unknown","35","35","34730","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","AA/AO","Female","Heterosexual / straight","410","375","21770","21050"
"In post","2021","Animal and Plant Health Agency","AA/AO","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","AA/AO","Female","Undeclared","50","45","21440","21050"
"In post","2021","Animal and Plant Health Agency","AA/AO","Female","Unknown","70","60","22220","21050"
"In post","2021","Animal and Plant Health Agency","AA/AO","Male","Heterosexual / straight","175","170","21920","21050"
"In post","2021","Animal and Plant Health Agency","AA/AO","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","AA/AO","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","AA/AO","Male","Unknown","40","35","22810","23680"
"In post","2021","Animal and Plant Health Agency","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","Female","Heterosexual / straight","340","315","26420","25320"
"In post","2021","Animal and Plant Health Agency","EO","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","Female","Undeclared","45","40","26270","25500"
"In post","2021","Animal and Plant Health Agency","EO","Female","Unknown","45","40","26260","25640"
"In post","2021","Animal and Plant Health Agency","EO","Male","Heterosexual / straight","190","185","26980","26520"
"In post","2021","Animal and Plant Health Agency","EO","Male","LGBO","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","Male","Undeclared","45","45","26640","25750"
"In post","2021","Animal and Plant Health Agency","EO","Male","Unknown","50","45","26570","26520"
"In post","2021","Animal and Plant Health Agency","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Female","Heterosexual / straight","75","75","53540","53810"
"In post","2021","Animal and Plant Health Agency","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Male","Heterosexual / straight","70","65","55310","54070"
"In post","2021","Animal and Plant Health Agency","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Female","Heterosexual / straight","345","320","35540","35900"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Female","Undeclared","70","65","36830","36970"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Female","Unknown","60","55","37050","36590"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Male","Heterosexual / straight","270","260","36170","35900"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Male","Undeclared","65","60","37740","37480"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Male","Unknown","45","40","36690","36970"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","G6/G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","G6/G7","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","G6/G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","G6/G7","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SEO/HEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SEO/HEO","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","SEO/HEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Female","Heterosexual / straight","185","160","21850","20920"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Female","Undeclared","20","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Female","Unknown","100","95","21410","20920"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Male","Heterosexual / straight","135","130","21940","20920"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Male","Unknown","75","75","21510","20920"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Female","Heterosexual / straight","360","345","27070","27500"
"In post","2021","Cabinet Office (excl. agencies)","EO","Female","LGBO","30","30","26950","27500"
"In post","2021","Cabinet Office (excl. agencies)","EO","Female","Undeclared","35","30","27610","27500"
"In post","2021","Cabinet Office (excl. agencies)","EO","Female","Unknown","105","100","27350","27500"
"In post","2021","Cabinet Office (excl. agencies)","EO","Male","Heterosexual / straight","210","210","27250","27500"
"In post","2021","Cabinet Office (excl. agencies)","EO","Male","LGBO","30","30","26950","27500"
"In post","2021","Cabinet Office (excl. agencies)","EO","Male","Undeclared","30","30","27500","27500"
"In post","2021","Cabinet Office (excl. agencies)","EO","Male","Unknown","80","80","27480","27500"
"In post","2021","Cabinet Office (excl. agencies)","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Female","Heterosexual / straight","875","850","58780","56340"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Female","LGBO","45","45","57930","54700"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Female","Undeclared","80","80","59000","56750"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Female","Unknown","500","485","60700","54780"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Male","Heterosexual / straight","765","760","58790","56370"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Male","LGBO","120","115","58050","56340"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Male","Undeclared","110","105","58700","56510"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Male","Unknown","530","525","61880","56720"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS level","Female","Heterosexual / straight","185","175","91570","79760"
"In post","2021","Cabinet Office (excl. agencies)","SCS level","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS level","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS level","Female","Unknown","215","210","84560","72600"
"In post","2021","Cabinet Office (excl. agencies)","SCS level","Male","Heterosexual / straight","220","220","101190","93000"
"In post","2021","Cabinet Office (excl. agencies)","SCS level","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS level","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS level","Male","Unknown","285","285","91690","74000"
"In post","2021","Cabinet Office (excl. agencies)","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Female","Heterosexual / straight","865","845","36450","35590"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Female","LGBO","70","65","35740","34550"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Female","Undeclared","80","80","36470","35590"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Female","Unknown","1255","1245","31330","29250"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Male","Heterosexual / straight","610","605","36180","35260"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Male","LGBO","95","90","36500","35590"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Male","Undeclared","90","90","36700","34640"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Male","Unknown","955","950","31600","32000"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","Female","Unknown","40","35","25020","24920"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Female","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Female","Unknown","10","10","[c]","[c]"
