"Status","Year","Age","Region_ITL1","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AO","485","475","22410","22350"
"In post","2021","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","190","190","26650","27570"
"In post","2021","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","HEO","45","45","32430","31990"
"In post","2021","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO","5","5","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","65","60","25350","22920"
"In post","2021","20-29","East Midlands (England)","Lincolnshire","AA","45","45","19790","20600"
"In post","2021","20-29","East Midlands (England)","Lincolnshire","AO","100","100","24330","25300"
"In post","2021","20-29","East Midlands (England)","Lincolnshire","EO","80","80","27510","27570"
"In post","2021","20-29","East Midlands (England)","Lincolnshire","HEO","25","25","32460","31970"
"In post","2021","20-29","East Midlands (England)","Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","Lincolnshire","Unknown","25","25","25660","22920"
"In post","2021","20-29","East of England","Bedfordshire and Hertfordshire","AA","45","45","21420","21500"
"In post","2021","20-29","East of England","Bedfordshire and Hertfordshire","AO","245","240","26920","27850"
"In post","2021","20-29","East of England","Bedfordshire and Hertfordshire","EO","220","215","28470","28000"
"In post","2021","20-29","East of England","Bedfordshire and Hertfordshire","G7","5","5","[c]","[c]"
"In post","2021","20-29","East of England","Bedfordshire and Hertfordshire","HEO","75","75","33910","33210"
"In post","2021","20-29","East of England","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","Bedfordshire and Hertfordshire","SEO","30","30","42780","43560"
"In post","2021","20-29","East of England","Bedfordshire and Hertfordshire","Unknown","75","75","23530","22920"
"In post","2021","20-29","East of England","East Anglia","AA","120","120","20020","20600"
"In post","2021","20-29","East of England","East Anglia","AO","735","710","24410","22850"
"In post","2021","20-29","East of England","East Anglia","EO","360","360","26300","26670"
"In post","2021","20-29","East of England","East Anglia","G7","5","5","[c]","[c]"
"In post","2021","20-29","East of England","East Anglia","HEO","160","160","30840","30460"
"In post","2021","20-29","East of England","East Anglia","SEO","30","30","37940","37660"
"In post","2021","20-29","East of England","East Anglia","Unknown","85","85","25440","24020"
"In post","2021","20-29","East of England","Essex","AA","20","20","20050","20600"
"In post","2021","20-29","East of England","Essex","AO","250","245","24260","24180"
"In post","2021","20-29","East of England","Essex","EO","270","265","28030","29290"
"In post","2021","20-29","East of England","Essex","G7","5","5","[c]","[c]"
"In post","2021","20-29","East of England","Essex","HEO","45","40","31850","31810"
"In post","2021","20-29","East of England","Essex","SEO","20","20","39500","38630"
"In post","2021","20-29","East of England","Essex","Unknown","60","60","22840","22920"
"In post","2021","20-29","London","Inner London - East","AA","45","45","21600","19060"
"In post","2021","20-29","London","Inner London - East","AO","465","460","26140","24590"
"In post","2021","20-29","London","Inner London - East","EO","1140","1125","30090","31060"
"In post","2021","20-29","London","Inner London - East","G6","10","10","68590","71290"
"In post","2021","20-29","London","Inner London - East","G7","245","240","55100","54700"
"In post","2021","20-29","London","Inner London - East","HEO","690","685","34090","33930"
"In post","2021","20-29","London","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","London","Inner London - East","SEO","295","290","40940","40480"
"In post","2021","20-29","London","Inner London - East","Unknown","145","145","28090","26810"
"In post","2021","20-29","London","Inner London - West","AA","85","85","22240","22210"
"In post","2021","20-29","London","Inner London - West","AO","1040","1030","25710","24490"
"In post","2021","20-29","London","Inner London - West","EO","2830","2810","28450","27960"
"In post","2021","20-29","London","Inner London - West","G6","240","235","64900","64500"
"In post","2021","20-29","London","Inner London - West","G7","2830","2825","54380","53480"
"In post","2021","20-29","London","Inner London - West","HEO","6975","6955","33740","33570"
"In post","2021","20-29","London","Inner London - West","SCS level","35","35","69770","71000"
"In post","2021","20-29","London","Inner London - West","SEO","2400","2390","40980","40600"
"In post","2021","20-29","London","Inner London - West","Unknown","50","50","30830","28000"
"In post","2021","20-29","London","Outer London - East and North East","AA","55","50","21890","23790"
"In post","2021","20-29","London","Outer London - East and North East","AO","245","245","28240","28720"
"In post","2021","20-29","London","Outer London - East and North East","EO","310","305","31100","31060"
"In post","2021","20-29","London","Outer London - East and North East","HEO","10","10","35210","36650"
"In post","2021","20-29","London","Outer London - East and North East","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","London","Outer London - East and North East","Unknown","60","60","29270","26810"
"In post","2021","20-29","London","Outer London - South","AA","20","20","20910","22210"
"In post","2021","20-29","London","Outer London - South","AO","295","290","24000","24120"
"In post","2021","20-29","London","Outer London - South","EO","510","505","29610","29570"
"In post","2021","20-29","London","Outer London - South","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","London","Outer London - South","G7","65","65","58400","59160"
"In post","2021","20-29","London","Outer London - South","HEO","365","365","34840","35120"
"In post","2021","20-29","London","Outer London - South","SEO","105","105","43120","41970"
"In post","2021","20-29","London","Outer London - South","Unknown","35","35","29320","26810"
"In post","2021","20-29","London","Outer London - West and North West","AA","55","50","21300","22100"
"In post","2021","20-29","London","Outer London - West and North West","AO","350","345","27220","25630"
"In post","2021","20-29","London","Outer London - West and North West","EO","670","665","29510","29250"
"In post","2021","20-29","London","Outer London - West and North West","G7","10","10","51730","52610"
"In post","2021","20-29","London","Outer London - West and North West","HEO","190","185","33360","33100"
"In post","2021","20-29","London","Outer London - West and North West","SEO","55","55","40320","40070"
"In post","2021","20-29","London","Outer London - West and North West","Unknown","65","65","28350","26810"
"In post","2021","20-29","North East (England)","Northumberland and Tyne and Wear","AA","15","15","19820","20070"
"In post","2021","20-29","North East (England)","Northumberland and Tyne and Wear","AO","1150","1105","20550","20140"
"In post","2021","20-29","North East (England)","Northumberland and Tyne and Wear","EO","915","900","26010","25560"
"In post","2021","20-29","North East (England)","Northumberland and Tyne and Wear","G7","45","45","51610","52580"
"In post","2021","20-29","North East (England)","Northumberland and Tyne and Wear","HEO","395","395","31180","31810"
"In post","2021","20-29","North East (England)","Northumberland and Tyne and Wear","SEO","115","115","37160","38630"
"In post","2021","20-29","North East (England)","Northumberland and Tyne and Wear","Unknown","55","55","24730","22920"
"In post","2021","20-29","North East (England)","Tees Valley and Durham","AA","85","80","20100","20600"
"In post","2021","20-29","North East (England)","Tees Valley and Durham","AO","755","730","22420","21430"
"In post","2021","20-29","North East (England)","Tees Valley and Durham","EO","245","245","26850","27130"
"In post","2021","20-29","North East (England)","Tees Valley and Durham","G7","10","10","[c]","[c]"
"In post","2021","20-29","North East (England)","Tees Valley and Durham","HEO","70","70","30180","29750"
"In post","2021","20-29","North East (England)","Tees Valley and Durham","SEO","25","25","37950","36780"
"In post","2021","20-29","North East (England)","Tees Valley and Durham","Unknown","50","50","24480","22920"
"In post","2021","20-29","North West (England)","Cheshire","AA","30","30","20600","20600"
"In post","2021","20-29","North West (England)","Cheshire","AO","225","225","22970","22600"
"In post","2021","20-29","North West (England)","Cheshire","EO","295","295","29270","28840"
"In post","2021","20-29","North West (England)","Cheshire","G7","5","5","[c]","[c]"
"In post","2021","20-29","North West (England)","Cheshire","HEO","40","40","34240","36740"
"In post","2021","20-29","North West (England)","Cheshire","SEO","10","10","38600","36260"
"In post","2021","20-29","North West (England)","Cheshire","Unknown","25","25","23630","22920"
"In post","2021","20-29","North West (England)","Cumbria","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","Cumbria","AO","140","140","21730","21050"
"In post","2021","20-29","North West (England)","Cumbria","EO","35","35","25630","25100"
"In post","2021","20-29","North West (England)","Cumbria","HEO","5","5","[c]","[c]"
"In post","2021","20-29","North West (England)","Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","Cumbria","Unknown","30","30","29000","30810"
"In post","2021","20-29","North West (England)","Greater Manchester","AA","65","65","19080","20600"
"In post","2021","20-29","North West (England)","Greater Manchester","AO","1095","1070","21160","20880"
"In post","2021","20-29","North West (England)","Greater Manchester","EO","1055","1045","25980","25560"
"In post","2021","20-29","North West (England)","Greater Manchester","G6","5","5","[c]","[c]"
"In post","2021","20-29","North West (England)","Greater Manchester","G7","105","105","51180","52580"
"In post","2021","20-29","North West (England)","Greater Manchester","HEO","615","615","31170","31810"
"In post","2021","20-29","North West (England)","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","Greater Manchester","SEO","210","205","37530","37460"
"In post","2021","20-29","North West (England)","Greater Manchester","Unknown","120","115","25570","23840"
"In post","2021","20-29","North West (England)","Lancashire","AA","55","55","19760","20600"
"In post","2021","20-29","North West (England)","Lancashire","AO","910","880","21830","21010"
"In post","2021","20-29","North West (England)","Lancashire","EO","440","435","27090","27570"
"In post","2021","20-29","North West (England)","Lancashire","G7","5","5","[c]","[c]"
"In post","2021","20-29","North West (England)","Lancashire","HEO","75","75","31080","31990"
"In post","2021","20-29","North West (England)","Lancashire","SEO","20","20","37000","36840"
"In post","2021","20-29","North West (England)","Lancashire","Unknown","55","50","25170","23380"
"In post","2021","20-29","North West (England)","Merseyside","AA","55","50","17990","17990"
"In post","2021","20-29","North West (England)","Merseyside","AO","1150","1095","21200","21430"
"In post","2021","20-29","North West (England)","Merseyside","EO","985","965","25500","25040"
"In post","2021","20-29","North West (England)","Merseyside","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","Merseyside","G7","30","30","49910","52580"
"In post","2021","20-29","North West (England)","Merseyside","HEO","310","305","30790","31660"
"In post","2021","20-29","North West (England)","Merseyside","SEO","75","75","36600","37910"
"In post","2021","20-29","North West (England)","Merseyside","Unknown","60","55","24510","22920"
"In post","2021","20-29","Northern Ireland","Northern Ireland","AA","20","20","20030","20310"
"In post","2021","20-29","Northern Ireland","Northern Ireland","AO","240","225","20380","20140"
"In post","2021","20-29","Northern Ireland","Northern Ireland","EO","110","105","25520","25560"
"In post","2021","20-29","Northern Ireland","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","Northern Ireland","HEO","45","45","31840","31810"
"In post","2021","20-29","Northern Ireland","Northern Ireland","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Overseas","Overseas","AO","5","5","[c]","[c]"
"In post","2021","20-29","Overseas","Overseas","EO","20","20","27770","26670"
"In post","2021","20-29","Overseas","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","Overseas","G7","40","40","52910","52820"
"In post","2021","20-29","Overseas","Overseas","HEO","190","190","34570","33860"
"In post","2021","20-29","Overseas","Overseas","SEO","35","35","42650","42060"
"In post","2021","20-29","Overseas","Overseas","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Scotland","Eastern Scotland","AA","240","235","21040","21150"
"In post","2021","20-29","Scotland","Eastern Scotland","AO","1170","1140","21880","21010"
"In post","2021","20-29","Scotland","Eastern Scotland","EO","815","810","27680","27570"
"In post","2021","20-29","Scotland","Eastern Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","Eastern Scotland","G7","60","60","52220","52480"
"In post","2021","20-29","Scotland","Eastern Scotland","HEO","500","495","32400","31910"
"In post","2021","20-29","Scotland","Eastern Scotland","SEO","165","165","39770","38540"
"In post","2021","20-29","Scotland","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","Highlands and Islands","AA","40","40","20390","19820"
"In post","2021","20-29","Scotland","Highlands and Islands","AO","80","80","22870","22220"
"In post","2021","20-29","Scotland","Highlands and Islands","EO","60","60","28040","27840"
"In post","2021","20-29","Scotland","Highlands and Islands","HEO","10","10","34250","35580"
"In post","2021","20-29","Scotland","Highlands and Islands","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","North Eastern Scotland","AA","20","15","20380","20280"
"In post","2021","20-29","Scotland","North Eastern Scotland","AO","95","95","24470","22820"
"In post","2021","20-29","Scotland","North Eastern Scotland","EO","75","75","28500","27840"
"In post","2021","20-29","Scotland","North Eastern Scotland","HEO","30","30","32990","31990"
"In post","2021","20-29","Scotland","North Eastern Scotland","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Scotland","Southern Scotland","AA","15","15","20690","20810"
"In post","2021","20-29","Scotland","Southern Scotland","AO","315","300","21030","20140"
"In post","2021","20-29","Scotland","Southern Scotland","EO","215","215","25590","26120"
"In post","2021","20-29","Scotland","Southern Scotland","G7","15","15","45280","48500"
"In post","2021","20-29","Scotland","Southern Scotland","HEO","90","90","32020","33930"
"In post","2021","20-29","Scotland","Southern Scotland","SEO","55","55","36860","38500"
"In post","2021","20-29","Scotland","West Central Scotland","AA","290","280","20310","20060"
"In post","2021","20-29","Scotland","West Central Scotland","AO","955","910","21900","21010"
"In post","2021","20-29","Scotland","West Central Scotland","EO","705","700","26430","26160"
"In post","2021","20-29","Scotland","West Central Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","West Central Scotland","G7","35","35","49990","52480"
"In post","2021","20-29","Scotland","West Central Scotland","HEO","320","315","32090","31810"
"In post","2021","20-29","Scotland","West Central Scotland","SEO","120","120","38860","38540"
"In post","2021","20-29","Scotland","West Central Scotland","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA","80","80","20520","21180"
"In post","2021","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AO","715","710","26550","26610"
"In post","2021","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","370","365","28040","27570"
"In post","2021","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G7","15","15","52180","51970"
"In post","2021","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","HEO","120","120","32690","32110"
"In post","2021","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO","45","45","39740","39580"
"In post","2021","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","135","135","24100","24020"
"In post","2021","20-29","South East (England)","Hampshire and Isle of Wight","AA","120","100","19200","19560"
"In post","2021","20-29","South East (England)","Hampshire and Isle of Wight","AO","495","485","23110","21010"
"In post","2021","20-29","South East (England)","Hampshire and Isle of Wight","EO","510","505","25740","26350"
"In post","2021","20-29","South East (England)","Hampshire and Isle of Wight","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","South East (England)","Hampshire and Isle of Wight","G7","25","25","48180","49100"
"In post","2021","20-29","South East (England)","Hampshire and Isle of Wight","HEO","525","520","30220","29540"
"In post","2021","20-29","South East (England)","Hampshire and Isle of Wight","SEO","190","190","37960","37320"
"In post","2021","20-29","South East (England)","Hampshire and Isle of Wight","Unknown","55","55","25810","22920"
"In post","2021","20-29","South East (England)","Kent","AA","70","70","20470","20600"
"In post","2021","20-29","South East (England)","Kent","AO","630","625","26330","27040"
"In post","2021","20-29","South East (England)","Kent","EO","380","380","27480","26060"
"In post","2021","20-29","South East (England)","Kent","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","South East (England)","Kent","HEO","65","65","29310","28650"
"In post","2021","20-29","South East (England)","Kent","SEO","20","20","38690","37320"
"In post","2021","20-29","South East (England)","Kent","Unknown","40","40","25970","24020"
"In post","2021","20-29","South East (England)","Surrey, East and West Sussex","AA","50","50","21770","20600"
"In post","2021","20-29","South East (England)","Surrey, East and West Sussex","AO","510","500","25800","24370"
"In post","2021","20-29","South East (England)","Surrey, East and West Sussex","EO","375","370","27540","27570"
"In post","2021","20-29","South East (England)","Surrey, East and West Sussex","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","South East (England)","Surrey, East and West Sussex","G7","10","10","[c]","[c]"
"In post","2021","20-29","South East (England)","Surrey, East and West Sussex","HEO","70","70","31720","31990"
"In post","2021","20-29","South East (England)","Surrey, East and West Sussex","SEO","20","20","38120","38700"
"In post","2021","20-29","South East (England)","Surrey, East and West Sussex","Unknown","75","75","24740","22920"
"In post","2021","20-29","South West (England)","Cornwall and Isles of Scilly","AA","10","10","18610","18760"
"In post","2021","20-29","South West (England)","Cornwall and Isles of Scilly","AO","65","60","21170","21010"
