"Status","Year","Disability","Profession_of_post","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Commercial","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Outer London - South","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Outer London - South","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Shropshire and Staffordshire","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South Yorkshire","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Southern Scotland","Female","10","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Tees Valley and Durham","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Wales and The Valleys","Female","10","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Wales and The Valleys","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Yorkshire","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Yorkshire","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Derbyshire and Nottinghamshire","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Communications","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Dorset and Somerset","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Wales","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Female","10","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Greater Manchester","Female","15","10","[c]","[c]"
"In post","2021","Declared disabled","Communications","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Hampshire and Isle of Wight","Female","10","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","Hampshire and Isle of Wight","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Communications","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Inner London - East","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Inner London - West","Female","50","45","45180","40940"
"In post","2021","Declared disabled","Communications","Inner London - West","Male","35","35","41920","38950"
"In post","2021","Declared disabled","Communications","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Northumberland and Tyne and Wear","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","Northumberland and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Midlands","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Wales and The Valleys","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Inner London - West","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","West Central Scotland","Female","[c]","[c]","[c]","[c]"
