"Status","Year","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","North West (England)","EO","70","65","25230","25000"
"In post","2021","Commercial","North West (England)","G6","25","25","71660","65630"
"In post","2021","Commercial","North West (England)","G7","70","65","52100","50400"
"In post","2021","Commercial","North West (England)","HEO","120","115","29910","29690"
"In post","2021","Commercial","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","SEO","210","200","39250","38630"
"In post","2021","Commercial","North West (England)","Unknown","20","15","40960","41920"
"In post","2021","Commercial","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","G7","5","5","[c]","[c]"
"In post","2021","Commercial","Overseas","HEO","10","10","37810","36460"
"In post","2021","Commercial","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","SEO","10","10","47440","46410"
"In post","2021","Commercial","Scotland","AA","20","15","20370","20810"
"In post","2021","Commercial","Scotland","AO","40","40","24940","25870"
"In post","2021","Commercial","Scotland","EO","35","35","27760","26670"
"In post","2021","Commercial","Scotland","G6","5","5","[c]","[c]"
"In post","2021","Commercial","Scotland","G7","30","25","52290","51960"
"In post","2021","Commercial","Scotland","HEO","65","65","34840","33930"
"In post","2021","Commercial","Scotland","SEO","65","65","42080","42080"
"In post","2021","Commercial","Scotland","Unknown","15","15","34960","28880"
"In post","2021","Commercial","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","AO","25","25","22420","22440"
"In post","2021","Commercial","South East (England)","EO","80","75","26430","26670"
"In post","2021","Commercial","South East (England)","G6","15","15","70440","66970"
"In post","2021","Commercial","South East (England)","G7","35","35","58980","57330"
"In post","2021","Commercial","South East (England)","HEO","120","120","33410","33300"
"In post","2021","Commercial","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","SEO","170","165","43030","42080"
"In post","2021","Commercial","South East (England)","Unknown","10","10","30920","26670"
"In post","2021","Commercial","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","AO","30","30","21080","20920"
"In post","2021","Commercial","South West (England)","EO","220","205","24170","23520"
"In post","2021","Commercial","South West (England)","G6","95","95","67730","67150"
"In post","2021","Commercial","South West (England)","G7","245","240","52090","51280"
"In post","2021","Commercial","South West (England)","HEO","490","465","31900","33000"
"In post","2021","Commercial","South West (England)","SCS level","20","20","103140","98520"
"In post","2021","Commercial","South West (England)","SEO","465","445","40730","40580"
"In post","2021","Commercial","South West (England)","Unknown","145","145","38640","36500"
"In post","2021","Commercial","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","SEO","5","5","[c]","[c]"
"In post","2021","Commercial","Wales","AA","5","5","[c]","[c]"
"In post","2021","Commercial","Wales","AO","35","30","21510","21590"
"In post","2021","Commercial","Wales","EO","70","65","26380","26740"
"In post","2021","Commercial","Wales","G6","5","5","[c]","[c]"
"In post","2021","Commercial","Wales","G7","35","35","52690","52240"
"In post","2021","Commercial","Wales","HEO","90","85","31220","31160"
"In post","2021","Commercial","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","SEO","80","75","41180","40480"
"In post","2021","Commercial","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","AO","10","10","20900","20960"
"In post","2021","Commercial","West Midlands (England)","EO","45","45","26320","26350"
"In post","2021","Commercial","West Midlands (England)","G6","10","10","73070","70290"
"In post","2021","Commercial","West Midlands (England)","G7","25","25","56170","54630"
"In post","2021","Commercial","West Midlands (England)","HEO","45","45","32530","32200"
"In post","2021","Commercial","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","SEO","105","105","42140","40580"
"In post","2021","Commercial","West Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","AO","10","10","20960","20890"
"In post","2021","Commercial","Yorkshire and The Humber","EO","30","30","25040","25000"
"In post","2021","Commercial","Yorkshire and The Humber","G6","25","25","67070","64500"
"In post","2021","Commercial","Yorkshire and The Humber","G7","55","55","52760","50940"
"In post","2021","Commercial","Yorkshire and The Humber","HEO","95","90","29810","29370"
"In post","2021","Commercial","Yorkshire and The Humber","SCS level","5","5","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","SEO","150","145","40110","38000"
"In post","2021","Commercial","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","AO","10","5","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","EO","20","15","25620","26700"
"In post","2021","Communications","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","G7","20","20","52200","52580"
"In post","2021","Communications","East Midlands (England)","HEO","30","25","31550","31970"
"In post","2021","Communications","East Midlands (England)","SEO","30","25","39600","38820"
"In post","2021","Communications","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","AO","10","10","21330","21020"
"In post","2021","Communications","East of England","EO","20","20","27040","26800"
"In post","2021","Communications","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","G7","10","10","54200","52840"
"In post","2021","Communications","East of England","HEO","30","30","32580","33200"
"In post","2021","Communications","East of England","SEO","15","15","41750","41610"
"In post","2021","Communications","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","AO","65","60","24640","24900"
"In post","2021","Communications","London","EO","235","235","28560","27850"
"In post","2021","Communications","London","G6","165","160","69190","69060"
"In post","2021","Communications","London","G7","480","465","55810","54870"
"In post","2021","Communications","London","HEO","520","510","36030","35730"
"In post","2021","Communications","London","SCS level","100","100","88190","82220"
"In post","2021","Communications","London","SEO","525","515","43030","42870"
"In post","2021","Communications","North East (England)","AO","15","15","21520","21590"
"In post","2021","Communications","North East (England)","EO","30","25","26690","26000"
"In post","2021","Communications","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","G7","10","10","[c]","[c]"
"In post","2021","Communications","North East (England)","HEO","30","30","31060","31810"
"In post","2021","Communications","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","SEO","30","30","39170","38630"
"In post","2021","Communications","North West (England)","AO","15","15","20930","21000"
"In post","2021","Communications","North West (England)","EO","35","30","26130","26000"
"In post","2021","Communications","North West (England)","G6","10","10","[c]","[c]"
"In post","2021","Communications","North West (England)","G7","30","30","51200","52580"
"In post","2021","Communications","North West (England)","HEO","50","50","31640","31810"
"In post","2021","Communications","North West (England)","SEO","60","60","38360","38630"
"In post","2021","Communications","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","G7","5","5","[c]","[c]"
"In post","2021","Communications","Northern Ireland","HEO","5","5","[c]","[c]"
"In post","2021","Communications","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","SEO","10","10","38390","37910"
"In post","2021","Communications","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","EO","15","15","27990","28870"
"In post","2021","Communications","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","G7","5","5","[c]","[c]"
"In post","2021","Communications","Scotland","HEO","25","25","34640","35230"
"In post","2021","Communications","Scotland","SEO","15","15","41610","40290"
"In post","2021","Communications","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","AO","35","30","21450","21580"
"In post","2021","Communications","South East (England)","EO","90","85","26980","26670"
"In post","2021","Communications","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","G7","25","20","51740","52000"
"In post","2021","Communications","South East (England)","HEO","80","80","33380","33300"
"In post","2021","Communications","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","SEO","60","60","40310","40580"
"In post","2021","Communications","South West (England)","AA","5","5","[c]","[c]"
"In post","2021","Communications","South West (England)","AO","25","20","21140","21090"
"In post","2021","Communications","South West (England)","EO","55","55","26740","26670"
"In post","2021","Communications","South West (England)","G6","10","10","65440","65260"
"In post","2021","Communications","South West (England)","G7","30","30","51580","49140"
"In post","2021","Communications","South West (England)","HEO","90","80","32380","32790"
"In post","2021","Communications","South West (England)","SEO","90","90","38590","37810"
"In post","2021","Communications","South West (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","AO","35","35","22550","22080"
"In post","2021","Communications","Wales","EO","80","75","27280","26780"
"In post","2021","Communications","Wales","G6","10","10","67760","67000"
"In post","2021","Communications","Wales","G7","35","35","55120","55440"
"In post","2021","Communications","Wales","HEO","105","100","33540","33350"
"In post","2021","Communications","Wales","SCS level","5","5","[c]","[c]"
"In post","2021","Communications","Wales","SEO","80","75","42150","41560"
"In post","2021","Communications","West Midlands (England)","AO","5","5","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","EO","30","30","26250","26670"
"In post","2021","Communications","West Midlands (England)","G6","10","10","65730","64960"
"In post","2021","Communications","West Midlands (England)","G7","25","20","51680","50130"
"In post","2021","Communications","West Midlands (England)","HEO","35","35","33680","33300"
"In post","2021","Communications","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","SEO","40","35","40930","39180"
"In post","2021","Communications","Yorkshire and The Humber","AO","5","5","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","EO","15","15","26140","26000"
"In post","2021","Communications","Yorkshire and The Humber","G6","15","15","63750","62400"
"In post","2021","Communications","Yorkshire and The Humber","G7","25","25","51390","50330"
"In post","2021","Communications","Yorkshire and The Humber","HEO","25","25","32550","33190"
"In post","2021","Communications","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","SEO","35","35","39430","39300"
"In post","2021","Corporate Finance","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","London","EO","10","10","[c]","[c]"
"In post","2021","Corporate Finance","London","G6","10","10","66510","65040"
"In post","2021","Corporate Finance","London","G7","25","25","58170","56240"
"In post","2021","Corporate Finance","London","HEO","10","10","[c]","[c]"
"In post","2021","Corporate Finance","London","SCS level","10","10","[c]","[c]"
"In post","2021","Corporate Finance","London","SEO","15","15","45020","45740"
"In post","2021","Corporate Finance","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","G7","10","10","47900","46450"
"In post","2021","Corporate Finance","South East (England)","HEO","10","5","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","SEO","5","5","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","G7","10","10","50500","46630"
"In post","2021","Corporate Finance","South West (England)","HEO","10","10","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","SEO","5","5","[c]","[c]"
"In post","2021","Corporate Finance","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","HEO","10","10","34540","36060"
"In post","2021","Counter Fraud","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","EO","15","10","26620","25310"
"In post","2021","Counter Fraud","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","HEO","20","15","36280","38510"
"In post","2021","Counter Fraud","East of England","SEO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","EO","65","60","28180","28750"
"In post","2021","Counter Fraud","London","G6","40","35","70420","69110"
"In post","2021","Counter Fraud","London","G7","50","50","58200","58470"
"In post","2021","Counter Fraud","London","HEO","115","115","34760","33140"
"In post","2021","Counter Fraud","London","SCS level","10","10","[c]","[c]"
"In post","2021","Counter Fraud","London","SEO","115","110","42080","41080"
"In post","2021","Counter Fraud","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","EO","25","20","25370","25310"
"In post","2021","Counter Fraud","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","HEO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","EO","20","15","25570","25310"
"In post","2021","Counter Fraud","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","G7","5","5","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","HEO","55","50","35460","35070"
"In post","2021","Counter Fraud","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","SEO","20","20","43450","43480"
"In post","2021","Counter Fraud","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","AO","20","20","21440","21430"
"In post","2021","Counter Fraud","Scotland","EO","35","35","25480","25310"
"In post","2021","Counter Fraud","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","HEO","15","15","32190","31000"
"In post","2021","Counter Fraud","Scotland","SEO","10","10","40660","40730"
"In post","2021","Counter Fraud","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","HEO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","HEO","10","10","36580","37610"
"In post","2021","Counter Fraud","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","EO","15","15","26240","26630"
"In post","2021","Counter Fraud","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","HEO","15","10","33160","33350"
"In post","2021","Counter Fraud","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","G7","5","5","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","HEO","45","45","35190","35070"
"In post","2021","Counter Fraud","West Midlands (England)","SEO","15","15","42900","43180"
"In post","2021","Counter Fraud","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","HEO","30","25","33160","30860"
"In post","2021","Counter Fraud","Yorkshire and The Humber","SEO","20","20","41200","39980"
"In post","2021","Digital, Data and Technology","East Midlands (England)","AO","30","30","21140","20920"
"In post","2021","Digital, Data and Technology","East Midlands (England)","EO","65","65","26860","26670"
"In post","2021","Digital, Data and Technology","East Midlands (England)","G6","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","G7","30","30","56330","57770"
"In post","2021","Digital, Data and Technology","East Midlands (England)","HEO","80","80","33660","31970"
"In post","2021","Digital, Data and Technology","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","SEO","70","70","42260","42180"
"In post","2021","Digital, Data and Technology","East of England","AA","10","10","19970","20070"
"In post","2021","Digital, Data and Technology","East of England","AO","15","15","22450","21050"
"In post","2021","Digital, Data and Technology","East of England","EO","105","100","26680","26460"
"In post","2021","Digital, Data and Technology","East of England","G6","20","20","63340","64670"
"In post","2021","Digital, Data and Technology","East of England","G7","55","50","51130","52580"
"In post","2021","Digital, Data and Technology","East of England","HEO","190","180","33380","32280"
"In post","2021","Digital, Data and Technology","East of England","SCS level","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","SEO","105","95","39690","38630"
"In post","2021","Digital, Data and Technology","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","AO","45","45","24870","24270"
"In post","2021","Digital, Data and Technology","London","EO","290","285","29510","29500"
"In post","2021","Digital, Data and Technology","London","G6","265","260","71930","71300"
"In post","2021","Digital, Data and Technology","London","G7","1015","1000","59830","59160"
"In post","2021","Digital, Data and Technology","London","HEO","655","640","35330","35070"
"In post","2021","Digital, Data and Technology","London","SCS level","115","115","94880","90710"
"In post","2021","Digital, Data and Technology","London","SEO","895","880","43660","42850"
"In post","2021","Digital, Data and Technology","London","Unknown","15","15","37060","33050"
"In post","2021","Digital, Data and Technology","North East (England)","AO","15","10","21130","21020"
"In post","2021","Digital, Data and Technology","North East (England)","EO","80","75","26240","25560"
"In post","2021","Digital, Data and Technology","North East (England)","G6","40","40","62750","64670"
"In post","2021","Digital, Data and Technology","North East (England)","G7","130","130","50870","52580"
"In post","2021","Digital, Data and Technology","North East (England)","HEO","200","190","31830","31810"
"In post","2021","Digital, Data and Technology","North East (England)","SCS level","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","North East (England)","SEO","220","210","38330","38630"
"In post","2021","Digital, Data and Technology","North East (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","AO","20","15","22180","22160"
"In post","2021","Digital, Data and Technology","North West (England)","EO","175","170","26360","25880"
"In post","2021","Digital, Data and Technology","North West (England)","G6","60","60","66050","64280"
"In post","2021","Digital, Data and Technology","North West (England)","G7","190","190","52670","52400"
"In post","2021","Digital, Data and Technology","North West (England)","HEO","295","285","32160","31810"
"In post","2021","Digital, Data and Technology","North West (England)","SCS level","10","10","91300","83260"
"In post","2021","Digital, Data and Technology","North West (England)","SEO","280","280","39340","38630"
"In post","2021","Digital, Data and Technology","North West (England)","Unknown","10","10","39290","42300"
"In post","2021","Digital, Data and Technology","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Northern Ireland","HEO","10","10","32440","31810"
"In post","2021","Digital, Data and Technology","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","EO","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","HEO","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","AO","25","25","23020","22520"
"In post","2021","Digital, Data and Technology","Scotland","EO","125","125","27910","26930"
"In post","2021","Digital, Data and Technology","Scotland","G6","30","30","66610","65870"
"In post","2021","Digital, Data and Technology","Scotland","G7","85","85","52140","51960"
"In post","2021","Digital, Data and Technology","Scotland","HEO","170","165","33640","33930"
"In post","2021","Digital, Data and Technology","Scotland","SCS level","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","SEO","160","160","41220","39630"
"In post","2021","Digital, Data and Technology","South East (England)","AO","35","35","21910","21130"
"In post","2021","Digital, Data and Technology","South East (England)","EO","195","190","27640","26670"
"In post","2021","Digital, Data and Technology","South East (England)","G6","30","30","67830","65210"
"In post","2021","Digital, Data and Technology","South East (England)","G7","145","140","53250","52580"
"In post","2021","Digital, Data and Technology","South East (England)","HEO","225","215","33040","32770"
"In post","2021","Digital, Data and Technology","South East (England)","SCS level","10","10","97490","96140"
"In post","2021","Digital, Data and Technology","South East (England)","SEO","185","180","40280","39040"
"In post","2021","Digital, Data and Technology","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","South West (England)","AA","35","35","20210","19730"
"In post","2021","Digital, Data and Technology","South West (England)","AO","55","50","21750","21590"
"In post","2021","Digital, Data and Technology","South West (England)","EO","425","410","27610","26750"
"In post","2021","Digital, Data and Technology","South West (England)","G6","75","75","65710","64220"
"In post","2021","Digital, Data and Technology","South West (England)","G7","340","330","52810","52460"
"In post","2021","Digital, Data and Technology","South West (England)","HEO","600","575","34280","33860"
"In post","2021","Digital, Data and Technology","South West (England)","SCS level","15","15","97540","93690"
"In post","2021","Digital, Data and Technology","South West (England)","SEO","585","570","42600","42510"
"In post","2021","Digital, Data and Technology","South West (England)","Unknown","15","15","36470","32710"
"In post","2021","Digital, Data and Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
