"Status","Year","Age","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Declared non-disabled","Operational Research","225","225","34290","33330"
"In post","2021","20-29","Declared non-disabled","Other","1505","1480","27760","25750"
"In post","2021","20-29","Declared non-disabled","Planning","20","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Policy","4515","4500","38780","35200"
"In post","2021","20-29","Declared non-disabled","Project Delivery","1435","1430","32660","31790"
"In post","2021","20-29","Declared non-disabled","Property","370","365","28530","27630"
"In post","2021","20-29","Declared non-disabled","Psychology","275","270","27880","27380"
"In post","2021","20-29","Declared non-disabled","Science and Engineering","1995","1980","29080","28650"
"In post","2021","20-29","Declared non-disabled","Security","630","630","26860","25680"
"In post","2021","20-29","Declared non-disabled","Social Research","225","225","37320","35620"
"In post","2021","20-29","Declared non-disabled","Statistics","385","385","35490","33930"
"In post","2021","20-29","Declared non-disabled","Tax","1680","1645","29610","25560"
"In post","2021","20-29","Declared non-disabled","Unknown","10850","10690","28040","27570"
"In post","2021","20-29","Declared non-disabled","Veterinarian","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Commercial","40","40","33310","32950"
"In post","2021","20-29","Undeclared","Communications","35","35","37880","35430"
"In post","2021","20-29","Undeclared","Counter Fraud","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Digital, Data and Technology","60","60","32550","31420"
"In post","2021","20-29","Undeclared","Economics","75","75","36920","33880"
"In post","2021","20-29","Undeclared","Finance","45","45","35050","33740"
"In post","2021","20-29","Undeclared","Human Resources","30","25","[c]","[c]"
"In post","2021","20-29","Undeclared","Intelligence Analysis","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","International Trade","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Legal","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Operational Delivery","810","790","26160","25400"
"In post","2021","20-29","Undeclared","Operational Research","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Other","75","75","25860","25510"
"In post","2021","20-29","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Policy","460","460","38370","34710"
"In post","2021","20-29","Undeclared","Project Delivery","90","90","33460","31950"
"In post","2021","20-29","Undeclared","Property","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Psychology","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Science and Engineering","120","120","28400","28650"
"In post","2021","20-29","Undeclared","Security","30","30","[c]","[c]"
"In post","2021","20-29","Undeclared","Social Research","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Statistics","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Tax","75","75","31090","29570"
"In post","2021","20-29","Undeclared","Unknown","655","645","28440","27570"
"In post","2021","20-29","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Commercial","235","235","31680","28970"
"In post","2021","20-29","Unknown","Communications","300","300","33660","32120"
"In post","2021","20-29","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Counter Fraud","25","25","[c]","[c]"
"In post","2021","20-29","Unknown","Digital, Data and Technology","760","760","32690","31810"
"In post","2021","20-29","Unknown","Economics","335","335","35240","32970"
"In post","2021","20-29","Unknown","Finance","340","330","31320","29380"
"In post","2021","20-29","Unknown","Human Resources","270","270","29660","27680"
"In post","2021","20-29","Unknown","Intelligence Analysis","120","120","39960","36160"
"In post","2021","20-29","Unknown","Internal Audit","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","International Trade","225","225","38160","35860"
"In post","2021","20-29","Unknown","Knowledge and Information Management","30","30","27780","26670"
"In post","2021","20-29","Unknown","Legal","430","430","31410","28600"
"In post","2021","20-29","Unknown","Medicine","55","50","30470","30620"
"In post","2021","20-29","Unknown","Operational Delivery","8840","8675","24840","22920"
"In post","2021","20-29","Unknown","Operational Research","70","70","34460","33960"
"In post","2021","20-29","Unknown","Other","915","905","28880","28650"
"In post","2021","20-29","Unknown","Planning","10","5","[c]","[c]"
"In post","2021","20-29","Unknown","Policy","2010","2000","37790","34020"
"In post","2021","20-29","Unknown","Project Delivery","385","380","33560","32040"
"In post","2021","20-29","Unknown","Property","200","195","28590","26560"
"In post","2021","20-29","Unknown","Psychology","50","50","26140","25830"
"In post","2021","20-29","Unknown","Science and Engineering","410","410","28590","28650"
"In post","2021","20-29","Unknown","Security","370","370","26380","25680"
"In post","2021","20-29","Unknown","Social Research","140","140","32510","29820"
"In post","2021","20-29","Unknown","Statistics","195","195","33700","32540"
"In post","2021","20-29","Unknown","Tax","1845","1805","24300","20140"
"In post","2021","20-29","Unknown","Unknown","4630","4590","29760","28000"
"In post","2021","20-29","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Commercial","120","115","36300","34800"
"In post","2021","30-39","Declared disabled","Communications","55","55","39460","37400"
"In post","2021","30-39","Declared disabled","Corporate Finance","5","5","[c]","[c]"
"In post","2021","30-39","Declared disabled","Counter Fraud","10","10","[c]","[c]"
"In post","2021","30-39","Declared disabled","Digital, Data and Technology","215","210","37760","34410"
"In post","2021","30-39","Declared disabled","Economics","25","25","[c]","[c]"
"In post","2021","30-39","Declared disabled","Finance","115","110","37820","36420"
"In post","2021","30-39","Declared disabled","Human Resources","165","155","38720","33300"
"In post","2021","30-39","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Intelligence Analysis","60","55","35250","32090"
"In post","2021","30-39","Declared disabled","Internal Audit","10","10","[c]","[c]"
"In post","2021","30-39","Declared disabled","International Trade","30","30","[c]","[c]"
"In post","2021","30-39","Declared disabled","Knowledge and Information Management","30","30","36770","33900"
"In post","2021","30-39","Declared disabled","Legal","170","160","45830","49650"
"In post","2021","30-39","Declared disabled","Medicine","20","20","[c]","[c]"
"In post","2021","30-39","Declared disabled","Operational Delivery","2775","2610","27320","25310"
"In post","2021","30-39","Declared disabled","Operational Research","35","35","42260","39000"
"In post","2021","30-39","Declared disabled","Other","260","245","29490","26670"
"In post","2021","30-39","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Policy","655","635","46870","48370"
"In post","2021","30-39","Declared disabled","Project Delivery","285","275","39560","37640"
"In post","2021","30-39","Declared disabled","Property","75","70","34670","33000"
"In post","2021","30-39","Declared disabled","Psychology","50","50","31570","30450"
"In post","2021","30-39","Declared disabled","Science and Engineering","200","200","35930","35950"
"In post","2021","30-39","Declared disabled","Security","95","95","33170","32690"
"In post","2021","30-39","Declared disabled","Social Research","35","35","38160","37020"
"In post","2021","30-39","Declared disabled","Statistics","45","45","43050","39230"
"In post","2021","30-39","Declared disabled","Tax","250","240","35700","31810"
"In post","2021","30-39","Declared disabled","Unknown","2340","2165","29980","27570"
"In post","2021","30-39","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Commercial","835","800","38530","37240"
"In post","2021","30-39","Declared non-disabled","Communications","770","740","42990","40050"
"In post","2021","30-39","Declared non-disabled","Corporate Finance","40","40","48500","47480"
"In post","2021","30-39","Declared non-disabled","Counter Fraud","125","120","36070","34050"
"In post","2021","30-39","Declared non-disabled","Digital, Data and Technology","2040","2000","41090","38580"
"In post","2021","30-39","Declared non-disabled","Economics","365","350","57920","57970"
"In post","2021","30-39","Declared non-disabled","Finance","1355","1295","42040","38630"
"In post","2021","30-39","Declared non-disabled","Human Resources","1185","1120","37600","33870"
"In post","2021","30-39","Declared non-disabled","Inspector of Education and Training","70","70","62310","57930"
"In post","2021","30-39","Declared non-disabled","Intelligence Analysis","665","640","33760","30980"
"In post","2021","30-39","Declared non-disabled","Internal Audit","105","105","41960","39980"
"In post","2021","30-39","Declared non-disabled","International Trade","215","215","50890","51970"
"In post","2021","30-39","Declared non-disabled","Knowledge and Information Management","355","335","36580","34490"
"In post","2021","30-39","Declared non-disabled","Legal","2025","1940","47440","51120"
"In post","2021","30-39","Declared non-disabled","Medicine","360","325","43250","37650"
"In post","2021","30-39","Declared non-disabled","Operational Delivery","25265","23550","28310","25760"
"In post","2021","30-39","Declared non-disabled","Operational Research","240","235","46460","46080"
"In post","2021","30-39","Declared non-disabled","Other","2330","2225","33300","28720"
"In post","2021","30-39","Declared non-disabled","Planning","45","45","42420","40000"
"In post","2021","30-39","Declared non-disabled","Planning Inspectors","30","30","51740","47660"
"In post","2021","30-39","Declared non-disabled","Policy","5585","5425","49250","52160"
"In post","2021","30-39","Declared non-disabled","Project Delivery","2665","2595","41050","38630"
"In post","2021","30-39","Declared non-disabled","Property","690","675","36680","33300"
"In post","2021","30-39","Declared non-disabled","Psychology","425","405","35770","31180"
"In post","2021","30-39","Declared non-disabled","Science and Engineering","2100","2025","38400","37700"
"In post","2021","30-39","Declared non-disabled","Security","940","925","32120","30260"
"In post","2021","30-39","Declared non-disabled","Social Research","220","205","45860","47000"
"In post","2021","30-39","Declared non-disabled","Statistics","405","390","45580","43360"
"In post","2021","30-39","Declared non-disabled","Tax","2455","2375","34910","31810"
"In post","2021","30-39","Declared non-disabled","Unknown","15250","14160","31180","27570"
"In post","2021","30-39","Declared non-disabled","Veterinarian","75","75","39780","37480"
"In post","2021","30-39","Undeclared","Commercial","70","70","38170","38280"
"In post","2021","30-39","Undeclared","Communications","60","55","44350","41010"
"In post","2021","30-39","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Counter Fraud","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data and Technology","165","165","42690","40230"
"In post","2021","30-39","Undeclared","Economics","30","25","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","100","100","43190","40730"
"In post","2021","30-39","Undeclared","Human Resources","75","70","40480","38750"
"In post","2021","30-39","Undeclared","Intelligence Analysis","65","65","33160","30580"
"In post","2021","30-39","Undeclared","Internal Audit","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","International Trade","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Knowledge and Information Management","30","30","38540","36330"
"In post","2021","30-39","Undeclared","Legal","105","105","42950","38300"
"In post","2021","30-39","Undeclared","Medicine","25","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Operational Delivery","2025","1900","28970","26810"
"In post","2021","30-39","Undeclared","Operational Research","35","35","44260","46080"
"In post","2021","30-39","Undeclared","Other","150","145","31690","29010"
"In post","2021","30-39","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Policy","455","445","49080","52290"
"In post","2021","30-39","Undeclared","Project Delivery","185","180","41900","38650"
"In post","2021","30-39","Undeclared","Property","55","50","36830","34070"
"In post","2021","30-39","Undeclared","Psychology","55","50","34680","31180"
"In post","2021","30-39","Undeclared","Science and Engineering","220","215","40070","38920"
"In post","2021","30-39","Undeclared","Security","95","95","36950","38150"
"In post","2021","30-39","Undeclared","Social Research","15","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Statistics","25","25","[c]","[c]"
"In post","2021","30-39","Undeclared","Tax","170","165","35940","31810"
"In post","2021","30-39","Undeclared","Unknown","1190","1110","29830","27570"
"In post","2021","30-39","Undeclared","Veterinarian","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Commercial","250","240","39110","37370"
"In post","2021","30-39","Unknown","Communications","280","270","43690","41950"
"In post","2021","30-39","Unknown","Corporate Finance","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Counter Fraud","40","40","39380","36370"
"In post","2021","30-39","Unknown","Digital, Data and Technology","885","870","41330","38500"
"In post","2021","30-39","Unknown","Economics","135","130","52890","54650"
"In post","2021","30-39","Unknown","Finance","345","335","39610","36620"
"In post","2021","30-39","Unknown","Human Resources","320","305","35390","31280"
"In post","2021","30-39","Unknown","Inspector of Education and Training","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Intelligence Analysis","115","115","46350","47360"
"In post","2021","30-39","Unknown","Internal Audit","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","International Trade","180","180","47680","51730"
"In post","2021","30-39","Unknown","Knowledge and Information Management","65","60","35900","33350"
"In post","2021","30-39","Unknown","Legal","690","665","43050","40800"
"In post","2021","30-39","Unknown","Medicine","165","150","42120","37890"
"In post","2021","30-39","Unknown","Operational Delivery","7530","7135","27560","25560"
"In post","2021","30-39","Unknown","Operational Research","40","40","44560","46080"
"In post","2021","30-39","Unknown","Other","1060","1030","35640","32700"
"In post","2021","30-39","Unknown","Planning","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Planning Inspectors","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Policy","1515","1475","48950","52290"
"In post","2021","30-39","Unknown","Project Delivery","575","555","41590","38630"
"In post","2021","30-39","Unknown","Property","200","190","33700","31100"
"In post","2021","30-39","Unknown","Psychology","60","55","34000","33650"
"In post","2021","30-39","Unknown","Science and Engineering","445","425","37950","37320"
"In post","2021","30-39","Unknown","Security","405","405","32760","32040"
"In post","2021","30-39","Unknown","Social Research","90","85","39530","37020"
"In post","2021","30-39","Unknown","Statistics","130","125","41000","37480"
"In post","2021","30-39","Unknown","Tax","1505","1455","28500","25560"
"In post","2021","30-39","Unknown","Unknown","3505","3370","37980","31810"
"In post","2021","30-39","Unknown","Veterinarian","20","15","[c]","[c]"
"In post","2021","40-49","Declared disabled","Commercial","140","135","41530","39860"
"In post","2021","40-49","Declared disabled","Communications","80","75","38710","36880"
"In post","2021","40-49","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Counter Fraud","20","20","[c]","[c]"
"In post","2021","40-49","Declared disabled","Digital, Data and Technology","270","265","40700","37010"
"In post","2021","40-49","Declared disabled","Economics","10","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","Finance","220","210","39710","35500"
"In post","2021","40-49","Declared disabled","Human Resources","260","250","43090","38590"
"In post","2021","40-49","Declared disabled","Inspector of Education and Training","15","15","[c]","[c]"
"In post","2021","40-49","Declared disabled","Intelligence Analysis","70","70","34410","29880"
"In post","2021","40-49","Declared disabled","Internal Audit","20","20","[c]","[c]"
"In post","2021","40-49","Declared disabled","International Trade","20","20","[c]","[c]"
"In post","2021","40-49","Declared disabled","Knowledge and Information Management","70","65","35790","33300"
"In post","2021","40-49","Declared disabled","Legal","285","260","48280","49930"
"In post","2021","40-49","Declared disabled","Medicine","25","25","[c]","[c]"
"In post","2021","40-49","Declared disabled","Operational Delivery","3985","3675","28850","26000"
"In post","2021","40-49","Declared disabled","Operational Research","30","30","46000","46080"
"In post","2021","40-49","Declared disabled","Other","365","345","30360","26590"
"In post","2021","40-49","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Policy","530","515","49330","47000"
"In post","2021","40-49","Declared disabled","Project Delivery","365","360","42390","38700"
"In post","2021","40-49","Declared disabled","Property","140","135","35200","33300"
"In post","2021","40-49","Declared disabled","Psychology","25","25","[c]","[c]"
"In post","2021","40-49","Declared disabled","Science and Engineering","220","210","40420","39420"
"In post","2021","40-49","Declared disabled","Security","125","125","36330","39070"
"In post","2021","40-49","Declared disabled","Social Research","30","30","47300","44200"
"In post","2021","40-49","Declared disabled","Statistics","40","40","47910","42470"
"In post","2021","40-49","Declared disabled","Tax","300","285","34650","31810"
"In post","2021","40-49","Declared disabled","Unknown","4130","3705","29200","27570"
"In post","2021","40-49","Declared disabled","Veterinarian","5","5","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Commercial","890","855","43660","40470"
"In post","2021","40-49","Declared non-disabled","Communications","685","645","45840","41770"
"In post","2021","40-49","Declared non-disabled","Corporate Finance","40","35","49820","46080"
"In post","2021","40-49","Declared non-disabled","Counter Fraud","155","150","37430","36060"
"In post","2021","40-49","Declared non-disabled","Digital, Data and Technology","2425","2375","45510","42410"
"In post","2021","40-49","Declared non-disabled","Economics","180","170","65780","62890"
"In post","2021","40-49","Declared non-disabled","Finance","1760","1690","44660","40580"
"In post","2021","40-49","Declared non-disabled","Human Resources","1435","1355","42470","38630"
"In post","2021","40-49","Declared non-disabled","Inspector of Education and Training","240","235","66140","70500"
"In post","2021","40-49","Declared non-disabled","Intelligence Analysis","615","580","34730","30820"
"In post","2021","40-49","Declared non-disabled","Internal Audit","140","135","47520","44020"
"In post","2021","40-49","Declared non-disabled","International Trade","155","155","52730","51970"
"In post","2021","40-49","Declared non-disabled","Knowledge and Information Management","390","370","39850","37410"
"In post","2021","40-49","Declared non-disabled","Legal","2385","2190","52110","52580"
"In post","2021","40-49","Declared non-disabled","Medicine","460","415","55760","45500"
"In post","2021","40-49","Declared non-disabled","Operational Delivery","26515","24575","30620","27260"
"In post","2021","40-49","Declared non-disabled","Operational Research","155","145","50470","46920"
"In post","2021","40-49","Declared non-disabled","Other","3000","2885","34810","28460"
"In post","2021","40-49","Declared non-disabled","Planning","50","45","49940","53130"
"In post","2021","40-49","Declared non-disabled","Planning Inspectors","70","65","54800","58810"
"In post","2021","40-49","Declared non-disabled","Policy","4750","4525","53580","53600"
"In post","2021","40-49","Declared non-disabled","Project Delivery","3055","2965","45280","40580"
"In post","2021","40-49","Declared non-disabled","Property","1095","1050","38520","33440"
"In post","2021","40-49","Declared non-disabled","Psychology","210","195","45490","47320"
"In post","2021","40-49","Declared non-disabled","Science and Engineering","2045","1940","43640","41720"
"In post","2021","40-49","Declared non-disabled","Security","1040","1030","32860","31180"
"In post","2021","40-49","Declared non-disabled","Social Research","165","150","50690","49100"
"In post","2021","40-49","Declared non-disabled","Statistics","300","285","50910","51640"
"In post","2021","40-49","Declared non-disabled","Tax","1945","1860","36780","31810"
"In post","2021","40-49","Declared non-disabled","Unknown","20375","18550","31850","27570"
"In post","2021","40-49","Declared non-disabled","Veterinarian","135","125","44220","38390"
"In post","2021","40-49","Undeclared","Commercial","80","75","44380","42090"
"In post","2021","40-49","Undeclared","Communications","50","50","44690","41730"
"In post","2021","40-49","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Counter Fraud","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Digital, Data and Technology","205","200","42980","39590"
"In post","2021","40-49","Undeclared","Economics","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Finance","140","130","42240","37990"
"In post","2021","40-49","Undeclared","Human Resources","105","100","38580","37170"
"In post","2021","40-49","Undeclared","Intelligence Analysis","75","75","34540","31920"
"In post","2021","40-49","Undeclared","Internal Audit","20","20","[c]","[c]"
"In post","2021","40-49","Undeclared","International Trade","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","Knowledge and Information Management","45","45","38950","37560"
"In post","2021","40-49","Undeclared","Legal","165","155","47130","41760"
