"Status","Year","Disability","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Black","Property","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","Female","610","555","29980","29730"
"In post","2021","Declared disabled","Black","Unknown","Male","200","195","30780","29290"
"In post","2021","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","No function","Female","15","10","[c]","[c]"
"In post","2021","Declared disabled","Chinese","No function","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Chinese","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Analysis","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Analysis","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Commercial","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Commercial","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Communications","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Communications","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Counter Fraud","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Digital, Data & Technology","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Digital, Data & Technology","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Finance","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Finance","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Human Resources","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Human Resources","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Legal","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Legal","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","No function","Female","280","260","31820","29260"
"In post","2021","Declared disabled","Mixed","No function","Male","175","170","32650","30650"
"In post","2021","Declared disabled","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Project Delivery","Female","35","30","36820","35000"
"In post","2021","Declared disabled","Mixed","Project Delivery","Male","25","20","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Property","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Security","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Security","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Unknown","Female","305","270","28880","27570"
"In post","2021","Declared disabled","Mixed","Unknown","Male","175","170","30590","27570"
"In post","2021","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","No function","Female","75","70","34710","31940"
"In post","2021","Declared disabled","Other ethnicity","No function","Male","70","70","35110","33360"
"In post","2021","Declared disabled","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Female","75","70","30130","27570"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Male","55","55","30150","27570"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Commercial","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Commercial","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Communications","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Counter Fraud","Female","15","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Counter Fraud","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Debt","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Digital, Data & Technology","Female","15","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Digital, Data & Technology","Male","35","35","44420","41270"
"In post","2021","Declared disabled","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Male","20","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Grants Management","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Legal","Female","15","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Legal","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Female","270","250","30030","27960"
"In post","2021","Declared disabled","Undeclared","No function","Male","335","315","33450","31650"
"In post","2021","Declared disabled","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Female","45","45","38420","38630"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Male","95","90","41790","40580"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Property","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Property","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Security","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Security","Male","30","30","36040","39070"
"In post","2021","Declared disabled","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Female","490","420","27630","27570"
"In post","2021","Declared disabled","Undeclared","Unknown","Male","475","440","28820","27570"
"In post","2021","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Debt","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Debt","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Female","10","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Human Resources","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Legal","Female","40","35","36720","29620"
"In post","2021","Declared disabled","Unknown","Legal","Male","10","10","[c]","[c]"
