"Status","Year","Disability","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","London","Female","65","65","47560","39360"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","London","Male","45","45","47120","42020"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","London","Female","135","125","49500","45850"
"In post","2021","Declared disabled","Department for Education","London","Male","80","80","50040","47010"
"In post","2021","Declared disabled","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Outside London","Female","300","280","37670","36500"
"In post","2021","Declared disabled","Department for Education","Outside London","Male","200","200","38650","36500"
"In post","2021","Declared disabled","Department for Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","Female","145","140","41740","38750"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","Male","115","115","41510","38750"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","Female","540","495","31160","29180"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","Male","350","340","33520","29690"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","London","Female","90","90","44700","40250"
"In post","2021","Declared disabled","Department for International Trade","London","Male","80","80","44700","38160"
"In post","2021","Declared disabled","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Overseas","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","London","Female","105","105","42140","35430"
"In post","2021","Declared disabled","Department for Transport","London","Male","115","115","44760","37660"
"In post","2021","Declared disabled","Department for Transport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Outside London","Female","655","530","24920","21590"
"In post","2021","Declared disabled","Department for Transport","Outside London","Male","515","480","28910","26780"
"In post","2021","Declared disabled","Department for Transport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","London","Female","1070","965","32810","31060"
"In post","2021","Declared disabled","Department for Work and Pensions","London","Male","490","475","34640","31060"
"In post","2021","Declared disabled","Department for Work and Pensions","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Outside London","Female","9270","7810","26480","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Outside London","Male","4575","4275","26790","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Unknown","Female","95","90","29850","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Unknown","Male","45","45","30930","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","London","Female","160","150","41120","36330"
"In post","2021","Declared disabled","Department of Health and Social Care","London","Male","85","80","51640","41940"
"In post","2021","Declared disabled","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Outside London","Female","185","165","37170","32710"
"In post","2021","Declared disabled","Department of Health and Social Care","Outside London","Male","95","95","39350","35970"
"In post","2021","Declared disabled","Department of Health and Social Care","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Outside London","Male","10","5","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Outside London","Male","30","30","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","Female","235","225","44920","38600"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","Male","185","185","47010","39580"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","Female","120","115","35120","33930"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","Male","95","90","34940","33930"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","Female","60","60","50260","53000"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","Male","100","100","48650","44590"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","London","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","London","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Outside London","Female","285","240","29530","27130"
"In post","2021","Declared disabled","HM Land Registry","Outside London","Male","185","170","31090","27130"
"In post","2021","Declared disabled","HM Land Registry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","London","Female","395","365","40650","36160"
"In post","2021","Declared disabled","HM Revenue and Customs","London","Male","350","335","44370","39800"
"In post","2021","Declared disabled","HM Revenue and Customs","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Outside London","Female","2870","2465","28790","25560"
"In post","2021","Declared disabled","HM Revenue and Customs","Outside London","Male","2120","1970","30040","25900"
"In post","2021","Declared disabled","HM Revenue and Customs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","London","Female","110","105","43960","38890"
"In post","2021","Declared disabled","HM Treasury","London","Male","95","95","49730","52500"
"In post","2021","Declared disabled","HM Treasury","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Outside London","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","London","Female","670","605","37230","31520"
"In post","2021","Declared disabled","Home Office","London","Male","530","505","38830","35050"
"In post","2021","Declared disabled","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Outside London","Female","990","880","26790","25040"
"In post","2021","Declared disabled","Home Office","Outside London","Male","855","805","27260","25220"
"In post","2021","Declared disabled","Home Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Overseas","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","London","Female","175","175","39270","37000"
"In post","2021","Declared disabled","Ministry of Defence","London","Male","215","215","41360","37640"
"In post","2021","Declared disabled","Ministry of Defence","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Outside London","Female","2215","2085","31540","28650"
"In post","2021","Declared disabled","Ministry of Defence","Outside London","Male","2620","2550","33650","32820"
"In post","2021","Declared disabled","Ministry of Defence","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Overseas","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Overseas","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","London","Female","100","100","44650","40820"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","London","Male","100","100","46340","40910"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Outside London","Female","75","70","36210","30190"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Outside London","Male","60","55","34400","30870"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice","London","Female","975","925","33960","30540"
"In post","2021","Declared disabled","Ministry of Justice","London","Male","555","540","36340","34190"
"In post","2021","Declared disabled","Ministry of Justice","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice","Outside London","Female","4520","4120","27320","23840"
"In post","2021","Declared disabled","Ministry of Justice","Outside London","Male","2910","2760","29640","28200"
"In post","2021","Declared disabled","Ministry of Justice","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","London","Female","30","30","41060","39840"
"In post","2021","Declared disabled","National Crime Agency","London","Male","30","30","39750","36200"
"In post","2021","Declared disabled","National Crime Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Outside London","Female","65","60","35050","35090"
"In post","2021","Declared disabled","National Crime Agency","Outside London","Male","65","65","37340","36630"
"In post","2021","Declared disabled","National Crime Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","London","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","London","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","Outside London","Female","70","65","41610","39850"
"In post","2021","Declared disabled","Office for Standards in Education","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","London","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","London","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","London","Female","10","5","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","London","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","London","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","London","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Outside London","Female","30","30","38890","35590"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government","Outside London","Female","905","845","35720","32140"
"In post","2021","Declared disabled","Scottish Government","Outside London","Male","830","795","36250","33650"
"In post","2021","Declared disabled","Scottish Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","The National Archives","London","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","The National Archives","London","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","The National Archives","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Export Finance","London","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","UK Export Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Supreme Court","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","London","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","London","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Outside London","Female","310","265","30690","29540"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Outside London","Male","185","165","31960","29540"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","Outside London","Female","185","170","38370","37410"
"In post","2021","Declared disabled","Welsh Government","Outside London","Male","140","130","39050","37410"
"In post","2021","Declared disabled","Welsh Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Attorney General's Departments","London","Female","2045","1875","49820","51250"
"In post","2021","Declared non-disabled","Attorney General's Departments","London","Male","1240","1215","51140","51250"
"In post","2021","Declared non-disabled","Attorney General's Departments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Attorney General's Departments","Outside London","Female","2300","2045","39770","33310"
"In post","2021","Declared non-disabled","Attorney General's Departments","Outside London","Male","1170","1135","45780","49580"
"In post","2021","Declared non-disabled","Attorney General's Departments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Attorney General's Departments","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Attorney General's Departments","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Attorney General's Departments","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Cabinet Office","London","Female","1780","1735","49920","54700"
"In post","2021","Declared non-disabled","Cabinet Office","London","Male","1650","1640","55180","54700"
"In post","2021","Declared non-disabled","Cabinet Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Cabinet Office","Outside London","Female","535","500","35790","32960"
"In post","2021","Declared non-disabled","Cabinet Office","Outside London","Male","405","395","39270","33300"
"In post","2021","Declared non-disabled","Cabinet Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Cabinet Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Cabinet Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Cabinet Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Cabinet Office","Unknown","Female","70","65","41150","37300"
"In post","2021","Declared non-disabled","Cabinet Office","Unknown","Male","55","55","43610","34590"
