"Status","Year","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Food Standards Agency","Female","530","510","39290","37910"
"In post","2021","Food Standards Agency","Male","780","765","35880","30810"
"In post","2021","Foreign, Commonwealth and Development Office","Female","4220","4080","46170","40420"
"In post","2021","Foreign, Commonwealth and Development Office","Male","4415","4365","48600","44880"
"In post","2021","HM Land Registry","Female","3810","3360","30140","27130"
"In post","2021","HM Land Registry","Male","2540","2405","32510","27130"
"In post","2021","HM Revenue and Customs","Female","35050","30905","30180","25560"
"In post","2021","HM Revenue and Customs","Male","31430","30185","32580","29570"
"In post","2021","HM Treasury","Female","1300","1245","46020","42100"
"In post","2021","HM Treasury","Male","1375","1360","50120","52500"
"In post","2021","Home Office","Female","18315","16535","31370","27370"
"In post","2021","Home Office","Male","17060","16340","32630","28060"
"In post","2021","Ministry of Defence","Female","22810","21510","32230","28650"
"In post","2021","Ministry of Defence","Male","34870","34285","35290","33300"
"In post","2021","Ministry of Housing, Communities and Local Government","Female","1690","1600","44110","39690"
"In post","2021","Ministry of Housing, Communities and Local Government","Male","1710","1665","46440","44180"
"In post","2021","Ministry of Justice","Female","43425","39825","28690","25350"
"In post","2021","Ministry of Justice","Male","35470","34135","30890","29120"
"In post","2021","National Crime Agency","Female","2450","2340","37450","36410"
"In post","2021","National Crime Agency","Male","3035","3010","42180","40170"
"In post","2021","Northern Ireland Office","Female","90","90","42530","36800"
"In post","2021","Northern Ireland Office","Male","70","70","45720","38870"
"In post","2021","Office for Standards in Education","Female","1185","1130","48570","51360"
"In post","2021","Office for Standards in Education","Male","595","585","50840","42850"
"In post","2021","Office of Gas and Electricity Markets","Female","540","525","43060","37300"
"In post","2021","Office of Gas and Electricity Markets","Male","640","635","46290","39550"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","155","145","43160","39250"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","105","105","48970","46660"
"In post","2021","Office of Rail and Road","Female","135","130","49310","49580"
"In post","2021","Office of Rail and Road","Male","190","185","57610","58450"
"In post","2021","Other Cabinet Office Agencies","Female","495","475","38200","34800"
"In post","2021","Other Cabinet Office Agencies","Male","500","495","42130","35760"
"In post","2021","Scotland Office","Female","70","70","48330","48930"
"In post","2021","Scotland Office","Male","45","45","47440","46600"
"In post","2021","Scottish Government","Female","11565","10750","36180","30650"
"In post","2021","Scottish Government","Male","10665","10290","37010","33650"
"In post","2021","The National Archives","Female","290","270","35110","32290"
"In post","2021","The National Archives","Male","255","245","36130","34260"
"In post","2021","UK Export Finance","Female","155","150","49040","43000"
"In post","2021","UK Export Finance","Male","245","245","56280","50530"
"In post","2021","UK Supreme Court","Female","30","30","39960","35150"
"In post","2021","UK Supreme Court","Male","25","25","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Female","3115","2730","31370","29540"
"In post","2021","United Kingdom Statistics Authority","Male","2385","2175","33990","30130"
"In post","2021","United Kingdom Statistics Authority","Unknown","50","50","35520","32540"
"In post","2021","Wales Office","Female","15","15","[c]","[c]"
"In post","2021","Wales Office","Male","25","25","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Female","130","125","55630","48850"
"In post","2021","Water Services Regulation Authority","Male","120","115","56660","51630"
"In post","2021","Welsh Government","Female","3415","3160","39810","37410"
"In post","2021","Welsh Government","Male","2360","2300","42840","37410"
"Leaver CS","2021","Attorney General's Departments","Female","240","[c]","45480","50520"
"Leaver CS","2021","Attorney General's Departments","Male","165","[c]","49880","55000"
"Leaver CS","2021","Cabinet Office","Female","180","[c]","42800","33110"
"Leaver CS","2021","Cabinet Office","Male","195","[c]","52180","41590"
"Leaver CS","2021","Chancellor's other departments","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","40","[c]","52290","52270"
"Leaver CS","2021","Competition and Markets Authority","Male","40","[c]","54100","45740"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","205","[c]","36760","29040"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","295","[c]","42850","38220"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Female","45","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Female","195","[c]","42930","36980"
"Leaver CS","2021","Department for Education","Male","155","[c]","43970","40300"
"Leaver CS","2021","Department for Education","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","300","[c]","31600","26230"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","250","[c]","35690","29290"
"Leaver CS","2021","Department for International Trade","Female","75","[c]","35950","31180"
"Leaver CS","2021","Department for International Trade","Male","70","[c]","40520","32250"
"Leaver CS","2021","Department for Transport","Female","305","[c]","25790","21590"
"Leaver CS","2021","Department for Transport","Male","420","[c]","33140","26780"
"Leaver CS","2021","Department for Work and Pensions","Female","2825","[c]","26360","26890"
"Leaver CS","2021","Department for Work and Pensions","Male","1695","[c]","27850","26890"
"Leaver CS","2021","Department of Health and Social Care","Female","620","[c]","37720","32650"
"Leaver CS","2021","Department of Health and Social Care","Male","310","[c]","46950","37690"
"Leaver CS","2021","Department of Health and Social Care","Unknown","95","[c]","46080","40230"
"Leaver CS","2021","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","105","[c]","42310","38600"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","170","[c]","45460","42050"
"Leaver CS","2021","HM Land Registry","Female","155","[c]","31110","27130"
"Leaver CS","2021","HM Land Registry","Male","110","[c]","32440","27130"
"Leaver CS","2021","HM Revenue and Customs","Female","3445","[c]","27750","25000"
"Leaver CS","2021","HM Revenue and Customs","Male","2250","[c]","31520","26000"
"Leaver CS","2021","HM Treasury","Female","55","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Male","70","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Female","675","[c]","28790","25120"
"Leaver CS","2021","Home Office","Male","660","[c]","31920","27250"
"Leaver CS","2021","Ministry of Defence","Female","1130","[c]","29920","26670"
"Leaver CS","2021","Ministry of Defence","Male","2090","[c]","33390","30800"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Female","70","[c]","40760","32990"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Male","80","[c]","42850","41150"
"Leaver CS","2021","Ministry of Justice","Female","2970","[c]","25160","20430"
"Leaver CS","2021","Ministry of Justice","Male","2895","[c]","27560","21180"
"Leaver CS","2021","National Crime Agency","Female","60","[c]","42300","39000"
"Leaver CS","2021","National Crime Agency","Male","120","[c]","44540","41060"
"Leaver CS","2021","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Female","85","[c]","50040","51360"
"Leaver CS","2021","Office for Standards in Education","Male","45","[c]","56220","69150"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","40","[c]","42530","36200"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","45","[c]","44700","38250"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Female","435","[c]","34060","28170"
"Leaver CS","2021","Scottish Government","Male","510","[c]","36240","33650"
"Leaver CS","2021","The National Archives","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Female","135","[c]","28830","23050"
"Leaver CS","2021","United Kingdom Statistics Authority","Male","160","[c]","28480","22130"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Female","75","[c]","40540","36500"
"Leaver CS","2021","Welsh Government","Male","70","[c]","45920","37410"
"Leaver Dept.","2021","Attorney General's Departments","Female","120","[c]","42150","38070"
"Leaver Dept.","2021","Attorney General's Departments","Male","70","[c]","45770","50000"
"Leaver Dept.","2021","Cabinet Office","Female","775","[c]","39070","32320"
"Leaver Dept.","2021","Cabinet Office","Male","610","[c]","40800","32910"
"Leaver Dept.","2021","Chancellor's other departments","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Female","310","[c]","42580","39080"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Male","315","[c]","44300","40050"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Female","115","[c]","47670","49600"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Male","90","[c]","45880","49600"
"Leaver Dept.","2021","Department for Education","Female","160","[c]","44290","40780"
"Leaver Dept.","2021","Department for Education","Male","105","[c]","40380","36780"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Female","305","[c]","38580","35230"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Male","235","[c]","37760","34270"
"Leaver Dept.","2021","Department for International Trade","Female","130","[c]","43030","38480"
"Leaver Dept.","2021","Department for International Trade","Male","140","[c]","43620","38540"
"Leaver Dept.","2021","Department for Transport","Female","200","[c]","35790","34140"
"Leaver Dept.","2021","Department for Transport","Male","205","[c]","38310","34700"
"Leaver Dept.","2021","Department for Work and Pensions","Female","825","[c]","29990","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Male","565","[c]","31010","27570"
"Leaver Dept.","2021","Department of Health and Social Care","Female","120","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Male","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Female","175","[c]","49710","49590"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Male","170","[c]","50880","51460"
"Leaver Dept.","2021","HM Revenue and Customs","Female","910","[c]","34210","27720"
"Leaver Dept.","2021","HM Revenue and Customs","Male","790","[c]","34190","26500"
"Leaver Dept.","2021","HM Treasury","Female","75","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Male","80","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Female","640","[c]","36500","30820"
"Leaver Dept.","2021","Home Office","Male","430","[c]","34640","28670"
"Leaver Dept.","2021","Ministry of Defence","Female","415","[c]","36240","32860"
"Leaver Dept.","2021","Ministry of Defence","Male","445","[c]","38280","34640"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Female","200","[c]","42130","38820"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Male","170","[c]","39130","33210"
"Leaver Dept.","2021","Ministry of Justice","Female","800","[c]","31770","26410"
"Leaver Dept.","2021","Ministry of Justice","Male","515","[c]","34030","29130"
"Leaver Dept.","2021","National Crime Agency","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Female","35","[c]","43200","35010"
"Leaver Dept.","2021","Office for Standards in Education","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Female","30","[c]","43630","36390"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Female","45","[c]","34870","30160"
"Leaver Dept.","2021","Scottish Government","Male","30","[c]","33980","30000"
"Leaver Dept.","2021","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Female","70","[c]","37430","32040"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Male","90","[c]","36770","36030"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Female","650","[c]","34410","27010"
"New entrant CS","2021","Attorney General's Departments","Male","365","[c]","38030","38000"
"New entrant CS","2021","Cabinet Office","Female","960","[c]","36850","28000"
"New entrant CS","2021","Cabinet Office","Male","775","[c]","43250","28000"
"New entrant CS","2021","Chancellor's other departments","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Male","35","[c]","44810","37200"
"New entrant CS","2021","Charity Commission","Female","35","[c]","32600","29160"
"New entrant CS","2021","Charity Commission","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Female","45","[c]","49460","53530"
"New entrant CS","2021","Competition and Markets Authority","Male","30","[c]","49170","45030"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Female","780","[c]","31930","30930"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Male","720","[c]","34580","33570"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","220","[c]","37600","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","180","[c]","40920","34020"
"New entrant CS","2021","Department for Education","Female","455","[c]","34750","29360"
"New entrant CS","2021","Department for Education","Male","315","[c]","37720","36500"
"New entrant CS","2021","Department for Education","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Female","920","[c]","31640","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Male","700","[c]","34230","29750"
"New entrant CS","2021","Department for International Trade","Female","205","[c]","33400","31800"
"New entrant CS","2021","Department for International Trade","Male","185","[c]","35870","31800"
"New entrant CS","2021","Department for Transport","Female","640","[c]","29460","26130"
"New entrant CS","2021","Department for Transport","Male","765","[c]","32980","30270"
"New entrant CS","2021","Department for Work and Pensions","Female","10075","[c]","26900","27570"
"New entrant CS","2021","Department for Work and Pensions","Male","7100","[c]","26790","27570"
"New entrant CS","2021","Department of Health and Social Care","Female","2240","[c]","35280","32330"
"New entrant CS","2021","Department of Health and Social Care","Male","1065","[c]","40370","32790"
"New entrant CS","2021","Department of Health and Social Care","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","50","[c]","33210","32350"
"New entrant CS","2021","Food Standards Agency","Male","45","[c]","36180","35090"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Female","400","[c]","25870","22350"
"New entrant CS","2021","HM Land Registry","Male","300","[c]","26580","22350"
"New entrant CS","2021","HM Revenue and Customs","Female","2720","[c]","24440","20140"
"New entrant CS","2021","HM Revenue and Customs","Male","2680","[c]","25130","20140"
"New entrant CS","2021","HM Treasury","Female","245","[c]","33120","28500"
"New entrant CS","2021","HM Treasury","Male","225","[c]","34710","32320"
"New entrant CS","2021","Home Office","Female","980","[c]","31300","27370"
"New entrant CS","2021","Home Office","Male","1185","[c]","32100","25630"
"New entrant CS","2021","Ministry of Defence","Female","1780","[c]","29210","26350"
"New entrant CS","2021","Ministry of Defence","Male","2440","[c]","30910","27490"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Female","230","[c]","35600","32780"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Male","200","[c]","38480","33210"
"New entrant CS","2021","Ministry of Justice","Female","5070","[c]","23970","22850"
"New entrant CS","2021","Ministry of Justice","Male","3715","[c]","25650","22850"
"New entrant CS","2021","National Crime Agency","Female","555","[c]","32930","32260"
"New entrant CS","2021","National Crime Agency","Male","495","[c]","35860","34140"
"New entrant CS","2021","Northern Ireland Office","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Female","110","[c]","47150","46360"
"New entrant CS","2021","Office for Standards in Education","Male","60","[c]","53330","51360"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","135","[c]","32610","25750"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","175","[c]","35880","27500"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Female","90","[c]","37570","34800"
"New entrant CS","2021","Other Cabinet Office Agencies","Male","120","[c]","37850","34800"
"New entrant CS","2021","Scotland Office","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Female","1190","[c]","30460","26160"
"New entrant CS","2021","Scottish Government","Male","880","[c]","30260","26160"
"New entrant CS","2021","The National Archives","Female","35","[c]","32720","30930"
"New entrant CS","2021","The National Archives","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Female","40","[c]","41290","37960"
"New entrant CS","2021","UK Export Finance","Male","50","[c]","49560","48080"
"New entrant CS","2021","UK Supreme Court","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Female","570","[c]","31250","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Male","445","[c]","32010","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","45","[c]","34210","32540"
"New entrant CS","2021","Wales Office","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Female","120","[c]","27960","20500"
"New entrant CS","2021","Welsh Government","Male","80","[c]","28560","25030"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Parent_department","Government Department, total figures for both Ministerial and Non-Ministerial Departments include all of their Executive Agencies.","","","","","",""
"Sex","Self reported sex.","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
