"Status","Year","Ethnicity","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Food Standards Agency","Male","25","25","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","Female","265","250","40810","36360"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","Male","215","215","45050","38680"
"In post","2021","Asian","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","Female","115","100","30340","27130"
"In post","2021","Asian","HM Land Registry","Male","95","90","31440","27130"
"In post","2021","Asian","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs","Female","2080","1865","30580","28130"
"In post","2021","Asian","HM Revenue and Customs","Male","2310","2235","31270","29570"
"In post","2021","Asian","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Female","150","145","44290","40680"
"In post","2021","Asian","HM Treasury","Male","125","125","45690","39410"
"In post","2021","Asian","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Female","2600","2335","31130","28850"
"In post","2021","Asian","Home Office","Male","1895","1825","31490","28810"
"In post","2021","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Female","560","535","33590","30420"
"In post","2021","Asian","Ministry of Defence","Male","775","765","34870","33020"
"In post","2021","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Female","135","130","40730","36340"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Male","95","95","41450","36340"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Female","2245","2030","27810","23500"
"In post","2021","Asian","Ministry of Justice","Male","1700","1630","29530","26410"
"In post","2021","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Female","145","135","35210","33910"
"In post","2021","Asian","National Crime Agency","Male","100","95","37740","36740"
"In post","2021","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Female","70","65","39700","39660"
"In post","2021","Asian","Office for Standards in Education","Male","30","30","43390","35010"
"In post","2021","Asian","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","Female","55","55","42830","38750"
"In post","2021","Asian","Office of Gas and Electricity Markets","Male","50","50","45630","39670"
"In post","2021","Asian","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Female","15","15","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Male","10","10","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Female","10","10","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Male","10","10","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Female","10","10","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Male","20","20","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Female","95","90","35560","32140"
"In post","2021","Asian","Scottish Government","Male","85","85","37230","33620"
"In post","2021","Asian","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","The National Archives","Female","30","25","[c]","[c]"
"In post","2021","Asian","The National Archives","Male","15","15","[c]","[c]"
"In post","2021","Asian","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","Female","25","25","[c]","[c]"
"In post","2021","Asian","UK Export Finance","Male","40","40","50040","46640"
"In post","2021","Asian","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","Female","70","65","30890","29540"
"In post","2021","Asian","United Kingdom Statistics Authority","Male","60","55","29660","26050"
"In post","2021","Asian","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Female","10","10","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Male","15","15","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Female","25","25","[c]","[c]"
"In post","2021","Asian","Welsh Government","Male","25","25","[c]","[c]"
"In post","2021","Asian","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Female","405","385","39860","32410"
"In post","2021","Black","Attorney General's Departments","Male","150","150","41760","32520"
"In post","2021","Black","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Female","170","170","40040","35590"
"In post","2021","Black","Cabinet Office","Male","85","85","45850","40600"
"In post","2021","Black","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","Female","10","10","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","Male","10","10","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Female","25","25","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Male","10","10","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","Female","250","250","37750","33640"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","Male","145","145","39440","36880"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Digital, Culture, Media and Sport","Female","60","60","39590","34020"
"In post","2021","Black","Department for Digital, Culture, Media and Sport","Male","25","25","[c]","[c]"
"In post","2021","Black","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Education","Female","200","195","39630","36500"
"In post","2021","Black","Department for Education","Male","95","95","40400","37100"
"In post","2021","Black","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Environment, Food and Rural Affairs","Female","130","125","34650","32560"
"In post","2021","Black","Department for Environment, Food and Rural Affairs","Male","75","75","36200","32640"
"In post","2021","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for International Trade","Female","80","80","37270","32230"
"In post","2021","Black","Department for International Trade","Male","45","45","41270","38540"
"In post","2021","Black","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Transport","Female","130","130","38010","35430"
"In post","2021","Black","Department for Transport","Male","115","115","35950","33390"
"In post","2021","Black","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Work and Pensions","Female","2715","2525","29080","30330"
"In post","2021","Black","Department for Work and Pensions","Male","1175","1155","29530","29290"
"In post","2021","Black","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department of Health and Social Care","Female","505","470","38000","32790"
"In post","2021","Black","Department of Health and Social Care","Male","180","170","44090","35980"
"In post","2021","Black","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","Female","20","20","[c]","[c]"
"In post","2021","Black","Food Standards Agency","Male","30","25","[c]","[c]"
"In post","2021","Black","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Foreign, Commonwealth and Development Office","Female","180","180","37730","34260"
"In post","2021","Black","Foreign, Commonwealth and Development Office","Male","80","80","40030","36020"
"In post","2021","Black","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Land Registry","Female","40","40","32110","27130"
"In post","2021","Black","HM Land Registry","Male","20","20","[c]","[c]"
"In post","2021","Black","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Revenue and Customs","Female","890","845","31930","30430"
"In post","2021","Black","HM Revenue and Customs","Male","575","560","32390","30470"
"In post","2021","Black","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Treasury","Female","65","60","37940","32960"
"In post","2021","Black","HM Treasury","Male","40","40","38320","32960"
"In post","2021","Black","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Home Office","Female","1225","1130","32360","29080"
"In post","2021","Black","Home Office","Male","665","650","32890","29080"
"In post","2021","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Defence","Female","385","375","32430","30750"
"In post","2021","Black","Ministry of Defence","Male","375","370","33080","32050"
"In post","2021","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","Female","95","95","41010","39600"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","Male","60","60","40030","34920"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Justice","Female","2210","2105","29410","26630"
"In post","2021","Black","Ministry of Justice","Male","1395","1365","30910","30260"
"In post","2021","Black","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Crime Agency","Female","60","60","36230","35690"
"In post","2021","Black","National Crime Agency","Male","40","40","37290","38020"
"In post","2021","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Standards in Education","Female","45","40","45190","46360"
"In post","2021","Black","Office for Standards in Education","Male","15","15","[c]","[c]"
"In post","2021","Black","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","Female","25","25","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","Male","30","30","44680","39550"
"In post","2021","Black","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","Female","15","10","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","Male","5","5","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other Cabinet Office Agencies","Female","10","10","[c]","[c]"
"In post","2021","Black","Other Cabinet Office Agencies","Male","10","10","[c]","[c]"
"In post","2021","Black","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government","Female","30","30","36290","30650"
"In post","2021","Black","Scottish Government","Male","30","30","39470","34380"
"In post","2021","Black","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","Female","20","20","[c]","[c]"
"In post","2021","Black","UK Export Finance","Male","10","10","[c]","[c]"
"In post","2021","Black","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","Female","35","30","29570","29540"
"In post","2021","Black","United Kingdom Statistics Authority","Male","35","30","30010","29540"
"In post","2021","Black","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","Female","5","5","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Government","Female","10","10","[c]","[c]"
"In post","2021","Black","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Attorney General's Departments","Female","30","30","42010","39880"
"In post","2021","Chinese","Attorney General's Departments","Male","15","15","[c]","[c]"
"In post","2021","Chinese","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cabinet Office","Female","10","10","[c]","[c]"
"In post","2021","Chinese","Cabinet Office","Male","15","15","[c]","[c]"
"In post","2021","Chinese","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Chancellor's other departments","Female","5","5","[c]","[c]"
"In post","2021","Chinese","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Business, Energy and Industrial Strategy","Female","25","25","[c]","[c]"
"In post","2021","Chinese","Department for Business, Energy and Industrial Strategy","Male","30","30","40990","40050"
"In post","2021","Chinese","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","Female","20","20","[c]","[c]"
"In post","2021","Chinese","Department for Education","Male","15","15","[c]","[c]"
"In post","2021","Chinese","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","Female","15","15","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","Male","10","10","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","Female","15","15","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","Male","15","15","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","Female","15","15","[c]","[c]"
"In post","2021","Chinese","Department for Transport","Male","20","20","[c]","[c]"
"In post","2021","Chinese","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","Female","100","85","27190","27570"
"In post","2021","Chinese","Department for Work and Pensions","Male","55","55","31100","27570"
"In post","2021","Chinese","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","Female","60","60","47360","41460"
"In post","2021","Chinese","Department of Health and Social Care","Male","30","30","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Female","20","20","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Male","15","15","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Female","100","95","35840","29570"
"In post","2021","Chinese","HM Revenue and Customs","Male","80","80","32320","29570"
"In post","2021","Chinese","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","Female","20","20","[c]","[c]"
"In post","2021","Chinese","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Female","85","80","32130","29080"
"In post","2021","Chinese","Home Office","Male","65","60","31320","28670"
"In post","2021","Chinese","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Female","40","35","33690","29700"
"In post","2021","Chinese","Ministry of Defence","Male","40","40","32930","30440"
"In post","2021","Chinese","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Housing, Communities and Local Government","Female","10","10","[c]","[c]"
"In post","2021","Chinese","Ministry of Housing, Communities and Local Government","Male","5","5","[c]","[c]"
"In post","2021","Chinese","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Justice","Female","80","75","31660","27360"
"In post","2021","Chinese","Ministry of Justice","Male","60","55","30080","26410"
"In post","2021","Chinese","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","National Crime Agency","Female","10","10","[c]","[c]"
"In post","2021","Chinese","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Gas and Electricity Markets","Female","10","10","[c]","[c]"
"In post","2021","Chinese","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scottish Government","Female","15","15","[c]","[c]"
"In post","2021","Chinese","Scottish Government","Male","5","5","[c]","[c]"
"In post","2021","Chinese","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","United Kingdom Statistics Authority","Female","10","10","[c]","[c]"
"In post","2021","Chinese","United Kingdom Statistics Authority","Male","10","10","[c]","[c]"
"In post","2021","Chinese","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government","Female","5","5","[c]","[c]"
"In post","2021","Chinese","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
