"Status","Year","Profession_of_post","Region_ITL1","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Corporate Finance","London","Inner London - West","London","50","50","58230","57890"
"In post","2021","Corporate Finance","North West (England)","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","West Central Scotland","Outside London","10","10","44490","42390"
"In post","2021","Corporate Finance","South East (England)","Hampshire and Isle of Wight","Outside London","25","25","35620","29980"
"In post","2021","Corporate Finance","South East (England)","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","25","25","43570","40700"
"In post","2021","Corporate Finance","Wales","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","West Midlands","Outside London","10","10","45510","40800"
"In post","2021","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","20","15","35050","36060"
"In post","2021","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Bedfordshire and Hertfordshire","Outside London","20","20","38930","38510"
"In post","2021","Counter Fraud","East of England","East Anglia","Outside London","15","15","26870","25310"
"In post","2021","Counter Fraud","East of England","Essex","Outside London","5","5","[c]","[c]"
"In post","2021","Counter Fraud","London","Inner London - East","London","40","35","42960","43050"
"In post","2021","Counter Fraud","London","Inner London - West","London","345","335","43660","40000"
"In post","2021","Counter Fraud","London","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Outer London - South","London","10","10","38460","37480"
"In post","2021","Counter Fraud","London","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Northumberland and Tyne and Wear","Outside London","10","10","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Tees Valley and Durham","Outside London","30","30","26490","25310"
"In post","2021","Counter Fraud","North West (England)","Greater Manchester","Outside London","65","60","38620","39170"
"In post","2021","Counter Fraud","North West (England)","Lancashire","Outside London","10","10","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Merseyside","Outside London","35","30","31360","25580"
"In post","2021","Counter Fraud","Northern Ireland","Northern Ireland","Outside London","10","10","23850","24970"
"In post","2021","Counter Fraud","Scotland","Eastern Scotland","Outside London","15","15","36040","35230"
"In post","2021","Counter Fraud","Scotland","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","West Central Scotland","Outside London","70","65","27810","25310"
"In post","2021","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Hampshire and Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","10","38980","39490"
"In post","2021","Counter Fraud","Wales","East Wales","Outside London","20","20","36230","31140"
"In post","2021","Counter Fraud","Wales","West Wales and The Valleys","Outside London","15","15","31630","26780"
"In post","2021","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","West Midlands","Outside London","70","70","37490","37380"
"In post","2021","Counter Fraud","Yorkshire and The Humber","North Yorkshire","Outside London","20","20","37430","37910"
"In post","2021","Counter Fraud","Yorkshire and The Humber","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","West Yorkshire","Outside London","30","30","38650","39490"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","180","175","38690","35860"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","75","75","33840","31740"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Lincolnshire","Outside London","30","30","27800","26670"
"In post","2021","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","Outside London","75","75","35900","34770"
"In post","2021","Digital, Data and Technology","East of England","East Anglia","Outside London","165","160","34900","31830"
"In post","2021","Digital, Data and Technology","East of England","Essex","Outside London","270","250","37480","35000"
"In post","2021","Digital, Data and Technology","London","Inner London - East","London","630","620","49780","45000"
"In post","2021","Digital, Data and Technology","London","Inner London - West","London","1805","1780","50010","46090"
"In post","2021","Digital, Data and Technology","London","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","Outer London - South","London","580","570","50740","45800"
"In post","2021","Digital, Data and Technology","London","Outer London - West and North West","London","280","270","43290","41970"
"In post","2021","Digital, Data and Technology","North East (England)","Northumberland and Tyne and Wear","Outside London","565","545","39480","38630"
"In post","2021","Digital, Data and Technology","North East (England)","Tees Valley and Durham","Outside London","135","130","37570","37100"
"In post","2021","Digital, Data and Technology","North West (England)","Cheshire","Outside London","135","135","41990","41700"
"In post","2021","Digital, Data and Technology","North West (England)","Cumbria","Outside London","20","20","32400","29180"
"In post","2021","Digital, Data and Technology","North West (England)","Greater Manchester","Outside London","450","445","40570","37460"
"In post","2021","Digital, Data and Technology","North West (England)","Lancashire","Outside London","55","55","32300","31770"
"In post","2021","Digital, Data and Technology","North West (England)","Merseyside","Outside London","375","365","38340","34830"
"In post","2021","Digital, Data and Technology","Northern Ireland","Northern Ireland","Outside London","20","20","33860","31810"
"In post","2021","Digital, Data and Technology","Overseas","Overseas","Overseas","20","20","34620","33300"
"In post","2021","Digital, Data and Technology","Scotland","Eastern Scotland","Outside London","225","220","38680","35230"
"In post","2021","Digital, Data and Technology","Scotland","Highlands and Islands","Outside London","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","North Eastern Scotland","Outside London","15","15","40860","32980"
"In post","2021","Digital, Data and Technology","Scotland","Southern Scotland","Outside London","210","205","40370","38630"
"In post","2021","Digital, Data and Technology","Scotland","West Central Scotland","Outside London","155","150","37210","33040"
"In post","2021","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","245","240","41480","37910"
"In post","2021","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","Outside London","375","370","37160","33300"
"In post","2021","Digital, Data and Technology","South East (England)","Kent","Outside London","15","15","35820","32340"
"In post","2021","Digital, Data and Technology","South East (England)","Surrey, East and West Sussex","Outside London","195","185","37450","33370"
"In post","2021","Digital, Data and Technology","South West (England)","Cornwall and Isles of Scilly","Outside London","10","10","35730","35040"
"In post","2021","Digital, Data and Technology","South West (England)","Devon","Outside London","885","850","37780","38450"
"In post","2021","Digital, Data and Technology","South West (England)","Dorset and Somerset","Outside London","240","235","37890","35340"
"In post","2021","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","1015","985","40710","39170"
"In post","2021","Digital, Data and Technology","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Wales","East Wales","Outside London","1100","1080","40000","37410"
"In post","2021","Digital, Data and Technology","Wales","West Wales and The Valleys","Outside London","915","895","39140","36030"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","80","75","38280","33150"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Shropshire and Staffordshire","Outside London","300","285","42150","38630"
"In post","2021","Digital, Data and Technology","West Midlands (England)","West Midlands","Outside London","515","500","40490","37000"
"In post","2021","Digital, Data and Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","15","15","28510","27310"
"In post","2021","Digital, Data and Technology","Yorkshire and The Humber","North Yorkshire","Outside London","155","155","38890","37720"
"In post","2021","Digital, Data and Technology","Yorkshire and The Humber","South Yorkshire","Outside London","380","370","44100","41990"
"In post","2021","Digital, Data and Technology","Yorkshire and The Humber","West Yorkshire","Outside London","360","345","37640","32080"
"In post","2021","Economics","East of England","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Economics","London","Inner London - East","London","205","200","55390","55860"
"In post","2021","Economics","London","Inner London - West","London","1535","1510","46890","42020"
"In post","2021","Economics","London","Outer London - South","London","30","30","46690","35640"
"In post","2021","Economics","North East (England)","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Economics","North West (England)","Greater Manchester","Outside London","30","30","37820","31810"
"In post","2021","Economics","North West (England)","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Northern Ireland","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2021","Economics","Overseas","Overseas","Overseas","40","40","56400","55860"
"In post","2021","Economics","Scotland","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Scotland","Southern Scotland","Outside London","15","15","51540","54950"
"In post","2021","Economics","Scotland","West Central Scotland","Outside London","20","20","45490","44090"
"In post","2021","Economics","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","15","52310","51970"
"In post","2021","Economics","South East (England)","Hampshire and Isle of Wight","Outside London","10","10","42450","42560"
"In post","2021","Economics","South East (England)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Economics","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","25","25","45380","48370"
"In post","2021","Economics","Wales","East Wales","Outside London","160","160","39490","32180"
"In post","2021","Economics","Wales","West Wales and The Valleys","Outside London","10","10","47220","47000"
"In post","2021","Economics","West Midlands (England)","West Midlands","Outside London","10","10","51560","47390"
"In post","2021","Economics","Yorkshire and The Humber","North Yorkshire","Outside London","15","15","45510","47640"
"In post","2021","Economics","Yorkshire and The Humber","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Yorkshire and The Humber","West Yorkshire","Outside London","30","25","38770","36820"
"In post","2021","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","155","145","37290","33330"
"In post","2021","Finance","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","20","15","39550","31400"
"In post","2021","Finance","East Midlands (England)","Lincolnshire","Outside London","30","30","24180","21580"
"In post","2021","Finance","East of England","Bedfordshire and Hertfordshire","Outside London","105","100","43570","37640"
"In post","2021","Finance","East of England","East Anglia","Outside London","140","130","35870","31920"
"In post","2021","Finance","East of England","Essex","Outside London","150","135","33170","31810"
"In post","2021","Finance","London","Inner London - East","London","380","375","48290","43730"
"In post","2021","Finance","London","Inner London - West","London","1880","1840","49930","45240"
"In post","2021","Finance","London","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","Outer London - South","London","220","210","46980","42170"
"In post","2021","Finance","London","Outer London - West and North West","London","70","70","41080","38410"
"In post","2021","Finance","North East (England)","Northumberland and Tyne and Wear","Outside London","245","235","39130","38630"
"In post","2021","Finance","North East (England)","Tees Valley and Durham","Outside London","130","125","38750","36500"
"In post","2021","Finance","North West (England)","Cheshire","Outside London","30","30","39960","36740"
"In post","2021","Finance","North West (England)","Cumbria","Outside London","15","15","40760","42930"
"In post","2021","Finance","North West (England)","Greater Manchester","Outside London","295","280","40610","37890"
"In post","2021","Finance","North West (England)","Lancashire","Outside London","75","70","37620","33410"
"In post","2021","Finance","North West (England)","Merseyside","Outside London","235","225","35100","31810"
"In post","2021","Finance","Northern Ireland","Northern Ireland","Outside London","30","30","36710","34380"
"In post","2021","Finance","Overseas","Overseas","Overseas","40","40","38300","33460"
"In post","2021","Finance","Scotland","Eastern Scotland","Outside London","125","120","35300","32300"
"In post","2021","Finance","Scotland","Highlands and Islands","Outside London","5","5","[c]","[c]"
"In post","2021","Finance","Scotland","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scotland","Southern Scotland","Outside London","90","90","36420","33930"
"In post","2021","Finance","Scotland","West Central Scotland","Outside London","475","380","24600","21440"
"In post","2021","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","300","290","38460","35000"
"In post","2021","Finance","South East (England)","Hampshire and Isle of Wight","Outside London","370","355","37560","33300"
"In post","2021","Finance","South East (England)","Kent","Outside London","20","20","39420","38890"
"In post","2021","Finance","South East (England)","Surrey, East and West Sussex","Outside London","210","195","33960","31810"
"In post","2021","Finance","South West (England)","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2021","Finance","South West (England)","Devon","Outside London","100","90","41330","39640"
"In post","2021","Finance","South West (England)","Dorset and Somerset","Outside London","40","40","34330","29680"
"In post","2021","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","1155","1110","39810","36460"
"In post","2021","Finance","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales","East Wales","Outside London","365","340","39050","36030"
"In post","2021","Finance","Wales","West Wales and The Valleys","Outside London","340","325","36620","33350"
"In post","2021","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","45","40","38890","36520"
"In post","2021","Finance","West Midlands (England)","Shropshire and Staffordshire","Outside London","140","135","40680","38630"
"In post","2021","Finance","West Midlands (England)","West Midlands","Outside London","335","325","41260","37100"
"In post","2021","Finance","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2021","Finance","Yorkshire and The Humber","North Yorkshire","Outside London","145","140","39360","36790"
"In post","2021","Finance","Yorkshire and The Humber","South Yorkshire","Outside London","155","150","38610","36960"
"In post","2021","Finance","Yorkshire and The Humber","West Yorkshire","Outside London","485","435","32470","28130"
"In post","2021","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","315","295","39150","33840"
"In post","2021","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","30","25","33460","32040"
"In post","2021","Human Resources","East Midlands (England)","Lincolnshire","Outside London","30","30","27150","22860"
"In post","2021","Human Resources","East of England","Bedfordshire and Hertfordshire","Outside London","50","45","36730","31780"
"In post","2021","Human Resources","East of England","East Anglia","Outside London","110","105","35730","33300"
"In post","2021","Human Resources","East of England","Essex","Outside London","35","30","31380","29520"
"In post","2021","Human Resources","London","Inner London - East","London","380","365","48130","43110"
"In post","2021","Human Resources","London","Inner London - West","London","1620","1580","46880","42200"
"In post","2021","Human Resources","London","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Outer London - South","London","335","320","46640","42470"
"In post","2021","Human Resources","London","Outer London - West and North West","London","75","70","38790","34910"
"In post","2021","Human Resources","North East (England)","Northumberland and Tyne and Wear","Outside London","70","70","37280","33610"
"In post","2021","Human Resources","North East (England)","Tees Valley and Durham","Outside London","55","50","33890","31030"
"In post","2021","Human Resources","North West (England)","Cheshire","Outside London","65","60","42030","40080"
"In post","2021","Human Resources","North West (England)","Cumbria","Outside London","15","15","38590","36690"
"In post","2021","Human Resources","North West (England)","Greater Manchester","Outside London","485","465","33250","31810"
"In post","2021","Human Resources","North West (England)","Lancashire","Outside London","210","190","27640","26670"
"In post","2021","Human Resources","North West (England)","Merseyside","Outside London","255","240","37370","31960"
"In post","2021","Human Resources","Northern Ireland","Northern Ireland","Outside London","15","15","33730","32730"
"In post","2021","Human Resources","Overseas","Overseas","Overseas","25","25","38270","33300"
"In post","2021","Human Resources","Scotland","Eastern Scotland","Outside London","195","185","34990","33350"
"In post","2021","Human Resources","Scotland","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Scotland","Southern Scotland","Outside London","55","55","43390","39630"
"In post","2021","Human Resources","Scotland","West Central Scotland","Outside London","495","465","25470","21580"
"In post","2021","Human Resources","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","130","125","39100","35300"
"In post","2021","Human Resources","South East (England)","Hampshire and Isle of Wight","Outside London","250","235","34620","31180"
"In post","2021","Human Resources","South East (England)","Kent","Outside London","75","70","34850","31180"
"In post","2021","Human Resources","South East (England)","Surrey, East and West Sussex","Outside London","45","40","43140","42890"
"In post","2021","Human Resources","South West (England)","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","South West (England)","Devon","Outside London","110","100","36710","32940"
"In post","2021","Human Resources","South West (England)","Dorset and Somerset","Outside London","55","50","35230","33050"
"In post","2021","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","735","680","35560","32590"
"In post","2021","Human Resources","Unknown","Unknown","Unknown","10","10","54130","58180"
"In post","2021","Human Resources","Wales","East Wales","Outside London","565","525","35900","30660"
"In post","2021","Human Resources","Wales","West Wales and The Valleys","Outside London","235","220","33640","31810"
"In post","2021","Human Resources","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","110","100","36130","31180"
"In post","2021","Human Resources","West Midlands (England)","Shropshire and Staffordshire","Outside London","65","60","38810","37030"
"In post","2021","Human Resources","West Midlands (England)","West Midlands","Outside London","150","145","39410","37580"
"In post","2021","Human Resources","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","20","20","31220","30680"
"In post","2021","Human Resources","Yorkshire and The Humber","North Yorkshire","Outside London","85","80","39190","34120"
"In post","2021","Human Resources","Yorkshire and The Humber","South Yorkshire","Outside London","85","80","39520","34300"
"In post","2021","Human Resources","Yorkshire and The Humber","West Yorkshire","Outside London","195","185","40340","38180"
"In post","2021","Inspector of Education and Training","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","70","65","64380","64500"
"In post","2021","Inspector of Education and Training","East of England","East Anglia","Outside London","90","85","65420","75500"
"In post","2021","Inspector of Education and Training","London","Inner London - West","London","230","225","66190","64500"
"In post","2021","Inspector of Education and Training","North West (England)","Greater Manchester","Outside London","110","110","65190","64500"
"In post","2021","Inspector of Education and Training","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","75","70","66220","70500"
"In post","2021","Inspector of Education and Training","Wales","East Wales","Outside London","65","60","74480","74730"
"In post","2021","Inspector of Education and Training","West Midlands (England)","West Midlands","Outside London","100","100","65740","64500"
"In post","2021","Inspector of Education and Training","Yorkshire and The Humber","North Yorkshire","Outside London","115","115","66660","70500"
"In post","2021","Intelligence Analysis","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","30","30","32510","28170"
"In post","2021","Intelligence Analysis","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","55","50","27660","26590"
"In post","2021","Intelligence Analysis","East Midlands (England)","Lincolnshire","Outside London","45","45","30550","32670"
"In post","2021","Intelligence Analysis","East of England","Bedfordshire and Hertfordshire","Outside London","20","20","30700","27380"
"In post","2021","Intelligence Analysis","East of England","East Anglia","Outside London","380","375","32740","33300"
"In post","2021","Intelligence Analysis","East of England","Essex","Outside London","20","20","27960","27370"
"In post","2021","Intelligence Analysis","London","Inner London - East","London","100","100","41770","36160"
"In post","2021","Intelligence Analysis","London","Inner London - West","London","700","685","47090","45200"
"In post","2021","Intelligence Analysis","London","Outer London - East and North East","London","15","15","32390","30110"
"In post","2021","Intelligence Analysis","London","Outer London - South","London","150","140","34760","30500"
"In post","2021","Intelligence Analysis","London","Outer London - West and North West","London","450","420","32690","30150"
"In post","2021","Intelligence Analysis","North East (England)","Northumberland and Tyne and Wear","Outside London","35","35","34260","31810"
"In post","2021","Intelligence Analysis","North East (England)","Tees Valley and Durham","Outside London","35","35","32090","31610"
