"Status","Year","Disability","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Barnsley, Doncaster and Rotherham","EO","Female","105","85","27250","27570"
"In post","2021","Declared disabled","Barnsley, Doncaster and Rotherham","EO","Male","35","35","28140","27570"
"In post","2021","Declared disabled","Barnsley, Doncaster and Rotherham","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Barnsley, Doncaster and Rotherham","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Barnsley, Doncaster and Rotherham","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Barnsley, Doncaster and Rotherham","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Barnsley, Doncaster and Rotherham","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Barnsley, Doncaster and Rotherham","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Barnsley, Doncaster and Rotherham","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Barnsley, Doncaster and Rotherham","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Barnsley, Doncaster and Rotherham","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Barnsley, Doncaster and Rotherham","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Barnsley, Doncaster and Rotherham","Unknown","Female","40","40","30380","28200"
"In post","2021","Declared disabled","Barnsley, Doncaster and Rotherham","Unknown","Male","15","10","[c]","[c]"
"In post","2021","Declared disabled","Barnsley, Doncaster and Rotherham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Female","40","35","22390","21010"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Female","165","145","24640","26050"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Male","125","125","24030","25360"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Female","60","60","56660","54620"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Male","95","95","57470","55340"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Female","295","275","35490","34210"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Male","370","360","37610","38990"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Female","80","80","35950","33490"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Male","80","80","42100","39900"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bedford","AA/AO","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Bedford","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Bedford","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bedford","EO","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","Bedford","EO","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Bedford","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bedford","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bedford","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bedford","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bedford","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bedford","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bedford","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bedford","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Bedford","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Bedford","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bedford","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Bedford","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bedford","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Belfast","AA/AO","Female","45","35","20970","21430"
"In post","2021","Declared disabled","Belfast","AA/AO","Male","45","40","20650","20140"
"In post","2021","Declared disabled","Belfast","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Belfast","EO","Female","35","30","26020","25560"
"In post","2021","Declared disabled","Belfast","EO","Male","30","30","26620","26030"
"In post","2021","Declared disabled","Belfast","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Belfast","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Belfast","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Belfast","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Belfast","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Belfast","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Belfast","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Belfast","SEO/HEO","Female","45","45","34030","31810"
"In post","2021","Declared disabled","Belfast","SEO/HEO","Male","25","20","[c]","[c]"
"In post","2021","Declared disabled","Belfast","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire","AA/AO","Female","40","40","24360","22120"
"In post","2021","Declared disabled","Berkshire","AA/AO","Male","55","55","29450","26610"
"In post","2021","Declared disabled","Berkshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire","EO","Female","55","50","29100","29290"
"In post","2021","Declared disabled","Berkshire","EO","Male","40","40","32140","29290"
"In post","2021","Declared disabled","Berkshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire","G6/G7","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","Berkshire","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Berkshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire","SEO/HEO","Female","35","35","37360","36810"
"In post","2021","Declared disabled","Berkshire","SEO/HEO","Male","30","30","38300","38540"
"In post","2021","Declared disabled","Berkshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire","Unknown","Female","25","20","[c]","[c]"
"In post","2021","Declared disabled","Berkshire","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Berkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bexley and Greenwich","AA/AO","Female","45","40","25420","23970"
"In post","2021","Declared disabled","Bexley and Greenwich","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Bexley and Greenwich","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bexley and Greenwich","EO","Female","35","35","31620","31060"
"In post","2021","Declared disabled","Bexley and Greenwich","EO","Male","35","35","32630","31060"
"In post","2021","Declared disabled","Bexley and Greenwich","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bexley and Greenwich","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bexley and Greenwich","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bexley and Greenwich","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bexley and Greenwich","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Bexley and Greenwich","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bexley and Greenwich","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bexley and Greenwich","Unknown","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Bexley and Greenwich","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bexley and Greenwich","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Birmingham","AA/AO","Female","240","200","20800","20650"
"In post","2021","Declared disabled","Birmingham","AA/AO","Male","160","150","21180","20140"
"In post","2021","Declared disabled","Birmingham","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Birmingham","EO","Female","275","245","26720","27570"
"In post","2021","Declared disabled","Birmingham","EO","Male","135","125","26810","27570"
"In post","2021","Declared disabled","Birmingham","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Birmingham","G6/G7","Female","50","45","55160","52580"
"In post","2021","Declared disabled","Birmingham","G6/G7","Male","35","35","57990","57130"
"In post","2021","Declared disabled","Birmingham","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Birmingham","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Birmingham","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Birmingham","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Birmingham","SEO/HEO","Female","170","160","34600","32360"
"In post","2021","Declared disabled","Birmingham","SEO/HEO","Male","125","120","35340","32860"
"In post","2021","Declared disabled","Birmingham","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Birmingham","Unknown","Female","65","60","31110","31420"
"In post","2021","Declared disabled","Birmingham","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Birmingham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","EO","Female","25","20","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","EO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackpool","AA/AO","Female","200","170","20810","21010"
"In post","2021","Declared disabled","Blackpool","AA/AO","Male","100","90","20880","21010"
"In post","2021","Declared disabled","Blackpool","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackpool","EO","Female","180","155","27430","27570"
"In post","2021","Declared disabled","Blackpool","EO","Male","90","90","27500","27570"
"In post","2021","Declared disabled","Blackpool","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackpool","G6/G7","Female","25","20","[c]","[c]"
"In post","2021","Declared disabled","Blackpool","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Blackpool","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackpool","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackpool","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackpool","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackpool","SEO/HEO","Female","90","85","34180","33180"
"In post","2021","Declared disabled","Blackpool","SEO/HEO","Male","50","45","34830","35310"
"In post","2021","Declared disabled","Blackpool","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackpool","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Blackpool","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackpool","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","AA/AO","Female","25","20","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","EO","Female","40","30","27000","27570"
"In post","2021","Declared disabled","Bournemouth and Poole","EO","Male","25","20","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bradford","AA/AO","Female","115","85","20560","20640"
"In post","2021","Declared disabled","Bradford","AA/AO","Male","45","40","20500","21010"
"In post","2021","Declared disabled","Bradford","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bradford","EO","Female","80","70","26890","27570"
"In post","2021","Declared disabled","Bradford","EO","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Bradford","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bradford","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Bradford","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Bradford","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bradford","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bradford","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bradford","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bradford","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","Bradford","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Bradford","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bradford","Unknown","Female","25","20","[c]","[c]"
"In post","2021","Declared disabled","Bradford","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Bradford","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","EO","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","EO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","EO","Unknown","[c]","[c]","[c]","[c]"
