"Status","Year","Ethnicity","Function_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Analysis","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Northumberland and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","South Yorkshire","Sheffield","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Tees Valley and Durham","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Bedfordshire and Hertfordshire","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Dorset and Somerset","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Dorset and Somerset","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Dorset and Somerset","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Eastern Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","15","15","[c]","[c]"
"In post","2021","Asian","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Greater Manchester","Greater Manchester South West","15","15","[c]","[c]"
"In post","2021","Asian","Commercial","Greater Manchester","Manchester","10","10","[c]","[c]"
"In post","2021","Asian","Commercial","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Herefordshire, Worcestershire and Warwickshire","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Herefordshire, Worcestershire and Warwickshire","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Inner London - East","Tower Hamlets","15","15","[c]","[c]"
"In post","2021","Asian","Commercial","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Inner London - West","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Inner London - West","Westminster","105","105","46620","37640"
"In post","2021","Asian","Commercial","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Northumberland and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Northumberland and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Outer London - South","Croydon","10","10","[c]","[c]"
"In post","2021","Asian","Commercial","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Outer London - West and North West","Hounslow and Richmond upon Thames","10","5","[c]","[c]"
"In post","2021","Asian","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Shropshire and Staffordshire","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Shropshire and Staffordshire","Staffordshire CC","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Tees Valley and Durham","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Midlands","Birmingham","10","10","[c]","[c]"
"In post","2021","Asian","Commercial","West Midlands","Coventry","10","10","[c]","[c]"
"In post","2021","Asian","Commercial","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Yorkshire","Leeds","10","10","[c]","[c]"
"In post","2021","Asian","Commercial","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Bedfordshire and Hertfordshire","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Derbyshire and Nottinghamshire","Nottingham","45","40","28830","25560"
"In post","2021","Asian","Communications","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Dorset and Somerset","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Dorset and Somerset","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Dorset and Somerset","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East Wales","Cardiff and Vale of Glamorgan","20","20","[c]","[c]"
"In post","2021","Asian","Communications","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Eastern Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
