"Status","Year","Disability","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Female","Heterosexual / straight","305","290","37970","34060"
"In post","2021","Declared disabled","Digital, Data and Technology","Female","LGBO","45","45","35700","31890"
"In post","2021","Declared disabled","Digital, Data and Technology","Female","Undeclared","40","40","36800","33540"
"In post","2021","Declared disabled","Digital, Data and Technology","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Male","Heterosexual / straight","445","440","40640","37550"
"In post","2021","Declared disabled","Digital, Data and Technology","Male","LGBO","60","60","41780","37660"
"In post","2021","Declared disabled","Digital, Data and Technology","Male","Undeclared","75","70","41270","39200"
"In post","2021","Declared disabled","Digital, Data and Technology","Male","Unknown","50","50","36310","33860"
"In post","2021","Declared disabled","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Economics","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Male","Heterosexual / straight","50","50","47470","51970"
"In post","2021","Declared disabled","Economics","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Economics","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Female","Heterosexual / straight","370","340","36660","32890"
"In post","2021","Declared disabled","Finance","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","Female","Undeclared","45","40","34040","28130"
"In post","2021","Declared disabled","Finance","Female","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Finance","Male","Heterosexual / straight","245","235","39800","37360"
"In post","2021","Declared disabled","Finance","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","Male","Undeclared","35","35","40470","38160"
"In post","2021","Declared disabled","Finance","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Female","Heterosexual / straight","570","535","39710","35620"
"In post","2021","Declared disabled","Human Resources","Female","LGBO","40","40","37700","32150"
"In post","2021","Declared disabled","Human Resources","Female","Undeclared","55","50","39510","33860"
"In post","2021","Declared disabled","Human Resources","Female","Unknown","30","25","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Male","Heterosexual / straight","200","195","40880","36620"
"In post","2021","Declared disabled","Human Resources","Male","LGBO","45","45","42890","39930"
"In post","2021","Declared disabled","Human Resources","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","Female","Heterosexual / straight","40","35","58000","51360"
"In post","2021","Declared disabled","Inspector of Education and Training","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Female","Heterosexual / straight","115","105","30980","28730"
"In post","2021","Declared disabled","Intelligence Analysis","Female","LGBO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Male","Heterosexual / straight","130","125","35290","32710"
"In post","2021","Declared disabled","Intelligence Analysis","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Female","Heterosexual / straight","35","35","42530","38610"
"In post","2021","Declared disabled","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Male","Heterosexual / straight","30","30","46020","45180"
"In post","2021","Declared disabled","Internal Audit","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","Female","Heterosexual / straight","35","35","45440","41990"
"In post","2021","Declared disabled","International Trade","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","International Trade","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","International Trade","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","International Trade","Male","Heterosexual / straight","30","30","48660","51970"
"In post","2021","Declared disabled","International Trade","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Female","Heterosexual / straight","105","100","34270","33300"
"In post","2021","Declared disabled","Knowledge and Information Management","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Male","Heterosexual / straight","90","90","35060","30720"
"In post","2021","Declared disabled","Knowledge and Information Management","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Female","Heterosexual / straight","440","400","48770","50520"
"In post","2021","Declared disabled","Legal","Female","LGBO","30","30","45810","51250"
"In post","2021","Declared disabled","Legal","Female","Undeclared","55","55","48600","46390"
"In post","2021","Declared disabled","Legal","Female","Unknown","55","45","47190","51820"
"In post","2021","Declared disabled","Legal","Male","Heterosexual / straight","265","250","47660","49960"
"In post","2021","Declared disabled","Legal","Male","LGBO","45","40","58130","55760"
"In post","2021","Declared disabled","Legal","Male","Undeclared","40","40","47670","46640"
"In post","2021","Declared disabled","Legal","Male","Unknown","40","40","45710","42540"
"In post","2021","Declared disabled","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Female","Heterosexual / straight","65","55","49210","38490"
"In post","2021","Declared disabled","Medicine","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Male","Heterosexual / straight","30","30","65050","54140"
"In post","2021","Declared disabled","Medicine","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","Female","Heterosexual / straight","7810","6935","27450","25040"
"In post","2021","Declared disabled","Operational Delivery","Female","LGBO","730","700","27900","25400"
"In post","2021","Declared disabled","Operational Delivery","Female","Undeclared","1090","930","26770","24740"
"In post","2021","Declared disabled","Operational Delivery","Female","Unknown","675","565","26330","23520"
"In post","2021","Declared disabled","Operational Delivery","Male","Heterosexual / straight","5125","4825","29140","26780"
"In post","2021","Declared disabled","Operational Delivery","Male","LGBO","565","545","28910","26600"
"In post","2021","Declared disabled","Operational Delivery","Male","Undeclared","780","730","28680","26780"
"In post","2021","Declared disabled","Operational Delivery","Male","Unknown","565","510","28340","26750"
"In post","2021","Declared disabled","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Female","Heterosexual / straight","45","40","40050","38970"
"In post","2021","Declared disabled","Operational Research","Female","LGBO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Male","Heterosexual / straight","65","65","43420","38630"
"In post","2021","Declared disabled","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","Female","Heterosexual / straight","795","735","28000","24590"
"In post","2021","Declared disabled","Other","Female","LGBO","50","45","27160","26210"
"In post","2021","Declared disabled","Other","Female","Undeclared","115","105","27110","22210"
"In post","2021","Declared disabled","Other","Female","Unknown","40","35","30550","26350"
"In post","2021","Declared disabled","Other","Male","Heterosexual / straight","690","670","28700","26020"
"In post","2021","Declared disabled","Other","Male","LGBO","50","50","29760","26930"
"In post","2021","Declared disabled","Other","Male","Undeclared","105","105","29750","26350"
"In post","2021","Declared disabled","Other","Male","Unknown","50","50","29960","28870"
"In post","2021","Declared disabled","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Planning","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Planning","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Policy","Female","Heterosexual / straight","1025","985","43910","39420"
"In post","2021","Declared disabled","Policy","Female","LGBO","170","165","41230","36340"
"In post","2021","Declared disabled","Policy","Female","Undeclared","125","120","43500","39420"
"In post","2021","Declared disabled","Policy","Female","Unknown","75","70","49970","51490"
"In post","2021","Declared disabled","Policy","Male","Heterosexual / straight","735","720","46130","40510"
"In post","2021","Declared disabled","Policy","Male","LGBO","170","165","47970","51730"
"In post","2021","Declared disabled","Policy","Male","Undeclared","120","115","44460","40140"
"In post","2021","Declared disabled","Policy","Male","Unknown","50","45","48110","45970"
"In post","2021","Declared disabled","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Female","Heterosexual / straight","670","640","39210","36450"
"In post","2021","Declared disabled","Project Delivery","Female","LGBO","50","50","37140","35070"
"In post","2021","Declared disabled","Project Delivery","Female","Undeclared","85","80","40310","36890"
"In post","2021","Declared disabled","Project Delivery","Female","Unknown","40","40","36600","33130"
"In post","2021","Declared disabled","Project Delivery","Male","Heterosexual / straight","470","455","41580","40000"
"In post","2021","Declared disabled","Project Delivery","Male","LGBO","60","60","42550","37460"
"In post","2021","Declared disabled","Project Delivery","Male","Undeclared","70","65","46560","41980"
"In post","2021","Declared disabled","Project Delivery","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Female","Heterosexual / straight","205","190","34740","32550"
"In post","2021","Declared disabled","Property","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Property","Female","Undeclared","30","30","36510","33300"
"In post","2021","Declared disabled","Property","Female","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","Property","Male","Heterosexual / straight","235","225","35020","33300"
"In post","2021","Declared disabled","Property","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Property","Male","Undeclared","35","35","39970","36970"
"In post","2021","Declared disabled","Property","Male","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Psychology","Female","Heterosexual / straight","75","70","33470","30100"
"In post","2021","Declared disabled","Psychology","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Psychology","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Psychology","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Psychology","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Psychology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Psychology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Psychology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Psychology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","Female","Heterosexual / straight","260","240","35030","32050"
"In post","2021","Declared disabled","Science and Engineering","Female","LGBO","45","45","35150","31250"
"In post","2021","Declared disabled","Science and Engineering","Female","Undeclared","30","25","38140","34260"
"In post","2021","Declared disabled","Science and Engineering","Female","Unknown","40","35","35220","35100"
"In post","2021","Declared disabled","Science and Engineering","Male","Heterosexual / straight","555","535","37420","37320"
"In post","2021","Declared disabled","Science and Engineering","Male","LGBO","40","40","37260","30610"
"In post","2021","Declared disabled","Science and Engineering","Male","Undeclared","95","90","37330","37670"
"In post","2021","Declared disabled","Science and Engineering","Male","Unknown","65","60","38590","36730"
"In post","2021","Declared disabled","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Female","Heterosexual / straight","105","105","30940","28350"
"In post","2021","Declared disabled","Security","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Security","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Security","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Security","Male","Heterosexual / straight","340","330","31310","27870"
"In post","2021","Declared disabled","Security","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Security","Male","Undeclared","65","65","36360","39070"
"In post","2021","Declared disabled","Security","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
