"Status","Year","Disability","Ethnicity","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Black","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","SEO/HEO","Heterosexual / straight","325","320","37620","36560"
"In post","2021","Declared disabled","Black","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Black","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","Heterosexual / straight","155","150","32170","30200"
"In post","2021","Declared disabled","Black","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","AA/AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Declared disabled","Chinese","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","EO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Declared disabled","Chinese","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Chinese","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","AA/AO","Heterosexual / straight","205","190","22430","21010"
"In post","2021","Declared disabled","Mixed","AA/AO","LGBO","40","40","22920","21430"
"In post","2021","Declared disabled","Mixed","AA/AO","Undeclared","25","20","[c]","[c]"
"In post","2021","Declared disabled","Mixed","AA/AO","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","EO","Heterosexual / straight","255","235","28170","27570"
"In post","2021","Declared disabled","Mixed","EO","LGBO","50","50","27600","27570"
"In post","2021","Declared disabled","Mixed","EO","Undeclared","40","35","28550","27570"
"In post","2021","Declared disabled","Mixed","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Mixed","G6/G7","Heterosexual / straight","100","95","59110","57430"
"In post","2021","Declared disabled","Mixed","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","SEO/HEO","Heterosexual / straight","185","180","36510","35670"
"In post","2021","Declared disabled","Mixed","SEO/HEO","LGBO","45","45","36980","36410"
"In post","2021","Declared disabled","Mixed","SEO/HEO","Undeclared","30","30","36280","34940"
"In post","2021","Declared disabled","Mixed","SEO/HEO","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Unknown","Heterosexual / straight","85","80","32390","31150"
"In post","2021","Declared disabled","Mixed","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","AA/AO","Heterosexual / straight","45","40","22640","21180"
"In post","2021","Declared disabled","Other ethnicity","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","EO","Heterosexual / straight","80","75","28610","27570"
"In post","2021","Declared disabled","Other ethnicity","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","EO","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","G6/G7","Heterosexual / straight","30","30","60170","56300"
"In post","2021","Declared disabled","Other ethnicity","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","SEO/HEO","Heterosexual / straight","65","65","37530","36440"
"In post","2021","Declared disabled","Other ethnicity","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","AA/AO","Heterosexual / straight","115","100","22310","21430"
"In post","2021","Declared disabled","Undeclared","AA/AO","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","AA/AO","Undeclared","365","330","22210","21010"
"In post","2021","Declared disabled","Undeclared","AA/AO","Unknown","95","75","21620","21010"
"In post","2021","Declared disabled","Undeclared","EO","Heterosexual / straight","130","120","28110","27570"
"In post","2021","Declared disabled","Undeclared","EO","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","EO","Undeclared","425","385","28040","27570"
"In post","2021","Declared disabled","Undeclared","EO","Unknown","105","95","29230","27570"
"In post","2021","Declared disabled","Undeclared","G6/G7","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","G6/G7","Undeclared","125","120","58010","56620"
"In post","2021","Declared disabled","Undeclared","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","SEO/HEO","Heterosexual / straight","85","80","36430","35400"
"In post","2021","Declared disabled","Undeclared","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","SEO/HEO","Undeclared","335","315","37250","36460"
"In post","2021","Declared disabled","Undeclared","SEO/HEO","Unknown","40","40","37660","37320"
"In post","2021","Declared disabled","Undeclared","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Undeclared","80","75","35070","35310"
"In post","2021","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AA/AO","Heterosexual / straight","115","95","21600","21440"
"In post","2021","Declared disabled","Unknown","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AA/AO","Undeclared","35","30","22420","21350"
"In post","2021","Declared disabled","Unknown","AA/AO","Unknown","265","230","22540","21050"
"In post","2021","Declared disabled","Unknown","EO","Heterosexual / straight","65","60","27750","27570"
"In post","2021","Declared disabled","Unknown","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","EO","Undeclared","25","20","[c]","[c]"
"In post","2021","Declared disabled","Unknown","EO","Unknown","290","265","29640","28410"
"In post","2021","Declared disabled","Unknown","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G6/G7","Unknown","70","70","58300","57620"
"In post","2021","Declared disabled","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SEO/HEO","Heterosexual / straight","60","55","37740","35000"
"In post","2021","Declared disabled","Unknown","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SEO/HEO","Undeclared","30","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SEO/HEO","Unknown","195","185","37370","37290"
"In post","2021","Declared disabled","Unknown","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","White","AA/AO","Heterosexual / straight","9715","8520","21840","21010"
"In post","2021","Declared disabled","White","AA/AO","LGBO","945","895","22280","21010"
"In post","2021","Declared disabled","White","AA/AO","Undeclared","1225","1035","21700","21010"
"In post","2021","Declared disabled","White","AA/AO","Unknown","995","830","21870","21010"
"In post","2021","Declared disabled","White","EO","Heterosexual / straight","9585","8660","27530","27570"
"In post","2021","Declared disabled","White","EO","LGBO","1005","960","27540","27570"
"In post","2021","Declared disabled","White","EO","Undeclared","1045","925","27640","27570"
"In post","2021","Declared disabled","White","EO","Unknown","780","670","27790","27570"
"In post","2021","Declared disabled","White","G6/G7","Heterosexual / straight","2925","2810","58210","56350"
"In post","2021","Declared disabled","White","G6/G7","LGBO","410","400","58250","56300"
"In post","2021","Declared disabled","White","G6/G7","Undeclared","295","285","60000","58120"
"In post","2021","Declared disabled","White","G6/G7","Unknown","180","170","58290","56910"
"In post","2021","Declared disabled","White","SCS level","Heterosexual / straight","290","285","89850","81950"
"In post","2021","Declared disabled","White","SCS level","LGBO","45","45","87940","78280"
"In post","2021","Declared disabled","White","SCS level","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","White","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","White","SEO/HEO","Heterosexual / straight","7595","7205","36590","35310"
"In post","2021","Declared disabled","White","SEO/HEO","LGBO","930","905","35420","34290"
"In post","2021","Declared disabled","White","SEO/HEO","Undeclared","700","665","36900","35830"
"In post","2021","Declared disabled","White","SEO/HEO","Unknown","415","380","36110","35020"
"In post","2021","Declared disabled","White","Unknown","Heterosexual / straight","1640","1515","31040","30210"
"In post","2021","Declared disabled","White","Unknown","LGBO","170","165","29580","28200"
"In post","2021","Declared disabled","White","Unknown","Undeclared","125","115","32350","32320"
"In post","2021","Declared disabled","White","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","AA/AO","Heterosexual / straight","4990","4475","22180","21100"
"In post","2021","Declared non-disabled","Asian","AA/AO","LGBO","140","120","22210","21050"
"In post","2021","Declared non-disabled","Asian","AA/AO","Undeclared","440","380","22380","21430"
"In post","2021","Declared non-disabled","Asian","AA/AO","Unknown","795","635","22010","21010"
"In post","2021","Declared non-disabled","Asian","EO","Heterosexual / straight","6490","6125","28140","27570"
"In post","2021","Declared non-disabled","Asian","EO","LGBO","110","105","28360","27690"
"In post","2021","Declared non-disabled","Asian","EO","Undeclared","415","370","28330","28650"
"In post","2021","Declared non-disabled","Asian","EO","Unknown","815","715","28570","27570"
"In post","2021","Declared non-disabled","Asian","G6/G7","Heterosexual / straight","2015","1965","58670","57460"
"In post","2021","Declared non-disabled","Asian","G6/G7","LGBO","55","55","58220","56570"
"In post","2021","Declared non-disabled","Asian","G6/G7","Undeclared","80","75","58840","56540"
"In post","2021","Declared non-disabled","Asian","G6/G7","Unknown","165","155","59160","55770"
"In post","2021","Declared non-disabled","Asian","SCS level","Heterosexual / straight","205","195","90480","88180"
"In post","2021","Declared non-disabled","Asian","SCS level","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","SEO/HEO","Heterosexual / straight","5085","4940","36880","36160"
"In post","2021","Declared non-disabled","Asian","SEO/HEO","LGBO","90","90","37600","36340"
"In post","2021","Declared non-disabled","Asian","SEO/HEO","Undeclared","260","250","37240","36160"
"In post","2021","Declared non-disabled","Asian","SEO/HEO","Unknown","340","330","37080","36650"
"In post","2021","Declared non-disabled","Asian","Unknown","Heterosexual / straight","465","435","29830","28200"
"In post","2021","Declared non-disabled","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Unknown","Undeclared","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","AA/AO","Heterosexual / straight","2620","2470","24090","23500"
"In post","2021","Declared non-disabled","Black","AA/AO","LGBO","55","50","23000","22680"
"In post","2021","Declared non-disabled","Black","AA/AO","Undeclared","150","135","24090","23500"
"In post","2021","Declared non-disabled","Black","AA/AO","Unknown","295","260","23840","23210"
"In post","2021","Declared non-disabled","Black","EO","Heterosexual / straight","3520","3400","29020","29250"
"In post","2021","Declared non-disabled","Black","EO","LGBO","80","75","28900","29080"
"In post","2021","Declared non-disabled","Black","EO","Undeclared","210","200","29280","29290"
"In post","2021","Declared non-disabled","Black","EO","Unknown","450","415","29920","31060"
"In post","2021","Declared non-disabled","Black","G6/G7","Heterosexual / straight","860","850","58120","56590"
"In post","2021","Declared non-disabled","Black","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Black","G6/G7","Undeclared","35","35","57670","57970"
"In post","2021","Declared non-disabled","Black","G6/G7","Unknown","65","65","59850","58710"
"In post","2021","Declared non-disabled","Black","SCS level","Heterosexual / straight","55","55","90730","82100"
"In post","2021","Declared non-disabled","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","SEO/HEO","Heterosexual / straight","2710","2665","37250","36160"
"In post","2021","Declared non-disabled","Black","SEO/HEO","LGBO","50","50","38500","36650"
"In post","2021","Declared non-disabled","Black","SEO/HEO","Undeclared","115","110","37610","36800"
"In post","2021","Declared non-disabled","Black","SEO/HEO","Unknown","160","155","37700","36760"
"In post","2021","Declared non-disabled","Black","Unknown","Heterosexual / straight","575","555","30560","28200"
"In post","2021","Declared non-disabled","Black","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","AA/AO","Heterosexual / straight","170","155","22060","21050"
"In post","2021","Declared non-disabled","Chinese","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","AA/AO","Unknown","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","EO","Heterosexual / straight","190","180","27640","27570"
"In post","2021","Declared non-disabled","Chinese","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","EO","Unknown","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","G6/G7","Heterosexual / straight","165","160","58500","56400"
"In post","2021","Declared non-disabled","Chinese","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","SEO/HEO","Heterosexual / straight","245","240","37450","36520"
"In post","2021","Declared non-disabled","Chinese","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","SEO/HEO","Undeclared","30","30","38460","38630"
"In post","2021","Declared non-disabled","Chinese","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","AA/AO","Heterosexual / straight","1125","1050","23230","21430"
"In post","2021","Declared non-disabled","Mixed","AA/AO","LGBO","90","90","23090","21430"
"In post","2021","Declared non-disabled","Mixed","AA/AO","Undeclared","70","65","23210","21430"
"In post","2021","Declared non-disabled","Mixed","AA/AO","Unknown","100","85","22770","21010"
"In post","2021","Declared non-disabled","Mixed","EO","Heterosexual / straight","1285","1225","28020","27570"
"In post","2021","Declared non-disabled","Mixed","EO","LGBO","115","110","28090","27570"
"In post","2021","Declared non-disabled","Mixed","EO","Undeclared","115","105","27880","27570"
"In post","2021","Declared non-disabled","Mixed","EO","Unknown","85","75","28110","27570"
"In post","2021","Declared non-disabled","Mixed","G6/G7","Heterosexual / straight","780","750","58430","56790"
"In post","2021","Declared non-disabled","Mixed","G6/G7","LGBO","90","85","56650","55360"
"In post","2021","Declared non-disabled","Mixed","G6/G7","Undeclared","45","45","59320","54780"
"In post","2021","Declared non-disabled","Mixed","G6/G7","Unknown","60","55","59890","59850"
"In post","2021","Declared non-disabled","Mixed","SCS level","Heterosexual / straight","90","85","83470","78520"
"In post","2021","Declared non-disabled","Mixed","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","SEO/HEO","Heterosexual / straight","1395","1365","36810","36160"
"In post","2021","Declared non-disabled","Mixed","SEO/HEO","LGBO","125","125","36670","36070"
"In post","2021","Declared non-disabled","Mixed","SEO/HEO","Undeclared","95","90","36660","35200"
"In post","2021","Declared non-disabled","Mixed","SEO/HEO","Unknown","95","90","36780","36480"
"In post","2021","Declared non-disabled","Mixed","Unknown","Heterosexual / straight","235","220","29790","30110"
"In post","2021","Declared non-disabled","Mixed","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Unknown","Undeclared","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","AA/AO","Heterosexual / straight","325","300","23320","21540"
"In post","2021","Declared non-disabled","Other ethnicity","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","AA/AO","Undeclared","30","30","23230","21440"
"In post","2021","Declared non-disabled","Other ethnicity","AA/AO","Unknown","50","40","23890","22560"
"In post","2021","Declared non-disabled","Other ethnicity","EO","Heterosexual / straight","395","380","28190","27570"
"In post","2021","Declared non-disabled","Other ethnicity","EO","LGBO","30","30","28950","28890"
"In post","2021","Declared non-disabled","Other ethnicity","EO","Undeclared","40","40","28380","28570"
"In post","2021","Declared non-disabled","Other ethnicity","EO","Unknown","65","55","28560","27570"
"In post","2021","Declared non-disabled","Other ethnicity","G6/G7","Heterosexual / straight","225","215","59460","57940"
"In post","2021","Declared non-disabled","Other ethnicity","G6/G7","LGBO","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","G6/G7","Undeclared","30","30","60920","59160"
"In post","2021","Declared non-disabled","Other ethnicity","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","SCS level","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","SEO/HEO","Heterosexual / straight","390","380","37580","36510"
"In post","2021","Declared non-disabled","Other ethnicity","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","SEO/HEO","Undeclared","45","40","39530","38340"
"In post","2021","Declared non-disabled","Other ethnicity","SEO/HEO","Unknown","30","30","41100","39650"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","Heterosexual / straight","45","40","29530","27960"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
