"Status","Year","Profession_of_post","Region_ITL1","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Scotland","Southern Scotland","Female","45","40","41130","39860"
"In post","2021","Commercial","Scotland","Southern Scotland","Male","25","25","[c]","[c]"
"In post","2021","Commercial","Scotland","West Central Scotland","Female","50","50","33140","33000"
"In post","2021","Commercial","Scotland","West Central Scotland","Male","60","55","35930","34800"
"In post","2021","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","95","95","37970","35850"
"In post","2021","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","90","85","40220","40330"
"In post","2021","Commercial","South East (England)","Hampshire and Isle of Wight","Female","130","125","34450","34500"
"In post","2021","Commercial","South East (England)","Hampshire and Isle of Wight","Male","90","90","38760","36420"
"In post","2021","Commercial","South East (England)","Kent","Female","10","10","[c]","[c]"
"In post","2021","Commercial","South East (England)","Kent","Male","10","10","[c]","[c]"
"In post","2021","Commercial","South East (England)","Surrey, East and West Sussex","Female","20","20","[c]","[c]"
"In post","2021","Commercial","South East (England)","Surrey, East and West Sussex","Male","20","20","[c]","[c]"
"In post","2021","Commercial","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Devon","Female","115","110","40890","38370"
"In post","2021","Commercial","South West (England)","Devon","Male","105","105","44830","46100"
"In post","2021","Commercial","South West (England)","Dorset and Somerset","Female","40","40","39740","34840"
"In post","2021","Commercial","South West (England)","Dorset and Somerset","Male","30","30","[c]","[c]"
"In post","2021","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","745","695","37030","34500"
"In post","2021","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","685","670","40900","38240"
"In post","2021","Commercial","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Unknown","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Wales","East Wales","Female","75","70","35610","31970"
"In post","2021","Commercial","Wales","East Wales","Male","80","80","37620","35040"
"In post","2021","Commercial","Wales","West Wales and The Valleys","Female","90","80","31840","31040"
"In post","2021","Commercial","Wales","West Wales and The Valleys","Male","80","80","35330","31380"
"In post","2021","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","10","10","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","10","10","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Shropshire and Staffordshire","Female","60","60","37900","34800"
"In post","2021","Commercial","West Midlands (England)","Shropshire and Staffordshire","Male","40","40","41520","34800"
"In post","2021","Commercial","West Midlands (England)","West Midlands","Female","70","70","38800","36780"
"In post","2021","Commercial","West Midlands (England)","West Midlands","Male","60","60","39110","38130"
"In post","2021","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","North Yorkshire","Female","35","35","43250","38230"
"In post","2021","Commercial","Yorkshire and The Humber","North Yorkshire","Male","20","20","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","South Yorkshire","Female","65","60","37330","36780"
"In post","2021","Commercial","Yorkshire and The Humber","South Yorkshire","Male","40","40","40520","37680"
"In post","2021","Commercial","Yorkshire and The Humber","West Yorkshire","Female","110","110","40210","36820"
"In post","2021","Commercial","Yorkshire and The Humber","West Yorkshire","Male","80","80","41660","37000"
"In post","2021","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","Female","55","55","37320","36780"
"In post","2021","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","Male","25","25","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","5","5","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Lincolnshire","Female","10","5","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Lincolnshire","Male","5","5","[c]","[c]"
"In post","2021","Communications","East of England","Bedfordshire and Hertfordshire","Female","15","15","[c]","[c]"
"In post","2021","Communications","East of England","Bedfordshire and Hertfordshire","Male","15","15","[c]","[c]"
"In post","2021","Communications","East of England","East Anglia","Female","20","20","[c]","[c]"
"In post","2021","Communications","East of England","East Anglia","Male","25","25","[c]","[c]"
"In post","2021","Communications","East of England","Essex","Female","10","10","[c]","[c]"
"In post","2021","Communications","East of England","Essex","Male","5","5","[c]","[c]"
"In post","2021","Communications","London","Inner London - East","Female","130","125","45950","41010"
"In post","2021","Communications","London","Inner London - East","Male","90","85","50180","43340"
"In post","2021","Communications","London","Inner London - West","Female","1065","1035","46010","42710"
"In post","2021","Communications","London","Inner London - West","Male","740","735","46800","42840"
"In post","2021","Communications","London","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Outer London - South","Female","20","15","[c]","[c]"
"In post","2021","Communications","London","Outer London - South","Male","15","15","[c]","[c]"
"In post","2021","Communications","London","Outer London - West and North West","Female","20","20","[c]","[c]"
"In post","2021","Communications","London","Outer London - West and North West","Male","15","15","[c]","[c]"
"In post","2021","Communications","North East (England)","Northumberland and Tyne and Wear","Female","55","50","33580","31460"
"In post","2021","Communications","North East (England)","Northumberland and Tyne and Wear","Male","35","35","35650","31870"
"In post","2021","Communications","North East (England)","Tees Valley and Durham","Female","25","25","[c]","[c]"
"In post","2021","Communications","North East (England)","Tees Valley and Durham","Male","5","5","[c]","[c]"
"In post","2021","Communications","North West (England)","Cheshire","Female","10","10","[c]","[c]"
"In post","2021","Communications","North West (England)","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Greater Manchester","Female","55","50","33740","31810"
"In post","2021","Communications","North West (England)","Greater Manchester","Male","35","30","34810","31980"
"In post","2021","Communications","North West (England)","Lancashire","Female","15","15","[c]","[c]"
"In post","2021","Communications","North West (England)","Lancashire","Male","15","10","[c]","[c]"
"In post","2021","Communications","North West (England)","Merseyside","Female","45","40","40360","38010"
"In post","2021","Communications","North West (England)","Merseyside","Male","30","30","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Northern Ireland","Female","20","20","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2021","Communications","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Eastern Scotland","Female","30","30","[c]","[c]"
"In post","2021","Communications","Scotland","Eastern Scotland","Male","10","10","[c]","[c]"
"In post","2021","Communications","Scotland","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","West Central Scotland","Female","15","15","[c]","[c]"
"In post","2021","Communications","Scotland","West Central Scotland","Male","10","10","[c]","[c]"
"In post","2021","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","35","35","32300","29200"
"In post","2021","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","45","45","32570","31200"
"In post","2021","Communications","South East (England)","Hampshire and Isle of Wight","Female","110","105","33860","33000"
"In post","2021","Communications","South East (England)","Hampshire and Isle of Wight","Male","75","75","32050","29370"
"In post","2021","Communications","South East (England)","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Surrey, East and West Sussex","Female","10","10","[c]","[c]"
"In post","2021","Communications","South East (England)","Surrey, East and West Sussex","Male","10","10","[c]","[c]"
"In post","2021","Communications","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Cornwall and Isles of Scilly","Male","5","5","[c]","[c]"
"In post","2021","Communications","South West (England)","Devon","Female","25","25","[c]","[c]"
"In post","2021","Communications","South West (England)","Devon","Male","25","25","[c]","[c]"
"In post","2021","Communications","South West (England)","Dorset and Somerset","Female","25","20","[c]","[c]"
"In post","2021","Communications","South West (England)","Dorset and Somerset","Male","20","20","[c]","[c]"
"In post","2021","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","110","100","35130","33320"
"In post","2021","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","105","100","37880","36240"
"In post","2021","Communications","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","East Wales","Female","155","140","38400","36950"
"In post","2021","Communications","Wales","East Wales","Male","100","100","39330","37410"
"In post","2021","Communications","Wales","West Wales and The Valleys","Female","60","55","31920","26780"
"In post","2021","Communications","Wales","West Wales and The Valleys","Male","40","35","31690","27810"
"In post","2021","Communications","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","10","10","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","10","10","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Shropshire and Staffordshire","Female","20","20","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Shropshire and Staffordshire","Male","15","15","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","West Midlands","Female","65","60","43880","40000"
"In post","2021","Communications","West Midlands (England)","West Midlands","Male","25","25","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","North Yorkshire","Female","10","10","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","North Yorkshire","Male","10","10","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","South Yorkshire","Female","25","25","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","South Yorkshire","Male","25","25","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","West Yorkshire","Female","35","30","49970","52580"
"In post","2021","Communications","Yorkshire and The Humber","West Yorkshire","Male","25","25","[c]","[c]"
"In post","2021","Corporate Finance","East of England","East Anglia","Female","10","5","[c]","[c]"
"In post","2021","Corporate Finance","East of England","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","London","Inner London - East","Female","10","10","[c]","[c]"
"In post","2021","Corporate Finance","London","Inner London - East","Male","15","15","[c]","[c]"
"In post","2021","Corporate Finance","London","Inner London - West","Female","20","20","[c]","[c]"
"In post","2021","Corporate Finance","London","Inner London - West","Male","30","30","[c]","[c]"
"In post","2021","Corporate Finance","North West (England)","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","North West (England)","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","West Central Scotland","Female","10","10","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","Hampshire and Isle of Wight","Female","15","15","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","Hampshire and Isle of Wight","Male","10","10","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","20","20","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","10","10","[c]","[c]"
"In post","2021","Corporate Finance","Wales","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Wales","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","West Midlands","Female","5","5","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","West Midlands","Male","5","5","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","Female","5","5","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","Male","15","15","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Bedfordshire and Hertfordshire","Female","10","10","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Bedfordshire and Hertfordshire","Male","10","10","[c]","[c]"
"In post","2021","Counter Fraud","East of England","East Anglia","Female","5","5","[c]","[c]"
"In post","2021","Counter Fraud","East of England","East Anglia","Male","10","10","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Inner London - East","Female","10","10","[c]","[c]"
"In post","2021","Counter Fraud","London","Inner London - East","Male","30","30","[c]","[c]"
"In post","2021","Counter Fraud","London","Inner London - West","Female","140","135","40810","33770"
"In post","2021","Counter Fraud","London","Inner London - West","Male","205","200","45650","40560"
"In post","2021","Counter Fraud","London","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Outer London - South","Female","5","5","[c]","[c]"
"In post","2021","Counter Fraud","London","Outer London - South","Male","5","5","[c]","[c]"
"In post","2021","Counter Fraud","London","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Northumberland and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Northumberland and Tyne and Wear","Male","5","5","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Tees Valley and Durham","Female","20","15","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Tees Valley and Durham","Male","15","15","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Greater Manchester","Female","25","20","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Greater Manchester","Male","40","40","38160","35830"
"In post","2021","Counter Fraud","North West (England)","Lancashire","Female","5","5","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Merseyside","Female","25","20","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Merseyside","Male","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Eastern Scotland","Female","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Eastern Scotland","Male","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","West Central Scotland","Female","50","45","27360","25040"
"In post","2021","Counter Fraud","Scotland","West Central Scotland","Male","20","20","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","10","5","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Wales","East Wales","Female","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Wales","East Wales","Male","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Wales","West Wales and The Valleys","Female","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Wales","West Wales and The Valleys","Male","10","10","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","West Midlands","Female","30","30","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","West Midlands","Male","40","40","38290","37910"
"In post","2021","Counter Fraud","Yorkshire and The Humber","North Yorkshire","Female","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","North Yorkshire","Male","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","West Yorkshire","Female","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","West Yorkshire","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","Female","65","60","41390","39060"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","Male","115","115","37200","32240"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","30","25","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","45","45","35460","35560"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Lincolnshire","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Lincolnshire","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","Female","25","20","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","Male","50","50","36670","37640"
"In post","2021","Digital, Data and Technology","East of England","East Anglia","Female","65","60","33630","30810"
"In post","2021","Digital, Data and Technology","East of England","East Anglia","Male","100","100","35680","33300"
"In post","2021","Digital, Data and Technology","East of England","Essex","Female","70","60","38430","35000"
"In post","2021","Digital, Data and Technology","East of England","Essex","Male","200","185","37150","34620"
"In post","2021","Digital, Data and Technology","London","Inner London - East","Female","245","240","46850","41760"
"In post","2021","Digital, Data and Technology","London","Inner London - East","Male","385","380","51650","48900"
"In post","2021","Digital, Data and Technology","London","Inner London - West","Female","695","675","48570","45530"
"In post","2021","Digital, Data and Technology","London","Inner London - West","Male","1115","1105","50910","46710"
"In post","2021","Digital, Data and Technology","London","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","Outer London - South","Female","230","225","49060","44260"
"In post","2021","Digital, Data and Technology","London","Outer London - South","Male","350","345","51840","46690"
"In post","2021","Digital, Data and Technology","London","Outer London - West and North West","Female","75","70","40940","38200"
"In post","2021","Digital, Data and Technology","London","Outer London - West and North West","Male","205","205","44150","43420"
"In post","2021","Digital, Data and Technology","North East (England)","Northumberland and Tyne and Wear","Female","210","195","40350","38630"
"In post","2021","Digital, Data and Technology","North East (England)","Northumberland and Tyne and Wear","Male","355","345","38980","38630"
"In post","2021","Digital, Data and Technology","North East (England)","Tees Valley and Durham","Female","70","65","35170","36500"
"In post","2021","Digital, Data and Technology","North East (England)","Tees Valley and Durham","Male","70","70","39940","37100"
"In post","2021","Digital, Data and Technology","North West (England)","Cheshire","Female","55","50","40530","36740"
"In post","2021","Digital, Data and Technology","North West (England)","Cheshire","Male","80","80","42960","45480"
"In post","2021","Digital, Data and Technology","North West (England)","Cumbria","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Cumbria","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Greater Manchester","Female","145","140","40900","37100"
"In post","2021","Digital, Data and Technology","North West (England)","Greater Manchester","Male","310","305","40420","37660"
"In post","2021","Digital, Data and Technology","North West (England)","Lancashire","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Lancashire","Male","40","40","32460","30990"
"In post","2021","Digital, Data and Technology","North West (England)","Merseyside","Female","135","125","36460","31990"
"In post","2021","Digital, Data and Technology","North West (England)","Merseyside","Male","240","240","39410","37890"
"In post","2021","Digital, Data and Technology","Northern Ireland","Northern Ireland","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","Northern Ireland","Northern Ireland","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Overseas","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Overseas","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","Eastern Scotland","Female","55","55","38650","34190"
"In post","2021","Digital, Data and Technology","Scotland","Eastern Scotland","Male","165","165","38690","35230"
"In post","2021","Digital, Data and Technology","Scotland","Highlands and Islands","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","North Eastern Scotland","Female","10","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","North Eastern Scotland","Male","5","5","[c]","[c]"
