"Status","Year","Age","Ethnicity","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Chinese","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Mixed","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Economics","London","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","Outside London","10","5","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","London","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","Outside London","170","160","20830","20830"
"In post","2021","16-19","Unknown","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other","London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Other","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Other","Unknown","35","35","18640","15940"
"In post","2021","16-19","Unknown","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Science and Engineering","Outside London","45","45","16860","16780"
"In post","2021","16-19","Unknown","Security","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Tax","Outside London","90","90","20310","20140"
"In post","2021","16-19","Unknown","Unknown","London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Outside London","55","55","21140","20140"
"In post","2021","16-19","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Communications","London","5","5","[c]","[c]"
"In post","2021","16-19","White","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Digital, Data and Technology","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","White","Economics","London","15","15","[c]","[c]"
"In post","2021","16-19","White","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Finance","Outside London","25","25","[c]","[c]"
"In post","2021","16-19","White","Human Resources","London","10","10","[c]","[c]"
"In post","2021","16-19","White","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","White","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Operational Delivery","London","20","20","[c]","[c]"
"In post","2021","16-19","White","Operational Delivery","Outside London","185","175","21320","21430"
"In post","2021","16-19","White","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Other","Outside London","20","20","[c]","[c]"
"In post","2021","16-19","White","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Policy","London","15","15","[c]","[c]"
"In post","2021","16-19","White","Policy","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","White","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","White","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Property","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","White","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Science and Engineering","Outside London","70","70","18150","17780"
"In post","2021","16-19","White","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Security","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","White","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Tax","Outside London","45","45","20500","20140"
"In post","2021","16-19","White","Unknown","London","5","5","[c]","[c]"
"In post","2021","16-19","White","Unknown","Outside London","215","210","21890","21010"
"In post","2021","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Commercial","London","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Commercial","Outside London","25","25","[c]","[c]"
"In post","2021","20-29","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Communications","London","40","40","33430","33510"
"In post","2021","20-29","Asian","Communications","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Digital, Data and Technology","London","80","80","35850","35050"
"In post","2021","20-29","Asian","Digital, Data and Technology","Outside London","75","75","30620","29360"
"In post","2021","20-29","Asian","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Economics","London","95","95","36990","33120"
"In post","2021","20-29","Asian","Economics","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Finance","London","65","65","35020","33570"
"In post","2021","20-29","Asian","Finance","Outside London","60","55","29330","29360"
"In post","2021","20-29","Asian","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Human Resources","London","50","50","33150","32330"
"In post","2021","20-29","Asian","Human Resources","Outside London","25","25","[c]","[c]"
"In post","2021","20-29","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Intelligence Analysis","London","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Intelligence Analysis","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Internal Audit","London","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","International Trade","London","35","35","34770","32480"
"In post","2021","20-29","Asian","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Knowledge and Information Management","London","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Knowledge and Information Management","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Legal","London","55","55","37690","36160"
"In post","2021","20-29","Asian","Legal","Outside London","45","45","30610","26550"
"In post","2021","20-29","Asian","Medicine","London","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Medicine","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Operational Delivery","London","570","560","28630","28360"
"In post","2021","20-29","Asian","Operational Delivery","Outside London","1135","1080","23270","21590"
"In post","2021","20-29","Asian","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Operational Research","London","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Operational Research","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Other","London","115","115","32960","28880"
"In post","2021","20-29","Asian","Other","Outside London","40","40","24910","21870"
"In post","2021","20-29","Asian","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Policy","London","490","485","37580","34560"
"In post","2021","20-29","Asian","Policy","Outside London","75","70","31130","30060"
"In post","2021","20-29","Asian","Policy","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Project Delivery","London","75","75","34720","33570"
"In post","2021","20-29","Asian","Project Delivery","Outside London","45","45","29600","26940"
"In post","2021","20-29","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Property","London","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Property","Outside London","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Psychology","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Science and Engineering","London","60","55","32930","32330"
"In post","2021","20-29","Asian","Science and Engineering","Outside London","100","100","28340","27620"
"In post","2021","20-29","Asian","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Security","London","25","25","[c]","[c]"
"In post","2021","20-29","Asian","Security","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Social Research","London","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Social Research","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Statistics","London","35","35","36440","36160"
"In post","2021","20-29","Asian","Statistics","Outside London","25","25","[c]","[c]"
"In post","2021","20-29","Asian","Tax","London","70","70","38950","36160"
"In post","2021","20-29","Asian","Tax","Outside London","270","255","27110","25560"
"In post","2021","20-29","Asian","Unknown","London","690","680","31990","31060"
"In post","2021","20-29","Asian","Unknown","Outside London","1035","1020","25650","27570"
"In post","2021","20-29","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Asian","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Commercial","London","5","5","[c]","[c]"
"In post","2021","20-29","Black","Commercial","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Communications","London","20","20","[c]","[c]"
"In post","2021","20-29","Black","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Digital, Data and Technology","London","30","30","35870","35060"
"In post","2021","20-29","Black","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Black","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Economics","London","30","30","33230","32790"
"In post","2021","20-29","Black","Economics","Outside London","5","5","[c]","[c]"
