"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Water Services Regulation Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Welsh Government","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Welsh Government","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Welsh Government","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Welsh Government","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Welsh Government","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Welsh Government","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","EO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","G6/G7","Heterosexual / straight","50","50","65120","66200"
"In post","2021","Counter Fraud","Attorney General's Departments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","SEO/HEO","Heterosexual / straight","80","80","37290","37730"
"In post","2021","Counter Fraud","Attorney General's Departments","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","SEO/HEO","Unknown","35","30","37280","40000"
"In post","2021","Counter Fraud","Cabinet Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","G6/G7","Heterosexual / straight","35","30","58750","58250"
"In post","2021","Counter Fraud","Cabinet Office","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","130","125","38830","39170"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","105","100","38660","39170"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","SEO/HEO","Heterosexual / straight","40","40","35060","34000"
"In post","2021","Counter Fraud","Food Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","AA/AO","Heterosexual / straight","465","410","21420","21440"
"In post","2021","Counter Fraud","HM Revenue and Customs","AA/AO","LGBO","25","25","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","AA/AO","Undeclared","75","65","21910","21440"
"In post","2021","Counter Fraud","HM Revenue and Customs","AA/AO","Unknown","270","230","21400","21400"
"In post","2021","Counter Fraud","HM Revenue and Customs","EO","Heterosexual / straight","1890","1770","26920","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs","EO","LGBO","105","105","26910","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs","EO","Undeclared","275","250","27350","26060"
"In post","2021","Counter Fraud","HM Revenue and Customs","EO","Unknown","1050","995","26990","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs","G6/G7","Heterosexual / straight","635","615","56710","52770"
"In post","2021","Counter Fraud","HM Revenue and Customs","G6/G7","LGBO","35","35","56210","52580"
"In post","2021","Counter Fraud","HM Revenue and Customs","G6/G7","Undeclared","140","135","58320","58130"
"In post","2021","Counter Fraud","HM Revenue and Customs","G6/G7","Unknown","130","120","56310","52770"
"In post","2021","Counter Fraud","HM Revenue and Customs","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","SEO/HEO","Heterosexual / straight","2345","2225","34870","32430"
"In post","2021","Counter Fraud","HM Revenue and Customs","SEO/HEO","LGBO","105","100","34390","31870"
"In post","2021","Counter Fraud","HM Revenue and Customs","SEO/HEO","Undeclared","395","370","35310","35000"
"In post","2021","Counter Fraud","HM Revenue and Customs","SEO/HEO","Unknown","865","830","34810","32280"
"In post","2021","Counter Fraud","HM Treasury","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","SEO/HEO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Debt","Department for Work and Pensions","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Department for Work and Pensions","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Department for Work and Pensions","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Department for Work and Pensions","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Department for Work and Pensions","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Department for Work and Pensions","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","AA/AO","Heterosexual / straight","1415","1250","20990","20140"
"In post","2021","Debt","HM Revenue and Customs","AA/AO","LGBO","100","95","20670","20140"
"In post","2021","Debt","HM Revenue and Customs","AA/AO","Undeclared","225","190","21610","21440"
"In post","2021","Debt","HM Revenue and Customs","AA/AO","Unknown","1670","1530","20840","20140"
"In post","2021","Debt","HM Revenue and Customs","EO","Heterosexual / straight","520","475","26620","25560"
"In post","2021","Debt","HM Revenue and Customs","EO","LGBO","40","35","26490","25560"
"In post","2021","Debt","HM Revenue and Customs","EO","Undeclared","75","65","27810","28130"
"In post","2021","Debt","HM Revenue and Customs","EO","Unknown","315","290","26990","25560"
"In post","2021","Debt","HM Revenue and Customs","G6/G7","Heterosexual / straight","30","30","54550","52580"
"In post","2021","Debt","HM Revenue and Customs","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","SEO/HEO","Heterosexual / straight","175","165","34220","31870"
"In post","2021","Debt","HM Revenue and Customs","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","SEO/HEO","Unknown","40","35","34890","34690"
"In post","2021","Debt","HM Treasury","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Treasury","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Treasury","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Debt","HM Treasury","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Treasury","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Treasury","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Debt","UK Export Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","UK Export Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","UK Export Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","G6/G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","SEO/HEO","Heterosexual / straight","70","65","36790","38180"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","EO","Heterosexual / straight","40","40","27630","27500"
"In post","2021","Digital, Data & Technology","Cabinet Office","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","G6/G7","Heterosexual / straight","415","405","58360","56340"
"In post","2021","Digital, Data & Technology","Cabinet Office","G6/G7","LGBO","55","55","58590","56570"
"In post","2021","Digital, Data & Technology","Cabinet Office","G6/G7","Undeclared","60","60","58360","56700"
"In post","2021","Digital, Data & Technology","Cabinet Office","G6/G7","Unknown","65","65","57940","54700"
"In post","2021","Digital, Data & Technology","Cabinet Office","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","SEO/HEO","Heterosexual / straight","180","175","36810","35590"
"In post","2021","Digital, Data & Technology","Cabinet Office","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","SEO/HEO","Unknown","45","45","37910","37300"
"In post","2021","Digital, Data & Technology","Chancellor's other departments","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Chancellor's other departments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","75","75","30890","31110"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","EO","Unknown","150","150","27100","26750"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","90","85","62020","60640"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","260","245","53180","50600"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","265","260","40580","40010"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","40","40","41060","41020"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","605","575","37930","39650"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","EO","Heterosexual / straight","60","60","26380","26000"
"In post","2021","Digital, Data & Technology","Department for Education","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","G6/G7","Heterosexual / straight","110","110","55320","51170"
