"Status","Year","Function_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Debt","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Scotland","Female","825","705","22060","20140"
"In post","2021","Debt","Scotland","Male","615","595","21630","20140"
"In post","2021","Debt","South East (England)","Female","55","40","27080","28130"
"In post","2021","Debt","South East (England)","Male","55","45","28500","28130"
"In post","2021","Debt","South West (England)","Female","10","10","[c]","[c]"
"In post","2021","Debt","South West (England)","Male","10","10","[c]","[c]"
"In post","2021","Debt","Wales","Female","165","145","23120","20140"
"In post","2021","Debt","Wales","Male","170","165","23160","20140"
"In post","2021","Debt","West Midlands (England)","Female","265","230","23060","20140"
"In post","2021","Debt","West Midlands (England)","Male","175","165","21810","20140"
"In post","2021","Debt","Yorkshire and The Humber","Female","230","195","24040","21440"
"In post","2021","Debt","Yorkshire and The Humber","Male","190","185","22930","20140"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Female","120","115","37210","33030"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Male","190","185","36820","33150"
"In post","2021","Digital, Data & Technology","East of England","Female","170","160","35930","32960"
"In post","2021","Digital, Data & Technology","East of England","Male","375","365","36380","33630"
"In post","2021","Digital, Data & Technology","London","Female","1390","1350","47310","43800"
"In post","2021","Digital, Data & Technology","London","Male","2005","1985","50480","50540"
"In post","2021","Digital, Data & Technology","North East (England)","Female","310","295","38600","35290"
"In post","2021","Digital, Data & Technology","North East (England)","Male","465","455","38840","38180"
"In post","2021","Digital, Data & Technology","North West (England)","Female","340","320","38870","36500"
"In post","2021","Digital, Data & Technology","North West (England)","Male","540","535","38730","36500"
"In post","2021","Digital, Data & Technology","Northern Ireland","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Female","200","195","37280","33930"
"In post","2021","Digital, Data & Technology","Scotland","Male","475","470","38880","35230"
"In post","2021","Digital, Data & Technology","South East (England)","Female","340","320","36540","33300"
"In post","2021","Digital, Data & Technology","South East (England)","Male","565","560","39220","36480"
"In post","2021","Digital, Data & Technology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Female","745","690","37090","36500"
"In post","2021","Digital, Data & Technology","South West (England)","Male","1595","1560","40050","38980"
"In post","2021","Digital, Data & Technology","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Female","595","560","36680","33840"
"In post","2021","Digital, Data & Technology","Wales","Male","1275","1265","41220","38630"
"In post","2021","Digital, Data & Technology","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Female","420","400","39530","36780"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Male","560","550","41410","38630"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Female","345","330","37820","32200"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Male","505","500","40300","36960"
"In post","2021","Finance","East Midlands (England)","Female","140","135","33900","31810"
"In post","2021","Finance","East Midlands (England)","Male","95","95","39180","33300"
"In post","2021","Finance","East of England","Female","305","275","33080","31810"
"In post","2021","Finance","East of England","Male","175","170","37830","35000"
"In post","2021","Finance","London","Female","1260","1210","46230","41430"
"In post","2021","Finance","London","Male","1290","1280","51220","46690"
"In post","2021","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North East (England)","Female","225","205","34420","31810"
"In post","2021","Finance","North East (England)","Male","205","200","39890","38630"
"In post","2021","Finance","North West (England)","Female","320","295","37420","33310"
"In post","2021","Finance","North West (England)","Male","350","345","37690","33490"
"In post","2021","Finance","Northern Ireland","Female","25","25","[c]","[c]"
"In post","2021","Finance","Northern Ireland","Male","10","10","[c]","[c]"
"In post","2021","Finance","Overseas","Female","20","20","[c]","[c]"
"In post","2021","Finance","Overseas","Male","15","15","[c]","[c]"
"In post","2021","Finance","Scotland","Female","635","535","28340","22920"
"In post","2021","Finance","Scotland","Male","310","290","29630","25560"
"In post","2021","Finance","South East (England)","Female","595","555","34880","31810"
"In post","2021","Finance","South East (England)","Male","415","400","38200","34400"
"In post","2021","Finance","South West (England)","Female","700","650","36900","33300"
"In post","2021","Finance","South West (England)","Male","530","525","42860","39580"
"In post","2021","Finance","Wales","Female","225","205","32080","27460"
"In post","2021","Finance","Wales","Male","160","160","38470","36100"
"In post","2021","Finance","West Midlands (England)","Female","280","270","38940","36780"
"In post","2021","Finance","West Midlands (England)","Male","185","185","40480","37310"
"In post","2021","Finance","Yorkshire and The Humber","Female","555","485","31720","26220"
"In post","2021","Finance","Yorkshire and The Humber","Male","370","365","35350","30120"
"In post","2021","Grants Management","East Midlands (England)","Female","40","40","26070","25190"
"In post","2021","Grants Management","East Midlands (England)","Male","30","30","25660","25190"
"In post","2021","Grants Management","East of England","Female","20","20","[c]","[c]"
"In post","2021","Grants Management","East of England","Male","35","30","26200","25190"
"In post","2021","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","North East (England)","Female","155","135","25750","22980"
"In post","2021","Grants Management","North East (England)","Male","105","105","24870","21050"
"In post","2021","Grants Management","North West (England)","Female","490","415","23930","21050"
"In post","2021","Grants Management","North West (England)","Male","255","250","24430","21050"
"In post","2021","Grants Management","South East (England)","Female","90","85","27070","22430"
"In post","2021","Grants Management","South East (England)","Male","85","80","31060","26520"
"In post","2021","Grants Management","South West (England)","Female","120","105","25380","25190"
"In post","2021","Grants Management","South West (England)","Male","120","115","27950","25880"
"In post","2021","Grants Management","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","West Midlands (England)","Female","80","70","24840","24920"
"In post","2021","Grants Management","West Midlands (England)","Male","60","60","25550","24920"
"In post","2021","Grants Management","Yorkshire and The Humber","Female","90","85","27270","25010"
"In post","2021","Grants Management","Yorkshire and The Humber","Male","105","105","25840","24920"
"In post","2021","Human Resources","East Midlands (England)","Female","340","320","36960","32100"
"In post","2021","Human Resources","East Midlands (England)","Male","160","155","36630","31810"
"In post","2021","Human Resources","East of England","Female","145","135","34020","30990"
"In post","2021","Human Resources","East of England","Male","60","55","37970","33800"
"In post","2021","Human Resources","London","Female","1820","1760","46340","41580"
"In post","2021","Human Resources","London","Male","840","825","47180","42200"
"In post","2021","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North East (England)","Female","400","360","28260","25550"
"In post","2021","Human Resources","North East (England)","Male","215","205","29010","25550"
"In post","2021","Human Resources","North West (England)","Female","915","850","33600","30610"
"In post","2021","Human Resources","North West (England)","Male","400","390","33070","30890"
"In post","2021","Human Resources","Northern Ireland","Female","15","10","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2021","Human Resources","Overseas","Female","15","15","[c]","[c]"
"In post","2021","Human Resources","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Scotland","Female","710","650","28870","25560"
"In post","2021","Human Resources","Scotland","Male","345","340","30430","26670"
"In post","2021","Human Resources","South East (England)","Female","435","400","34420","30500"
"In post","2021","Human Resources","South East (England)","Male","155","155","37800","34270"
"In post","2021","Human Resources","South West (England)","Female","805","735","35250","32710"
"In post","2021","Human Resources","South West (England)","Male","290","285","38420","33630"
"In post","2021","Human Resources","Unknown","Female","20","20","[c]","[c]"
"In post","2021","Human Resources","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Wales","Female","485","445","34880","31170"
"In post","2021","Human Resources","Wales","Male","170","165","35810","31810"
"In post","2021","Human Resources","West Midlands (England)","Female","230","215","38070","33530"
"In post","2021","Human Resources","West Midlands (England)","Male","115","115","39430","35390"
"In post","2021","Human Resources","Yorkshire and The Humber","Female","345","325","38700","36720"
"In post","2021","Human Resources","Yorkshire and The Humber","Male","125","125","39720","37910"
"In post","2021","Internal Audit","East Midlands (England)","Female","20","20","[c]","[c]"
"In post","2021","Internal Audit","East Midlands (England)","Male","15","15","[c]","[c]"
"In post","2021","Internal Audit","East of England","Female","15","15","[c]","[c]"
"In post","2021","Internal Audit","East of England","Male","15","15","[c]","[c]"
"In post","2021","Internal Audit","London","Female","90","90","51090","49600"
"In post","2021","Internal Audit","London","Male","125","120","55720","53710"
"In post","2021","Internal Audit","North East (England)","Female","20","20","[c]","[c]"
"In post","2021","Internal Audit","North East (England)","Male","25","20","[c]","[c]"
"In post","2021","Internal Audit","North West (England)","Female","35","30","41600","40690"
"In post","2021","Internal Audit","North West (England)","Male","30","30","45120","42900"
"In post","2021","Internal Audit","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Scotland","Female","40","35","39390","33930"
"In post","2021","Internal Audit","Scotland","Male","30","30","40510","38850"
"In post","2021","Internal Audit","South East (England)","Female","40","40","34220","33150"
"In post","2021","Internal Audit","South East (England)","Male","30","30","42040","39520"
"In post","2021","Internal Audit","South West (England)","Female","50","45","43530","41680"
"In post","2021","Internal Audit","South West (England)","Male","45","40","44480","42200"
"In post","2021","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Wales","Female","10","10","[c]","[c]"
"In post","2021","Internal Audit","Wales","Male","15","15","[c]","[c]"
"In post","2021","Internal Audit","West Midlands (England)","Female","35","35","47990","44590"
"In post","2021","Internal Audit","West Midlands (England)","Male","15","15","[c]","[c]"
"In post","2021","Internal Audit","Yorkshire and The Humber","Female","30","25","[c]","[c]"
"In post","2021","Internal Audit","Yorkshire and The Humber","Male","30","25","[c]","[c]"
"In post","2021","Legal","East Midlands (England)","Female","410","360","36720","31810"
"In post","2021","Legal","East Midlands (England)","Male","210","200","40380","38000"
"In post","2021","Legal","East of England","Female","410","355","38620","33840"
"In post","2021","Legal","East of England","Male","175","170","45960","49420"
"In post","2021","Legal","London","Female","3420","3140","51260","51730"
"In post","2021","Legal","London","Male","1980","1935","54010","54870"
"In post","2021","Legal","North East (England)","Female","330","295","37300","32370"
"In post","2021","Legal","North East (England)","Male","165","155","41410","41870"
"In post","2021","Legal","North West (England)","Female","950","855","38440","33310"
"In post","2021","Legal","North West (England)","Male","505","495","41920","38630"
"In post","2021","Legal","Northern Ireland","Female","20","20","[c]","[c]"
"In post","2021","Legal","Northern Ireland","Male","10","10","[c]","[c]"
"In post","2021","Legal","Overseas","Female","5","5","[c]","[c]"
"In post","2021","Legal","Overseas","Male","5","5","[c]","[c]"
"In post","2021","Legal","Scotland","Female","1635","1465","34790","29350"
"In post","2021","Legal","Scotland","Male","725","690","35330","29350"
"In post","2021","Legal","South East (England)","Female","600","535","41300","40000"
"In post","2021","Legal","South East (England)","Male","300","285","45620","50520"
"In post","2021","Legal","South West (England)","Female","345","310","40800","38760"
"In post","2021","Legal","South West (England)","Male","230","220","45590","45380"
"In post","2021","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Wales","Female","355","325","39420","38180"
"In post","2021","Legal","Wales","Male","185","180","45890","48080"
"In post","2021","Legal","West Midlands (England)","Female","535","485","39100","38000"
"In post","2021","Legal","West Midlands (England)","Male","265","260","42730","39420"
"In post","2021","Legal","Yorkshire and The Humber","Female","695","615","39780","37500"
"In post","2021","Legal","Yorkshire and The Humber","Male","375","360","45220","49580"
"In post","2021","No function","East Midlands (England)","Female","5925","5335","28200","25350"
"In post","2021","No function","East Midlands (England)","Male","5060","4855","30380","27150"
"In post","2021","No function","East of England","Female","4490","4070","29060","26170"
"In post","2021","No function","East of England","Male","4070","3915","31580","30400"
"In post","2021","No function","London","Female","23105","22045","41230","35990"
"In post","2021","No function","London","Male","19455","19140","44080","38540"
"In post","2021","No function","London","Unknown","5","5","[c]","[c]"
"In post","2021","No function","North East (England)","Female","7320","6185","25820","21530"
"In post","2021","No function","North East (England)","Male","5050","4755","28060","25560"
"In post","2021","No function","North West (England)","Female","11970","10770","28270","25000"
"In post","2021","No function","North West (England)","Male","9710","9265","30140","26810"
"In post","2021","No function","Northern Ireland","Female","910","815","28360","25560"
"In post","2021","No function","Northern Ireland","Male","860","835","29450","25560"
"In post","2021","No function","Overseas","Female","685","680","50960","52370"
"In post","2021","No function","Overseas","Male","1115","1115","54410","54470"
"In post","2021","No function","Scotland","Female","6000","5415","28300","25560"
"In post","2021","No function","Scotland","Male","6435","6105","31700","30930"
"In post","2021","No function","South East (England)","Female","8120","7245","29110","26470"
"In post","2021","No function","South East (England)","Male","8140","7720","32610","31180"
"In post","2021","No function","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","South West (England)","Female","6545","5905","31360","28080"
"In post","2021","No function","South West (England)","Male","6540","6285","34700","31650"
"In post","2021","No function","Unknown","Female","305","295","35180","32000"
"In post","2021","No function","Unknown","Male","295","295","37440","32000"
"In post","2021","No function","Wales","Female","9055","7870","25730","21590"
"In post","2021","No function","Wales","Male","6300","6015","28700","25400"
"In post","2021","No function","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","West Midlands (England)","Female","7690","7030","28910","24920"
"In post","2021","No function","West Midlands (England)","Male","6135","5945","31080","27380"
"In post","2021","No function","Yorkshire and The Humber","Female","7245","6555","30240","26850"
"In post","2021","No function","Yorkshire and The Humber","Male","6400","6125","31670","28970"
"In post","2021","Project Delivery","East Midlands (England)","Female","315","295","37350","34000"
"In post","2021","Project Delivery","East Midlands (England)","Male","335","335","39240","37310"
"In post","2021","Project Delivery","East of England","Female","425","405","36950","34510"
"In post","2021","Project Delivery","East of England","Male","450","440","39470","37640"
"In post","2021","Project Delivery","London","Female","2680","2580","50840","51500"
"In post","2021","Project Delivery","London","Male","2435","2390","54340","53780"
"In post","2021","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North East (England)","Female","615","570","38550","38630"
"In post","2021","Project Delivery","North East (England)","Male","500","490","41140","38630"
"In post","2021","Project Delivery","North West (England)","Female","990","930","37820","35000"
"In post","2021","Project Delivery","North West (England)","Male","990","970","39770","38630"
"In post","2021","Project Delivery","Northern Ireland","Female","35","30","36030","31810"
"In post","2021","Project Delivery","Northern Ireland","Male","40","40","41770","37210"
"In post","2021","Project Delivery","Overseas","Female","300","300","56050","55620"
"In post","2021","Project Delivery","Overseas","Male","345","345","55120","55060"
"In post","2021","Project Delivery","Scotland","Female","790","745","36630","33930"
"In post","2021","Project Delivery","Scotland","Male","995","970","36730","33930"
"In post","2021","Project Delivery","South East (England)","Female","1160","1110","36100","33300"
"In post","2021","Project Delivery","South East (England)","Male","1135","1115","39880","39700"
"In post","2021","Project Delivery","South West (England)","Female","4155","3895","35960","33300"
"In post","2021","Project Delivery","South West (England)","Male","7160","7045","40320","39650"
"In post","2021","Project Delivery","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Project Delivery","Wales","Female","285","260","35730","31810"
"In post","2021","Project Delivery","Wales","Male","535","515","35070","30800"
"In post","2021","Project Delivery","West Midlands (England)","Female","500","480","36860","33300"
"In post","2021","Project Delivery","West Midlands (England)","Male","525","515","37300","33300"
"In post","2021","Project Delivery","Yorkshire and The Humber","Female","355","335","37440","33300"
"In post","2021","Project Delivery","Yorkshire and The Humber","Male","305","300","39940","37170"
"In post","2021","Property","East Midlands (England)","Female","245","220","31140","27510"
"In post","2021","Property","East Midlands (England)","Male","260","250","34980","32560"
"In post","2021","Property","East of England","Female","245","230","31200","29580"
"In post","2021","Property","East of England","Male","300","290","33120","33300"
"In post","2021","Property","London","Female","565","530","39880","35100"
"In post","2021","Property","London","Male","750","730","46300","41700"
"In post","2021","Property","North East (England)","Female","290","265","26750","24500"
"In post","2021","Property","North East (England)","Male","270","255","31890","25930"
"In post","2021","Property","North West (England)","Female","265","240","33820","29910"
"In post","2021","Property","North West (England)","Male","275","265","35790","32110"
"In post","2021","Property","Northern Ireland","Female","30","25","[c]","[c]"
"In post","2021","Property","Northern Ireland","Male","75","75","30050","27720"
"In post","2021","Property","Overseas","Female","25","25","[c]","[c]"
"In post","2021","Property","Overseas","Male","170","170","39840","39410"
"In post","2021","Property","Scotland","Female","355","330","29470","28120"
"In post","2021","Property","Scotland","Male","985","965","31470","28870"
"In post","2021","Property","South East (England)","Female","375","350","32830","32110"
"In post","2021","Property","South East (England)","Male","650","640","35750","33300"
"In post","2021","Property","South West (England)","Female","635","580","30780","27000"
"In post","2021","Property","South West (England)","Male","740","720","35150","33300"
"In post","2021","Property","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Property","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Property","Wales","Female","230","210","32070","29180"
"In post","2021","Property","Wales","Male","260","255","33060","30990"
"In post","2021","Property","West Midlands (England)","Female","260","235","32910","31100"
"In post","2021","Property","West Midlands (England)","Male","290","280","36750","33300"
"In post","2021","Property","Yorkshire and The Humber","Female","365","330","31020","26500"
"In post","2021","Property","Yorkshire and The Humber","Male","400","385","35260","33000"
"In post","2021","Security","East Midlands (England)","Female","45","45","28680","25910"
"In post","2021","Security","East Midlands (England)","Male","120","120","29780","27750"
"In post","2021","Security","East of England","Female","150","145","29150","24620"
"In post","2021","Security","East of England","Male","400","395","34730","33300"
"In post","2021","Security","London","Female","415","405","41410","36950"
"In post","2021","Security","London","Male","675","675","40870","37560"
"In post","2021","Security","North East (England)","Female","35","35","33770","31180"
"In post","2021","Security","North East (England)","Male","65","60","33670","32040"
"In post","2021","Security","North West (England)","Female","95","90","32280","31810"
"In post","2021","Security","North West (England)","Male","210","205","28060","23540"
"In post","2021","Security","Northern Ireland","Female","30","30","22850","20310"
"In post","2021","Security","Northern Ireland","Male","365","360","21350","20310"
"In post","2021","Security","Overseas","Female","30","30","40570","34670"
"In post","2021","Security","Overseas","Male","95","95","39720","34450"
"In post","2021","Security","Scotland","Female","215","205","29320","26670"
"In post","2021","Security","Scotland","Male","1140","1110","30890","28890"
"In post","2021","Security","South East (England)","Female","335","320","29930","26670"
"In post","2021","Security","South East (England)","Male","1565","1545","32240","29890"
"In post","2021","Security","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","South West (England)","Female","200","200","27010","22780"
"In post","2021","Security","South West (England)","Male","925","905","27450","20920"
"In post","2021","Security","Unknown","Female","30","30","33720","32560"
"In post","2021","Security","Unknown","Male","35","35","33870","33300"
"In post","2021","Security","Wales","Female","80","75","29370","27700"
"In post","2021","Security","Wales","Male","240","235","27110","25390"
"In post","2021","Security","West Midlands (England)","Female","90","85","31710","28890"
"In post","2021","Security","West Midlands (England)","Male","275","275","29990","26670"
"In post","2021","Security","Yorkshire and The Humber","Female","305","285","29070","26670"
"In post","2021","Security","Yorkshire and The Humber","Male","595","580","32450","33300"
