"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Policy","G6/G7","G7","5700","5560","54600","53600"
"In post","2021","No function","Policy","SCS level","SCS level","1380","1335","84820","76750"
"In post","2021","No function","Policy","SEO/HEO","HEO","5480","5395","33800","33570"
"In post","2021","No function","Policy","SEO/HEO","SEO","3445","3355","40630","40050"
"In post","2021","No function","Policy","Unknown","Unknown","15","15","48660","44910"
"In post","2021","No function","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Project Delivery","EO","EO","15","15","25470","24500"
"In post","2021","No function","Project Delivery","G6/G7","G6","20","20","64590","64630"
"In post","2021","No function","Project Delivery","G6/G7","G7","45","40","52740","52850"
"In post","2021","No function","Project Delivery","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","No function","Project Delivery","SEO/HEO","HEO","75","70","30480","30850"
"In post","2021","No function","Project Delivery","SEO/HEO","SEO","55","55","39240","39590"
"In post","2021","No function","Property","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","No function","Property","EO","EO","5","5","[c]","[c]"
"In post","2021","No function","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Property","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","No function","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Psychology","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","No function","Psychology","AA/AO","AO","70","65","21270","21300"
"In post","2021","No function","Psychology","EO","EO","420","410","26890","26330"
"In post","2021","No function","Psychology","G6/G7","G6","20","20","75930","72130"
"In post","2021","No function","Psychology","G6/G7","G7","95","85","61550","62010"
"In post","2021","No function","Psychology","SEO/HEO","HEO","425","410","30490","30450"
"In post","2021","No function","Psychology","SEO/HEO","SEO","355","330","45460","45110"
"In post","2021","No function","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Science and Engineering","AA/AO","AA","90","85","18870","18850"
"In post","2021","No function","Science and Engineering","AA/AO","AO","615","585","22470","22130"
"In post","2021","No function","Science and Engineering","EO","EO","695","665","26640","26880"
"In post","2021","No function","Science and Engineering","G6/G7","G6","320","295","71340","67910"
"In post","2021","No function","Science and Engineering","G6/G7","G7","1815","1730","52020","51670"
"In post","2021","No function","Science and Engineering","SCS level","SCS level","65","55","100380","96370"
"In post","2021","No function","Science and Engineering","SEO/HEO","HEO","1560","1490","31670","31370"
"In post","2021","No function","Science and Engineering","SEO/HEO","SEO","1800","1690","40170","39650"
"In post","2021","No function","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Security","EO","EO","10","10","29240","29970"
"In post","2021","No function","Security","G6/G7","G6","10","10","66380","66090"
"In post","2021","No function","Security","G6/G7","G7","40","35","54980","54700"
"In post","2021","No function","Security","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","No function","Security","SEO/HEO","HEO","55","55","35690","35430"
"In post","2021","No function","Security","SEO/HEO","SEO","65","65","43660","44030"
"In post","2021","No function","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","G6/G7","G7","15","15","53620","53870"
"In post","2021","No function","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","No function","Social Research","SEO/HEO","SEO","10","10","38350","37810"
"In post","2021","No function","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Statistics","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","No function","Statistics","G6/G7","G7","10","10","55750","53860"
"In post","2021","No function","Statistics","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","No function","Statistics","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","No function","Tax","AA/AO","AO","2765","2590","20240","20140"
"In post","2021","No function","Tax","EO","EO","1855","1670","27130","25560"
"In post","2021","No function","Tax","G6/G7","G6","490","460","66870","64670"
"In post","2021","No function","Tax","G6/G7","G7","1510","1450","53690","52580"
"In post","2021","No function","Tax","SCS level","SCS level","70","70","82370","78760"
"In post","2021","No function","Tax","SEO/HEO","HEO","3960","3735","33140","31810"
"In post","2021","No function","Tax","SEO/HEO","SEO","1285","1215","39430","38630"
"In post","2021","No function","Unknown","AA/AO","AA","10","10","20080","20070"
"In post","2021","No function","Unknown","AA/AO","AO","1570","1480","20600","20140"
"In post","2021","No function","Unknown","EO","EO","860","845","26450","25560"
"In post","2021","No function","Unknown","G6/G7","G6","320","315","66830","66440"
"In post","2021","No function","Unknown","G6/G7","G7","900","885","55570","54700"
"In post","2021","No function","Unknown","SCS level","SCS level","335","330","87370","78040"
"In post","2021","No function","Unknown","SEO/HEO","HEO","2915","2895","31460","31810"
"In post","2021","No function","Unknown","SEO/HEO","SEO","355","355","40950","40600"
"In post","2021","No function","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Veterinarian","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","G6/G7","G6","25","25","62940","62520"
"In post","2021","No function","Veterinarian","G6/G7","G7","105","105","53650","53240"
"In post","2021","No function","Veterinarian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","SEO/HEO","SEO","285","270","40720","37910"
"In post","2021","Project Delivery","Commercial","EO","EO","120","115","22680","22900"
"In post","2021","Project Delivery","Commercial","G6/G7","G6","40","40","71630","70980"
"In post","2021","Project Delivery","Commercial","G6/G7","G7","120","115","53220","53710"
"In post","2021","Project Delivery","Commercial","SCS level","SCS level","10","10","101050","100260"
"In post","2021","Project Delivery","Commercial","SEO/HEO","HEO","290","280","31090","31160"
"In post","2021","Project Delivery","Commercial","SEO/HEO","SEO","225","215","40510","40880"
"In post","2021","Project Delivery","Communications","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","Communications","SEO/HEO","HEO","10","10","33950","33550"
"In post","2021","Project Delivery","Communications","SEO/HEO","SEO","15","15","37370","37210"
"In post","2021","Project Delivery","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","EO","EO","45","40","22860","21840"
"In post","2021","Project Delivery","Digital, Data and Technology","G6/G7","G6","10","10","74340","77210"
"In post","2021","Project Delivery","Digital, Data and Technology","G6/G7","G7","125","120","54340","56350"
"In post","2021","Project Delivery","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","SEO/HEO","HEO","100","95","30630","29770"
"In post","2021","Project Delivery","Digital, Data and Technology","SEO/HEO","SEO","160","155","42950","43000"
"In post","2021","Project Delivery","Economics","G6/G7","G6","30","30","67600","66720"
"In post","2021","Project Delivery","Economics","G6/G7","G7","60","60","53590","55340"
"In post","2021","Project Delivery","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Economics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Economics","SEO/HEO","SEO","15","15","31800","30600"
"In post","2021","Project Delivery","Finance","EO","EO","45","40","23090","23000"
"In post","2021","Project Delivery","Finance","G6/G7","G6","30","30","71230","70030"
"In post","2021","Project Delivery","Finance","G6/G7","G7","80","80","55890","56600"
"In post","2021","Project Delivery","Finance","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","Finance","SEO/HEO","HEO","95","95","32520","32390"
"In post","2021","Project Delivery","Finance","SEO/HEO","SEO","60","55","43730","43470"
"In post","2021","Project Delivery","Finance","Unknown","Unknown","85","85","38450","39860"
"In post","2021","Project Delivery","Human Resources","EO","EO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Project Delivery","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","EO","EO","20","20","22150","21870"
"In post","2021","Project Delivery","Knowledge and Information Management","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","G6/G7","G7","35","35","51830","52560"
"In post","2021","Project Delivery","Knowledge and Information Management","SEO/HEO","HEO","65","65","30600","30020"
"In post","2021","Project Delivery","Knowledge and Information Management","SEO/HEO","SEO","60","60","39490","38170"
"In post","2021","Project Delivery","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","EO","EO","15","15","28660","28750"
"In post","2021","Project Delivery","Medicine","G6/G7","G6","15","15","69180","67510"
"In post","2021","Project Delivery","Medicine","G6/G7","G7","25","20","58030","55620"
"In post","2021","Project Delivery","Medicine","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","AA/AO","AO","150","135","21550","21440"
"In post","2021","Project Delivery","Operational Delivery","EO","EO","515","465","25730","25560"
"In post","2021","Project Delivery","Operational Delivery","G6/G7","G6","90","85","64960","65230"
"In post","2021","Project Delivery","Operational Delivery","G6/G7","G7","285","275","51500","51740"
"In post","2021","Project Delivery","Operational Delivery","SCS level","SCS level","20","20","87150","80740"
"In post","2021","Project Delivery","Operational Delivery","SEO/HEO","HEO","490","465","31810","31810"
"In post","2021","Project Delivery","Operational Delivery","SEO/HEO","SEO","340","330","39030","39450"
"In post","2021","Project Delivery","Operational Delivery","Unknown","Unknown","10","10","32520","24310"
"In post","2021","Project Delivery","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Other","EO","EO","1110","1050","21730","20770"
"In post","2021","Project Delivery","Other","G6/G7","G6","200","200","67950","67370"
"In post","2021","Project Delivery","Other","G6/G7","G7","285","280","51300","52580"
"In post","2021","Project Delivery","Other","SCS level","SCS level","85","85","86580","79720"
"In post","2021","Project Delivery","Other","SEO/HEO","HEO","960","915","29220","29000"
"In post","2021","Project Delivery","Other","SEO/HEO","SEO","700","685","38740","39000"
"In post","2021","Project Delivery","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","AA/AO","AO","15","15","23420","24110"
"In post","2021","Project Delivery","Policy","EO","EO","95","85","27980","27680"
"In post","2021","Project Delivery","Policy","G6/G7","G6","530","505","67780","68760"
"In post","2021","Project Delivery","Policy","G6/G7","G7","975","945","54760","54540"
"In post","2021","Project Delivery","Policy","SCS level","SCS level","90","85","83990","78000"
"In post","2021","Project Delivery","Policy","SEO/HEO","HEO","350","330","34130","33930"
"In post","2021","Project Delivery","Policy","SEO/HEO","SEO","400","380","40280","40050"
"In post","2021","Project Delivery","Project Delivery","AA/AO","AA","15","15","19680","19560"
"In post","2021","Project Delivery","Project Delivery","AA/AO","AO","275","260","21800","21130"
"In post","2021","Project Delivery","Project Delivery","EO","EO","1720","1655","26480","26670"
"In post","2021","Project Delivery","Project Delivery","G6/G7","G6","920","900","66490","65070"
"In post","2021","Project Delivery","Project Delivery","G6/G7","G7","2750","2690","53090","53500"
"In post","2021","Project Delivery","Project Delivery","SCS level","SCS level","380","370","91560","85090"
"In post","2021","Project Delivery","Project Delivery","SEO/HEO","HEO","3525","3410","32960","33300"
"In post","2021","Project Delivery","Project Delivery","SEO/HEO","SEO","3915","3785","40350","40580"
"In post","2021","Project Delivery","Project Delivery","Unknown","Unknown","545","535","43170","40580"
"In post","2021","Project Delivery","Property","EO","EO","25","25","27100","27250"
"In post","2021","Project Delivery","Property","G6/G7","G6","110","110","66240","65370"
"In post","2021","Project Delivery","Property","G6/G7","G7","75","70","51940","50630"
"In post","2021","Project Delivery","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Property","SEO/HEO","HEO","60","60","30310","30200"
"In post","2021","Project Delivery","Property","SEO/HEO","SEO","35","35","38100","36960"
"In post","2021","Project Delivery","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Psychology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","AA/AO","AA","30","30","17260","16780"
"In post","2021","Project Delivery","Science and Engineering","AA/AO","AO","25","25","21580","21000"
"In post","2021","Project Delivery","Science and Engineering","EO","EO","760","745","24530","26070"
"In post","2021","Project Delivery","Science and Engineering","G6/G7","G6","75","70","68760","67200"
"In post","2021","Project Delivery","Science and Engineering","G6/G7","G7","255","250","53800","54070"
"In post","2021","Project Delivery","Science and Engineering","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","SEO/HEO","HEO","755","740","32870","32830"
"In post","2021","Project Delivery","Science and Engineering","SEO/HEO","SEO","845","820","42340","42000"
"In post","2021","Project Delivery","Science and Engineering","Unknown","Unknown","700","690","41080","40250"
"In post","2021","Project Delivery","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Security","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Security","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Project Delivery","Security","G6/G7","G7","10","10","50570","52430"
"In post","2021","Project Delivery","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Security","SEO/HEO","HEO","20","20","30130","28650"
"In post","2021","Project Delivery","Security","SEO/HEO","SEO","15","15","40970","41000"
"In post","2021","Project Delivery","Statistics","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Project Delivery","Statistics","G6/G7","G7","25","20","55250","56150"
"In post","2021","Project Delivery","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Tax","EO","EO","30","30","28780","28130"
"In post","2021","Project Delivery","Tax","G6/G7","G6","20","15","63990","64670"
"In post","2021","Project Delivery","Tax","G6/G7","G7","25","25","53440","52680"
"In post","2021","Project Delivery","Tax","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Tax","SEO/HEO","HEO","25","25","31960","31810"
"In post","2021","Project Delivery","Tax","SEO/HEO","SEO","25","25","37700","38630"
"In post","2021","Project Delivery","Unknown","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","Project Delivery","Unknown","AA/AO","AO","80","75","23560","22920"
"In post","2021","Project Delivery","Unknown","EO","EO","90","85","29510","29140"
"In post","2021","Project Delivery","Unknown","G6/G7","G6","45","45","66960","66190"
"In post","2021","Project Delivery","Unknown","G6/G7","G7","85","80","55970","56680"
"In post","2021","Project Delivery","Unknown","SCS level","SCS level","80","75","106730","103320"
"In post","2021","Project Delivery","Unknown","SEO/HEO","HEO","110","105","35530","36160"
"In post","2021","Project Delivery","Unknown","SEO/HEO","SEO","60","60","43100","43940"
"In post","2021","Project Delivery","Unknown","Unknown","Unknown","10","10","108810","95670"
"In post","2021","Property","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Commercial","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Property","Commercial","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Property","Commercial","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Property","Commercial","SEO/HEO","SEO","10","10","38590","38240"
"In post","2021","Property","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","SEO/HEO","HEO","10","10","31820","32560"
"In post","2021","Property","Digital, Data and Technology","SEO/HEO","SEO","20","20","40040","40460"
"In post","2021","Property","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Property","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Finance","EO","EO","5","5","[c]","[c]"
"In post","2021","Property","Finance","G6/G7","G7","15","10","59050","61040"
"In post","2021","Property","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Property","Operational Delivery","AA/AO","AA","150","130","19840","19850"
"In post","2021","Property","Operational Delivery","AA/AO","AO","625","575","21280","21100"
"In post","2021","Property","Operational Delivery","EO","EO","230","215","25960","25860"
"In post","2021","Property","Operational Delivery","G6/G7","G6","30","30","67100","68510"
"In post","2021","Property","Operational Delivery","G6/G7","G7","110","110","54570","54990"
"In post","2021","Property","Operational Delivery","SCS level","SCS level","10","10","90390","79390"
"In post","2021","Property","Operational Delivery","SEO/HEO","HEO","155","150","32320","32100"
"In post","2021","Property","Operational Delivery","SEO/HEO","SEO","130","130","40460","41340"
"In post","2021","Property","Other","AA/AO","AA","55","55","20500","20810"
"In post","2021","Property","Other","AA/AO","AO","115","115","27790","28870"
"In post","2021","Property","Other","EO","EO","55","50","27720","28410"
"In post","2021","Property","Other","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Property","Other","G6/G7","G7","25","20","53880","53110"
"In post","2021","Property","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other","SEO/HEO","HEO","35","35","35600","39500"
"In post","2021","Property","Other","SEO/HEO","SEO","30","30","40910","41080"
"In post","2021","Property","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Planning","SEO/HEO","SEO","10","5","[c]","[c]"
"In post","2021","Property","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Property","Policy","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Property","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Policy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","G6/G7","G6","10","10","66320","66650"
"In post","2021","Property","Project Delivery","G6/G7","G7","30","30","53400","52890"
"In post","2021","Property","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","SEO/HEO","HEO","10","10","31820","32000"
"In post","2021","Property","Project Delivery","SEO/HEO","SEO","15","15","39460","39440"
"In post","2021","Property","Property","AA/AO","AA","610","590","18000","17230"
"In post","2021","Property","Property","AA/AO","AO","385","350","22120","21130"
"In post","2021","Property","Property","EO","EO","1435","1345","27040","26560"
"In post","2021","Property","Property","G6/G7","G6","220","215","66430","65180"
"In post","2021","Property","Property","G6/G7","G7","715","695","54880","54540"
"In post","2021","Property","Property","SCS level","SCS level","55","55","93040","85780"
"In post","2021","Property","Property","SEO/HEO","HEO","1655","1595","33400","33300"
"In post","2021","Property","Property","SEO/HEO","SEO","1350","1290","42150","42000"
"In post","2021","Property","Property","Unknown","Unknown","40","40","26720","21600"
"In post","2021","Property","Science and Engineering","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Science and Engineering","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Security","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Property","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","AA/AO","AO","400","380","25600","26530"
"In post","2021","Property","Unknown","EO","EO","220","215","31720","30160"
"In post","2021","Property","Unknown","G6/G7","G6","15","15","67510","69690"
"In post","2021","Property","Unknown","G6/G7","G7","55","50","54810","54700"
"In post","2021","Property","Unknown","SCS level","SCS level","10","10","98540","80840"
"In post","2021","Property","Unknown","SEO/HEO","HEO","95","90","36240","36610"
"In post","2021","Property","Unknown","SEO/HEO","SEO","50","50","44870","45210"
"In post","2021","Security","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Intelligence Analysis","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Security","Intelligence Analysis","EO","EO","20","20","32190","32760"
"In post","2021","Security","Intelligence Analysis","G6/G7","G6","15","15","68950","68760"
"In post","2021","Security","Intelligence Analysis","G6/G7","G7","45","40","57640","56400"
"In post","2021","Security","Intelligence Analysis","SCS level","SCS level","10","10","82620","78720"
"In post","2021","Security","Intelligence Analysis","SEO/HEO","HEO","80","80","35730","35700"
"In post","2021","Security","Intelligence Analysis","SEO/HEO","SEO","25","25","42950","43300"
"In post","2021","Security","Knowledge and Information Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Security","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Knowledge and Information Management","SEO/HEO","HEO","15","15","32310","32160"
"In post","2021","Security","Knowledge and Information Management","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Security","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Science and Engineering","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Science and Engineering","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Security","AA/AO","AA","2355","2300","20060","19560"
"In post","2021","Security","Security","AA/AO","AO","2910","2860","32580","34200"
"In post","2021","Security","Security","EO","EO","1005","985","33210","29250"
"In post","2021","Security","Security","G6/G7","G6","50","50","74350","71240"
"In post","2021","Security","Security","G6/G7","G7","180","175","57010","55320"
"In post","2021","Security","Security","SCS level","SCS level","20","20","90020","77950"
"In post","2021","Security","Security","SEO/HEO","HEO","645","630","37590","34510"
"In post","2021","Security","Security","SEO/HEO","SEO","410","400","46860","44500"
"In post","2021","Security","Security","Unknown","Unknown","60","55","37050","37170"
"In post","2021","Security","Unknown","AA/AO","AO","240","225","20930","20920"
"In post","2021","Security","Unknown","EO","EO","145","140","26580","26670"
"In post","2021","Security","Unknown","G6/G7","G6","20","20","67690","66910"
"In post","2021","Security","Unknown","G6/G7","G7","70","65","56220","54700"
"In post","2021","Security","Unknown","SCS level","SCS level","15","15","90950","91610"
"In post","2021","Security","Unknown","SEO/HEO","HEO","315","305","34070","33300"
"In post","2021","Security","Unknown","SEO/HEO","SEO","70","70","40830","40580"
"In post","2021","Unknown","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","EO","EO","10","10","26950","27370"
"In post","2021","Unknown","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","G6/G7","G7","15","10","57440","57680"
"In post","2021","Unknown","Commercial","SEO/HEO","HEO","25","25","33520","35070"
"In post","2021","Unknown","Commercial","SEO/HEO","SEO","55","55","42810","42550"
"In post","2021","Unknown","Communications","AA/AO","AO","20","20","23850","23830"
"In post","2021","Unknown","Communications","EO","EO","40","35","29250","28850"
"In post","2021","Unknown","Communications","G6/G7","G6","20","20","69610","68720"
"In post","2021","Unknown","Communications","G6/G7","G7","60","60","57270","57460"
"In post","2021","Unknown","Communications","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Communications","SEO/HEO","HEO","95","95","37440","37410"
"In post","2021","Unknown","Communications","SEO/HEO","SEO","100","95","44310","44220"
"In post","2021","Unknown","Counter Fraud","AA/AO","AA","10","10","18760","17990"
"In post","2021","Unknown","Counter Fraud","AA/AO","AO","30","30","21550","21430"
"In post","2021","Unknown","Counter Fraud","EO","EO","100","90","25990","25310"
"In post","2021","Unknown","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","SEO/HEO","HEO","25","25","32250","30980"
