"Status","Year","Ethnicity","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Female","Heterosexual / straight","275","260","37150","34500"
"In post","2021","Asian","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Human Resources","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Human Resources","Male","Heterosexual / straight","90","90","37340","32930"
"In post","2021","Asian","Human Resources","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Human Resources","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Female","Heterosexual / straight","95","85","32560","29370"
"In post","2021","Asian","Intelligence Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Female","Undeclared","15","10","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Male","Heterosexual / straight","70","70","32870","29250"
"In post","2021","Asian","Intelligence Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Female","Heterosexual / straight","30","30","42960","41340"
"In post","2021","Asian","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Male","Heterosexual / straight","35","35","50610","49850"
"In post","2021","Asian","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","Female","Heterosexual / straight","50","50","43080","38540"
"In post","2021","Asian","International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","Male","Heterosexual / straight","45","45","41450","35860"
"In post","2021","Asian","International Trade","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Female","Heterosexual / straight","60","55","34680","32800"
"In post","2021","Asian","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Male","Heterosexual / straight","40","40","35820","33300"
"In post","2021","Asian","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Female","Heterosexual / straight","460","430","47840","50500"
"In post","2021","Asian","Legal","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Legal","Female","Undeclared","20","15","[c]","[c]"
"In post","2021","Asian","Legal","Female","Unknown","80","70","50880","51470"
"In post","2021","Asian","Legal","Male","Heterosexual / straight","255","250","45220","46020"
"In post","2021","Asian","Legal","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Legal","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Legal","Male","Unknown","40","40","49470","45070"
"In post","2021","Asian","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","Female","Heterosexual / straight","95","85","62730","61970"
"In post","2021","Asian","Medicine","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Medicine","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Asian","Medicine","Male","Heterosexual / straight","55","50","75760","77970"
"In post","2021","Asian","Medicine","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Female","Heterosexual / straight","4710","4210","27550","25630"
"In post","2021","Asian","Operational Delivery","Female","LGBO","95","80","26070","24350"
"In post","2021","Asian","Operational Delivery","Female","Undeclared","445","380","26600","25630"
"In post","2021","Asian","Operational Delivery","Female","Unknown","475","400","26520","24500"
"In post","2021","Asian","Operational Delivery","Male","Heterosexual / straight","3730","3570","28730","25790"
"In post","2021","Asian","Operational Delivery","Male","LGBO","85","80","27330","25100"
"In post","2021","Asian","Operational Delivery","Male","Undeclared","225","210","28530","25940"
"In post","2021","Asian","Operational Delivery","Male","Unknown","310","290","28320","25560"
"In post","2021","Asian","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Asian","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Asian","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Female","Heterosexual / straight","405","380","32690","29030"
"In post","2021","Asian","Other","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Other","Female","Undeclared","30","30","33870","29670"
"In post","2021","Asian","Other","Female","Unknown","35","35","35880","33080"
"In post","2021","Asian","Other","Male","Heterosexual / straight","300","290","31900","28530"
"In post","2021","Asian","Other","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","Other","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Asian","Other","Male","Unknown","35","35","43620","33930"
"In post","2021","Asian","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Female","Heterosexual / straight","1020","980","42680","39220"
"In post","2021","Asian","Policy","Female","LGBO","30","30","[c]","[c]"
"In post","2021","Asian","Policy","Female","Undeclared","55","50","39820","35700"
"In post","2021","Asian","Policy","Female","Unknown","60","55","41860","38280"
"In post","2021","Asian","Policy","Male","Heterosexual / straight","655","650","43380","38750"
"In post","2021","Asian","Policy","Male","LGBO","40","40","44230","38280"
"In post","2021","Asian","Policy","Male","Undeclared","35","35","39050","34320"
"In post","2021","Asian","Policy","Male","Unknown","30","30","50410","52170"
"In post","2021","Asian","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Female","Heterosexual / straight","370","360","40150","36800"
"In post","2021","Asian","Project Delivery","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","Female","Undeclared","30","30","[c]","[c]"
"In post","2021","Asian","Project Delivery","Female","Unknown","25","25","[c]","[c]"
"In post","2021","Asian","Project Delivery","Male","Heterosexual / straight","340","340","41310","38630"
"In post","2021","Asian","Project Delivery","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Project Delivery","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Asian","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Female","Heterosexual / straight","85","80","36900","33730"
"In post","2021","Asian","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Property","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Property","Male","Heterosexual / straight","110","105","38610","36140"
"In post","2021","Asian","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Property","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Female","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Asian","Psychology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Psychology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Female","Heterosexual / straight","220","210","35630","32450"
"In post","2021","Asian","Science and Engineering","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Female","Unknown","55","50","38400","38300"
"In post","2021","Asian","Science and Engineering","Male","Heterosexual / straight","230","225","36860","34190"
"In post","2021","Asian","Science and Engineering","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Male","Undeclared","20","15","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Female","Heterosexual / straight","75","70","35520","32270"
"In post","2021","Asian","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Male","Heterosexual / straight","175","175","29020","25630"
"In post","2021","Asian","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Security","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Asian","Social Research","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Social Research","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Statistics","Female","Heterosexual / straight","60","55","42050","38430"
"In post","2021","Asian","Statistics","Female","LGBO","[c]","[c]","[c]","[c]"
