"Status","Year","Profession_of_post","Region_ITL1","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Corporate Finance","South West (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Corporate Finance","Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Outside London","Female","20","15","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Outside London","Male","25","20","[c]","[c]"
"In post","2021","Counter Fraud","London","London","Female","155","150","40720","34980"
"In post","2021","Counter Fraud","London","London","Male","240","240","45040","40590"
"In post","2021","Counter Fraud","North East (England)","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Outside London","Female","55","50","33620","32390"
"In post","2021","Counter Fraud","North West (England)","Outside London","Male","55","50","38550","36060"
"In post","2021","Counter Fraud","Northern Ireland","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Outside London","Female","55","50","27920","25310"
"In post","2021","Counter Fraud","Scotland","Outside London","Male","30","30","31190","30830"
"In post","2021","Counter Fraud","South East (England)","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Outside London","Female","30","30","36250","35600"
"In post","2021","Counter Fraud","West Midlands (England)","Outside London","Male","40","40","38560","38180"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Outside London","Female","25","20","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Outside London","Male","30","30","38250","37910"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Outside London","Female","110","105","36210","32180"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Outside London","Male","175","175","36300","32300"
"In post","2021","Digital, Data and Technology","East of England","Outside London","Female","155","145","35850","33000"
"In post","2021","Digital, Data and Technology","East of England","Outside London","Male","350","340","36660","34620"
"In post","2021","Digital, Data and Technology","London","London","Female","1245","1210","47840","43960"
"In post","2021","Digital, Data and Technology","London","London","Male","2050","2035","50520","46140"
"In post","2021","Digital, Data and Technology","North East (England)","Outside London","Female","275","260","39080","37100"
"In post","2021","Digital, Data and Technology","North East (England)","Outside London","Male","425","415","39130","38630"
"In post","2021","Digital, Data and Technology","North West (England)","Outside London","Female","355","335","38550","35820"
"In post","2021","Digital, Data and Technology","North West (England)","Outside London","Male","685","680","39740","37460"
"In post","2021","Digital, Data and Technology","Northern Ireland","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","Northern Ireland","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Overseas","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Overseas","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","Outside London","Female","170","165","39090","35960"
"In post","2021","Digital, Data and Technology","Scotland","Outside London","Male","435","435","38710","35230"
"In post","2021","Digital, Data and Technology","South East (England)","Outside London","Female","300","285","36590","33010"
"In post","2021","Digital, Data and Technology","South East (England)","Outside London","Male","530","525","39570","36460"
"In post","2021","Digital, Data and Technology","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","South West (England)","Outside London","Female","645","600","37030","35030"
"In post","2021","Digital, Data and Technology","South West (England)","Outside London","Male","1505","1485","40080","38450"
"In post","2021","Digital, Data and Technology","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Wales","Outside London","Female","610","580","37380","36030"
"In post","2021","Digital, Data and Technology","Wales","Outside London","Male","1400","1390","40600","38000"
"In post","2021","Digital, Data and Technology","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Outside London","Female","370","350","40270","37100"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Outside London","Male","520","515","41270","38230"
"In post","2021","Digital, Data and Technology","Yorkshire and The Humber","Outside London","Female","375","355","38940","35900"
"In post","2021","Digital, Data and Technology","Yorkshire and The Humber","Outside London","Male","535","530","41410","38630"
"In post","2021","Economics","East of England","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Economics","East of England","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Economics","London","London","Female","640","620","47810","45470"
"In post","2021","Economics","London","London","Male","1125","1115","47900","42470"
"In post","2021","Economics","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Economics","North East (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Economics","North East (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Economics","North West (England)","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Economics","North West (England)","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Economics","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Northern Ireland","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Economics","Overseas","Overseas","Female","15","10","[c]","[c]"
"In post","2021","Economics","Overseas","Overseas","Male","25","25","[c]","[c]"
"In post","2021","Economics","Scotland","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Economics","Scotland","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Economics","South East (England)","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Economics","South East (England)","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Economics","South West (England)","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Economics","South West (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Economics","Wales","Outside London","Female","65","60","36810","31090"
"In post","2021","Economics","Wales","Outside London","Male","105","105","41950","36030"
"In post","2021","Economics","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Economics","West Midlands (England)","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Economics","West Midlands (England)","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Economics","Yorkshire and The Humber","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Economics","Yorkshire and The Humber","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","Outside London","Female","120","110","33760","30370"
"In post","2021","Finance","East Midlands (England)","Outside London","Male","80","80","38080","33300"
"In post","2021","Finance","East of England","Outside London","Female","240","215","34950","31810"
"In post","2021","Finance","East of England","Outside London","Male","155","150","39830","36970"
"In post","2021","Finance","London","London","Female","1235","1185","46890","41980"
"In post","2021","Finance","London","London","Male","1320","1315","51290","47250"
"In post","2021","Finance","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North East (England)","Outside London","Female","200","190","36530","31810"
"In post","2021","Finance","North East (England)","Outside London","Male","170","170","41900","38630"
"In post","2021","Finance","North West (England)","Outside London","Female","330","305","36990","33300"
"In post","2021","Finance","North West (England)","Outside London","Male","320","315","39530","36870"
"In post","2021","Finance","Northern Ireland","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Finance","Northern Ireland","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Finance","Overseas","Overseas","Female","20","20","[c]","[c]"
"In post","2021","Finance","Overseas","Overseas","Male","20","20","[c]","[c]"
"In post","2021","Finance","Scotland","Outside London","Female","505","420","27600","21440"
"In post","2021","Finance","Scotland","Outside London","Male","195","180","29320","22670"
"In post","2021","Finance","South East (England)","Outside London","Female","530","500","35660","33000"
"In post","2021","Finance","South East (England)","Outside London","Male","370","360","39050","35000"
"In post","2021","Finance","South West (England)","Outside London","Female","740","695","37980","33300"
"In post","2021","Finance","South West (England)","Outside London","Male","560","550","42000","39860"
"In post","2021","Finance","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales","Outside London","Female","415","380","35940","30890"
"In post","2021","Finance","Wales","Outside London","Male","290","285","40640","37410"
"In post","2021","Finance","West Midlands (England)","Outside London","Female","305","295","40110","37100"
"In post","2021","Finance","West Midlands (England)","Outside London","Male","210","205","42050","38060"
"In post","2021","Finance","Yorkshire and The Humber","Outside London","Female","470","420","33170","28970"
"In post","2021","Finance","Yorkshire and The Humber","Outside London","Male","320","310","37650","33590"
"In post","2021","Human Resources","East Midlands (England)","Outside London","Female","265","245","37800","33840"
"In post","2021","Human Resources","East Midlands (England)","Outside London","Male","105","105","37720","33350"
"In post","2021","Human Resources","East of England","Outside London","Female","135","125","34570","31180"
"In post","2021","Human Resources","East of England","Outside London","Male","55","55","36860","33300"
"In post","2021","Human Resources","London","London","Female","1635","1575","46480","41970"
"In post","2021","Human Resources","London","London","Male","780","765","47410","42620"
"In post","2021","Human Resources","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North East (England)","Outside London","Female","90","85","34850","32900"
"In post","2021","Human Resources","North East (England)","Outside London","Male","35","35","38200","32390"
"In post","2021","Human Resources","North West (England)","Outside London","Female","715","660","33710","30530"
"In post","2021","Human Resources","North West (England)","Outside London","Male","315","310","33840","30830"
"In post","2021","Human Resources","Northern Ireland","Outside London","Female","15","10","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Overseas","Female","15","15","[c]","[c]"
"In post","2021","Human Resources","Overseas","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Scotland","Outside London","Female","520","480","28880","23350"
"In post","2021","Human Resources","Scotland","Outside London","Male","235","235","30380","26670"
"In post","2021","Human Resources","South East (England)","Outside London","Female","385","360","35510","31180"
"In post","2021","Human Resources","South East (England)","Outside London","Male","120","115","40020","37560"
"In post","2021","Human Resources","South West (England)","Outside London","Female","680","615","35390","32730"
"In post","2021","Human Resources","South West (England)","Outside London","Male","225","220","36510","33300"
"In post","2021","Human Resources","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales","Outside London","Female","595","545","34950","31090"
"In post","2021","Human Resources","Wales","Outside London","Male","205","200","36050","31040"
"In post","2021","Human Resources","West Midlands (England)","Outside London","Female","215","200","37800","34850"
"In post","2021","Human Resources","West Midlands (England)","Outside London","Male","110","105","38920","33520"
"In post","2021","Human Resources","Yorkshire and The Humber","Outside London","Female","290","275","39260","36820"
"In post","2021","Human Resources","Yorkshire and The Humber","Outside London","Male","95","95","39780","37450"
"In post","2021","Inspector of Education and Training","East Midlands (England)","Outside London","Female","50","45","61480","51360"
"In post","2021","Inspector of Education and Training","East Midlands (England)","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Inspector of Education and Training","East of England","Outside London","Female","60","60","61880","51360"
"In post","2021","Inspector of Education and Training","East of England","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","London","Female","165","160","63060","51360"
"In post","2021","Inspector of Education and Training","London","London","Male","65","65","74370","75500"
"In post","2021","Inspector of Education and Training","North West (England)","Outside London","Female","85","80","63080","64500"
"In post","2021","Inspector of Education and Training","North West (England)","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Inspector of Education and Training","South West (England)","Outside London","Female","60","55","62380","51360"
"In post","2021","Inspector of Education and Training","South West (England)","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Inspector of Education and Training","Wales","Outside London","Female","30","30","74220","74730"
"In post","2021","Inspector of Education and Training","Wales","Outside London","Male","35","30","74730","74730"
"In post","2021","Inspector of Education and Training","West Midlands (England)","Outside London","Female","65","65","62880","51360"
"In post","2021","Inspector of Education and Training","West Midlands (England)","Outside London","Male","35","35","71000","75500"
"In post","2021","Inspector of Education and Training","Yorkshire and The Humber","Outside London","Female","85","85","64790","64500"
"In post","2021","Inspector of Education and Training","Yorkshire and The Humber","Outside London","Male","30","30","71840","75500"
"In post","2021","Intelligence Analysis","East Midlands (England)","Outside London","Female","55","50","28190","26850"
"In post","2021","Intelligence Analysis","East Midlands (England)","Outside London","Male","75","70","30960","31810"
"In post","2021","Intelligence Analysis","East of England","Outside London","Female","155","150","31730","30450"
"In post","2021","Intelligence Analysis","East of England","Outside London","Male","260","260","32860","33300"
"In post","2021","Intelligence Analysis","London","London","Female","600","555","39550","36140"
"In post","2021","Intelligence Analysis","London","London","Male","820","800","41500","37640"
"In post","2021","Intelligence Analysis","North East (England)","Outside London","Female","35","35","31310","31810"
"In post","2021","Intelligence Analysis","North East (England)","Outside London","Male","35","35","35150","32040"
"In post","2021","Intelligence Analysis","North West (England)","Outside London","Female","190","180","27660","25830"
"In post","2021","Intelligence Analysis","North West (England)","Outside London","Male","175","170","29240","26910"
"In post","2021","Intelligence Analysis","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","Overseas","Female","30","30","42180","37110"
"In post","2021","Intelligence Analysis","Overseas","Overseas","Male","40","40","45040","40580"
"In post","2021","Intelligence Analysis","Scotland","Outside London","Female","30","30","29420","27370"
"In post","2021","Intelligence Analysis","Scotland","Outside London","Male","30","30","33630","31810"
"In post","2021","Intelligence Analysis","South East (England)","Outside London","Female","200","185","28390","27370"
"In post","2021","Intelligence Analysis","South East (England)","Outside London","Male","190","185","29250","27370"
"In post","2021","Intelligence Analysis","South West (England)","Outside London","Female","35","30","28920","26910"
"In post","2021","Intelligence Analysis","South West (England)","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Wales","Outside London","Female","25","25","[c]","[c]"
"In post","2021","Intelligence Analysis","Wales","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Intelligence Analysis","West Midlands (England)","Outside London","Female","55","55","32080","28200"
"In post","2021","Intelligence Analysis","West Midlands (England)","Outside London","Male","35","35","30570","30180"
"In post","2021","Intelligence Analysis","Yorkshire and The Humber","Outside London","Female","140","130","32090","28080"
"In post","2021","Intelligence Analysis","Yorkshire and The Humber","Outside London","Male","135","135","34150","30830"
"In post","2021","Internal Audit","East Midlands (England)","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Internal Audit","East Midlands (England)","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Internal Audit","East of England","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Internal Audit","East of England","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Internal Audit","London","London","Female","90","85","51060","49600"
"In post","2021","Internal Audit","London","London","Male","120","115","56020","53690"
"In post","2021","Internal Audit","North East (England)","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Internal Audit","North East (England)","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Internal Audit","North West (England)","Outside London","Female","35","30","40560","40410"
"In post","2021","Internal Audit","North West (England)","Outside London","Male","30","30","43630","40580"
"In post","2021","Internal Audit","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Scotland","Outside London","Female","35","35","39540","33930"
"In post","2021","Internal Audit","Scotland","Outside London","Male","30","30","40510","38850"
"In post","2021","Internal Audit","South East (England)","Outside London","Female","40","40","34220","33000"
"In post","2021","Internal Audit","South East (England)","Outside London","Male","30","30","42040","39520"
"In post","2021","Internal Audit","South West (England)","Outside London","Female","50","50","43350","41300"
"In post","2021","Internal Audit","South West (England)","Outside London","Male","45","40","44480","42200"
"In post","2021","Internal Audit","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Wales","Outside London","Female","25","25","[c]","[c]"
"In post","2021","Internal Audit","Wales","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Internal Audit","West Midlands (England)","Outside London","Female","40","35","47900","44470"
"In post","2021","Internal Audit","West Midlands (England)","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Internal Audit","Yorkshire and The Humber","Outside London","Female","30","25","[c]","[c]"
"In post","2021","Internal Audit","Yorkshire and The Humber","Outside London","Male","30","30","[c]","[c]"
"In post","2021","International Trade","East Midlands (England)","Outside London","Female","10","5","[c]","[c]"
"In post","2021","International Trade","East Midlands (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2021","International Trade","East of England","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","East of England","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","London","London","Female","500","490","46460","40780"
"In post","2021","International Trade","London","London","Male","575","570","48140","44030"
"In post","2021","International Trade","North East (England)","Outside London","Female","5","5","[c]","[c]"
"In post","2021","International Trade","North East (England)","Outside London","Male","5","5","[c]","[c]"
"In post","2021","International Trade","North West (England)","Outside London","Female","30","25","[c]","[c]"
"In post","2021","International Trade","North West (England)","Outside London","Male","25","25","[c]","[c]"
"In post","2021","International Trade","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Northern Ireland","Outside London","Male","5","5","[c]","[c]"
"In post","2021","International Trade","Overseas","Overseas","Female","45","45","55130","55000"
"In post","2021","International Trade","Overseas","Overseas","Male","110","110","57190","53750"
"In post","2021","International Trade","Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Scotland","Outside London","Male","5","5","[c]","[c]"
"In post","2021","International Trade","South East (England)","Outside London","Female","25","25","[c]","[c]"
"In post","2021","International Trade","South East (England)","Outside London","Male","40","40","40770","38350"
"In post","2021","International Trade","South West (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","South West (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2021","International Trade","Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","West Midlands (England)","Outside London","Female","10","10","[c]","[c]"
"In post","2021","International Trade","West Midlands (England)","Outside London","Male","15","10","[c]","[c]"
"In post","2021","International Trade","Yorkshire and The Humber","Outside London","Female","15","15","[c]","[c]"
"In post","2021","International Trade","Yorkshire and The Humber","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Knowledge and Information Management","East Midlands (England)","Outside London","Female","35","35","34650","31930"
"In post","2021","Knowledge and Information Management","East Midlands (England)","Outside London","Male","40","40","36230","34080"
"In post","2021","Knowledge and Information Management","East of England","Outside London","Female","95","85","34840","30610"
"In post","2021","Knowledge and Information Management","East of England","Outside London","Male","65","65","37440","37000"
"In post","2021","Knowledge and Information Management","London","London","Female","410","380","40680","36140"
"In post","2021","Knowledge and Information Management","London","London","Male","335","330","42320","37920"
"In post","2021","Knowledge and Information Management","North East (England)","Outside London","Female","20","15","[c]","[c]"
"In post","2021","Knowledge and Information Management","North East (England)","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Knowledge and Information Management","North West (England)","Outside London","Female","65","65","32840","29750"
"In post","2021","Knowledge and Information Management","North West (England)","Outside London","Male","60","60","35800","36330"
"In post","2021","Knowledge and Information Management","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Scotland","Outside London","Female","30","30","32480","29040"
"In post","2021","Knowledge and Information Management","Scotland","Outside London","Male","20","15","[c]","[c]"
"In post","2021","Knowledge and Information Management","South East (England)","Outside London","Female","160","150","31780","28930"
"In post","2021","Knowledge and Information Management","South East (England)","Outside London","Male","100","100","34990","33300"
"In post","2021","Knowledge and Information Management","South West (England)","Outside London","Female","220","205","34150","33300"
"In post","2021","Knowledge and Information Management","South West (England)","Outside London","Male","305","305","37660","35700"
"In post","2021","Knowledge and Information Management","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Knowledge and Information Management","Wales","Outside London","Female","85","80","32300","28850"
"In post","2021","Knowledge and Information Management","Wales","Outside London","Male","80","80","34310","33620"
"In post","2021","Knowledge and Information Management","West Midlands (England)","Outside London","Female","75","75","30640","26480"
"In post","2021","Knowledge and Information Management","West Midlands (England)","Outside London","Male","45","40","35520","33300"
"In post","2021","Knowledge and Information Management","Yorkshire and The Humber","Outside London","Female","75","70","34420","31780"
"In post","2021","Knowledge and Information Management","Yorkshire and The Humber","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Legal","East Midlands (England)","Outside London","Female","270","240","43150","45700"
"In post","2021","Legal","East Midlands (England)","Outside London","Male","235","225","41520","38630"
"In post","2021","Legal","East of England","Outside London","Female","405","360","38150","33840"
"In post","2021","Legal","East of England","Outside London","Male","270","260","39790","33610"
"In post","2021","Legal","London","London","Female","2775","2550","55510","54070"
"In post","2021","Legal","London","London","Male","1990","1945","53810","52100"
"In post","2021","Legal","North East (England)","Outside London","Female","245","225","41860","40590"
