"Status","Year","Ethnicity","Function_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Digital, Data & Technology","Female","Unknown","45","45","38380","32730"
"In post","2021","Asian","Digital, Data & Technology","Male","Heterosexual / straight","385","385","40930","36710"
"In post","2021","Asian","Digital, Data & Technology","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Male","Unknown","60","60","42680","40850"
"In post","2021","Asian","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Female","Heterosexual / straight","295","280","37780","34080"
"In post","2021","Asian","Finance","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Finance","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Asian","Finance","Female","Unknown","40","35","31500","28970"
"In post","2021","Asian","Finance","Male","Heterosexual / straight","325","325","39830","36800"
"In post","2021","Asian","Finance","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Finance","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Asian","Finance","Male","Unknown","30","30","35350","31810"
"In post","2021","Asian","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Grants Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Grants Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Female","Heterosexual / straight","320","305","37070","33950"
"In post","2021","Asian","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Human Resources","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Asian","Human Resources","Male","Heterosexual / straight","100","100","36560","32520"
"In post","2021","Asian","Human Resources","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Human Resources","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Human Resources","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Female","Heterosexual / straight","30","30","42960","41340"
"In post","2021","Asian","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Male","Heterosexual / straight","35","35","49850","49750"
"In post","2021","Asian","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Female","Heterosexual / straight","630","580","41920","40800"
"In post","2021","Asian","Legal","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Legal","Female","Undeclared","30","25","[c]","[c]"
"In post","2021","Asian","Legal","Female","Unknown","105","90","43580","45070"
"In post","2021","Asian","Legal","Male","Heterosexual / straight","295","290","42980","39750"
"In post","2021","Asian","Legal","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","Legal","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Legal","Male","Unknown","50","45","45450","43690"
"In post","2021","Asian","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Female","Heterosexual / straight","4180","3850","32230","28500"
"In post","2021","Asian","No function","Female","LGBO","100","95","31260","26750"
"In post","2021","Asian","No function","Female","Undeclared","305","270","30450","26380"
"In post","2021","Asian","No function","Female","Unknown","510","450","33170","27240"
"In post","2021","Asian","No function","Male","Heterosexual / straight","3500","3385","32880","29660"
"In post","2021","Asian","No function","Male","LGBO","130","125","33890","30910"
"In post","2021","Asian","No function","Male","Undeclared","195","190","32020","29750"
"In post","2021","Asian","No function","Male","Unknown","390","375","33640","30780"
"In post","2021","Asian","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Female","Heterosexual / straight","470","455","41140","37370"
"In post","2021","Asian","Project Delivery","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","Project Delivery","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","Asian","Project Delivery","Female","Unknown","45","45","40660","38630"
"In post","2021","Asian","Project Delivery","Male","Heterosexual / straight","510","510","41350","38600"
"In post","2021","Asian","Project Delivery","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","Project Delivery","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Project Delivery","Male","Unknown","35","35","50400","41760"
"In post","2021","Asian","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Female","Heterosexual / straight","120","110","32350","29660"
"In post","2021","Asian","Property","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Property","Female","Undeclared","15","10","[c]","[c]"
"In post","2021","Asian","Property","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Property","Male","Heterosexual / straight","120","115","38470","34000"
"In post","2021","Asian","Property","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Property","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Property","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Asian","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Female","Heterosexual / straight","65","60","35730","34410"
"In post","2021","Asian","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Security","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Security","Male","Heterosexual / straight","130","130","30220","26600"
"In post","2021","Asian","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Female","Heterosexual / straight","5840","5220","29840","27570"
"In post","2021","Asian","Unknown","Female","LGBO","95","85","29250","27570"
"In post","2021","Asian","Unknown","Female","Undeclared","565","480","28020","27570"
"In post","2021","Asian","Unknown","Female","Unknown","990","785","27580","27570"
"In post","2021","Asian","Unknown","Male","Heterosexual / straight","4395","4270","30280","27570"
"In post","2021","Asian","Unknown","Male","LGBO","85","80","28760","27570"
"In post","2021","Asian","Unknown","Male","Undeclared","275","260","28980","27570"
"In post","2021","Asian","Unknown","Male","Unknown","485","460","28390","27570"
"In post","2021","Asian","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","Female","Heterosexual / straight","80","80","37310","35060"
"In post","2021","Black","Analysis","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Analysis","Male","Heterosexual / straight","65","65","41470","40080"
"In post","2021","Black","Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Female","Heterosexual / straight","100","100","39070","36510"
"In post","2021","Black","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Commercial","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Commercial","Male","Heterosexual / straight","50","50","44870","40870"
"In post","2021","Black","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Female","Heterosexual / straight","105","105","34480","31810"
"In post","2021","Black","Communications","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Communications","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Communications","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Black","Communications","Male","Heterosexual / straight","60","60","30780","25560"
"In post","2021","Black","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","Female","Heterosexual / straight","125","120","31630","29690"
"In post","2021","Black","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Counter Fraud","Female","Unknown","30","25","[c]","[c]"
"In post","2021","Black","Counter Fraud","Male","Heterosexual / straight","70","70","31200","29570"
"In post","2021","Black","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","Female","Heterosexual / straight","65","60","25110","24120"
"In post","2021","Black","Debt","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Debt","Female","Unknown","25","25","[c]","[c]"
"In post","2021","Black","Debt","Male","Heterosexual / straight","35","35","24760","24120"
"In post","2021","Black","Debt","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Debt","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Black","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Female","Heterosexual / straight","140","135","38440","36110"
"In post","2021","Black","Digital, Data & Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Male","Heterosexual / straight","180","175","39320","35510"
"In post","2021","Black","Digital, Data & Technology","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Female","Heterosexual / straight","195","190","38340","36160"
"In post","2021","Black","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Finance","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Black","Finance","Male","Heterosexual / straight","120","120","42510","39380"
"In post","2021","Black","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Grants Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Female","Heterosexual / straight","230","225","37650","34000"
"In post","2021","Black","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Human Resources","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Human Resources","Male","Heterosexual / straight","45","45","38610","35900"
"In post","2021","Black","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Black","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Black","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Female","Heterosexual / straight","380","365","39840","33930"
"In post","2021","Black","Legal","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Legal","Female","Undeclared","20","15","[c]","[c]"
"In post","2021","Black","Legal","Female","Unknown","70","65","44060","40800"
"In post","2021","Black","Legal","Male","Heterosexual / straight","135","135","41680","35000"
"In post","2021","Black","Legal","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Black","Legal","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Legal","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Black","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Female","Heterosexual / straight","3045","2915","31670","28990"
"In post","2021","Black","No function","Female","LGBO","70","70","31690","27440"
"In post","2021","Black","No function","Female","Undeclared","190","175","32190","27580"
"In post","2021","Black","No function","Female","Unknown","280","260","31560","28130"
"In post","2021","Black","No function","Male","Heterosexual / straight","1835","1805","32760","31310"
"In post","2021","Black","No function","Male","LGBO","60","55","34510","29800"
"In post","2021","Black","No function","Male","Undeclared","105","100","32380","31730"
"In post","2021","Black","No function","Male","Unknown","235","225","34120","32520"
"In post","2021","Black","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Female","Heterosexual / straight","355","350","38870","36160"
"In post","2021","Black","Project Delivery","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Project Delivery","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Project Delivery","Female","Unknown","25","25","[c]","[c]"
