"Status","Year","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Corporate Finance","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Corporate Finance","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Corporate Finance","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Corporate Finance","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","EO","Female","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","EO","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","G6","Female","15","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","G6","Male","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","G7","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","G7","Male","35","35","58470","58470"
"In post","2021","Attorney General's Departments","Counter Fraud","HEO","Female","35","35","33450","33100"
"In post","2021","Attorney General's Departments","Counter Fraud","HEO","Male","35","35","33730","33100"
"In post","2021","Attorney General's Departments","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","SEO","Female","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","SEO","Male","55","55","41220","40410"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","EO","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","EO","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","G6","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","G7","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","G7","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","HEO","Female","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","HEO","Male","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","SEO","Female","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","SEO","Male","30","30","41090","40170"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","AO","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","AO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","EO","Female","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","EO","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","G7","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","G7","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","HEO","Female","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","HEO","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","SEO","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","SEO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","AO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","EO","Female","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","EO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","G6","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","G6","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","G7","Female","40","40","54270","52510"
"In post","2021","Attorney General's Departments","Human Resources","G7","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","HEO","Female","50","45","31970","31560"
"In post","2021","Attorney General's Departments","Human Resources","HEO","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","SEO","Female","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","SEO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","EO","Female","115","115","28850","28620"
"In post","2021","Attorney General's Departments","Legal","EO","Male","65","65","29470","29280"
"In post","2021","Attorney General's Departments","Legal","G6","Female","565","505","68100","66300"
"In post","2021","Attorney General's Departments","Legal","G6","Male","380","370","70230","67820"
"In post","2021","Attorney General's Departments","Legal","G7","Female","2145","1910","54990","53350"
"In post","2021","Attorney General's Departments","Legal","G7","Male","1250","1210","56090","55610"
"In post","2021","Attorney General's Departments","Legal","HEO","Female","310","290","39120","38760"
"In post","2021","Attorney General's Departments","Legal","HEO","Male","160","155","38640","38000"
"In post","2021","Attorney General's Departments","Legal","SCS level","Female","160","150","85490","81790"
"In post","2021","Attorney General's Departments","Legal","SCS level","Male","110","105","88050","82720"
"In post","2021","Attorney General's Departments","Legal","SEO","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Operational Delivery","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Operational Delivery","AA","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Operational Delivery","AO","Female","1055","940","22270","21950"
"In post","2021","Attorney General's Departments","Operational Delivery","AO","Male","370","360","22300","21950"
"In post","2021","Attorney General's Departments","Operational Delivery","EO","Female","860","765","28100","28430"
"In post","2021","Attorney General's Departments","Operational Delivery","EO","Male","310","305","28160","28430"
"In post","2021","Attorney General's Departments","Operational Delivery","G6","Female","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Operational Delivery","G6","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Operational Delivery","G7","Female","40","35","54900","54760"
"In post","2021","Attorney General's Departments","Operational Delivery","G7","Male","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Operational Delivery","HEO","Female","180","170","32450","32370"
"In post","2021","Attorney General's Departments","Operational Delivery","HEO","Male","75","75","32580","32430"
"In post","2021","Attorney General's Departments","Operational Delivery","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Operational Delivery","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Operational Delivery","SEO","Female","65","65","40430","39750"
"In post","2021","Attorney General's Departments","Operational Delivery","SEO","Male","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Other","AO","Female","30","30","23720","23800"
"In post","2021","Attorney General's Departments","Other","AO","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Other","EO","Female","150","140","27610","27350"
"In post","2021","Attorney General's Departments","Other","EO","Male","75","70","27480","27350"
"In post","2021","Attorney General's Departments","Other","G6","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Other","G6","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Other","G7","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Other","G7","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Other","HEO","Female","50","50","31920","31180"
"In post","2021","Attorney General's Departments","Other","HEO","Male","35","35","32220","31640"
"In post","2021","Attorney General's Departments","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Other","SEO","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Other","SEO","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","AO","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","EO","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","EO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","G6","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","G6","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","G7","Female","30","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","G7","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","SEO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Property","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Property","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","EO","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","HEO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","SEO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data and Technology","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data and Technology","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data and Technology","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data and Technology","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data and Technology","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Intelligence Analysis","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Intelligence Analysis","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","SEO","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","SEO","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Other","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","G6","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Other","G6","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Other","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","HEO","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","G7","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Policy","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","AO","Female","310","280","21730","20920"
"In post","2021","Cabinet Office","Unknown","AO","Male","235","230","21860","20920"
"In post","2021","Cabinet Office","Unknown","EO","Female","525","500","27140","27500"
"In post","2021","Cabinet Office","Unknown","EO","Male","350","345","27310","27500"
"In post","2021","Cabinet Office","Unknown","G6","Female","435","425","69790","66440"
"In post","2021","Cabinet Office","Unknown","G6","Male","395","390","71480","67930"
"In post","2021","Cabinet Office","Unknown","G7","Female","1045","1010","55050","54700"
"In post","2021","Cabinet Office","Unknown","G7","Male","1115","1105","55650","54700"
"In post","2021","Cabinet Office","Unknown","HEO","Female","1810","1790","31870","32000"
"In post","2021","Cabinet Office","Unknown","HEO","Male","1440","1435","32270","32000"
"In post","2021","Cabinet Office","Unknown","SCS level","Female","415","405","87670","75930"
"In post","2021","Cabinet Office","Unknown","SCS level","Male","550","545","95620","81070"
"In post","2021","Cabinet Office","Unknown","SEO","Female","435","420","40560","40600"
"In post","2021","Cabinet Office","Unknown","SEO","Male","290","285","40750","40600"
"In post","2021","Chancellor's other departments","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","G7","Male","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","HEO","Female","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","HEO","Male","5","5","[c]","[c]"
