"Status","Year","Disability","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","London","Heterosexual / straight","65","60","47510","46220"
"In post","2021","Declared disabled","Economics","London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Economics","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Economics","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","London","Heterosexual / straight","140","140","48220","44200"
"In post","2021","Declared disabled","Finance","London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Finance","London","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Outside London","Heterosexual / straight","475","440","34830","31810"
"In post","2021","Declared disabled","Finance","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Finance","Outside London","Undeclared","60","55","33830","29360"
"In post","2021","Declared disabled","Finance","Outside London","Unknown","30","30","30900","25560"
"In post","2021","Declared disabled","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","London","Heterosexual / straight","215","210","48290","42200"
"In post","2021","Declared disabled","Human Resources","London","LGBO","40","40","47770","49350"
"In post","2021","Declared disabled","Human Resources","London","Undeclared","35","35","44560","41950"
"In post","2021","Declared disabled","Human Resources","London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Outside London","Heterosexual / straight","550","515","36730","33300"
"In post","2021","Declared disabled","Human Resources","Outside London","LGBO","45","45","33680","31810"
"In post","2021","Declared disabled","Human Resources","Outside London","Undeclared","45","45","35690","30830"
"In post","2021","Declared disabled","Human Resources","Outside London","Unknown","30","25","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","Outside London","Heterosexual / straight","40","40","63330","64500"
"In post","2021","Declared disabled","Inspector of Education and Training","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","London","Heterosexual / straight","100","95","38860","35720"
"In post","2021","Declared disabled","Intelligence Analysis","London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Outside London","Heterosexual / straight","145","135","29440","27380"
"In post","2021","Declared disabled","Intelligence Analysis","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Outside London","Heterosexual / straight","50","50","41780","39590"
"In post","2021","Declared disabled","Internal Audit","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","London","Heterosexual / straight","40","40","47370","42220"
"In post","2021","Declared disabled","International Trade","London","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","International Trade","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","International Trade","London","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","International Trade","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","London","Heterosexual / straight","55","55","39540","34140"
"In post","2021","Declared disabled","Knowledge and Information Management","London","LGBO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Outside London","Heterosexual / straight","140","135","32680","30230"
"In post","2021","Declared disabled","Knowledge and Information Management","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Outside London","Undeclared","35","30","36610","33300"
"In post","2021","Declared disabled","Knowledge and Information Management","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","London","Heterosexual / straight","240","220","55610","59160"
"In post","2021","Declared disabled","Legal","London","LGBO","40","40","57410","59000"
"In post","2021","Declared disabled","Legal","London","Undeclared","30","30","56610","55490"
"In post","2021","Declared disabled","Legal","London","Unknown","30","25","[c]","[c]"
"In post","2021","Declared disabled","Legal","Outside London","Heterosexual / straight","465","425","44570","43460"
"In post","2021","Declared disabled","Legal","Outside London","LGBO","35","30","47750","51830"
"In post","2021","Declared disabled","Legal","Outside London","Undeclared","65","60","44140","42650"
"In post","2021","Declared disabled","Legal","Outside London","Unknown","65","60","45400","49150"
"In post","2021","Declared disabled","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Outside London","Heterosexual / straight","80","75","51680","38890"
"In post","2021","Declared disabled","Medicine","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","London","Heterosexual / straight","1875","1755","33150","29570"
"In post","2021","Declared disabled","Operational Delivery","London","LGBO","200","195","34850","31930"
"In post","2021","Declared disabled","Operational Delivery","London","Undeclared","285","260","31890","30110"
"In post","2021","Declared disabled","Operational Delivery","London","Unknown","125","115","31240","28670"
"In post","2021","Declared disabled","Operational Delivery","Outside London","Heterosexual / straight","11050","9990","27260","24920"
"In post","2021","Declared disabled","Operational Delivery","Outside London","LGBO","1095","1050","27160","24920"
"In post","2021","Declared disabled","Operational Delivery","Outside London","Undeclared","1585","1390","26780","24920"
"In post","2021","Declared disabled","Operational Delivery","Outside London","Unknown","1110","960","26790","24900"
"In post","2021","Declared disabled","Operational Delivery","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Outside London","Heterosexual / straight","85","80","39370","37440"
"In post","2021","Declared disabled","Operational Research","Outside London","LGBO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","London","Heterosexual / straight","225","210","34920","29080"
"In post","2021","Declared disabled","Other","London","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Other","London","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Other","London","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Other","Outside London","Heterosexual / straight","1250","1185","26980","22330"
"In post","2021","Declared disabled","Other","Outside London","LGBO","75","70","26590","25040"
"In post","2021","Declared disabled","Other","Outside London","Undeclared","195","180","27370","22080"
"In post","2021","Declared disabled","Other","Outside London","Unknown","75","65","28280","25570"
"In post","2021","Declared disabled","Other","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","Outside London","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Policy","London","Heterosexual / straight","1180","1145","47280","41970"
"In post","2021","Declared disabled","Policy","London","LGBO","255","250","45800","40220"
"In post","2021","Declared disabled","Policy","London","Undeclared","150","150","45600","40770"
"In post","2021","Declared disabled","Policy","London","Unknown","90","85","50010","52850"
"In post","2021","Declared disabled","Policy","Outside London","Heterosexual / straight","495","475","38220","36340"
"In post","2021","Declared disabled","Policy","Outside London","LGBO","70","65","39810","36880"
"In post","2021","Declared disabled","Policy","Outside London","Undeclared","70","70","39100","36780"
"In post","2021","Declared disabled","Policy","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","Policy","Overseas","Heterosexual / straight","85","85","49230","51500"
"In post","2021","Declared disabled","Policy","Overseas","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Policy","Overseas","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Policy","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","London","Heterosexual / straight","240","230","47190","42170"
"In post","2021","Declared disabled","Project Delivery","London","LGBO","35","35","45520","39530"
"In post","2021","Declared disabled","Project Delivery","London","Undeclared","40","40","53100","53190"
"In post","2021","Declared disabled","Project Delivery","London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Outside London","Heterosexual / straight","885","855","38210","35940"
"In post","2021","Declared disabled","Project Delivery","Outside London","LGBO","70","70","36600","33780"
"In post","2021","Declared disabled","Project Delivery","Outside London","Undeclared","115","105","39530","38630"
"In post","2021","Declared disabled","Project Delivery","Outside London","Unknown","55","50","38280","35000"
"In post","2021","Declared disabled","Project Delivery","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","London","Heterosexual / straight","60","55","40750","35100"
"In post","2021","Declared disabled","Property","London","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Property","London","Undeclared","10","10","[c]","[c]"
