"Status","Year","Age","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","Unknown","65","60","30220","24250"
"In post","2021","40-49","Animal and Plant Health Agency","Heterosexual / straight","480","450","31770","29180"
"In post","2021","40-49","Animal and Plant Health Agency","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Animal and Plant Health Agency","Undeclared","95","90","35500","35960"
"In post","2021","40-49","Animal and Plant Health Agency","Unknown","105","95","32000","27960"
"In post","2021","40-49","Attorney General's Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Office","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Cabinet Office (excl. agencies)","Heterosexual / straight","1035","1000","55760","54700"
"In post","2021","40-49","Cabinet Office (excl. agencies)","LGBO","60","60","52610","54700"
"In post","2021","40-49","Cabinet Office (excl. agencies)","Undeclared","105","105","51970","54700"
"In post","2021","40-49","Cabinet Office (excl. agencies)","Unknown","645","630","63580","60240"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","55","50","35730","35900"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","Unknown","110","100","35430","31070"
"In post","2021","40-49","Charity Commission","Heterosexual / straight","65","65","35540","29160"
"In post","2021","40-49","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Charity Commission","Undeclared","10","5","[c]","[c]"
"In post","2021","40-49","Charity Commission","Unknown","55","50","40040","37910"
"In post","2021","40-49","Companies House","Heterosexual / straight","180","170","35260","30660"
"In post","2021","40-49","Companies House","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Companies House","Undeclared","30","25","[c]","[c]"
"In post","2021","40-49","Companies House","Unknown","45","45","29560","25100"
"In post","2021","40-49","Competition and Markets Authority","Heterosexual / straight","180","170","70570","72430"
"In post","2021","40-49","Competition and Markets Authority","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Criminal Injuries Compensation Authority","Heterosexual / straight","50","45","25720","22710"
"In post","2021","40-49","Criminal Injuries Compensation Authority","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Criminal Injuries Compensation Authority","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Criminal Injuries Compensation Authority","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","Crown Commercial Service","Heterosexual / straight","145","140","42620","37550"
"In post","2021","40-49","Crown Commercial Service","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Crown Commercial Service","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Crown Commercial Service","Unknown","35","35","40270","34800"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","Heterosexual / straight","370","340","41840","34150"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","Unknown","35","30","46930","52490"
"In post","2021","40-49","Crown Prosecution Service","Heterosexual / straight","1345","1245","43360","48080"
"In post","2021","40-49","Crown Prosecution Service","LGBO","55","55","46560","50520"
"In post","2021","40-49","Crown Prosecution Service","Undeclared","50","50","45980","49670"
"In post","2021","40-49","Crown Prosecution Service","Unknown","460","405","43740","48450"
"In post","2021","40-49","Crown Prosecution Service Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Crown Prosecution Service Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Crown Prosecution Service Inspectorate","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt Management Office","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","Defence Electronics and Components Agency","Heterosexual / straight","30","30","29690","27460"
"In post","2021","40-49","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Defence Electronics and Components Agency","Undeclared","55","50","28640","27460"
"In post","2021","40-49","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Defence Equipment and Support","Heterosexual / straight","1740","1680","41000","39860"
"In post","2021","40-49","Defence Equipment and Support","LGBO","45","45","39520","37460"
"In post","2021","40-49","Defence Equipment and Support","Undeclared","285","275","41610","40410"
"In post","2021","40-49","Defence Equipment and Support","Unknown","110","100","36820","36280"
"In post","2021","40-49","Defence Science and Technology Laboratory","Heterosexual / straight","725","690","44540","46080"
"In post","2021","40-49","Defence Science and Technology Laboratory","LGBO","20","20","[c]","[c]"
"In post","2021","40-49","Defence Science and Technology Laboratory","Undeclared","80","80","44190","46080"
"In post","2021","40-49","Defence Science and Technology Laboratory","Unknown","185","180","46240","46090"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","750","715","56890","54220"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","60","60","60460","58090"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","100","95","56260","55600"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","80","75","53700","53380"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","Heterosexual / straight","215","205","58240","57000"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","Undeclared","20","20","[c]","[c]"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","Unknown","35","30","57000","58600"
"In post","2021","40-49","Department for Education (excl. agencies)","Heterosexual / straight","1045","985","48390","49860"
"In post","2021","40-49","Department for Education (excl. agencies)","LGBO","80","80","45840","42780"
"In post","2021","40-49","Department for Education (excl. agencies)","Undeclared","100","100","46750","41580"
"In post","2021","40-49","Department for Education (excl. agencies)","Unknown","235","220","51640","50130"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","1045","985","46360","47550"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","60","60","50460","47960"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","95","95","44760","41550"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","250","235","45670","40930"
"In post","2021","40-49","Department for International Trade","Heterosexual / straight","290","280","53230","51970"
"In post","2021","40-49","Department for International Trade","LGBO","25","25","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Unknown","110","110","52750","51970"
"In post","2021","40-49","Department for Transport (excl. agencies)","Heterosexual / straight","530","515","55750","54760"
"In post","2021","40-49","Department for Transport (excl. agencies)","LGBO","55","55","56260","54650"
"In post","2021","40-49","Department for Transport (excl. agencies)","Undeclared","75","70","53090","47770"
"In post","2021","40-49","Department for Transport (excl. agencies)","Unknown","115","110","51100","49010"
"In post","2021","40-49","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","13855","12595","28430","27570"
"In post","2021","40-49","Department for Work and Pensions (excl. agencies)","LGBO","785","755","29030","27570"
"In post","2021","40-49","Department for Work and Pensions (excl. agencies)","Undeclared","1575","1435","27360","27570"
"In post","2021","40-49","Department for Work and Pensions (excl. agencies)","Unknown","5455","4715","27380","27570"
"In post","2021","40-49","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","340","320","52100","51540"
"In post","2021","40-49","Department of Health and Social Care (excl. agencies)","LGBO","30","30","55020","55010"
"In post","2021","40-49","Department of Health and Social Care (excl. agencies)","Undeclared","20","20","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care (excl. agencies)","Unknown","340","330","55090","53360"
"In post","2021","40-49","Disclosure Scotland","Heterosexual / straight","40","40","35580","29190"
"In post","2021","40-49","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Disclosure Scotland","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Disclosure Scotland","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","Driver and Vehicle Licensing Agency","Heterosexual / straight","920","855","29100","21590"
"In post","2021","40-49","Driver and Vehicle Licensing Agency","LGBO","35","35","24790","21590"
"In post","2021","40-49","Driver and Vehicle Licensing Agency","Undeclared","465","415","25770","21590"
"In post","2021","40-49","Driver and Vehicle Licensing Agency","Unknown","125","110","28410","21590"
"In post","2021","40-49","Driver and Vehicle Standards Agency","Heterosexual / straight","745","720","30980","27680"
"In post","2021","40-49","Driver and Vehicle Standards Agency","LGBO","30","30","[c]","[c]"
"In post","2021","40-49","Driver and Vehicle Standards Agency","Undeclared","200","190","30480","28780"
"In post","2021","40-49","Driver and Vehicle Standards Agency","Unknown","225","220","28990","26700"
"In post","2021","40-49","Education and Skills Funding Agency","Heterosexual / straight","355","340","45380","40940"
"In post","2021","40-49","Education and Skills Funding Agency","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","Education and Skills Funding Agency","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","Education and Skills Funding Agency","Unknown","155","150","45150","42520"
"In post","2021","40-49","Education Scotland","Heterosexual / straight","55","55","57440","62530"
"In post","2021","40-49","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Education Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Education Scotland","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","ESTYN","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","40-49","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","FCDO Services","Heterosexual / straight","200","200","43150","39490"
"In post","2021","40-49","FCDO Services","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","FCDO Services","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","FCDO Services","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Heterosexual / straight","230","225","40870","37910"
"In post","2021","40-49","Food Standards Agency","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Undeclared","45","40","44710","44260"
"In post","2021","40-49","Food Standards Agency","Unknown","75","75","35050","30810"
"In post","2021","40-49","Food Standards Scotland","Heterosexual / straight","40","40","38730","38540"
"In post","2021","40-49","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Scotland","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","1385","1345","53980","55620"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","90","90","55890","58420"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","150","145","50790","54470"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","340","330","53970","55060"
"In post","2021","40-49","Forestry and Land Scotland","Heterosexual / straight","65","60","38690","36610"
"In post","2021","40-49","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Forestry and Land Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Forestry and Land Scotland","Unknown","160","155","32060","30160"
"In post","2021","40-49","Government Actuary's Department","Heterosexual / straight","40","35","83440","89720"
"In post","2021","40-49","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Actuary's Department","Undeclared","10","5","[c]","[c]"
"In post","2021","40-49","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Internal Audit Agency","Heterosexual / straight","120","115","49420","47980"
"In post","2021","40-49","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Internal Audit Agency","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Legal Department","Heterosexual / straight","430","390","58730","63730"
"In post","2021","40-49","Government Legal Department","LGBO","35","30","59300","65170"
"In post","2021","40-49","Government Legal Department","Undeclared","55","45","60530","65630"
"In post","2021","40-49","Government Legal Department","Unknown","210","185","61240","65630"
"In post","2021","40-49","Government Property Agency","Heterosexual / straight","50","50","52080","52890"
"In post","2021","40-49","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Property Agency","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Government Property Agency","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Health and Safety Executive","Heterosexual / straight","490","460","46180","45100"
"In post","2021","40-49","Health and Safety Executive","LGBO","20","20","[c]","[c]"
"In post","2021","40-49","Health and Safety Executive","Undeclared","110","105","46570","45100"
"In post","2021","40-49","Health and Safety Executive","Unknown","45","45","45820","42650"
"In post","2021","40-49","HM Courts and Tribunals Service","Heterosexual / straight","2775","2450","26220","22080"
"In post","2021","40-49","HM Courts and Tribunals Service","LGBO","115","110","25240","21170"
"In post","2021","40-49","HM Courts and Tribunals Service","Undeclared","485","440","26170","22080"
"In post","2021","40-49","HM Courts and Tribunals Service","Unknown","395","355","25360","21900"
"In post","2021","40-49","HM Land Registry","Heterosexual / straight","745","685","34880","33840"
"In post","2021","40-49","HM Land Registry","LGBO","25","25","[c]","[c]"
"In post","2021","40-49","HM Land Registry","Undeclared","125","115","33190","27130"
"In post","2021","40-49","HM Land Registry","Unknown","370","350","31260","27130"
"In post","2021","40-49","HM Prison and Probation Service","Heterosexual / straight","8140","7780","32600","31650"
"In post","2021","40-49","HM Prison and Probation Service","LGBO","525","510","33650","31650"
"In post","2021","40-49","HM Prison and Probation Service","Undeclared","945","900","33190","31650"
"In post","2021","40-49","HM Prison and Probation Service","Unknown","1840","1725","30840","31650"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","7975","7470","34110","31810"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","LGBO","450","435","35150","31810"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Undeclared","1090","1030","33450","31810"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Unknown","4375","4015","29200","25560"
"In post","2021","40-49","HM Treasury (excl. agencies)","Heterosexual / straight","165","155","61050","63680"
"In post","2021","40-49","HM Treasury (excl. agencies)","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Undeclared","20","20","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Heterosexual / straight","7330","6855","33780","28850"
"In post","2021","40-49","Home Office (incl. agencies)","LGBO","280","270","35850","30500"
"In post","2021","40-49","Home Office (incl. agencies)","Undeclared","1165","1085","33510","28850"
"In post","2021","40-49","Home Office (incl. agencies)","Unknown","265","260","35870","28650"
"In post","2021","40-49","Insolvency Service","Heterosexual / straight","285","265","35330","35070"
"In post","2021","40-49","Insolvency Service","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Unknown","185","175","31910","29320"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Heterosexual / straight","35","35","52070","50470"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Heterosexual / straight","255","240","30940","26900"
"In post","2021","40-49","Legal Aid Agency","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Undeclared","35","35","30670","24980"
"In post","2021","40-49","Legal Aid Agency","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Heterosexual / straight","235","225","39990","36180"
"In post","2021","40-49","Maritime and Coastguard Agency","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Undeclared","45","45","36120","32790"
"In post","2021","40-49","Maritime and Coastguard Agency","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","180","170","54000","53620"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Undeclared","40","35","57460","54330"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Unknown","105","95","51920","53620"
"In post","2021","40-49","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Unknown","550","515","43150","41900"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Heterosexual / straight","5955","5760","33750","31370"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","LGBO","180","180","33730","33250"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Undeclared","895","860","35260","33300"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","835","800","36020","33300"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","450","425","51180","48810"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","35","35","58660","62480"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","45","45","48580","47850"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Heterosexual / straight","1020","980","45860","42370"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","LGBO","60","60","47230","46760"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Undeclared","110","110","43880","40690"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Unknown","215","210","46640","45110"
"In post","2021","40-49","National Crime Agency","Heterosexual / straight","1025","985","42640","40210"
"In post","2021","40-49","National Crime Agency","LGBO","35","35","39520","39950"
"In post","2021","40-49","National Crime Agency","Undeclared","85","80","40490","39440"
"In post","2021","40-49","National Crime Agency","Unknown","240","235","43450","42630"
"In post","2021","40-49","National Infrastructure Commission","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","National Infrastructure Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","Heterosexual / straight","60","60","41850","39110"
"In post","2021","40-49","National Records of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","Unknown","40","35","33850","29190"
"In post","2021","40-49","National Savings and Investments","Heterosexual / straight","40","35","53200","48440"
"In post","2021","40-49","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","415","400","52940","51360"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","LGBO","40","40","50300","48860"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","Heterosexual / straight","80","75","55720","53490"
"In post","2021","40-49","Office of Gas and Electricity Markets","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","Unknown","145","140","55650","53050"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Heterosexual / straight","50","50","47580","45660"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Heterosexual / straight","50","50","51730","51310"
"In post","2021","40-49","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Unknown","30","30","61230","57910"
"In post","2021","40-49","Office of the Public Guardian","Heterosexual / straight","195","180","23140","20650"
"In post","2021","40-49","Office of the Public Guardian","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","Unknown","20","15","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","Heterosexual / straight","185","175","44640","47660"
"In post","2021","40-49","Planning Inspectorate","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","Unknown","35","35","35690","32780"
"In post","2021","40-49","Public Health England","Heterosexual / straight","1120","1020","46470","41650"
"In post","2021","40-49","Public Health England","LGBO","60","55","50670","46430"
"In post","2021","40-49","Public Health England","Undeclared","185","165","48870","47090"
"In post","2021","40-49","Public Health England","Unknown","425","395","49740","47090"
"In post","2021","40-49","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Heterosexual / straight","165","165","35240","30840"
"In post","2021","40-49","Registers of Scotland","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Unknown","110","100","33070","30080"
"In post","2021","40-49","Revenue Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Revenue Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Royal Fleet Auxiliary","Unknown","385","385","40220","35380"
"In post","2021","40-49","Rural Payments Agency","Heterosexual / straight","325","290","27910","25880"
"In post","2021","40-49","Rural Payments Agency","LGBO","20","20","[c]","[c]"
"In post","2021","40-49","Rural Payments Agency","Undeclared","20","20","[c]","[c]"
"In post","2021","40-49","Rural Payments Agency","Unknown","320","290","26520","24920"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Undeclared","345","315","29300","29350"
"In post","2021","40-49","Scottish Fiscal Commission","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Scottish Fiscal Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","Unknown","35","30","34680","35330"
"In post","2021","40-49","Scottish Government (excl. agencies)","Heterosexual / straight","1450","1375","48930","46600"
"In post","2021","40-49","Scottish Government (excl. agencies)","LGBO","85","80","49670","48930"
"In post","2021","40-49","Scottish Government (excl. agencies)","Undeclared","95","90","47800","46600"
"In post","2021","40-49","Scottish Government (excl. agencies)","Unknown","445","415","44540","39660"
"In post","2021","40-49","Scottish Housing Regulator","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Scottish Housing Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Heterosexual / straight","335","330","33990","33650"
"In post","2021","40-49","Scottish Prison Service","LGBO","20","20","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Unknown","455","440","32160","33650"
"In post","2021","40-49","Scottish Public Pensions Agency","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","40-49","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Public Pensions Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Public Pensions Agency","Unknown","40","35","31210","29190"
"In post","2021","40-49","Serious Fraud Office","Heterosexual / straight","75","70","51950","52330"
"In post","2021","40-49","Serious Fraud Office","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","Social Security Scotland","Heterosexual / straight","230","225","34360","29190"
"In post","2021","40-49","Social Security Scotland","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Social Security Scotland","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Social Security Scotland","Unknown","50","50","33010","29190"
