"Status","Year","Function_of_post","Organisation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Government Internal Audit Agency","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Internal Audit Agency","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Internal Audit Agency","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Internal Audit Agency","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Legal Department","Westminster","60","60","37880","31180"
"In post","2021","Human Resources","Government Property Agency","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Property Agency","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Property Agency","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Property Agency","Westminster","10","5","[c]","[c]"
"In post","2021","Human Resources","Health and Safety Executive","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Health and Safety Executive","Sefton","75","70","37380","31710"
"In post","2021","Human Resources","Health and Safety Executive","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Health and Safety Executive","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Health and Safety Executive","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Health and Safety Executive","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Health and Safety Executive","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Health and Safety Executive","York","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Leeds","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Manchester","10","10","24360","23080"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Westminster","35","35","46840","37400"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","Croydon","10","10","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","Durham CC","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","Nottingham","70","60","36150","33840"
"In post","2021","Human Resources","HM Land Registry","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Croydon","10","10","57020","58290"
"In post","2021","Human Resources","HM Prison and Probation Service","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Medway","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Staffordshire CC","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Wakefield","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Warwickshire","10","10","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Westminster","25","25","54350","55170"
"In post","2021","Human Resources","HM Prison and Probation Service","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Belfast","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Birmingham","25","25","41810","38630"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Bradford","20","15","44520","35220"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Bristol, City of","20","20","39910","35000"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Camden and City of London","15","10","33060","32520"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Cardiff and Vale of Glamorgan","40","40","35380","31810"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","City of Edinburgh","20","15","36440","28130"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Croydon","30","30","51550","59160"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Dudley","10","10","27240","21440"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Glasgow City","10","10","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Greater Manchester South West","175","170","35990","31810"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Hackney and Newham","30","30","43770","39800"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Leeds","30","30","39740","36810"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Lincolnshire","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Liverpool","80","75","27840","21440"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Manchester","110","105","37460","33200"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Mid Lancashire","25","20","28110","25560"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","North Lanarkshire","155","140","27540","25560"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Nottingham","290","275","37310","31810"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Peterborough","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Sefton","45","40","34660","31810"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","South Lanarkshire","10","10","31540","29970"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Southend-on-Sea","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Suffolk","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Sunderland","10","10","34780","31810"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Telford and Wrekin","10","10","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Tower Hamlets","90","85","54310","59160"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Tyneside","170","155","28190","25560"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","West Sussex (South West)","85","75","25890","21440"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Westminster","15","15","47910","43100"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury (excl. agencies)","Norwich and East Norfolk","30","30","28270","23750"
"In post","2021","Human Resources","HM Treasury (excl. agencies)","Westminster","65","60","49650","52530"
"In post","2021","Human Resources","Insolvency Service","Birmingham","20","20","39310","39350"
"In post","2021","Human Resources","Insolvency Service","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","Hackney and Newham","10","10","45850","46530"
"In post","2021","Human Resources","Insolvency Service","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Institute for Apprenticeships and Technical Education","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Institute for Apprenticeships and Technical Education","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Legal Aid Agency","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Maritime and Coastguard Agency","Southampton","35","30","34070","31210"
"In post","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Tower Hamlets","25","25","46700","40900"
"In post","2021","Human Resources","Met Office","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Met Office","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Met Office","Devon CC","65","60","38290","33130"
"In post","2021","Human Resources","Met Office","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Met Office","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Met Office","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","160","145","28280","21130"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Buckinghamshire CC","45","40","33520","26350"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Cambridgeshire CC","10","10","35220","33630"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Central Hampshire","40","40","32140","29250"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","City of Edinburgh","10","10","26010","22080"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Dorset CC","15","15","23790","21130"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","East Kent","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","East Riding of Yorkshire","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Essex Haven Gateway","20","15","29900","26670"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Glasgow City","425","395","23850","21580"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Gloucestershire","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Greater Manchester South East","175","165","26060","21130"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Hertfordshire","15","15","42720","37640"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Lancaster and Wyre","165","150","25010","26670"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Lincolnshire","20","20","23530","21350"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Medway","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","North Hampshire","25","25","30230","26670"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","North Yorkshire CC","10","10","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Overseas","15","15","34410","33300"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Peterborough","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Portsmouth","75","70","32290","26670"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","South Hampshire","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Staffordshire CC","15","15","38320","40580"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Suffolk","10","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Westminster","270","265","47230","44500"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Wiltshire","50","45","36910","33300"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","York","10","10","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Westminster","25","25","51760","53130"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Wirral","30","25","31810","27210"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Barnsley, Doncaster and Rotherham","10","10","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","15","15","39510","31700"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Birmingham","20","20","45550","38350"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Bristol, City of","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Cardiff and Vale of Glamorgan","20","20","56270","46430"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Central Hampshire","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Chorley and West Lancashire","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Croydon","45","45","50380","52570"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Devon CC","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Dorset CC","10","10","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Durham CC","10","10","37170","30590"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Gloucestershire","[c]","[c]","[c]","[c]"
