"Status","Year","Age","Ethnicity","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Northumberland and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Northumberland and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Yorkshire","Male","5","5","[c]","[c]"
"In post","2021","16-19","Asian","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Inner London - West","Female","5","5","[c]","[c]"
"In post","2021","16-19","Black","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Northumberland and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Northumberland and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
