"Status","Year","Age","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","White","Female","25185","24675","28960","27500"
"In post","2021","20-29","White","Male","20275","20155","29430","27570"
"In post","2021","20-29","White","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Asian","Female","4170","3780","32900","29080"
"In post","2021","30-39","Asian","Male","3785","3720","33180","29940"
"In post","2021","30-39","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Female","2035","1930","32670","31060"
"In post","2021","30-39","Black","Male","1075","1065","32690","31060"
"In post","2021","30-39","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Female","210","200","39680","37120"
"In post","2021","30-39","Chinese","Male","140","140","38260","34060"
"In post","2021","30-39","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Female","1355","1265","35760","31390"
"In post","2021","30-39","Mixed","Male","970","960","37610","33260"
"In post","2021","30-39","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Female","355","330","36720","31820"
"In post","2021","30-39","Other ethnicity","Male","255","255","38050","35070"
"In post","2021","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Female","1330","1220","34370","30980"
"In post","2021","30-39","Undeclared","Male","2200","2180","36530","33220"
"In post","2021","30-39","Unknown","Female","8280","7610","33450","28670"
"In post","2021","30-39","Unknown","Male","8655","8565","34170","30650"
"In post","2021","30-39","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","White","Female","37770","34285","33800","30080"
"In post","2021","30-39","White","Male","30795","30545","35360","31810"
"In post","2021","30-39","White","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Asian","Female","4520","3950","34240","29450"
"In post","2021","40-49","Asian","Male","3330","3240","35140","30810"
"In post","2021","40-49","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Female","2240","2090","33890","31060"
"In post","2021","40-49","Black","Male","1375","1365","34390","31060"
"In post","2021","40-49","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Female","220","205","37470","31300"
"In post","2021","40-49","Chinese","Male","120","115","36630","32760"
"In post","2021","40-49","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Female","1030","935","37690","31880"
"In post","2021","40-49","Mixed","Male","735","725","39730","35070"
"In post","2021","40-49","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Female","350","320","37650","31320"
"In post","2021","40-49","Other ethnicity","Male","295","290","39340","33300"
"In post","2021","40-49","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Female","2110","1895","33890","29570"
"In post","2021","40-49","Undeclared","Male","2890","2850","37060","32690"
"In post","2021","40-49","Unknown","Female","6515","5880","35530","29350"
"In post","2021","40-49","Unknown","Male","6195","6090","37970","31850"
"In post","2021","40-49","White","Female","45715","40875","35070","29300"
"In post","2021","40-49","White","Male","34645","34245","38210","32740"
"In post","2021","40-49","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Asian","Female","3300","2995","32570","29250"
"In post","2021","50-59","Asian","Male","2205","2145","35030","30420"
"In post","2021","50-59","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Female","3365","3215","32900","30330"
"In post","2021","50-59","Black","Male","1870","1840","34940","31180"
"In post","2021","50-59","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Female","140","130","36760","30240"
"In post","2021","50-59","Chinese","Male","100","95","36690","31810"
"In post","2021","50-59","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Female","865","805","34900","29630"
"In post","2021","50-59","Mixed","Male","685","660","38580","33350"
"In post","2021","50-59","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Female","315","290","37000","30850"
"In post","2021","50-59","Other ethnicity","Male","325","320","40180","33840"
"In post","2021","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Female","3415","3085","32000","27580"
"In post","2021","50-59","Undeclared","Male","4445","4320","36570","32850"
"In post","2021","50-59","Unknown","Female","6100","5535","32780","27570"
"In post","2021","50-59","Unknown","Male","6665","6475","37740","33060"
"In post","2021","50-59","White","Female","58985","53300","32490","27570"
"In post","2021","50-59","White","Male","48240","46920","37470","32560"
"In post","2021","50-59","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","Female","835","680","29630","27460"
"In post","2021","60-64","Asian","Male","545","500","34200","29450"
"In post","2021","60-64","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Female","690","615","30210","28130"
"In post","2021","60-64","Black","Male","435","410","32690","30600"
"In post","2021","60-64","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Female","35","30","32720","30160"
"In post","2021","60-64","Chinese","Male","25","25","[c]","[c]"
"In post","2021","60-64","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Female","215","180","30110","27570"
"In post","2021","60-64","Mixed","Male","135","120","38970","32470"
"In post","2021","60-64","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Female","100","80","32800","29830"
"In post","2021","60-64","Other ethnicity","Male","95","80","41840","33840"
"In post","2021","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Female","885","700","29920","27570"
"In post","2021","60-64","Undeclared","Male","1140","960","34760","31650"
"In post","2021","60-64","Unknown","Female","1575","1270","28080","22820"
"In post","2021","60-64","Unknown","Male","1740","1510","33950","30100"
"In post","2021","60-64","White","Female","15525","12125","28900","26410"
"In post","2021","60-64","White","Male","13735","11740","34640","29670"
"In post","2021","60-64","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Female","355","260","28750","25630"
"In post","2021","65+","Asian","Male","310","250","32650","28480"
"In post","2021","65+","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Female","180","155","28910","26000"
"In post","2021","65+","Black","Male","135","115","29790","26750"
"In post","2021","65+","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Female","15","10","[c]","[c]"
"In post","2021","65+","Chinese","Male","15","15","[c]","[c]"
"In post","2021","65+","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","Female","45","35","26950","25630"
"In post","2021","65+","Mixed","Male","50","40","34120","28330"
"In post","2021","65+","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Female","25","20","[c]","[c]"
"In post","2021","65+","Other ethnicity","Male","30","30","38350","28560"
"In post","2021","65+","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Female","250","185","27750","25640"
"In post","2021","65+","Undeclared","Male","400","315","35190","30790"
"In post","2021","65+","Unknown","Female","460","345","28670","23500"
"In post","2021","65+","Unknown","Male","605","470","33160","27310"
"In post","2021","65+","White","Female","4095","2985","27470","24340"
"In post","2021","65+","White","Male","4670","3665","32950","27570"
"In post","2021","65+","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Female","15","10","[c]","[c]"
"In post","2021","Unknown","White","Male","5","5","[c]","[c]"
"In post","2021","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Female","170","[c]","24530","23690"
"Leaver CS","2021","20-29","Asian","Male","165","[c]","26270","25110"
"Leaver CS","2021","20-29","Asian","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Female","85","[c]","25440","25110"
"Leaver CS","2021","20-29","Black","Male","45","[c]","26900","25110"
"Leaver CS","2021","20-29","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Female","85","[c]","25850","23970"
"Leaver CS","2021","20-29","Mixed","Male","45","[c]","27590","25970"
"Leaver CS","2021","20-29","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Female","75","[c]","21610","19130"
"Leaver CS","2021","20-29","Undeclared","Male","95","[c]","24670","20690"
"Leaver CS","2021","20-29","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Female","1065","[c]","24850","22680"
"Leaver CS","2021","20-29","Unknown","Male","1005","[c]","25930","24490"
"Leaver CS","2021","20-29","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","Female","1300","[c]","25280","22290"
"Leaver CS","2021","20-29","White","Male","1175","[c]","26190","24180"
"Leaver CS","2021","20-29","White","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","Female","120","[c]","31040","27710"
"Leaver CS","2021","30-39","Asian","Male","125","[c]","31400","27760"
"Leaver CS","2021","30-39","Asian","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","Female","70","[c]","30870","26750"
"Leaver CS","2021","30-39","Black","Male","55","[c]","34450","28370"
"Leaver CS","2021","30-39","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Female","50","[c]","32430","28070"
"Leaver CS","2021","30-39","Mixed","Male","55","[c]","35180","33390"
"Leaver CS","2021","30-39","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Female","65","[c]","31070","26890"
"Leaver CS","2021","30-39","Undeclared","Male","75","[c]","38050","34570"
"Leaver CS","2021","30-39","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Female","645","[c]","32060","27570"
"Leaver CS","2021","30-39","Unknown","Male","630","[c]","33660","29930"
"Leaver CS","2021","30-39","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Female","1145","[c]","32750","27710"
"Leaver CS","2021","30-39","White","Male","970","[c]","36080","31840"
"Leaver CS","2021","30-39","White","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Female","110","[c]","37390","30270"
"Leaver CS","2021","40-49","Asian","Male","85","[c]","38620","34300"
"Leaver CS","2021","40-49","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Female","55","[c]","33260","29980"
"Leaver CS","2021","40-49","Black","Male","55","[c]","30110","25750"
"Leaver CS","2021","40-49","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Female","70","[c]","32190","26010"
"Leaver CS","2021","40-49","Undeclared","Male","70","[c]","35860","28670"
"Leaver CS","2021","40-49","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Female","500","[c]","35670","27600"
"Leaver CS","2021","40-49","Unknown","Male","420","[c]","36670","29010"
"Leaver CS","2021","40-49","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Female","1140","[c]","35390","28170"
"Leaver CS","2021","40-49","White","Male","805","[c]","38190","30980"
"Leaver CS","2021","40-49","White","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Female","105","[c]","36730","28490"
"Leaver CS","2021","50-59","Asian","Male","55","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Female","80","[c]","37390","29570"
"Leaver CS","2021","50-59","Black","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Female","190","[c]","32660","27150"
"Leaver CS","2021","50-59","Undeclared","Male","195","[c]","38250","34530"
"Leaver CS","2021","50-59","Unknown","Female","560","[c]","33950","27570"
"Leaver CS","2021","50-59","Unknown","Male","560","[c]","39570","32970"
"Leaver CS","2021","50-59","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","White","Female","2510","[c]","32970","27570"
"Leaver CS","2021","50-59","White","Male","2020","[c]","39280","32610"
"Leaver CS","2021","50-59","White","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","Female","65","[c]","29990","28520"
"Leaver CS","2021","60-64","Asian","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Female","105","[c]","29930","28150"
"Leaver CS","2021","60-64","Undeclared","Male","190","[c]","35740","33350"
"Leaver CS","2021","60-64","Unknown","Female","265","[c]","35540","26560"
"Leaver CS","2021","60-64","Unknown","Male","360","[c]","41660","35220"
"Leaver CS","2021","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Female","1895","[c]","32630","27130"
"Leaver CS","2021","60-64","White","Male","1690","[c]","38020","32670"
"Leaver CS","2021","60-64","White","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Female","80","[c]","26300","24500"
"Leaver CS","2021","65+","Asian","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Female","80","[c]","26000","23350"
"Leaver CS","2021","65+","Undeclared","Male","95","[c]","33760","27570"
"Leaver CS","2021","65+","Unknown","Female","185","[c]","32870","25710"
"Leaver CS","2021","65+","Unknown","Male","210","[c]","35760","31750"
"Leaver CS","2021","65+","White","Female","1385","[c]","26030","22070"
"Leaver CS","2021","65+","White","Male","1425","[c]","31200","26780"
"Leaver CS","2021","65+","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","55","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","White","Female","[c]","[c]","[c]","[c]"
