"Status","Year","Age","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Female","60","55","21400","21150"
"In post","2021","16-19","Scottish Government","Male","40","40","20890","20830"
"In post","2021","16-19","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Female","5","5","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Male","10","10","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Female","890","880","29870","26970"
"In post","2021","20-29","Attorney General's Departments","Male","425","425","30850","26970"
"In post","2021","20-29","Cabinet Office","Female","1925","1920","33620","29250"
"In post","2021","20-29","Cabinet Office","Male","1475","1470","34410","32000"
"In post","2021","20-29","Chancellor's other departments","Female","30","30","33440","29480"
"In post","2021","20-29","Chancellor's other departments","Male","50","50","37210","36500"
"In post","2021","20-29","Charity Commission","Female","30","30","27020","24440"
"In post","2021","20-29","Charity Commission","Male","15","15","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","Female","80","80","39840","34570"
"In post","2021","20-29","Competition and Markets Authority","Male","70","70","37320","33610"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Female","1510","1500","35390","33570"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Male","1400","1400","36840","33860"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Female","380","375","39990","34020"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Male","300","300","42400","39020"
"In post","2021","20-29","Department for Education","Female","975","965","35730","32940"
"In post","2021","20-29","Department for Education","Male","635","635","35110","32940"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Female","1130","1115","30480","29180"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Male","810","800","30740","29180"
"In post","2021","20-29","Department for International Trade","Female","480","480","37560","33360"
"In post","2021","20-29","Department for International Trade","Male","470","465","37100","32130"
"In post","2021","20-29","Department for Transport","Female","1125","1085","29240","26470"
"In post","2021","20-29","Department for Transport","Male","1105","1095","31330","29970"
"In post","2021","20-29","Department for Work and Pensions","Female","6070","5900","26810","27570"
"In post","2021","20-29","Department for Work and Pensions","Male","4475","4450","26520","27570"
"In post","2021","20-29","Department of Health and Social Care","Female","1790","1740","32310","31610"
"In post","2021","20-29","Department of Health and Social Care","Male","895","875","33510","31300"
"In post","2021","20-29","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Female","75","75","32780","32350"
"In post","2021","20-29","Food Standards Agency","Male","35","35","32770","32350"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Female","835","830","35050","34300"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Male","650","650","34080","33860"
"In post","2021","20-29","HM Land Registry","Female","630","615","24920","22350"
"In post","2021","20-29","HM Land Registry","Male","480","475","25970","22350"
"In post","2021","20-29","HM Revenue and Customs","Female","4795","4645","26620","25560"
"In post","2021","20-29","HM Revenue and Customs","Male","5535","5460","27070","25560"
"In post","2021","20-29","HM Treasury","Female","500","495","37750","32750"
"In post","2021","20-29","HM Treasury","Male","545","545","39200","34070"
"In post","2021","20-29","Home Office","Female","2830","2740","28450","25040"
"In post","2021","20-29","Home Office","Male","2450","2405","28150","24890"
"In post","2021","20-29","Ministry of Defence","Female","3025","2980","28390","26670"
"In post","2021","20-29","Ministry of Defence","Male","4565","4555","28610","27540"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","Female","380","380","36010","33210"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","Male","340","340","36620","33210"
"In post","2021","20-29","Ministry of Justice","Female","8380","8215","25610","24020"
"In post","2021","20-29","Ministry of Justice","Male","5665","5635","26150","25370"
"In post","2021","20-29","National Crime Agency","Female","565","565","31690","32260"
"In post","2021","20-29","National Crime Agency","Male","370","370","32400","32770"
"In post","2021","20-29","Northern Ireland Office","Female","10","10","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","Male","15","15","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","Female","95","95","28590","25880"
"In post","2021","20-29","Office for Standards in Education","Male","60","60","29030","27250"
"In post","2021","20-29","Office of Gas and Electricity Markets","Female","165","165","30080","27000"
"In post","2021","20-29","Office of Gas and Electricity Markets","Male","180","180","31930","30950"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","Female","15","15","[c]","[c]"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","Male","10","10","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","Female","15","15","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","Male","15","15","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","Female","70","70","30930","27770"
"In post","2021","20-29","Other Cabinet Office Agencies","Male","95","95","29460","27770"
"In post","2021","20-29","Scotland Office","Female","20","20","[c]","[c]"
"In post","2021","20-29","Scotland Office","Male","5","5","[c]","[c]"
"In post","2021","20-29","Scottish Government","Female","2040","1990","27540","26160"
"In post","2021","20-29","Scottish Government","Male","1430","1415","27490","26160"
"In post","2021","20-29","The National Archives","Female","50","50","27460","28040"
"In post","2021","20-29","The National Archives","Male","25","25","[c]","[c]"
"In post","2021","20-29","UK Export Finance","Female","30","30","35280","33000"
"In post","2021","20-29","UK Export Finance","Male","40","40","36510","33000"
"In post","2021","20-29","UK Supreme Court","Female","10","10","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","Male","5","5","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","Female","700","680","29930","29540"
"In post","2021","20-29","United Kingdom Statistics Authority","Male","500","485","29710","29540"
"In post","2021","20-29","United Kingdom Statistics Authority","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","Male","10","10","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Female","15","15","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Male","10","10","[c]","[c]"
"In post","2021","20-29","Welsh Government","Female","310","305","26930","23830"
"In post","2021","20-29","Welsh Government","Male","245","240","27060","23830"
"In post","2021","30-39","Attorney General's Departments","Female","1435","1320","44520","49710"
"In post","2021","30-39","Attorney General's Departments","Male","735","725","45760","50500"
"In post","2021","30-39","Cabinet Office","Female","1240","1195","48150","52630"
"In post","2021","30-39","Cabinet Office","Male","1130","1125","50090","54700"
"In post","2021","30-39","Chancellor's other departments","Female","50","45","55300","50810"
"In post","2021","30-39","Chancellor's other departments","Male","55","55","60270","53750"
"In post","2021","30-39","Charity Commission","Female","55","50","34590","29160"
"In post","2021","30-39","Charity Commission","Male","55","55","34960","31810"
"In post","2021","30-39","Competition and Markets Authority","Female","165","155","56750","56090"
"In post","2021","30-39","Competition and Markets Authority","Male","135","135","63520","59990"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Female","1680","1580","41320","39650"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Male","1755","1740","43410","40220"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Female","335","325","52100","52130"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Male","270","265","52820","51730"
"In post","2021","30-39","Department for Education","Female","1275","1200","44330","40940"
"In post","2021","30-39","Department for Education","Male","860","855","43640","40510"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","Female","1470","1345","36180","35900"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","Male","1015","1005","36710","35900"
"In post","2021","30-39","Department for International Trade","Female","350","345","49230","51970"
"In post","2021","30-39","Department for International Trade","Male","390","390","50200","51970"
"In post","2021","30-39","Department for Transport","Female","1835","1600","30910","26350"
"In post","2021","30-39","Department for Transport","Male","1855","1835","34980","30730"
"In post","2021","30-39","Department for Work and Pensions","Female","9105","7930","27450","27570"
"In post","2021","30-39","Department for Work and Pensions","Male","6050","5975","28530","27570"
"In post","2021","30-39","Department of Health and Social Care","Female","1845","1710","42460","40070"
"In post","2021","30-39","Department of Health and Social Care","Male","945","925","45190","41010"
"In post","2021","30-39","ESTYN","Female","10","10","[c]","[c]"
"In post","2021","30-39","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Female","155","145","37600","37350"
"In post","2021","30-39","Food Standards Agency","Male","100","100","39310","37910"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Female","1180","1145","46900","49920"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Male","1155","1150","46610","47310"
"In post","2021","30-39","HM Land Registry","Female","510","465","29310","26490"
"In post","2021","30-39","HM Land Registry","Male","390","385","30570","27130"
"In post","2021","30-39","HM Revenue and Customs","Female","6635","6015","30530","25560"
"In post","2021","30-39","HM Revenue and Customs","Male","7345","7260","31870","31810"
"In post","2021","30-39","HM Treasury","Female","360","340","54050","55840"
"In post","2021","30-39","HM Treasury","Male","380","380","56270","57000"
"In post","2021","30-39","Home Office","Female","4450","4010","31750","26200"
"In post","2021","30-39","Home Office","Male","4135","4085","32340","27370"
"In post","2021","30-39","Ministry of Defence","Female","4780","4430","33710","33040"
"In post","2021","30-39","Ministry of Defence","Male","5725","5705","36260","34850"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Female","435","405","44980","47660"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Male","430","430","46850","47660"
"In post","2021","30-39","Ministry of Justice","Female","10115","9205","28970","26550"
"In post","2021","30-39","Ministry of Justice","Male","8165","8085","29580","27380"
"In post","2021","30-39","National Crime Agency","Female","645","615","37310","36410"
"In post","2021","30-39","National Crime Agency","Male","635","630","39120","37560"
"In post","2021","30-39","Northern Ireland Office","Female","30","30","[c]","[c]"
"In post","2021","30-39","Northern Ireland Office","Male","20","20","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","Female","255","235","41150","39460"
"In post","2021","30-39","Office for Standards in Education","Male","150","150","42280","33510"
"In post","2021","30-39","Office of Gas and Electricity Markets","Female","180","175","45710","44520"
"In post","2021","30-39","Office of Gas and Electricity Markets","Male","230","225","45110","40160"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","Female","55","50","41860","38760"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","Male","35","35","44800","40530"
"In post","2021","30-39","Office of Rail and Road","Female","35","35","50520","50810"
"In post","2021","30-39","Office of Rail and Road","Male","55","55","50280","51560"
"In post","2021","30-39","Other Cabinet Office Agencies","Female","160","150","37180","34800"
"In post","2021","30-39","Other Cabinet Office Agencies","Male","115","115","36670","34800"
"In post","2021","30-39","Scotland Office","Female","25","25","[c]","[c]"
"In post","2021","30-39","Scotland Office","Male","10","10","[c]","[c]"
"In post","2021","30-39","Scottish Government","Female","2995","2795","35720","33550"
"In post","2021","30-39","Scottish Government","Male","2360","2340","35190","32890"
"In post","2021","30-39","The National Archives","Female","70","70","34860","34260"
"In post","2021","30-39","The National Archives","Male","40","40","33940","34670"
"In post","2021","30-39","UK Export Finance","Female","40","40","53510","50400"
"In post","2021","30-39","UK Export Finance","Male","50","50","51850","49980"
"In post","2021","30-39","UK Supreme Court","Female","5","5","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","Male","5","5","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","Female","715","645","33960","31090"
"In post","2021","30-39","United Kingdom Statistics Authority","Male","575","560","36350","36030"
"In post","2021","30-39","United Kingdom Statistics Authority","Unknown","20","20","[c]","[c]"
"In post","2021","30-39","Wales Office","Female","5","5","[c]","[c]"
"In post","2021","30-39","Wales Office","Male","5","5","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","Female","35","35","49980","45920"
"In post","2021","30-39","Water Services Regulation Authority","Male","30","30","[c]","[c]"
"In post","2021","30-39","Welsh Government","Female","795","735","37230","37410"
"In post","2021","30-39","Welsh Government","Male","485","485","38420","37410"
"In post","2021","40-49","Attorney General's Departments","Female","1855","1625","47840","51250"
"In post","2021","40-49","Attorney General's Departments","Male","905","895","49230","51250"
"In post","2021","40-49","Cabinet Office","Female","970","925","55610","54700"
"In post","2021","40-49","Cabinet Office","Male","875","870","61030","56670"
"In post","2021","40-49","Chancellor's other departments","Female","55","50","58850","53320"
"In post","2021","40-49","Chancellor's other departments","Male","60","60","72590","65110"
"In post","2021","40-49","Charity Commission","Female","75","70","36560","30320"
"In post","2021","40-49","Charity Commission","Male","50","50","38510","29520"
"In post","2021","40-49","Competition and Markets Authority","Female","115","105","71050","72430"
"In post","2021","40-49","Competition and Markets Authority","Male","105","105","71540","72430"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","Female","1535","1395","42470","39540"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","Male","1520","1495","46790","43700"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","Female","150","140","57440","55650"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","Male","135","135","58560","58760"
"In post","2021","40-49","Department for Education","Female","1230","1130","47140","46170"
"In post","2021","40-49","Department for Education","Male","885","880","48280","49860"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Female","1745","1555","37240","34080"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Male","1315","1300","39460","36520"
"In post","2021","40-49","Department for International Trade","Female","205","200","51320","51970"
"In post","2021","40-49","Department for International Trade","Male","240","240","55140","53030"
"In post","2021","40-49","Department for Transport","Female","1730","1540","32600","26780"
"In post","2021","40-49","Department for Transport","Male","2140","2120","37200","31380"
"In post","2021","40-49","Department for Work and Pensions","Female","14590","12535","27930","27570"
"In post","2021","40-49","Department for Work and Pensions","Male","7745","7590","30010","27570"
"In post","2021","40-49","Department of Health and Social Care","Female","1860","1680","48120","45150"
"In post","2021","40-49","Department of Health and Social Care","Male","990","970","53310","51200"
"In post","2021","40-49","ESTYN","Female","15","15","[c]","[c]"
"In post","2021","40-49","ESTYN","Male","10","10","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Female","160","150","42680","39300"
"In post","2021","40-49","Food Standards Agency","Male","200","195","38730","36990"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Female","1095","1040","52250","54470"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Male","1140","1130","52650","54370"
"In post","2021","40-49","HM Land Registry","Female","790","710","32160","27130"
"In post","2021","40-49","HM Land Registry","Male","475","465","36120","33840"
"In post","2021","40-49","HM Revenue and Customs","Female","7765","6875","31520","27230"
"In post","2021","40-49","HM Revenue and Customs","Male","6895","6790","33860","31810"
"In post","2021","40-49","HM Treasury","Female","205","185","53100","49750"
"In post","2021","40-49","HM Treasury","Male","185","185","61500","60490"
"In post","2021","40-49","Home Office","Female","4750","4245","33590","28850"
"In post","2021","40-49","Home Office","Male","4290","4225","34190","28850"
"In post","2021","40-49","Ministry of Defence","Female","5485","5120","35060","33300"
"In post","2021","40-49","Ministry of Defence","Male","6650","6610","38360","37320"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","Female","420","385","47960","47660"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","Male","395","390","50260","47660"
"In post","2021","40-49","Ministry of Justice","Female","9790","8860","31320","27700"
"In post","2021","40-49","Ministry of Justice","Male","7490","7380","32750","31650"
"In post","2021","40-49","National Crime Agency","Female","695","645","40330","38440"
"In post","2021","40-49","National Crime Agency","Male","690","690","44830","43380"
"In post","2021","40-49","Northern Ireland Office","Female","15","15","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","Male","5","5","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education","Female","325","310","51110","51360"
"In post","2021","40-49","Office for Standards in Education","Male","180","180","54280","51360"
"In post","2021","40-49","Office of Gas and Electricity Markets","Female","115","110","53830","51320"
"In post","2021","40-49","Office of Gas and Electricity Markets","Male","135","135","57080","56000"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Female","45","40","44440","44660"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Male","40","40","52680","47050"
"In post","2021","40-49","Office of Rail and Road","Female","45","45","51300","54890"
"In post","2021","40-49","Office of Rail and Road","Male","40","40","59250","56410"
"In post","2021","40-49","Other Cabinet Office Agencies","Female","120","115","42230","38470"
"In post","2021","40-49","Other Cabinet Office Agencies","Male","135","135","46050","41590"
"In post","2021","40-49","Scotland Office","Female","15","15","[c]","[c]"
"In post","2021","40-49","Scotland Office","Male","10","10","[c]","[c]"
"In post","2021","40-49","Scottish Government","Female","2900","2655","40570","35110"
"In post","2021","40-49","Scottish Government","Male","2360","2340","40990","35330"
"In post","2021","40-49","The National Archives","Female","85","75","40480","37770"
"In post","2021","40-49","The National Archives","Male","65","65","38560","35150"
"In post","2021","40-49","UK Export Finance","Female","40","40","57160","52880"
"In post","2021","40-49","UK Export Finance","Male","70","70","59360","56570"
"In post","2021","40-49","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Female","620","550","35280","32240"
"In post","2021","40-49","United Kingdom Statistics Authority","Male","445","425","41410","36840"
"In post","2021","40-49","United Kingdom Statistics Authority","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wales Office","Male","5","5","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","Female","60","55","60090","50580"
"In post","2021","40-49","Water Services Regulation Authority","Male","45","45","64980","60400"
"In post","2021","40-49","Welsh Government","Female","1020","945","43180","37410"
"In post","2021","40-49","Welsh Government","Male","660","655","45140","41560"
"In post","2021","50-59","Attorney General's Departments","Female","1800","1640","46170","43390"
"In post","2021","50-59","Attorney General's Departments","Male","1085","1065","52650","55610"
"In post","2021","50-59","Cabinet Office","Female","755","730","51760","49700"
"In post","2021","50-59","Cabinet Office","Male","755","745","61890","56190"
"In post","2021","50-59","Chancellor's other departments","Female","35","35","60260","47730"
"In post","2021","50-59","Chancellor's other departments","Male","45","45","73440","55600"
"In post","2021","50-59","Charity Commission","Female","75","65","34850","29690"
"In post","2021","50-59","Charity Commission","Male","45","45","36660","30580"
"In post","2021","50-59","Competition and Markets Authority","Female","65","60","64580","59940"
"In post","2021","50-59","Competition and Markets Authority","Male","85","85","70920","59940"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy","Female","1345","1260","38540","34500"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy","Male","1555","1530","45700","42290"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","Female","80","75","53910","52130"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","Male","90","90","54260","52250"
"In post","2021","50-59","Department for Education","Female","985","940","44030","39080"
"In post","2021","50-59","Department for Education","Male","725","720","49970","50190"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs","Female","1400","1310","35770","30580"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs","Male","1280","1255","40170","36970"
"In post","2021","50-59","Department for International Trade","Female","190","185","47420","40840"
"In post","2021","50-59","Department for International Trade","Male","255","255","50050","43560"
"In post","2021","50-59","Department for Transport","Female","1790","1605","30520","26700"
"In post","2021","50-59","Department for Transport","Male","2410","2360","36210","30720"
"In post","2021","50-59","Department for Work and Pensions","Female","22700","19905","27780","27570"
"In post","2021","50-59","Department for Work and Pensions","Male","10485","10125","30470","27570"
"In post","2021","50-59","Department of Health and Social Care","Female","1635","1515","49730","42760"
"In post","2021","50-59","Department of Health and Social Care","Male","905","880","57860","53100"
"In post","2021","50-59","ESTYN","Female","25","20","[c]","[c]"
"In post","2021","50-59","ESTYN","Male","20","20","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Female","120","115","41470","37910"
"In post","2021","50-59","Food Standards Agency","Male","315","315","35080","29090"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Female","915","880","48690","43320"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Male","1140","1130","54060","52400"
"In post","2021","50-59","HM Land Registry","Female","1520","1325","31360","27130"
"In post","2021","50-59","HM Land Registry","Male","920","880","34310","33840"
"In post","2021","50-59","HM Revenue and Customs","Female","11625","10270","31590","28130"
"In post","2021","50-59","HM Revenue and Customs","Male","8450","8170","35460","31810"
"In post","2021","50-59","HM Treasury","Female","185","175","47280","42830"
"In post","2021","50-59","HM Treasury","Male","190","185","58410","53750"
"In post","2021","50-59","Home Office","Female","4750","4325","31740","27370"
"In post","2021","50-59","Home Office","Male","4690","4440","34170","29080"
"In post","2021","50-59","Ministry of Defence","Female","7240","6930","32110","27560"
"In post","2021","50-59","Ministry of Defence","Male","12170","12075","36680","33630"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Female","365","350","46730","43670"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Male","380","375","48660","47660"
"In post","2021","50-59","Ministry of Justice","Female","11110","10260","29340","24800"
"In post","2021","50-59","Ministry of Justice","Male","10265","9910","33750","31650"
"In post","2021","50-59","National Crime Agency","Female","455","440","40870","38880"
"In post","2021","50-59","National Crime Agency","Male","1090","1080","45390","43450"
"In post","2021","50-59","Northern Ireland Office","Female","25","25","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Male","15","15","[c]","[c]"
"In post","2021","50-59","Office for Standards in Education","Female","395","380","55790","51360"
"In post","2021","50-59","Office for Standards in Education","Male","155","155","59800","64500"
"In post","2021","50-59","Office of Gas and Electricity Markets","Female","65","65","48280","40720"
"In post","2021","50-59","Office of Gas and Electricity Markets","Male","75","75","60710","61000"
"In post","2021","50-59","Office of Qualifications and Examinations Regulation","Female","30","30","50240","44000"
"In post","2021","50-59","Office of Qualifications and Examinations Regulation","Male","15","15","[c]","[c]"
"In post","2021","50-59","Office of Rail and Road","Female","30","25","[c]","[c]"
"In post","2021","50-59","Office of Rail and Road","Male","65","60","65640","63230"
"In post","2021","50-59","Other Cabinet Office Agencies","Female","125","125","40130","35760"
"In post","2021","50-59","Other Cabinet Office Agencies","Male","125","125","50390","46920"
"In post","2021","50-59","Scotland Office","Female","10","10","[c]","[c]"
"In post","2021","50-59","Scotland Office","Male","15","15","[c]","[c]"
"In post","2021","50-59","Scottish Government","Female","2835","2645","39370","33650"
"In post","2021","50-59","Scottish Government","Male","3300","3205","39840","33650"
"In post","2021","50-59","The National Archives","Female","60","55","35370","33940"
"In post","2021","50-59","The National Archives","Male","85","85","40540","36900"
"In post","2021","50-59","UK Export Finance","Female","35","35","47510","43000"
"In post","2021","50-59","UK Export Finance","Male","65","65","67360","54210"
"In post","2021","50-59","UK Supreme Court","Female","5","5","[c]","[c]"
"In post","2021","50-59","UK Supreme Court","Male","10","10","[c]","[c]"
"In post","2021","50-59","United Kingdom Statistics Authority","Female","715","610","30070","23520"
"In post","2021","50-59","United Kingdom Statistics Authority","Male","530","460","34600","30130"
"In post","2021","50-59","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Water Services Regulation Authority","Female","20","20","[c]","[c]"
"In post","2021","50-59","Water Services Regulation Authority","Male","25","25","[c]","[c]"
"In post","2021","50-59","Welsh Government","Female","975","925","42840","37410"
"In post","2021","50-59","Welsh Government","Male","695","685","47600","47000"
"In post","2021","60-64","Attorney General's Departments","Female","310","255","43050","33740"
"In post","2021","60-64","Attorney General's Departments","Male","230","205","54330","55610"
"In post","2021","60-64","Cabinet Office","Female","115","95","42120","33630"
"In post","2021","60-64","Cabinet Office","Male","145","135","57280","49700"
"In post","2021","60-64","Chancellor's other departments","Female","10","10","[c]","[c]"
"In post","2021","60-64","Chancellor's other departments","Male","10","10","[c]","[c]"
"In post","2021","60-64","Charity Commission","Female","15","15","[c]","[c]"
"In post","2021","60-64","Charity Commission","Male","15","15","[c]","[c]"
"In post","2021","60-64","Competition and Markets Authority","Female","5","5","[c]","[c]"
"In post","2021","60-64","Competition and Markets Authority","Male","10","10","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy","Female","295","255","33040","27880"
