"Status","Year","Age","Region_ITL2","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Outer London - East and North East","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - East and North East","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - East and North East","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - East and North East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - South","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - South","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - South","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire and Staffordshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire and Staffordshire","AA/AO","AO","10","10","22350","22850"
"In post","2021","16-19","Shropshire and Staffordshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Yorkshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Yorkshire","AA/AO","AO","20","20","20970","21010"
"In post","2021","16-19","South Yorkshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Yorkshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southern Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southern Scotland","AA/AO","AO","10","5","[c]","[c]"
"In post","2021","16-19","Southern Scotland","EO","EO","10","10","17080","16780"
"In post","2021","16-19","Surrey, East and West Sussex","AA/AO","AO","10","10","23560","23520"
"In post","2021","16-19","Surrey, East and West Sussex","EO","EO","5","5","[c]","[c]"
"In post","2021","16-19","Surrey, East and West Sussex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tees Valley and Durham","AA/AO","AO","10","10","20870","21010"
"In post","2021","16-19","Tees Valley and Durham","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Unknown","35","35","18640","15940"
"In post","2021","16-19","West Central Scotland","AA/AO","AA","20","20","20340","20060"
"In post","2021","16-19","West Central Scotland","AA/AO","AO","30","25","20600","20140"
"In post","2021","16-19","West Central Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands","AA/AO","AO","25","25","20320","20140"
"In post","2021","16-19","West Midlands","EO","EO","5","5","[c]","[c]"
"In post","2021","16-19","West Midlands","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Wales and The Valleys","AA/AO","AA","25","20","18160","18060"
"In post","2021","16-19","West Wales and The Valleys","AA/AO","AO","30","30","21350","21510"
"In post","2021","16-19","West Wales and The Valleys","EO","EO","5","5","[c]","[c]"
"In post","2021","16-19","West Yorkshire","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","16-19","West Yorkshire","AA/AO","AO","50","50","20430","20140"
"In post","2021","16-19","West Yorkshire","EO","EO","10","10","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","AA/AO","AA","45","45","21420","21500"
"In post","2021","20-29","Bedfordshire and Hertfordshire","AA/AO","AO","245","240","26920","27850"
"In post","2021","20-29","Bedfordshire and Hertfordshire","EO","EO","220","215","28470","28000"
"In post","2021","20-29","Bedfordshire and Hertfordshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","SEO/HEO","HEO","75","75","33910","33210"
"In post","2021","20-29","Bedfordshire and Hertfordshire","SEO/HEO","SEO","30","30","42780","43560"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Unknown","Unknown","75","75","23530","22920"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AA","80","80","20520","21180"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AO","715","710","26550","26610"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","EO","EO","370","365","28040","27570"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G7","15","15","52180","51970"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","HEO","120","120","32690","32110"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","SEO","45","45","39740","39580"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","135","135","24100","24020"
"In post","2021","20-29","Cheshire","AA/AO","AA","30","30","20600","20600"
"In post","2021","20-29","Cheshire","AA/AO","AO","225","225","22970","22600"
"In post","2021","20-29","Cheshire","EO","EO","295","295","29270","28840"
"In post","2021","20-29","Cheshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","20-29","Cheshire","SEO/HEO","HEO","40","40","34240","36740"
"In post","2021","20-29","Cheshire","SEO/HEO","SEO","10","10","38600","36260"
"In post","2021","20-29","Cheshire","Unknown","Unknown","25","25","23630","22920"
"In post","2021","20-29","Cornwall and Isles of Scilly","AA/AO","AA","10","10","18610","18760"
"In post","2021","20-29","Cornwall and Isles of Scilly","AA/AO","AO","65","60","21170","21010"
"In post","2021","20-29","Cornwall and Isles of Scilly","EO","EO","45","40","27410","27570"
"In post","2021","20-29","Cornwall and Isles of Scilly","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cumbria","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cumbria","AA/AO","AO","140","140","21730","21050"
"In post","2021","20-29","Cumbria","EO","EO","35","35","25630","25100"
"In post","2021","20-29","Cumbria","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Cumbria","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cumbria","Unknown","Unknown","30","30","29000","30810"
"In post","2021","20-29","Derbyshire and Nottinghamshire","AA/AO","AA","45","45","19890","20600"
"In post","2021","20-29","Derbyshire and Nottinghamshire","AA/AO","AO","765","740","22230","21160"
"In post","2021","20-29","Derbyshire and Nottinghamshire","EO","EO","575","570","25880","25560"
"In post","2021","20-29","Derbyshire and Nottinghamshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","G6/G7","G7","45","45","51970","52580"
"In post","2021","20-29","Derbyshire and Nottinghamshire","SEO/HEO","HEO","290","290","30960","31810"
"In post","2021","20-29","Derbyshire and Nottinghamshire","SEO/HEO","SEO","50","50","38580","38630"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Unknown","Unknown","90","90","24960","22920"
"In post","2021","20-29","Devon","AA/AO","AA","80","80","19900","19560"
"In post","2021","20-29","Devon","AA/AO","AO","450","440","22710","21630"
"In post","2021","20-29","Devon","EO","EO","290","290","26420","27130"
"In post","2021","20-29","Devon","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","20-29","Devon","SEO/HEO","HEO","135","135","33630","33000"
"In post","2021","20-29","Devon","SEO/HEO","SEO","35","35","39790","39830"
"In post","2021","20-29","Devon","Unknown","Unknown","35","35","27750","29750"
"In post","2021","20-29","Dorset and Somerset","AA/AO","AA","35","35","19390","19560"
"In post","2021","20-29","Dorset and Somerset","AA/AO","AO","250","250","23100","22350"
"In post","2021","20-29","Dorset and Somerset","EO","EO","145","140","26270","26740"
"In post","2021","20-29","Dorset and Somerset","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Dorset and Somerset","SEO/HEO","HEO","60","55","31710","33290"
"In post","2021","20-29","Dorset and Somerset","SEO/HEO","SEO","15","15","39690","41250"
"In post","2021","20-29","Dorset and Somerset","Unknown","Unknown","40","40","23870","22920"
"In post","2021","20-29","East Anglia","AA/AO","AA","120","120","20020","20600"
"In post","2021","20-29","East Anglia","AA/AO","AO","735","710","24410","22850"
"In post","2021","20-29","East Anglia","EO","EO","360","360","26300","26670"
"In post","2021","20-29","East Anglia","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","20-29","East Anglia","SEO/HEO","HEO","160","160","30840","30460"
"In post","2021","20-29","East Anglia","SEO/HEO","SEO","30","30","37940","37660"
"In post","2021","20-29","East Anglia","Unknown","Unknown","85","85","25440","24020"
"In post","2021","20-29","East Wales","AA/AO","AA","75","75","19590","20600"
"In post","2021","20-29","East Wales","AA/AO","AO","1295","1270","21350","20500"
"In post","2021","20-29","East Wales","EO","EO","1085","1075","25930","25560"
"In post","2021","20-29","East Wales","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Wales","G6/G7","G7","90","90","51280","49120"
"In post","2021","20-29","East Wales","SEO/HEO","HEO","585","580","30720","30170"
"In post","2021","20-29","East Wales","SEO/HEO","SEO","260","255","38080","37020"
"In post","2021","20-29","East Wales","Unknown","Unknown","70","70","24670","22920"
"In post","2021","20-29","East Yorkshire and Northern Lincolnshire","AA/AO","AA","65","65","20300","20600"
"In post","2021","20-29","East Yorkshire and Northern Lincolnshire","AA/AO","AO","400","395","23660","23970"
"In post","2021","20-29","East Yorkshire and Northern Lincolnshire","EO","EO","120","115","26960","27380"
"In post","2021","20-29","East Yorkshire and Northern Lincolnshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Yorkshire and Northern Lincolnshire","SEO/HEO","HEO","15","15","29050","29460"
"In post","2021","20-29","East Yorkshire and Northern Lincolnshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","35","35","23250","22920"
"In post","2021","20-29","Eastern Scotland","AA/AO","AA","240","235","21040","21150"
"In post","2021","20-29","Eastern Scotland","AA/AO","AO","1170","1140","21880","21010"
"In post","2021","20-29","Eastern Scotland","EO","EO","815","810","27680","27570"
"In post","2021","20-29","Eastern Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Eastern Scotland","G6/G7","G7","60","60","52220","52480"
"In post","2021","20-29","Eastern Scotland","SEO/HEO","HEO","500","495","32400","31910"
"In post","2021","20-29","Eastern Scotland","SEO/HEO","SEO","165","165","39770","38540"
"In post","2021","20-29","Eastern Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Essex","AA/AO","AA","20","20","20050","20600"
"In post","2021","20-29","Essex","AA/AO","AO","250","245","24260","24180"
"In post","2021","20-29","Essex","EO","EO","270","265","28030","29290"
"In post","2021","20-29","Essex","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","20-29","Essex","SEO/HEO","HEO","45","40","31850","31810"
"In post","2021","20-29","Essex","SEO/HEO","SEO","20","20","39500","38630"
"In post","2021","20-29","Essex","Unknown","Unknown","60","60","22840","22920"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AA","120","120","19050","19560"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AO","790","765","21730","21010"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","EO","EO","1760","1735","24470","25550"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G7","100","100","50350","50480"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","HEO","1620","1605","29890","29550"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","SEO","520","520","38360","37400"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","430","430","28050","27540"
"In post","2021","20-29","Greater Manchester","AA/AO","AA","65","65","19080","20600"
"In post","2021","20-29","Greater Manchester","AA/AO","AO","1095","1070","21160","20880"
"In post","2021","20-29","Greater Manchester","EO","EO","1055","1045","25980","25560"
"In post","2021","20-29","Greater Manchester","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","20-29","Greater Manchester","G6/G7","G7","105","105","51180","52580"
"In post","2021","20-29","Greater Manchester","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Greater Manchester","SEO/HEO","HEO","615","615","31170","31810"
"In post","2021","20-29","Greater Manchester","SEO/HEO","SEO","210","205","37530","37460"
"In post","2021","20-29","Greater Manchester","Unknown","Unknown","120","115","25570","23840"
"In post","2021","20-29","Hampshire and Isle of Wight","AA/AO","AA","120","100","19200","19560"
"In post","2021","20-29","Hampshire and Isle of Wight","AA/AO","AO","495","485","23110","21010"
"In post","2021","20-29","Hampshire and Isle of Wight","EO","EO","510","505","25740","26350"
"In post","2021","20-29","Hampshire and Isle of Wight","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Hampshire and Isle of Wight","G6/G7","G7","25","25","48180","49100"
"In post","2021","20-29","Hampshire and Isle of Wight","SEO/HEO","HEO","525","520","30220","29540"
"In post","2021","20-29","Hampshire and Isle of Wight","SEO/HEO","SEO","190","190","37960","37320"
"In post","2021","20-29","Hampshire and Isle of Wight","Unknown","Unknown","55","55","25810","22920"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","AA/AO","AA","45","45","19850","20600"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","AA/AO","AO","315","310","23010","22850"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","EO","EO","110","110","25590","26470"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","HEO","15","15","29650","30040"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Unknown","Unknown","45","40","23400","22920"
"In post","2021","20-29","Highlands and Islands","AA/AO","AA","40","40","20390","19820"
"In post","2021","20-29","Highlands and Islands","AA/AO","AO","80","80","22870","22220"
"In post","2021","20-29","Highlands and Islands","EO","EO","60","60","28040","27840"
"In post","2021","20-29","Highlands and Islands","SEO/HEO","HEO","10","10","34250","35580"
"In post","2021","20-29","Highlands and Islands","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Inner London - East","AA/AO","AA","45","45","21600","19060"
"In post","2021","20-29","Inner London - East","AA/AO","AO","465","460","26140","24590"
"In post","2021","20-29","Inner London - East","EO","EO","1140","1125","30090","31060"
"In post","2021","20-29","Inner London - East","G6/G7","G6","10","10","68590","71290"
"In post","2021","20-29","Inner London - East","G6/G7","G7","245","240","55100","54700"
"In post","2021","20-29","Inner London - East","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Inner London - East","SEO/HEO","HEO","690","685","34090","33930"
"In post","2021","20-29","Inner London - East","SEO/HEO","SEO","295","290","40940","40480"
"In post","2021","20-29","Inner London - East","Unknown","Unknown","145","145","28090","26810"
"In post","2021","20-29","Inner London - West","AA/AO","AA","85","85","22240","22210"
"In post","2021","20-29","Inner London - West","AA/AO","AO","1040","1030","25710","24490"
"In post","2021","20-29","Inner London - West","EO","EO","2830","2810","28450","27960"
"In post","2021","20-29","Inner London - West","G6/G7","G6","240","235","64900","64500"
"In post","2021","20-29","Inner London - West","G6/G7","G7","2830","2825","54380","53480"
"In post","2021","20-29","Inner London - West","SCS level","SCS level","35","35","69770","71000"
"In post","2021","20-29","Inner London - West","SEO/HEO","HEO","6975","6955","33740","33570"
"In post","2021","20-29","Inner London - West","SEO/HEO","SEO","2400","2390","40980","40600"
"In post","2021","20-29","Inner London - West","Unknown","Unknown","50","50","30830","28000"
"In post","2021","20-29","Kent","AA/AO","AA","70","70","20470","20600"
"In post","2021","20-29","Kent","AA/AO","AO","630","625","26330","27040"
"In post","2021","20-29","Kent","EO","EO","380","380","27480","26060"
"In post","2021","20-29","Kent","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Kent","SEO/HEO","HEO","65","65","29310","28650"
"In post","2021","20-29","Kent","SEO/HEO","SEO","20","20","38690","37320"
"In post","2021","20-29","Kent","Unknown","Unknown","40","40","25970","24020"
"In post","2021","20-29","Lancashire","AA/AO","AA","55","55","19760","20600"
"In post","2021","20-29","Lancashire","AA/AO","AO","910","880","21830","21010"
"In post","2021","20-29","Lancashire","EO","EO","440","435","27090","27570"
"In post","2021","20-29","Lancashire","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","20-29","Lancashire","SEO/HEO","HEO","75","75","31080","31990"
"In post","2021","20-29","Lancashire","SEO/HEO","SEO","20","20","37000","36840"
"In post","2021","20-29","Lancashire","Unknown","Unknown","55","50","25170","23380"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","AA/AO","AA","75","75","19160","18760"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","AA/AO","AO","485","475","22410","22350"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","EO","EO","190","190","26650","27570"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","SEO/HEO","HEO","45","45","32430","31990"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","65","60","25350","22920"
"In post","2021","20-29","Lincolnshire","AA/AO","AA","45","45","19790","20600"
"In post","2021","20-29","Lincolnshire","AA/AO","AO","100","100","24330","25300"
"In post","2021","20-29","Lincolnshire","EO","EO","80","80","27510","27570"
"In post","2021","20-29","Lincolnshire","SEO/HEO","HEO","25","25","32460","31970"
"In post","2021","20-29","Lincolnshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Lincolnshire","Unknown","Unknown","25","25","25660","22920"
"In post","2021","20-29","Merseyside","AA/AO","AA","55","50","17990","17990"
"In post","2021","20-29","Merseyside","AA/AO","AO","1150","1095","21200","21430"
"In post","2021","20-29","Merseyside","EO","EO","985","965","25500","25040"
"In post","2021","20-29","Merseyside","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Merseyside","G6/G7","G7","30","30","49910","52580"
"In post","2021","20-29","Merseyside","SEO/HEO","HEO","310","305","30790","31660"
"In post","2021","20-29","Merseyside","SEO/HEO","SEO","75","75","36600","37910"
"In post","2021","20-29","Merseyside","Unknown","Unknown","60","55","24510","22920"
"In post","2021","20-29","North Eastern Scotland","AA/AO","AA","20","15","20380","20280"
"In post","2021","20-29","North Eastern Scotland","AA/AO","AO","95","95","24470","22820"
"In post","2021","20-29","North Eastern Scotland","EO","EO","75","75","28500","27840"
"In post","2021","20-29","North Eastern Scotland","SEO/HEO","HEO","30","30","32990","31990"
"In post","2021","20-29","North Eastern Scotland","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","20-29","North Yorkshire","AA/AO","AA","15","15","19210","19560"
"In post","2021","20-29","North Yorkshire","AA/AO","AO","190","185","21950","20970"
"In post","2021","20-29","North Yorkshire","EO","EO","170","165","26160","26370"
"In post","2021","20-29","North Yorkshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","20-29","North Yorkshire","SEO/HEO","HEO","90","90","30500","29690"
"In post","2021","20-29","North Yorkshire","SEO/HEO","SEO","35","35","37180","36970"
"In post","2021","20-29","North Yorkshire","Unknown","Unknown","30","30","24810","22920"
"In post","2021","20-29","Northern Ireland","AA/AO","AA","20","20","20030","20310"
"In post","2021","20-29","Northern Ireland","AA/AO","AO","240","225","20380","20140"
"In post","2021","20-29","Northern Ireland","EO","EO","110","105","25520","25560"
"In post","2021","20-29","Northern Ireland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","SEO/HEO","HEO","45","45","31840","31810"
"In post","2021","20-29","Northern Ireland","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Northumberland and Tyne and Wear","AA/AO","AA","15","15","19820","20070"
"In post","2021","20-29","Northumberland and Tyne and Wear","AA/AO","AO","1150","1105","20550","20140"
"In post","2021","20-29","Northumberland and Tyne and Wear","EO","EO","915","900","26010","25560"
"In post","2021","20-29","Northumberland and Tyne and Wear","G6/G7","G7","45","45","51610","52580"
"In post","2021","20-29","Northumberland and Tyne and Wear","SEO/HEO","HEO","395","395","31180","31810"
