"Status","Year","Ethnicity","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Commercial","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Coventry","10","10","[c]","[c]"
"In post","2021","Asian","Commercial","Croydon","10","10","[c]","[c]"
"In post","2021","Asian","Commercial","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Greater Manchester South West","15","15","[c]","[c]"
"In post","2021","Asian","Commercial","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Hounslow and Richmond upon Thames","10","5","[c]","[c]"
"In post","2021","Asian","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Leeds","10","10","[c]","[c]"
"In post","2021","Asian","Commercial","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Manchester","10","10","[c]","[c]"
"In post","2021","Asian","Commercial","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Milton Keynes","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Staffordshire CC","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Tower Hamlets","15","15","[c]","[c]"
"In post","2021","Asian","Commercial","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Westminster","105","105","46620","37640"
"In post","2021","Asian","Commercial","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","York","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Birmingham","40","40","31920","31810"
"In post","2021","Asian","Communications","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Camden and City of London","5","5","[c]","[c]"
"In post","2021","Asian","Communications","Cardiff and Vale of Glamorgan","20","20","[c]","[c]"
"In post","2021","Asian","Communications","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Greater Manchester South West","55","55","28550","25560"
"In post","2021","Asian","Communications","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Harrow and Hillingdon","50","45","23080","20170"
"In post","2021","Asian","Communications","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Leeds","75","75","28540","25560"
"In post","2021","Asian","Communications","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Manchester","15","15","[c]","[c]"
"In post","2021","Asian","Communications","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Nottingham","45","40","28830","25560"
"In post","2021","Asian","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Tower Hamlets","25","25","[c]","[c]"
"In post","2021","Asian","Communications","Tyneside","25","25","[c]","[c]"
"In post","2021","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Westminster","115","115","43470","39560"
"In post","2021","Asian","Communications","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","York","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
