"Status","Year","Age","Disability","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","Companies House","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Companies House","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Crown Commercial Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Crown Office and Procurator Fiscal Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Crown Office and Procurator Fiscal Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Crown Prosecution Service Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Crown Prosecution Service Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Crown Prosecution Service Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Defence Electronics and Components Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Defence Electronics and Components Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Defence Equipment and Support","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for Education (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for Transport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Disclosure Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Disclosure Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Driver and Vehicle Licensing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Education and Skills Funding Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","FCDO Services","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Forestry and Land Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Forestry and Land Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Government Actuary's Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Prison and Probation Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Home Office (incl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Home Office (incl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Home Office (incl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Institute for Apprenticeships and Technical Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Institute for Apprenticeships and Technical Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Legal Aid Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Maritime and Coastguard Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Met Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Met Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Met Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Justice (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","National Records of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","National Records of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","National Records of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office for Budget Responsibility","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office of the Public Guardian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office of the Public Guardian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office of the Public Guardian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Public Health England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Registers of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Registers of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Royal Fleet Auxiliary","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Rural Payments Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Prison Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Social Security Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Social Security Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Social Security Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Student Awards Agency for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Student Awards Agency for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Transport Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Transport Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","UK Hydrographic Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","UK Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","UK Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","UK Intellectual Property Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
