"Status","Year","Age","Organisation","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Department for International Trade","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","London","Female","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","East of England","Female","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","London","Female","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","North East (England)","Female","15","15","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","North East (England)","Male","20","20","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","North West (England)","Female","25","25","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","North West (England)","Male","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Scotland","Female","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Scotland","Male","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","South East (England)","Female","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","South East (England)","Male","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","South West (England)","Female","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Wales","Female","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Wales","Male","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Female","15","15","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Male","15","15","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","Wales","Female","25","20","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","Wales","Male","10","5","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","South East (England)","Female","5","5","[c]","[c]"
"In post","2021","16-19","FCDO Services","South East (England)","Male","10","10","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Scotland","Male","5","5","[c]","[c]"
"In post","2021","16-19","Government Actuary's Department","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Government Actuary's Department","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Health and Safety Executive","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Health and Safety Executive","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","London","Female","10","10","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","South West (England)","Male","5","5","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","East of England","Female","5","5","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","East of England","Male","10","10","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","North West (England)","Female","5","5","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","South East (England)","Female","15","15","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","South East (England)","Male","5","5","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","North East (England)","Female","30","25","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","North East (England)","Male","20","20","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","North West (England)","Female","25","25","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","North West (England)","Male","20","20","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Scotland","Female","20","20","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Scotland","Male","20","15","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Wales","Female","10","10","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Wales","Male","10","10","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Male","20","20","[c]","[c]"
"In post","2021","16-19","HM Treasury (excl. agencies)","London","Female","10","10","[c]","[c]"
"In post","2021","16-19","HM Treasury (excl. agencies)","London","Male","15","15","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","East of England","Female","10","10","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","East of England","Male","5","5","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","London","Female","5","5","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","North West (England)","Female","5","5","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","North West (England)","Male","5","5","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","South East (England)","Female","10","10","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","South East (England)","Male","15","15","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Institute for Apprenticeships and Technical Education","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Institute for Apprenticeships and Technical Education","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal Aid Agency","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal Aid Agency","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal Aid Agency","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal Aid Agency","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Maritime and Coastguard Agency","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Maritime and Coastguard Agency","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Medicines and Healthcare Products Regulatory Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Medicines and Healthcare Products Regulatory Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Met Office","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Met Office","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","North West (England)","Female","[c]","[c]","[c]","[c]"
