"Status","Year","Parent_department","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office","G6/G7","Female","Unknown","500","485","60700","54780"
"In post","2021","Cabinet Office","G6/G7","Male","Heterosexual / straight","765","760","58790","56370"
"In post","2021","Cabinet Office","G6/G7","Male","LGBO","120","115","58050","56340"
"In post","2021","Cabinet Office","G6/G7","Male","Undeclared","110","105","58700","56510"
"In post","2021","Cabinet Office","G6/G7","Male","Unknown","530","525","61880","56720"
"In post","2021","Cabinet Office","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS level","Female","Heterosexual / straight","185","175","91570","79760"
"In post","2021","Cabinet Office","SCS level","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","SCS level","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Cabinet Office","SCS level","Female","Unknown","215","210","84560","72600"
"In post","2021","Cabinet Office","SCS level","Male","Heterosexual / straight","220","220","101190","93000"
"In post","2021","Cabinet Office","SCS level","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Cabinet Office","SCS level","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Cabinet Office","SCS level","Male","Unknown","285","285","91690","74000"
"In post","2021","Cabinet Office","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Female","Heterosexual / straight","865","845","36450","35590"
"In post","2021","Cabinet Office","SEO/HEO","Female","LGBO","70","65","35740","34550"
"In post","2021","Cabinet Office","SEO/HEO","Female","Undeclared","80","80","36470","35590"
"In post","2021","Cabinet Office","SEO/HEO","Female","Unknown","1255","1245","31330","29250"
"In post","2021","Cabinet Office","SEO/HEO","Male","Heterosexual / straight","610","605","36180","35260"
"In post","2021","Cabinet Office","SEO/HEO","Male","LGBO","95","90","36500","35590"
"In post","2021","Cabinet Office","SEO/HEO","Male","Undeclared","90","90","36700","34640"
"In post","2021","Cabinet Office","SEO/HEO","Male","Unknown","955","950","31600","32000"
"In post","2021","Cabinet Office","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AA/AO","Female","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Chancellor's other departments","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AA/AO","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G6/G7","Female","Heterosexual / straight","55","50","73850","70820"
"In post","2021","Chancellor's other departments","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G6/G7","Female","Undeclared","15","10","[c]","[c]"
"In post","2021","Chancellor's other departments","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G6/G7","Male","Heterosexual / straight","80","80","80850","73920"
"In post","2021","Chancellor's other departments","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G6/G7","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Chancellor's other departments","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO/HEO","Female","Heterosexual / straight","60","55","41940","41960"
"In post","2021","Chancellor's other departments","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO/HEO","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO/HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO/HEO","Male","Heterosexual / straight","50","50","41340","41210"
"In post","2021","Chancellor's other departments","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO/HEO","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","Female","Heterosexual / straight","35","30","24560","24440"
"In post","2021","Charity Commission","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","Female","Unknown","25","25","[c]","[c]"
"In post","2021","Charity Commission","EO","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Charity Commission","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Charity Commission","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","Female","Unknown","15","10","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","Female","Heterosexual / straight","65","60","32100","29160"
"In post","2021","Charity Commission","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","Female","Unknown","55","50","33650","32150"
"In post","2021","Charity Commission","SEO/HEO","Male","Heterosexual / straight","60","60","33380","30440"
"In post","2021","Charity Commission","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","Male","Unknown","40","40","33520","31500"
"In post","2021","Charity Commission","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","AA/AO","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","AA/AO","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","EO","Female","Heterosexual / straight","30","30","28430","27920"
"In post","2021","Competition and Markets Authority","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","EO","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","EO","Male","Heterosexual / straight","30","30","28610","28160"
"In post","2021","Competition and Markets Authority","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","G6/G7","Female","Heterosexual / straight","185","175","65430","62890"
"In post","2021","Competition and Markets Authority","G6/G7","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","G6/G7","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","G6/G7","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","G6/G7","Male","Heterosexual / straight","160","155","66380","62890"
"In post","2021","Competition and Markets Authority","G6/G7","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","G6/G7","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","G6/G7","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","SCS level","Female","Heterosexual / straight","40","40","104690","99920"
"In post","2021","Competition and Markets Authority","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","SCS level","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","SCS level","Male","Heterosexual / straight","50","50","109300","101000"
"In post","2021","Competition and Markets Authority","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","SCS level","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","SEO/HEO","Female","Heterosexual / straight","95","90","37670","34870"
"In post","2021","Competition and Markets Authority","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","SEO/HEO","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","SEO/HEO","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","SEO/HEO","Male","Heterosexual / straight","70","70","38470","35680"
"In post","2021","Competition and Markets Authority","SEO/HEO","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Female","Heterosexual / straight","470","415","21710","21140"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Female","Undeclared","35","30","22230","22490"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Female","Unknown","410","370","21640","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Male","Heterosexual / straight","210","205","21620","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Male","Unknown","290","285","21440","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","EO","Female","Heterosexual / straight","605","560","26500","26380"
"In post","2021","Department for Business, Energy and Industrial Strategy","EO","Female","LGBO","45","45","26460","26860"
"In post","2021","Department for Business, Energy and Industrial Strategy","EO","Female","Undeclared","60","55","27070","26860"
"In post","2021","Department for Business, Energy and Industrial Strategy","EO","Female","Unknown","405","380","25380","24650"
"In post","2021","Department for Business, Energy and Industrial Strategy","EO","Male","Heterosexual / straight","365","360","27420","27290"
"In post","2021","Department for Business, Energy and Industrial Strategy","EO","Male","LGBO","50","50","26630","26860"
"In post","2021","Department for Business, Energy and Industrial Strategy","EO","Male","Undeclared","45","45","28330","27680"
"In post","2021","Department for Business, Energy and Industrial Strategy","EO","Male","Unknown","370","365","26320","25630"
"In post","2021","Department for Business, Energy and Industrial Strategy","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Female","Heterosexual / straight","1005","960","58480","56490"
"In post","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Female","LGBO","90","90","57340","55440"
"In post","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Female","Undeclared","140","130","58360","55530"
"In post","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Female","Unknown","320","305","53900","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Male","Heterosexual / straight","1130","1110","59210","57620"
"In post","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Male","LGBO","135","135","58240","56380"
"In post","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Male","Undeclared","200","195","59960","57890"
"In post","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Male","Unknown","600","580","55230","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS level","Female","Heterosexual / straight","135","125","81270","74920"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS level","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS level","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS level","Female","Unknown","10","10","[c]","[c]"
