"Status","Year","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","40","[c]","46400","40220"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","160","[c]","37070","33250"
"Leaver Dept.","2021","Valuation Office Agency","HM Revenue and Customs","75","[c]","34200","26500"
"Leaver Dept.","2021","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Wales Office","10","[c]","45840","42430"
"Leaver Dept.","2021","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Welsh Government","25","[c]","37400","37410"
"Leaver Dept.","2021","Welsh Revenue Authority","Welsh Government","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","160","[c]","26270","24250"
"New entrant CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","485","[c]","25110","24370"
"New entrant CS","2021","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","1740","[c]","39710","28000"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","30","[c]","31470","29270"
"New entrant CS","2021","Charity Commission","Charity Commission","55","[c]","34470","29160"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","75","[c]","34700","34170"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","75","[c]","49340","53530"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","25","[c]","26530","26550"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","165","[c]","35370","32000"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","150","[c]","25090","20760"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","725","[c]","33410","26970"
"New entrant CS","2021","Debt Management Office","HM Treasury","10","[c]","40000","40500"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","725","[c]","32060","29000"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","220","[c]","32260","28650"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","725","[c]","38040","33570"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","400","[c]","39110","34020"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","615","[c]","35750","32870"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","1030","[c]","36830","32560"
"New entrant CS","2021","Department for International Trade","Department for International Trade","395","[c]","34570","31800"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","560","[c]","36850","34710"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","16980","[c]","26790","27570"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","1110","[c]","39780","32790"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","45","[c]","23650","20060"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","340","[c]","23790","21590"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","270","[c]","28680","26130"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","100","[c]","35750","36280"
"New entrant CS","2021","Education Scotland","Scottish Government","15","[c]","44710","48930"
"New entrant CS","2021","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","95","[c]","34650","32350"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","55","[c]","31300","30650"
"New entrant CS","2021","Forestry and Land Scotland","Scottish Government","95","[c]","27350","25140"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","35","[c]","44690","38000"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","35","[c]","43830","41720"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","255","[c]","41990","43920"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","45","[c]","46340","40600"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","190","[c]","32160","26370"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","2190","[c]","21970","19930"
"New entrant CS","2021","HM Land Registry","HM Land Registry","700","[c]","26170","22350"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","5755","[c]","23930","22850"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","5140","[c]","24760","20140"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","400","[c]","32480","28500"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","2165","[c]","31740","25770"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","205","[c]","24470","20880"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","45","[c]","40140","40430"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","60","[c]","21890","19930"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","210","[c]","33190","30730"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","185","[c]","39810","34150"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","135","[c]","33550","30930"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","3005","[c]","29280","26350"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","330","[c]","38900","33210"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","730","[c]","38040","34050"
"New entrant CS","2021","National Crime Agency","National Crime Agency","1055","[c]","34310","32770"
"New entrant CS","2021","National Infrastructure Commission","HM Treasury","15","[c]","42500","40000"
"New entrant CS","2021","National Records of Scotland","Scottish Government","40","[c]","33940","30650"
"New entrant CS","2021","National Savings and Investments","Chancellor's other departments","15","[c]","41160","38600"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","20","[c]","42200","38050"
"New entrant CS","2021","Office for Budget Responsibility","HM Treasury","10","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","170","[c]","49340","46360"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","310","[c]","34450","26750"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","40","[c]","41360","31180"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","35","[c]","42980","42670"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","25","[c]","27170","22570"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","95","[c]","30280","26050"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","2025","[c]","35090","31370"
"New entrant CS","2021","Registers of Scotland","Scottish Government","15","[c]","45770","39350"
"New entrant CS","2021","Revenue Scotland","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","60","[c]","24100","21050"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","20","[c]","39930","31750"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scottish Government","100","[c]","23200","20850"
"New entrant CS","2021","Scottish Forestry","Scottish Government","30","[c]","29760","28120"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","790","[c]","37270","30650"
"New entrant CS","2021","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Scottish Government","275","[c]","22010","20810"
"New entrant CS","2021","Scottish Public Pensions Agency","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","30","[c]","38070","30250"
"New entrant CS","2021","Social Security Scotland","Scottish Government","390","[c]","25920","20060"
"New entrant CS","2021","Standards and Testing Agency","Department for Education","10","[c]","38790","36380"
"New entrant CS","2021","Student Awards Agency for Scotland","Scottish Government","25","[c]","23000","20060"
"New entrant CS","2021","Submarine Delivery Agency","Ministry of Defence","195","[c]","35750","32000"
"New entrant CS","2021","Teaching Regulation Agency","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","60","[c]","32670","31960"
"New entrant CS","2021","Transport Scotland","Scottish Government","30","[c]","35350","30650"
"New entrant CS","2021","UK Export Finance","UK Export Finance","90","[c]","45700","44080"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","75","[c]","28380","20820"
"New entrant CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","180","[c]","28520","23320"
"New entrant CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","20","[c]","36250","32170"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","20","[c]","38120","37230"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","1060","[c]","31690","29540"
"New entrant CS","2021","Valuation Office Agency","HM Revenue and Customs","260","[c]","25390","24500"
"New entrant CS","2021","Vehicle Certification Agency","Department for Transport","25","[c]","26000","21590"
"New entrant CS","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","10","[c]","40340","40610"
"New entrant CS","2021","Wales Office","Wales Office","10","[c]","33340","26410"
"New entrant CS","2021","Water Services Regulation Authority","Water Services Regulation Authority","40","[c]","52500","52060"
"New entrant CS","2021","Welsh Government (excl. agencies)","Welsh Government","195","[c]","27640","20500"
"New entrant CS","2021","Welsh Revenue Authority","Welsh Government","5","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Parent_department","Government Department, total figures for both Ministerial and Non-Ministerial Departments include all of their Executive Agencies.","","","","","",""
"Organisation","Executive Agencies, Ministerial and Non-Ministerial Departments, Crown Non-departmental Public Bodies.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
