"Status","Year","Age","Ethnicity","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Asian","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Tax","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Tax","North West (England)","5","5","[c]","[c]"
"In post","2021","16-19","Asian","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Tax","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Tax","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Tax","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","London","10","5","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Tax","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Tax","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Tax","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Tax","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Tax","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Statistics","South East (England)","[c]","[c]","[c]","[c]"
