"Status","Year","Disability","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Intelligence Analysis","Female","1130","1050","32670","29250"
"In post","2021","Declared non-disabled","Intelligence Analysis","Male","1270","1240","35090","31810"
"In post","2021","Declared non-disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Female","305","285","43710","41640"
"In post","2021","Declared non-disabled","Internal Audit","Male","275","270","48660","46770"
"In post","2021","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","International Trade","Female","315","310","47580","45960"
"In post","2021","Declared non-disabled","International Trade","Male","460","460","47970","44030"
"In post","2021","Declared non-disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Female","870","815","35520","32180"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Male","730","725","37790","36060"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Female","4810","4365","49970","51250"
"In post","2021","Declared non-disabled","Legal","Male","3340","3240","48850","50500"
"In post","2021","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Medicine","Female","1100","980","49860","37890"
"In post","2021","Declared non-disabled","Medicine","Male","455","415","64690","66570"
"In post","2021","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Delivery","Female","63615","56555","27990","25480"
"In post","2021","Declared non-disabled","Operational Delivery","Male","49470","47455","30320","27280"
"In post","2021","Declared non-disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","Female","290","270","43700","40480"
"In post","2021","Declared non-disabled","Operational Research","Male","495","485","45470","46080"
"In post","2021","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other","Female","7390","6955","29800","25440"
"In post","2021","Declared non-disabled","Other","Male","6690","6540","33410","28240"
"In post","2021","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","Female","80","70","45330","40720"
"In post","2021","Declared non-disabled","Planning","Male","80","80","49040","43360"
"In post","2021","Declared non-disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectors","Female","90","80","58080","58810"
"In post","2021","Declared non-disabled","Planning Inspectors","Male","155","140","58370","58810"
"In post","2021","Declared non-disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","Female","10585","10110","46650","42170"
"In post","2021","Declared non-disabled","Policy","Male","9120","9015","49930","49860"
"In post","2021","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Female","5725","5465","40740","37730"
"In post","2021","Declared non-disabled","Project Delivery","Male","5735","5655","44730","40580"
"In post","2021","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Female","1910","1780","35070","33000"
"In post","2021","Declared non-disabled","Property","Male","2910","2835","38640","34770"
"In post","2021","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Female","895","850","35970","31180"
"In post","2021","Declared non-disabled","Psychology","Male","120","120","36070","30450"
"In post","2021","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Science and Engineering","Female","3040","2815","37970","36330"
"In post","2021","Declared non-disabled","Science and Engineering","Male","6535","6375","39060","37360"
"In post","2021","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Female","1175","1135","32130","28950"
"In post","2021","Declared non-disabled","Security","Male","4055","3990","30900","26610"
"In post","2021","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","Female","530","500","44670","43760"
"In post","2021","Declared non-disabled","Social Research","Male","205","205","46330","47000"
"In post","2021","Declared non-disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","Female","630","595","44090","40640"
"In post","2021","Declared non-disabled","Statistics","Male","720","705","44730","41540"
"In post","2021","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Tax","Female","4665","4285","34400","31810"
"In post","2021","Declared non-disabled","Tax","Male","5085","4890","36870","31810"
"In post","2021","Declared non-disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Female","53190","46450","29370","27570"
"In post","2021","Declared non-disabled","Unknown","Male","31225","30210","32140","27570"
"In post","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","Female","195","180","45840","45110"
"In post","2021","Declared non-disabled","Veterinarian","Male","145","145","46530","47550"
"In post","2021","Declared non-disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Female","160","150","39630","36110"
"In post","2021","Undeclared","Commercial","Male","190","185","44960","42080"
"In post","2021","Undeclared","Communications","Female","100","95","42020","38600"
"In post","2021","Undeclared","Communications","Male","95","95","41900","38810"
"In post","2021","Undeclared","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Female","30","25","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Male","45","45","37770","34390"
"In post","2021","Undeclared","Digital, Data and Technology","Female","210","205","40280","38450"
"In post","2021","Undeclared","Digital, Data and Technology","Male","505","500","41460","38630"
"In post","2021","Undeclared","Economics","Female","35","30","43940","38000"
"In post","2021","Undeclared","Economics","Male","90","90","45020","37000"
"In post","2021","Undeclared","Finance","Female","270","250","37960","34740"
"In post","2021","Undeclared","Finance","Male","250","245","41680","38630"
"In post","2021","Undeclared","Human Resources","Female","285","265","38060","34030"
"In post","2021","Undeclared","Human Resources","Male","125","125","39250","36600"
"In post","2021","Undeclared","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","Female","125","120","31820","28850"
"In post","2021","Undeclared","Intelligence Analysis","Male","160","155","35850","33300"
"In post","2021","Undeclared","Internal Audit","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Male","30","30","51040","49750"
"In post","2021","Undeclared","International Trade","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","International Trade","Male","30","30","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","Female","80","75","35580","33800"
"In post","2021","Undeclared","Knowledge and Information Management","Male","85","85","41170","36460"
"In post","2021","Undeclared","Legal","Female","245","220","47650","46210"
"In post","2021","Undeclared","Legal","Male","285","280","43730","36590"
"In post","2021","Undeclared","Medicine","Female","80","65","59420","51200"
"In post","2021","Undeclared","Medicine","Male","50","45","68400","68800"
"In post","2021","Undeclared","Operational Delivery","Female","5685","5015","28150","25770"
"In post","2021","Undeclared","Operational Delivery","Male","7070","6630","30810","31650"
"In post","2021","Undeclared","Operational Research","Female","30","30","43370","41130"
"In post","2021","Undeclared","Operational Research","Male","70","70","46160","46080"
"In post","2021","Undeclared","Other","Female","575","545","28260","23890"
"In post","2021","Undeclared","Other","Male","775","750","31230","27500"
"In post","2021","Undeclared","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectors","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectors","Male","15","10","[c]","[c]"
"In post","2021","Undeclared","Policy","Female","805","780","44030","39580"
"In post","2021","Undeclared","Policy","Male","845","840","47880","44170"
"In post","2021","Undeclared","Project Delivery","Female","420","405","40100","37890"
"In post","2021","Undeclared","Project Delivery","Male","510","505","43610","40580"
"In post","2021","Undeclared","Property","Female","200","185","34190","31100"
"In post","2021","Undeclared","Property","Male","335","325","38750","35480"
"In post","2021","Undeclared","Psychology","Female","115","110","37640","31180"
"In post","2021","Undeclared","Psychology","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Science and Engineering","Female","255","235","39950","37910"
"In post","2021","Undeclared","Science and Engineering","Male","795","775","38760","37320"
"In post","2021","Undeclared","Security","Female","120","115","36150","32980"
"In post","2021","Undeclared","Security","Male","560","555","34030","35750"
"In post","2021","Undeclared","Social Research","Female","30","30","43160","42930"
"In post","2021","Undeclared","Social Research","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Statistics","Female","30","30","43610","42940"
"In post","2021","Undeclared","Statistics","Male","60","55","42710","40920"
"In post","2021","Undeclared","Tax","Female","340","305","36580","31980"
"In post","2021","Undeclared","Tax","Male","525","500","39050","35000"
"In post","2021","Undeclared","Unknown","Female","2805","2535","28670","27570"
"In post","2021","Undeclared","Unknown","Male","2060","2005","30700","27570"
"In post","2021","Undeclared","Veterinarian","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Veterinarian","Male","25","25","[c]","[c]"
"In post","2021","Unknown","Commercial","Female","505","480","37560","35760"
"In post","2021","Unknown","Commercial","Male","480","470","39740","36500"
"In post","2021","Unknown","Communications","Female","555","530","41400","37880"
"In post","2021","Unknown","Communications","Male","400","400","42400","38620"
"In post","2021","Unknown","Corporate Finance","Female","15","15","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Female","55","50","40140","34050"
"In post","2021","Unknown","Counter Fraud","Male","85","85","41330","37380"
"In post","2021","Unknown","Digital, Data and Technology","Female","990","955","40280","36780"
"In post","2021","Unknown","Digital, Data and Technology","Male","2165","2145","41130","38050"
"In post","2021","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","Female","185","185","41270","35060"
"In post","2021","Unknown","Economics","Male","350","350","43440","36160"
"In post","2021","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Female","780","730","36880","32950"
"In post","2021","Unknown","Finance","Male","640","625","39840","35000"
"In post","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Female","815","765","34950","30940"
"In post","2021","Unknown","Human Resources","Male","350","345","34980","31810"
"In post","2021","Unknown","Inspector of Education and Training","Female","65","60","57140","51360"
"In post","2021","Unknown","Inspector of Education and Training","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Female","150","145","46000","48060"
"In post","2021","Unknown","Intelligence Analysis","Male","255","250","43010","39420"
"In post","2021","Unknown","Internal Audit","Female","25","20","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Male","25","20","[c]","[c]"
"In post","2021","Unknown","International Trade","Female","255","255","43930","38540"
"In post","2021","Unknown","International Trade","Male","285","285","47300","39070"
"In post","2021","Unknown","Knowledge and Information Management","Female","195","175","37210","33790"
"In post","2021","Unknown","Knowledge and Information Management","Male","150","150","41080","38510"
"In post","2021","Unknown","Legal","Female","1395","1295","44650","43550"
"In post","2021","Unknown","Legal","Male","1095","1070","42630","38000"
"In post","2021","Unknown","Medicine","Female","485","425","55510","39680"
"In post","2021","Unknown","Medicine","Male","220","205","69180","67170"
"In post","2021","Unknown","Operational Delivery","Female","17300","15600","26410","22920"
"In post","2021","Unknown","Operational Delivery","Male","15625","15025","28730","25790"
"In post","2021","Unknown","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Operational Research","Female","50","50","42410","37020"
"In post","2021","Unknown","Operational Research","Male","110","110","42940","40000"
"In post","2021","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Female","1790","1690","32710","28650"
"In post","2021","Unknown","Other","Male","3550","3495","35320","32700"
"In post","2021","Unknown","Planning","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Planning","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","Female","25","20","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","Male","40","35","56280","58810"
"In post","2021","Unknown","Policy","Female","2940","2850","44900","40220"
"In post","2021","Unknown","Policy","Male","2330","2310","47460","43350"
"In post","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Female","1065","1015","41030","38600"
"In post","2021","Unknown","Project Delivery","Male","1085","1070","43850","40000"
"In post","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Female","395","370","31130","28700"
"In post","2021","Unknown","Property","Male","640","625","33540","30270"
"In post","2021","Unknown","Psychology","Female","135","125","32980","30930"
"In post","2021","Unknown","Psychology","Male","20","15","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Female","810","750","40610","38940"
"In post","2021","Unknown","Science and Engineering","Male","1525","1490","39360","37320"
"In post","2021","Unknown","Security","Female","290","280","31180","28080"
"In post","2021","Unknown","Security","Male","1510","1490","31160","28890"
"In post","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","Female","165","160","36270","36940"
"In post","2021","Unknown","Social Research","Male","100","100","36200","34800"
"In post","2021","Unknown","Social Research","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Statistics","Female","200","190","39280","37010"
"In post","2021","Unknown","Statistics","Male","205","200","40550","37020"
"In post","2021","Unknown","Statistics","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Tax","Female","2710","2540","27030","25560"
"In post","2021","Unknown","Tax","Male","3110","3015","29340","25560"
"In post","2021","Unknown","Unknown","Female","7370","7000","36350","29250"
"In post","2021","Unknown","Unknown","Male","6505","6420","38550","31810"
"In post","2021","Unknown","Veterinarian","Female","25","20","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Male","15","15","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","Female","470","[c]","25150","21430"
"Leaver CS","2021","Declared disabled","Operational Delivery","Male","375","[c]","28630","25310"
"Leaver CS","2021","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","Male","[c]","[c]","[c]","[c]"
