"Status","Year","Age","Ethnicity","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Mixed","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Northern Ireland","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
