"Status","Year","Region_ITL2","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cumbria","West Cumbria","AO","530","470","22430","21050"
"In post","2021","Cumbria","West Cumbria","EO","275","245","27160","27380"
"In post","2021","Cumbria","West Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","G7","20","15","54760","54610"
"In post","2021","Cumbria","West Cumbria","HEO","85","75","32160","31180"
"In post","2021","Cumbria","West Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","SEO","55","55","40290","37320"
"In post","2021","Cumbria","West Cumbria","Unknown","185","180","40150","38860"
"In post","2021","Derbyshire and Nottinghamshire","Derby","AA","20","20","17380","16840"
"In post","2021","Derbyshire and Nottinghamshire","Derby","AO","470","405","21650","21010"
"In post","2021","Derbyshire and Nottinghamshire","Derby","EO","305","275","27480","27570"
"In post","2021","Derbyshire and Nottinghamshire","Derby","G6","5","5","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","G7","15","15","68140","74490"
"In post","2021","Derbyshire and Nottinghamshire","Derby","HEO","35","30","32610","31990"
"In post","2021","Derbyshire and Nottinghamshire","Derby","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","SEO","20","20","39400","39480"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Unknown","140","125","30130","29930"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","AA","5","5","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","AO","100","80","20530","21010"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","EO","205","175","27320","27570"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","G7","5","5","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","HEO","25","25","33100","32280"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","SEO","10","10","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","Unknown","45","45","29220","28200"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","AA","100","90","20200","20600"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","AO","320","305","25350","25380"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","EO","320","295","27800","27570"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","G7","20","20","58940","55400"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","HEO","80","80","34110","34130"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","SEO","50","50","46910","44760"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Unknown","95","90","31560","30880"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","AA","115","105","19170","20070"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","AO","1965","1790","21310","20850"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","EO","2145","1995","26100","25860"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","G6","200","195","66060","64670"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","G7","750","720","53560","52580"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","HEO","1600","1520","31880","31810"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","SCS level","65","60","90540","82670"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","SEO","935","890","40000","38630"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Unknown","175","155","28100","28200"
"In post","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","AA","65","60","20540","20600"
"In post","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","AO","280","255","25450","24920"
"In post","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","EO","370","330","27880","27570"
"In post","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","G6","25","20","75290","72860"
"In post","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","G7","80","70","56180","55380"
"In post","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","HEO","165","150","33350","32720"
"In post","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","SEO","135","125","43830","43300"
"In post","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","Unknown","40","35","33450","37170"
"In post","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","AA","70","65","20310","20600"
"In post","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","AO","280","260","25090","23240"
"In post","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","EO","205","190","28130","27570"
"In post","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","G6","5","5","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","G7","30","30","62430","59150"
"In post","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","HEO","115","110","33400","32770"
"In post","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","SEO","60","60","45650","44470"
"In post","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","Unknown","10","10","36100","37850"
"In post","2021","Devon","Devon CC","AA","305","280","19530","19560"
"In post","2021","Devon","Devon CC","AO","1640","1440","22700","21050"
"In post","2021","Devon","Devon CC","EO","1330","1210","26930","27570"
"In post","2021","Devon","Devon CC","G6","185","170","62750","60640"
"In post","2021","Devon","Devon CC","G7","495","470","50280","48420"
"In post","2021","Devon","Devon CC","HEO","750","710","33280","32790"
"In post","2021","Devon","Devon CC","SCS level","25","25","95400","93570"
"In post","2021","Devon","Devon CC","SEO","770","725","40880","39750"
"In post","2021","Devon","Devon CC","Unknown","85","75","32470","31420"
"In post","2021","Devon","Plymouth","AA","235","220","19450","19560"
"In post","2021","Devon","Plymouth","AO","765","695","23940","21180"
"In post","2021","Devon","Plymouth","EO","895","830","27120","27130"
"In post","2021","Devon","Plymouth","G6","25","25","71360","69600"
"In post","2021","Devon","Plymouth","G7","125","120","58940","56750"
"In post","2021","Devon","Plymouth","HEO","495","460","35340","33840"
"In post","2021","Devon","Plymouth","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Plymouth","SEO","365","350","43130","43160"
"In post","2021","Devon","Plymouth","Unknown","195","185","35130","32710"
"In post","2021","Devon","Torbay","AA","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Torbay","AO","150","120","20700","21010"
"In post","2021","Devon","Torbay","EO","120","105","27310","27570"
"In post","2021","Devon","Torbay","G6","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Torbay","G7","5","5","[c]","[c]"
"In post","2021","Devon","Torbay","HEO","20","20","33400","33170"
"In post","2021","Devon","Torbay","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Torbay","SEO","5","5","[c]","[c]"
"In post","2021","Devon","Torbay","Unknown","30","30","29790","31420"
"In post","2021","Dorset and Somerset","Bournemouth and Poole","AA","45","40","17930","18760"
"In post","2021","Dorset and Somerset","Bournemouth and Poole","AO","155","140","20970","20720"
"In post","2021","Dorset and Somerset","Bournemouth and Poole","EO","330","290","27070","27570"
"In post","2021","Dorset and Somerset","Bournemouth and Poole","G6","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Bournemouth and Poole","G7","10","10","[c]","[c]"
"In post","2021","Dorset and Somerset","Bournemouth and Poole","HEO","50","50","32040","31990"
"In post","2021","Dorset and Somerset","Bournemouth and Poole","SEO","25","20","39890","40160"
"In post","2021","Dorset and Somerset","Bournemouth and Poole","Unknown","100","90","28540","25460"
"In post","2021","Dorset and Somerset","Dorset CC","AA","220","205","20240","20600"
"In post","2021","Dorset and Somerset","Dorset CC","AO","775","735","24880","23240"
"In post","2021","Dorset and Somerset","Dorset CC","EO","560","520","28090","27130"
"In post","2021","Dorset and Somerset","Dorset CC","G6","20","20","68190","67620"
"In post","2021","Dorset and Somerset","Dorset CC","G7","45","40","59490","54540"
"In post","2021","Dorset and Somerset","Dorset CC","HEO","325","305","34130","33840"
"In post","2021","Dorset and Somerset","Dorset CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Dorset CC","SEO","140","130","44020","41660"
"In post","2021","Dorset and Somerset","Dorset CC","Unknown","60","55","28640","30210"
"In post","2021","Dorset and Somerset","Somerset","AA","105","95","18760","18800"
"In post","2021","Dorset and Somerset","Somerset","AO","425","385","20980","21010"
"In post","2021","Dorset and Somerset","Somerset","EO","725","660","26920","27570"
"In post","2021","Dorset and Somerset","Somerset","G6","25","25","66300","67250"
"In post","2021","Dorset and Somerset","Somerset","G7","100","100","54980","53720"
"In post","2021","Dorset and Somerset","Somerset","HEO","545","515","33050","33290"
"In post","2021","Dorset and Somerset","Somerset","SCS level","5","5","[c]","[c]"
"In post","2021","Dorset and Somerset","Somerset","SEO","350","335","41860","42510"
"In post","2021","Dorset and Somerset","Somerset","Unknown","70","60","27800","28200"
"In post","2021","East Anglia","Breckland and South Norfolk","AA","65","60","20510","20600"
"In post","2021","East Anglia","Breckland and South Norfolk","AO","240","225","25220","24440"
"In post","2021","East Anglia","Breckland and South Norfolk","EO","130","125","28750","27570"
"In post","2021","East Anglia","Breckland and South Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Breckland and South Norfolk","G7","5","5","[c]","[c]"
"In post","2021","East Anglia","Breckland and South Norfolk","HEO","50","50","34130","33300"
"In post","2021","East Anglia","Breckland and South Norfolk","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Breckland and South Norfolk","SEO","25","25","46990","46830"
"In post","2021","East Anglia","Breckland and South Norfolk","Unknown","10","10","[c]","[c]"
"In post","2021","East Anglia","Cambridgeshire CC","AA","235","210","20330","20600"
"In post","2021","East Anglia","Cambridgeshire CC","AO","905","850","26660","27920"
"In post","2021","East Anglia","Cambridgeshire CC","EO","710","670","27980","27570"
"In post","2021","East Anglia","Cambridgeshire CC","G6","70","65","69340","64220"
"In post","2021","East Anglia","Cambridgeshire CC","G7","235","230","57890","54540"
"In post","2021","East Anglia","Cambridgeshire CC","HEO","655","630","33450","33300"
"In post","2021","East Anglia","Cambridgeshire CC","SCS level","40","40","103460","103000"
"In post","2021","East Anglia","Cambridgeshire CC","SEO","430","415","42890","40580"
"In post","2021","East Anglia","Cambridgeshire CC","Unknown","100","95","30530","30210"
"In post","2021","East Anglia","North and West Norfolk","AA","140","135","19540","19560"
"In post","2021","East Anglia","North and West Norfolk","AO","365","335","25970","23240"
"In post","2021","East Anglia","North and West Norfolk","EO","210","190","28450","27570"
"In post","2021","East Anglia","North and West Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","North and West Norfolk","G7","10","5","[c]","[c]"
"In post","2021","East Anglia","North and West Norfolk","HEO","130","120","32780","32880"
"In post","2021","East Anglia","North and West Norfolk","SEO","50","45","43140","41850"
"In post","2021","East Anglia","North and West Norfolk","Unknown","30","30","30640","32120"
"In post","2021","East Anglia","Norwich and East Norfolk","AA","95","90","19990","20600"
"In post","2021","East Anglia","Norwich and East Norfolk","AO","535","475","22600","21010"
"In post","2021","East Anglia","Norwich and East Norfolk","EO","555","495","27230","27570"
"In post","2021","East Anglia","Norwich and East Norfolk","G6","30","30","67470","67000"
"In post","2021","East Anglia","Norwich and East Norfolk","G7","95","90","52140","51190"
"In post","2021","East Anglia","Norwich and East Norfolk","HEO","215","205","32080","31990"
"In post","2021","East Anglia","Norwich and East Norfolk","SCS level","15","10","82590","73800"
"In post","2021","East Anglia","Norwich and East Norfolk","SEO","130","125","41190","39310"
"In post","2021","East Anglia","Norwich and East Norfolk","Unknown","120","105","29580","29300"
"In post","2021","East Anglia","Peterborough","AA","100","90","18290","17990"
"In post","2021","East Anglia","Peterborough","AO","595","505","21440","21430"
"In post","2021","East Anglia","Peterborough","EO","455","410","26910","27130"
"In post","2021","East Anglia","Peterborough","G6","20","15","68100","64590"
"In post","2021","East Anglia","Peterborough","G7","75","70","56330","52580"
"In post","2021","East Anglia","Peterborough","HEO","225","215","32380","33000"
"In post","2021","East Anglia","Peterborough","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Peterborough","SEO","125","115","40750","39100"
"In post","2021","East Anglia","Peterborough","Unknown","75","70","27900","28200"
"In post","2021","East Anglia","Suffolk","AA","305","290","19750","19560"
"In post","2021","East Anglia","Suffolk","AO","1390","1285","23750","21440"
"In post","2021","East Anglia","Suffolk","EO","1225","1150","27320","27570"
"In post","2021","East Anglia","Suffolk","G6","40","40","66770","64670"
"In post","2021","East Anglia","Suffolk","G7","145","140","52660","50510"
"In post","2021","East Anglia","Suffolk","HEO","600","570","32230","31810"
"In post","2021","East Anglia","Suffolk","SCS level","5","5","[c]","[c]"
"In post","2021","East Anglia","Suffolk","SEO","305","290","40860","38630"
"In post","2021","East Anglia","Suffolk","Unknown","155","140","28950","28200"
"In post","2021","East Wales","Cardiff and Vale of Glamorgan","AA","185","170","19230","19560"
"In post","2021","East Wales","Cardiff and Vale of Glamorgan","AO","3210","2880","21460","21010"
"In post","2021","East Wales","Cardiff and Vale of Glamorgan","EO","3325","3110","26860","26930"
"In post","2021","East Wales","Cardiff and Vale of Glamorgan","G6","315","300","70650","74730"
"In post","2021","East Wales","Cardiff and Vale of Glamorgan","G7","1035","995","56290","56620"
"In post","2021","East Wales","Cardiff and Vale of Glamorgan","HEO","2285","2165","33460","31940"
"In post","2021","East Wales","Cardiff and Vale of Glamorgan","SCS level","190","185","90280","82200"
"In post","2021","East Wales","Cardiff and Vale of Glamorgan","SEO","1235","1185","42850","42990"
"In post","2021","East Wales","Cardiff and Vale of Glamorgan","Unknown","285","270","31110","30210"
"In post","2021","East Wales","Flintshire and Wrexham","AA","145","145","19620","20600"
"In post","2021","East Wales","Flintshire and Wrexham","AO","870","815","22750","21710"
"In post","2021","East Wales","Flintshire and Wrexham","EO","660","615","27990","27570"
"In post","2021","East Wales","Flintshire and Wrexham","G6","15","15","67460","68830"
"In post","2021","East Wales","Flintshire and Wrexham","G7","60","55","54480","55440"
"In post","2021","East Wales","Flintshire and Wrexham","HEO","185","180","33910","32850"
"In post","2021","East Wales","Flintshire and Wrexham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Flintshire and Wrexham","SEO","110","105","44690","44980"
"In post","2021","East Wales","Flintshire and Wrexham","Unknown","105","100","28660","28200"
"In post","2021","East Wales","Monmouthshire and Newport","AA","60","50","19370","20060"
"In post","2021","East Wales","Monmouthshire and Newport","AO","1035","915","21030","20180"
"In post","2021","East Wales","Monmouthshire and Newport","EO","1360","1265","25610","25040"
"In post","2021","East Wales","Monmouthshire and Newport","G6","165","155","62640","63000"
"In post","2021","East Wales","Monmouthshire and Newport","G7","800","770","53520","51640"
"In post","2021","East Wales","Monmouthshire and Newport","HEO","995","955","30660","29680"
"In post","2021","East Wales","Monmouthshire and Newport","SCS level","65","65","78790","73210"
"In post","2021","East Wales","Monmouthshire and Newport","SEO","1035","995","38920","37520"
"In post","2021","East Wales","Monmouthshire and Newport","Unknown","90","80","28440","28200"
"In post","2021","East Wales","Powys","AA","50","50","19030","19300"
"In post","2021","East Wales","Powys","AO","170","155","21720","21130"
"In post","2021","East Wales","Powys","EO","165","150","27610","27570"
"In post","2021","East Wales","Powys","G6","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Powys","G7","25","20","58830","60830"
"In post","2021","East Wales","Powys","HEO","85","80","35300","36940"
"In post","2021","East Wales","Powys","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Powys","SEO","50","45","43190","44430"
"In post","2021","East Wales","Powys","Unknown","10","10","28400","28200"
"In post","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","AA","205","190","20850","20600"
"In post","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","AO","790","740","26420","25790"
"In post","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","EO","605","580","28510","27160"
"In post","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","G6","5","5","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","G7","15","15","68350","69130"
"In post","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","HEO","155","145","34780","34290"
"In post","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","SEO","70","70","49300","49680"
"In post","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Unknown","45","40","31860","32690"
"In post","2021","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","AA","75","75","20220","20600"
"In post","2021","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","AO","755","670","23730","22350"
"In post","2021","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","EO","710","630","27410","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","G6","5","5","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","G7","55","50","56210","55610"
"In post","2021","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","HEO","205","190","33180","33840"
