"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Finance","North West (England)","25","20","[c]","[c]"
"In post","2021","Asian","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Scotland","5","5","[c]","[c]"
"In post","2021","Asian","Finance","South East (England)","35","35","35920","31770"
"In post","2021","Asian","Finance","South West (England)","45","45","41250","33620"
"In post","2021","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Wales","10","10","[c]","[c]"
"In post","2021","Asian","Finance","West Midlands (England)","90","90","35470","32800"
"In post","2021","Asian","Finance","Yorkshire and The Humber","55","50","29240","25560"
"In post","2021","Asian","Human Resources","East Midlands (England)","20","20","[c]","[c]"
"In post","2021","Asian","Human Resources","East of England","5","5","[c]","[c]"
"In post","2021","Asian","Human Resources","London","265","255","40390","35200"
"In post","2021","Asian","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","North West (England)","30","30","28620","25680"
"In post","2021","Asian","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Scotland","10","10","[c]","[c]"
"In post","2021","Asian","Human Resources","South East (England)","15","10","[c]","[c]"
"In post","2021","Asian","Human Resources","South West (England)","15","15","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Wales","5","5","[c]","[c]"
"In post","2021","Asian","Human Resources","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","Asian","Human Resources","Yorkshire and The Humber","20","15","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","London","10","10","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","London","140","130","33790","29890"
"In post","2021","Asian","Intelligence Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","North West (England)","10","10","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","South East (England)","5","5","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","Asian","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","London","45","45","50310","49980"
"In post","2021","Asian","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","North West (England)","5","5","[c]","[c]"
"In post","2021","Asian","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Asian","Internal Audit","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Asian","International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","London","85","85","44080","38540"
"In post","2021","Asian","International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","Overseas","10","10","[c]","[c]"
"In post","2021","Asian","International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Asian","International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","East of England","5","5","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","London","75","70","34970","32330"
"In post","2021","Asian","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","South East (England)","5","5","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","South West (England)","15","10","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","East Midlands (England)","50","45","43450","47360"
"In post","2021","Asian","Legal","East of England","25","25","[c]","[c]"
"In post","2021","Asian","Legal","London","490","465","51220","51250"
"In post","2021","Asian","Legal","North East (England)","5","5","[c]","[c]"
"In post","2021","Asian","Legal","North West (England)","70","65","40030","40760"
"In post","2021","Asian","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Scotland","25","20","[c]","[c]"
"In post","2021","Asian","Legal","South East (England)","30","30","46510","41330"
"In post","2021","Asian","Legal","South West (England)","5","5","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Wales","10","10","[c]","[c]"
"In post","2021","Asian","Legal","West Midlands (England)","95","90","42160","46370"
"In post","2021","Asian","Legal","Yorkshire and The Humber","70","65","41290","42320"
"In post","2021","Asian","Medicine","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Asian","Medicine","East of England","25","25","[c]","[c]"
"In post","2021","Asian","Medicine","London","70","65","74580","72430"
"In post","2021","Asian","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","North West (England)","5","5","[c]","[c]"
"In post","2021","Asian","Medicine","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","South East (England)","25","25","[c]","[c]"
"In post","2021","Asian","Medicine","South West (England)","25","20","[c]","[c]"
"In post","2021","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","Wales","5","5","[c]","[c]"
"In post","2021","Asian","Medicine","West Midlands (England)","15","10","[c]","[c]"
"In post","2021","Asian","Medicine","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Asian","Operational Delivery","East Midlands (England)","735","660","24900","22180"
"In post","2021","Asian","Operational Delivery","East of England","510","450","26550","24440"
"In post","2021","Asian","Operational Delivery","London","4260","3935","30930","28860"
"In post","2021","Asian","Operational Delivery","North East (England)","145","125","24520","21710"
"In post","2021","Asian","Operational Delivery","North West (England)","865","785","25680","22920"
"In post","2021","Asian","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Overseas","10","10","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Scotland","155","135","29940","24050"
"In post","2021","Asian","Operational Delivery","South East (England)","500","455","27940","25660"
"In post","2021","Asian","Operational Delivery","South West (England)","125","110","26340","23140"
"In post","2021","Asian","Operational Delivery","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Wales","145","130","24630","21590"
"In post","2021","Asian","Operational Delivery","West Midlands (England)","1730","1610","25060","22570"
"In post","2021","Asian","Operational Delivery","Yorkshire and The Humber","885","805","25330","22990"
"In post","2021","Asian","Operational Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","London","25","25","[c]","[c]"
"In post","2021","Asian","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","North West (England)","10","10","[c]","[c]"
"In post","2021","Asian","Operational Research","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","South East (England)","5","5","[c]","[c]"
"In post","2021","Asian","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Asian","Other","East of England","25","25","[c]","[c]"
"In post","2021","Asian","Other","London","555","535","34990","30410"
"In post","2021","Asian","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","North West (England)","20","20","[c]","[c]"
"In post","2021","Asian","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Scotland","10","10","[c]","[c]"
"In post","2021","Asian","Other","South East (England)","60","60","25670","21130"
"In post","2021","Asian","Other","South West (England)","60","55","30640","26350"
"In post","2021","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Wales","15","10","[c]","[c]"
"In post","2021","Asian","Other","West Midlands (England)","55","50","26520","21430"
"In post","2021","Asian","Other","Yorkshire and The Humber","30","30","26010","25560"
"In post","2021","Asian","Planning","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","London","5","5","[c]","[c]"
"In post","2021","Asian","Planning","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","Asian","Policy","East of England","10","10","[c]","[c]"
"In post","2021","Asian","Policy","London","1590","1550","43590","39780"
"In post","2021","Asian","Policy","North East (England)","10","5","[c]","[c]"
"In post","2021","Asian","Policy","North West (England)","40","40","38120","34570"
"In post","2021","Asian","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Overseas","60","60","48520","50970"
"In post","2021","Asian","Policy","Scotland","10","10","[c]","[c]"
"In post","2021","Asian","Policy","South East (England)","10","10","[c]","[c]"
"In post","2021","Asian","Policy","South West (England)","10","10","[c]","[c]"
"In post","2021","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Wales","20","20","[c]","[c]"
"In post","2021","Asian","Policy","West Midlands (England)","90","85","35250","34830"
"In post","2021","Asian","Policy","Yorkshire and The Humber","60","55","39160","34120"
"In post","2021","Asian","Project Delivery","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","Asian","Project Delivery","East of England","30","30","37970","37640"
"In post","2021","Asian","Project Delivery","London","465","455","42410","39090"
"In post","2021","Asian","Project Delivery","North East (England)","5","5","[c]","[c]"
"In post","2021","Asian","Project Delivery","North West (England)","45","45","37710","36740"
"In post","2021","Asian","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Overseas","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","South East (England)","35","35","35390","33150"
"In post","2021","Asian","Project Delivery","South West (England)","100","100","37780","35630"
"In post","2021","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Wales","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","West Midlands (England)","80","80","38780","38630"
"In post","2021","Asian","Project Delivery","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2021","Asian","Property","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","Asian","Property","East of England","5","5","[c]","[c]"
"In post","2021","Asian","Property","London","135","130","38010","34880"
"In post","2021","Asian","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","North West (England)","15","15","[c]","[c]"
"In post","2021","Asian","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Overseas","5","5","[c]","[c]"
"In post","2021","Asian","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","South East (England)","15","15","[c]","[c]"
"In post","2021","Asian","Property","South West (England)","5","5","[c]","[c]"
"In post","2021","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","West Midlands (England)","30","25","[c]","[c]"
"In post","2021","Asian","Property","Yorkshire and The Humber","20","15","[c]","[c]"
"In post","2021","Asian","Psychology","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Asian","Psychology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","London","5","5","[c]","[c]"
"In post","2021","Asian","Psychology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","North West (England)","5","5","[c]","[c]"
"In post","2021","Asian","Psychology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Asian","Science and Engineering","East of England","35","35","39230","35900"
"In post","2021","Asian","Science and Engineering","London","205","195","39460","35300"
"In post","2021","Asian","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","North West (England)","25","25","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Scotland","5","5","[c]","[c]"
"In post","2021","Asian","Science and Engineering","South East (England)","60","55","36700","37320"
"In post","2021","Asian","Science and Engineering","South West (England)","165","160","35700","33450"
"In post","2021","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Wales","10","10","[c]","[c]"
"In post","2021","Asian","Science and Engineering","West Midlands (England)","40","40","29710","28390"
"In post","2021","Asian","Science and Engineering","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","Asian","Security","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Asian","Security","East of England","15","15","[c]","[c]"
"In post","2021","Asian","Security","London","180","175","32700","29020"
"In post","2021","Asian","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","North West (England)","5","5","[c]","[c]"
"In post","2021","Asian","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Scotland","5","5","[c]","[c]"
"In post","2021","Asian","Security","South East (England)","45","45","24850","19560"
"In post","2021","Asian","Security","South West (England)","10","10","[c]","[c]"
"In post","2021","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Asian","Security","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","Asian","Social Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","London","20","20","[c]","[c]"
"In post","2021","Asian","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","South East (England)","5","5","[c]","[c]"
"In post","2021","Asian","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Statistics","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Statistics","London","95","90","44460","41760"
"In post","2021","Asian","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Statistics","North West (England)","10","10","[c]","[c]"
"In post","2021","Asian","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Statistics","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Statistics","South East (England)","10","10","[c]","[c]"
"In post","2021","Asian","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Statistics","Wales","10","10","[c]","[c]"
"In post","2021","Asian","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Tax","East Midlands (England)","130","120","31420","31810"
"In post","2021","Asian","Tax","East of England","10","5","[c]","[c]"
"In post","2021","Asian","Tax","London","435","410","38680","36160"
"In post","2021","Asian","Tax","North East (England)","30","30","26570","25560"
"In post","2021","Asian","Tax","North West (England)","195","180","29040","25560"
"In post","2021","Asian","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Tax","Scotland","30","30","26590","25560"
"In post","2021","Asian","Tax","South East (England)","30","30","32850","32200"
"In post","2021","Asian","Tax","South West (England)","20","20","[c]","[c]"
"In post","2021","Asian","Tax","Wales","60","55","24910","22850"
"In post","2021","Asian","Tax","West Midlands (England)","250","245","31240","31810"
"In post","2021","Asian","Tax","Yorkshire and The Humber","205","195","28980","25560"
"In post","2021","Asian","Unknown","East Midlands (England)","625","550","24820","26840"
"In post","2021","Asian","Unknown","East of England","355","320","28050","27570"
"In post","2021","Asian","Unknown","London","3035","2800","34110","31060"
"In post","2021","Asian","Unknown","North East (England)","170","155","27740","21010"
"In post","2021","Asian","Unknown","North West (England)","1100","1000","25710","27570"
