"Status","Year","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Legal","AA/AO","AO","2275","2070","22360","22820"
"In post","2021","Legal","EO","EO","2445","2270","28050","28430"
"In post","2021","Legal","G6/G7","G6","1385","1295","69960","68320"
"In post","2021","Legal","G6/G7","G7","4640","4275","56340","55610"
"In post","2021","Legal","SCS level","SCS level","460","445","88840","82950"
"In post","2021","Legal","SEO/HEO","HEO","1650","1590","34040","33310"
"In post","2021","Legal","SEO/HEO","SEO","1670","1520","42960","41990"
"In post","2021","Legal","Unknown","Unknown","10","10","44040","48370"
"In post","2021","No function","AA/AO","AA","10605","9315","20060","20600"
"In post","2021","No function","AA/AO","AO","59905","54480","23630","21590"
"In post","2021","No function","EO","EO","33120","31090","28210","27130"
"In post","2021","No function","G6/G7","G6","5520","5300","68110","65950"
"In post","2021","No function","G6/G7","G7","15560","15090","54830","53430"
"In post","2021","No function","SCS level","SCS level","2955","2820","90490","81600"
"In post","2021","No function","SEO/HEO","HEO","29225","28025","33490","32650"
"In post","2021","No function","SEO/HEO","SEO","16030","15380","42410","40420"
"In post","2021","No function","Unknown","Unknown","12010","11095","29880","28330"
"In post","2021","Project Delivery","AA/AO","AA","60","60","18300","18730"
"In post","2021","Project Delivery","AA/AO","AO","555","515","22030","21490"
"In post","2021","Project Delivery","EO","EO","4610","4385","24860","25750"
"In post","2021","Project Delivery","G6/G7","G6","2140","2080","67160","66420"
"In post","2021","Project Delivery","G6/G7","G7","5235","5105","53380","53600"
"In post","2021","Project Delivery","SCS level","SCS level","695","675","91540","83350"
"In post","2021","Project Delivery","SEO/HEO","HEO","6875","6630","32270","32800"
"In post","2021","Project Delivery","SEO/HEO","SEO","6875","6650","40430","40580"
"In post","2021","Project Delivery","Unknown","Unknown","1355","1335","42310","40180"
"In post","2021","Property","AA/AO","AA","820","780","18510","18760"
"In post","2021","Property","AA/AO","AO","1530","1425","23120","21250"
"In post","2021","Property","EO","EO","1955","1840","27450","26670"
"In post","2021","Property","G6/G7","G6","290","290","66710","65390"
"In post","2021","Property","G6/G7","G7","965","940","54790","54570"
"In post","2021","Property","SCS level","SCS level","85","85","93150","83310"
"In post","2021","Property","SEO/HEO","HEO","1985","1915","33440","33300"
"In post","2021","Property","SEO/HEO","SEO","1635","1565","41950","41340"
"In post","2021","Property","Unknown","Unknown","40","40","28030","21600"
"In post","2021","Security","AA/AO","AA","2355","2300","20060","19560"
"In post","2021","Security","AA/AO","AO","3160","3095","31670","30890"
"In post","2021","Security","EO","EO","1180","1155","32330","27870"
"In post","2021","Security","G6/G7","G6","85","85","71850","69820"
"In post","2021","Security","G6/G7","G7","295","290","56930","54700"
"In post","2021","Security","SCS level","SCS level","45","45","88530","78810"
"In post","2021","Security","SEO/HEO","HEO","1065","1040","36320","34220"
"In post","2021","Security","SEO/HEO","SEO","515","510","45760","42510"
"In post","2021","Security","Unknown","Unknown","60","55","37050","37170"
"In post","2021","Unknown","AA/AO","AA","4560","4210","20000","19560"
"In post","2021","Unknown","AA/AO","AO","44495","39115","21550","21010"
"In post","2021","Unknown","EO","EO","70095","64025","27890","27570"
"In post","2021","Unknown","G6/G7","G6","3490","3355","69790","69000"
"In post","2021","Unknown","G6/G7","G7","8545","8220","57160","57430"
"In post","2021","Unknown","SCS level","SCS level","1340","1300","90070","83230"
"In post","2021","Unknown","SEO/HEO","HEO","19755","18835","34100","33310"
"In post","2021","Unknown","SEO/HEO","SEO","11965","11520","41800","41950"
"In post","2021","Unknown","Unknown","Unknown","2470","2460","37740","34460"
"Leaver CS","2021","Analysis","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","AA/AO","AO","95","[c]","21310","19130"
"Leaver CS","2021","Analysis","EO","EO","30","[c]","25680","26410"
"Leaver CS","2021","Analysis","G6/G7","G6","10","[c]","78770","78660"
"Leaver CS","2021","Analysis","G6/G7","G7","35","[c]","57890","57380"
"Leaver CS","2021","Analysis","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","SEO/HEO","HEO","55","[c]","31870","31300"
"Leaver CS","2021","Analysis","SEO/HEO","SEO","35","[c]","39490","38590"
"Leaver CS","2021","Commercial","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","AO","25","[c]","20800","20920"
"Leaver CS","2021","Commercial","EO","EO","25","[c]","25430","25980"
"Leaver CS","2021","Commercial","G6/G7","G6","30","[c]","78310","70000"
"Leaver CS","2021","Commercial","G6/G7","G7","40","[c]","56580","54700"
"Leaver CS","2021","Commercial","SCS level","SCS level","30","[c]","99080","95690"
"Leaver CS","2021","Commercial","SEO/HEO","HEO","45","[c]","33420","33670"
"Leaver CS","2021","Commercial","SEO/HEO","SEO","55","[c]","41450","40830"
"Leaver CS","2021","Commercial","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","AO","30","[c]","20550","20860"
"Leaver CS","2021","Communications","EO","EO","35","[c]","24880","25770"
"Leaver CS","2021","Communications","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","G7","35","[c]","55040","54700"
"Leaver CS","2021","Communications","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","HEO","80","[c]","32440","32730"
"Leaver CS","2021","Communications","SEO/HEO","SEO","45","[c]","41390","40560"
"Leaver CS","2021","Counter Fraud","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","HEO","20","[c]","35160","34910"
"Leaver CS","2021","Counter Fraud","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Debt","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","AA/AO","AO","45","[c]","21080","21150"
"Leaver CS","2021","Digital, Data & Technology","EO","EO","80","[c]","27360","26670"
"Leaver CS","2021","Digital, Data & Technology","G6/G7","G6","25","[c]","68870","68720"
"Leaver CS","2021","Digital, Data & Technology","G6/G7","G7","100","[c]","56740","55130"
"Leaver CS","2021","Digital, Data & Technology","SCS level","SCS level","15","[c]","97920","96280"
"Leaver CS","2021","Digital, Data & Technology","SEO/HEO","HEO","80","[c]","34260","33300"
"Leaver CS","2021","Digital, Data & Technology","SEO/HEO","SEO","80","[c]","41540","40580"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","AO","25","[c]","21240","21130"
"Leaver CS","2021","Finance","EO","EO","35","[c]","25390","26220"
"Leaver CS","2021","Finance","G6/G7","G6","20","[c]","68060","67480"
"Leaver CS","2021","Finance","G6/G7","G7","35","[c]","60460","57970"
"Leaver CS","2021","Finance","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","HEO","55","[c]","35360","33700"
"Leaver CS","2021","Finance","SEO/HEO","SEO","45","[c]","43810","42090"
"Leaver CS","2021","Grants Management","AA/AO","AO","45","[c]","20830","21050"
"Leaver CS","2021","Grants Management","EO","EO","25","[c]","25410","25190"
"Leaver CS","2021","Grants Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","AO","65","[c]","21100","20920"
"Leaver CS","2021","Human Resources","EO","EO","55","[c]","26270","27000"
"Leaver CS","2021","Human Resources","G6/G7","G6","10","[c]","67440","66150"
"Leaver CS","2021","Human Resources","G6/G7","G7","50","[c]","56530","56220"
"Leaver CS","2021","Human Resources","SCS level","SCS level","10","[c]","107030","110000"
"Leaver CS","2021","Human Resources","SEO/HEO","HEO","60","[c]","34060","33270"
"Leaver CS","2021","Human Resources","SEO/HEO","SEO","60","[c]","44100","44040"
"Leaver CS","2021","Human Resources","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","AA/AO","AA","25","[c]","20070","20070"
"Leaver CS","2021","Legal","AA/AO","AO","125","[c]","22460","22820"
"Leaver CS","2021","Legal","EO","EO","90","[c]","26730","26830"
"Leaver CS","2021","Legal","G6/G7","G6","50","[c]","71080","72260"
"Leaver CS","2021","Legal","G6/G7","G7","205","[c]","56110","55610"
"Leaver CS","2021","Legal","SCS level","SCS level","25","[c]","95360","89210"
"Leaver CS","2021","Legal","SEO/HEO","HEO","45","[c]","33350","33840"
"Leaver CS","2021","Legal","SEO/HEO","SEO","110","[c]","43480","43680"
"Leaver CS","2021","No function","AA/AO","AA","1150","[c]","17850","17430"
"Leaver CS","2021","No function","AA/AO","AO","3970","[c]","21170","20850"
"Leaver CS","2021","No function","EO","EO","1215","[c]","27150","26700"
"Leaver CS","2021","No function","G6/G7","G6","160","[c]","71600","69740"
"Leaver CS","2021","No function","G6/G7","G7","435","[c]","56080","54230"
"Leaver CS","2021","No function","SCS level","SCS level","145","[c]","106280","104580"
"Leaver CS","2021","No function","SEO/HEO","HEO","835","[c]","32920","32650"
"Leaver CS","2021","No function","SEO/HEO","SEO","580","[c]","42310","40720"
"Leaver CS","2021","No function","Unknown","Unknown","660","[c]","34040","37170"
"Leaver CS","2021","Project Delivery","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","AO","40","[c]","21790","21790"
"Leaver CS","2021","Project Delivery","EO","EO","200","[c]","22340","21950"
"Leaver CS","2021","Project Delivery","G6/G7","G6","40","[c]","69970","70010"
"Leaver CS","2021","Project Delivery","G6/G7","G7","100","[c]","54290","54540"
"Leaver CS","2021","Project Delivery","SCS level","SCS level","25","[c]","96100","89530"
"Leaver CS","2021","Project Delivery","SEO/HEO","HEO","205","[c]","32000","32430"
"Leaver CS","2021","Project Delivery","SEO/HEO","SEO","190","[c]","41130","40800"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","40","[c]","41280","39860"
"Leaver CS","2021","Property","AA/AO","AA","95","[c]","18920","18800"
"Leaver CS","2021","Property","AA/AO","AO","90","[c]","23020","21370"
"Leaver CS","2021","Property","EO","EO","160","[c]","26510","26000"
"Leaver CS","2021","Property","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","G7","40","[c]","56950","57130"
"Leaver CS","2021","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","HEO","80","[c]","33790","33300"
"Leaver CS","2021","Property","SEO/HEO","SEO","80","[c]","43130","43080"
"Leaver CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA/AO","AA","125","[c]","19980","19560"
"Leaver CS","2021","Security","AA/AO","AO","200","[c]","31930","34390"
"Leaver CS","2021","Security","EO","EO","50","[c]","31680","27500"
"Leaver CS","2021","Security","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","HEO","35","[c]","37690","33470"
"Leaver CS","2021","Security","SEO/HEO","SEO","10","[c]","43100","41950"
"Leaver CS","2021","Unknown","AA/AO","AA","535","[c]","19940","19560"
"Leaver CS","2021","Unknown","AA/AO","AO","5175","[c]","21380","21010"
"Leaver CS","2021","Unknown","EO","EO","4165","[c]","27960","27570"
"Leaver CS","2021","Unknown","G6/G7","G6","355","[c]","71970","70880"
"Leaver CS","2021","Unknown","G6/G7","G7","670","[c]","55700","54760"
"Leaver CS","2021","Unknown","SCS level","SCS level","175","[c]","89500","83900"
"Leaver CS","2021","Unknown","SEO/HEO","HEO","1720","[c]","34070","33810"
"Leaver CS","2021","Unknown","SEO/HEO","SEO","905","[c]","41250","40670"
"Leaver CS","2021","Unknown","Unknown","Unknown","540","[c]","35090","32700"
"Leaver Dept.","2021","Analysis","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","EO","EO","30","[c]","27510","27500"
"Leaver Dept.","2021","Analysis","G6/G7","G6","15","[c]","66250","64990"
"Leaver Dept.","2021","Analysis","G6/G7","G7","70","[c]","56260","55720"
"Leaver Dept.","2021","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","SEO/HEO","HEO","115","[c]","32910","32830"
"Leaver Dept.","2021","Analysis","SEO/HEO","SEO","35","[c]","41740","41550"
"Leaver Dept.","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","EO","25","[c]","26310","26380"
"Leaver Dept.","2021","Commercial","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","G7","40","[c]","51940","51710"
"Leaver Dept.","2021","Commercial","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","HEO","30","[c]","32350","32520"
"Leaver Dept.","2021","Commercial","SEO/HEO","SEO","45","[c]","41180","42080"
"Leaver Dept.","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","EO","35","[c]","26450","26410"
"Leaver Dept.","2021","Communications","G6/G7","G6","10","[c]","70520","70050"
"Leaver Dept.","2021","Communications","G6/G7","G7","40","[c]","53850","53250"
"Leaver Dept.","2021","Communications","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO/HEO","HEO","60","[c]","33480","33210"
"Leaver Dept.","2021","Communications","SEO/HEO","SEO","55","[c]","41500","40850"
"Leaver Dept.","2021","Counter Fraud","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","HEO","15","[c]","32820","32910"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","EO","EO","35","[c]","26620","26680"
"Leaver Dept.","2021","Digital, Data & Technology","G6/G7","G6","25","[c]","70090","68010"
"Leaver Dept.","2021","Digital, Data & Technology","G6/G7","G7","60","[c]","55180","54580"
"Leaver Dept.","2021","Digital, Data & Technology","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SEO/HEO","HEO","50","[c]","33260","32910"
"Leaver Dept.","2021","Digital, Data & Technology","SEO/HEO","SEO","45","[c]","40720","40580"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","EO","30","[c]","26330","26300"
"Leaver Dept.","2021","Finance","G6/G7","G6","10","[c]","68320","67220"
"Leaver Dept.","2021","Finance","G6/G7","G7","55","[c]","57750","57490"
"Leaver Dept.","2021","Finance","SCS level","SCS level","15","[c]","85310","77490"
"Leaver Dept.","2021","Finance","SEO/HEO","HEO","35","[c]","33480","33780"
"Leaver Dept.","2021","Finance","SEO/HEO","SEO","50","[c]","42540","42510"
"Leaver Dept.","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","AA/AO","AO","20","[c]","20910","21050"
"Leaver Dept.","2021","Grants Management","EO","EO","15","[c]","25180","25100"
"Leaver Dept.","2021","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AA/AO","AO","60","[c]","21080","20800"
"Leaver Dept.","2021","Human Resources","EO","EO","80","[c]","26460","26380"
"Leaver Dept.","2021","Human Resources","G6/G7","G6","20","[c]","64490","64220"
"Leaver Dept.","2021","Human Resources","G6/G7","G7","85","[c]","55540","55650"
"Leaver Dept.","2021","Human Resources","SCS level","SCS level","15","[c]","82130","75920"
"Leaver Dept.","2021","Human Resources","SEO/HEO","HEO","135","[c]","32220","32000"
"Leaver Dept.","2021","Human Resources","SEO/HEO","SEO","75","[c]","41750","40540"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","AA/AO","AO","40","[c]","22940","22820"
"Leaver Dept.","2021","Legal","EO","EO","40","[c]","26880","27150"
"Leaver Dept.","2021","Legal","G6/G7","G6","30","[c]","67470","65670"
"Leaver Dept.","2021","Legal","G6/G7","G7","60","[c]","54650","52610"
"Leaver Dept.","2021","Legal","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SEO/HEO","HEO","25","[c]","33250","32080"
"Leaver Dept.","2021","Legal","SEO/HEO","SEO","20","[c]","38720","38290"
"Leaver Dept.","2021","No function","AA/AO","AA","65","[c]","18100","17540"
"Leaver Dept.","2021","No function","AA/AO","AO","615","[c]","20800","20430"
"Leaver Dept.","2021","No function","EO","EO","505","[c]","26080","26410"
"Leaver Dept.","2021","No function","G6/G7","G6","185","[c]","64210","64140"
"Leaver Dept.","2021","No function","G6/G7","G7","650","[c]","53600","53380"
"Leaver Dept.","2021","No function","SCS level","SCS level","135","[c]","88340","77730"
"Leaver Dept.","2021","No function","SEO/HEO","HEO","1370","[c]","32240","32000"
"Leaver Dept.","2021","No function","SEO/HEO","SEO","395","[c]","39680","39250"
"Leaver Dept.","2021","No function","Unknown","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","EO","EO","85","[c]","24110","24500"
"Leaver Dept.","2021","Project Delivery","G6/G7","G6","30","[c]","68260","67710"
"Leaver Dept.","2021","Project Delivery","G6/G7","G7","110","[c]","53790","53760"
"Leaver Dept.","2021","Project Delivery","SCS level","SCS level","20","[c]","85260","82510"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","HEO","165","[c]","31350","31950"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","SEO","100","[c]","39510","39960"
"Leaver Dept.","2021","Project Delivery","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA/AO","AO","30","[c]","20930","21100"
"Leaver Dept.","2021","Property","EO","EO","20","[c]","25670","25860"
"Leaver Dept.","2021","Property","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G6/G7","G7","15","[c]","56770","55860"
"Leaver Dept.","2021","Property","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SEO/HEO","HEO","30","[c]","32440","32910"
"Leaver Dept.","2021","Property","SEO/HEO","SEO","15","[c]","39760","40910"
"Leaver Dept.","2021","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","AO","15","[c]","23640","20640"
"Leaver Dept.","2021","Security","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
